name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,03/31/1987
TotalAssets,"7,686,808,000","7,767,467,000","7,745,194,000","7,687,888,000","7,359,679,000","7,049,116,000","6,860,797,000","6,611,075,000","6,002,405,000","5,289,268,000","5,429,296,000","5,312,719,000","5,437,201,000","3,085,262,000","3,220,934,000","3,067,406,000","3,207,787,000","2,868,769,000","2,928,351,000","2,815,572,000","2,976,402,000","2,674,942,000","2,635,733,000","2,578,766,000","2,564,528,000","2,370,826,000","2,440,586,000","2,271,270,000","2,322,010,000","2,034,571,000","2,188,698,000","2,025,528,000","2,056,392,000","1,903,391,000","1,919,306,000","1,846,424,000","1,881,328,000","1,706,808,000","1,716,303,000","1,722,412,000","1,743,651,000","1,594,832,000","1,547,850,000","1,582,863,000","1,577,153,000","1,463,474,000","1,428,058,000","1,363,243,000","1,340,543,000","1,230,845,000","1,242,097,000","1,171,511,000","1,200,436,000","1,075,997,000","1,165,002,000","1,176,319,000","1,188,071,000","1,057,971,000","1,133,604,000","1,135,813,000","1,135,947,000","1,007,992,000","988,264,000","976,423,000","974,256,000","814,795,000","816,538,000","814,709,000","805,196,000","678,485,000","694,194,000","683,715,000","639,989,000","536,209,000","589,386,000","536,149,000","557,207,000","458,919,000","495,596,000","496,792,000","446,547,000","338,482,000","365,607,000","357,628,000","381,176,000","332,296,000","375,529,000","363,241,000","379,736,000","302,600,000","329,400,000","338,600,000","325,400,000","264,600,000","267,600,000","266,700,000","287,100,000","224,100,000","240,900,000","227,900,000","229,100,000","195,600,000","202,500,000","202,900,000","207,800,000","174,100,000","185,000,000","166,800,000","172,600,000","146,200,000","154,900,000","161,300,000","152,300,000","116,800,000","229,100,000"
	CurrentAssets,"3,168,275,000","3,250,440,000","3,467,861,000","3,567,143,000","3,380,834,000","3,258,685,000","3,170,962,000","3,030,112,000","2,480,239,000","1,787,887,000","2,005,498,000","1,937,808,000","2,079,085,000","1,794,399,000","1,941,708,000","1,810,728,000","1,984,093,000","1,655,368,000","1,741,995,000","1,630,522,000","1,824,260,000","1,517,809,000","1,629,756,000","1,588,535,000","1,626,050,000","1,485,431,000","1,573,364,000","1,449,507,000","1,526,915,000","1,273,990,000","1,426,587,000","1,284,185,000","1,340,138,000","1,209,248,000","1,253,618,000","1,205,681,000","1,267,391,000","1,130,052,000","1,161,924,000","1,198,249,000","1,232,113,000","1,090,249,000","1,072,396,000","1,129,233,000","1,138,436,000","1,043,717,000","1,011,670,000","957,219,000","945,919,000","834,329,000","850,654,000","776,370,000","805,346,000","684,303,000","773,893,000","785,233,000","807,979,000","691,924,000","770,037,000","782,964,000","802,124,000","679,345,000","676,618,000","669,824,000","678,433,000","531,413,000","561,997,000","585,821,000","587,277,000","458,405,000","503,993,000","506,917,000","467,729,000","383,326,000","437,682,000","402,851,000","428,166,000","332,270,000","367,211,000","373,534,000","332,956,000","251,962,000","281,622,000","273,941,000","296,556,000","247,233,000","291,706,000","279,912,000","300,038,000","225,900,000","257,300,000","268,000,000","257,000,000","201,800,000","207,300,000","208,000,000","231,700,000","169,600,000","187,100,000","174,200,000","175,400,000","143,600,000","153,200,000","154,200,000","159,800,000","126,500,000","140,000,000","123,000,000","130,400,000","104,200,000","114,700,000","121,600,000","113,900,000","78,700,000","175,400,000"
		CashCashEquivalentsAndShortTermInvestments,"405,432,000","878,030,000","1,111,711,000","1,412,001,000","1,149,930,000","1,341,756,000","1,111,986,000","1,206,366,000","461,473,000","84,241,000","82,640,000","104,018,000","102,215,000","86,299,000","71,302,000","69,954,000","132,398,000","109,148,000","70,046,000","67,793,000","72,701,000","53,916,000","55,507,000","151,112,000","74,501,000","63,813,000","51,352,000","56,317,000","57,133,000","51,134,000","47,510,000","55,965,000","47,789,000","142,743,000","45,988,000","55,698,000","57,022,000","138,630,000","70,185,000","179,100,000","126,695,000","176,965,000","96,590,000","185,517,000","156,361,000","273,252,000","186,833,000","196,992,000","138,060,000","172,851,000","94,871,000","91,845,000","37,364,000","37,232,000","16,583,000","62,957,000","17,383,000","13,700,000","25,722,000","43,404,000","35,786,000","37,605,000","26,180,000","43,354,000","39,621,000","21,203,000","25,659,000","66,358,000","37,890,000","28,941,000","23,488,000","66,421,000","24,066,000","19,980,000","30,903,000","17,832,000","25,227,000","13,773,000","14,256,000","15,611,000","14,766,000","8,927,000","14,069,000","9,690,000","14,272,000","9,145,000","9,189,000","12,766,000","10,260,000","7,000,000","8,200,000","8,800,000","21,600,000","18,200,000","6,400,000","8,200,000","11,000,000","8,500,000","8,300,000","11,700,000","7,900,000","12,900,000","11,100,000","15,500,000","6,600,000","5,100,000","9,800,000","7,300,000","10,600,000","14,000,000","6,600,000","23,400,000","14,100,000","3,500,000","7,900,000"
			CashAndCashEquivalents,"405,432,000","878,030,000","1,111,711,000","1,412,001,000","1,149,930,000","1,341,756,000","1,111,986,000","1,206,366,000","461,473,000","84,241,000","82,640,000","104,018,000","102,215,000","86,299,000","71,302,000","69,954,000","132,398,000","109,148,000","70,046,000","67,793,000","72,701,000","53,916,000","55,507,000","151,112,000","74,501,000","63,813,000","51,352,000","56,317,000","57,133,000","51,134,000","47,510,000","55,965,000","47,789,000","142,743,000","45,988,000","55,698,000","57,022,000","138,630,000","70,185,000","179,100,000","126,695,000","176,965,000","96,590,000","185,517,000","140,448,000","257,339,000","170,920,000","181,079,000","138,060,000","172,851,000","94,871,000","91,845,000","37,364,000","37,232,000","16,583,000","62,957,000","17,383,000","13,700,000","25,722,000","43,404,000","35,786,000","37,605,000","26,180,000","43,354,000","39,621,000","21,203,000","25,659,000","66,358,000","37,890,000","28,941,000","23,488,000","66,421,000","24,066,000","19,980,000","30,903,000","17,832,000","25,227,000","13,773,000","14,256,000","15,611,000","14,766,000","8,927,000","14,069,000","9,690,000","14,272,000","9,145,000","9,189,000","12,766,000","10,260,000","7,000,000","8,200,000","8,800,000","21,600,000","18,200,000","6,400,000","8,200,000","11,000,000","8,500,000","8,300,000","11,700,000","7,900,000","12,900,000","11,100,000","15,500,000","6,600,000","5,100,000","9,800,000","7,300,000","10,600,000","14,000,000","6,600,000","23,400,000","14,100,000","3,500,000","7,900,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","15,913,000","15,913,000","15,913,000","15,913,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"9,030,000","17,100,000","6,827,000",,,,"7,838,000","0","0","0","5,600,000","5,589,000","4,846,000","4,111,000","23,655,000","5,115,000","4,815,000","4,760,000","4,776,000","4,066,000","7,339,000","3,680,000","16,335,000","3,311,000","0","3,763,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,000","2,687,000","11,198,000","6,486,000","6,516,000","4,500,000","6,565,000","6,410,000","7,683,000","6,876,000","10,019,000","20,004,000","6,800,000","10,400,000","13,500,000","15,200,000","5,600,000","8,700,000","11,700,000","13,400,000","5,200,000","5,900,000","6,300,000","6,900,000","4,900,000","4,700,000","4,300,000","3,900,000","3,700,000","3,200,000","3,700,000","4,200,000","2,200,000","2,600,000","2,900,000","3,800,000","1,900,000","6,900,000"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,000","2,687,000","11,198,000","6,486,000","6,516,000","4,500,000","6,565,000","6,410,000","7,683,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"9,030,000","17,100,000","6,827,000",,,,"7,838,000","0","0","0","5,600,000","5,589,000","4,846,000","4,111,000","23,655,000","5,115,000","4,815,000","4,760,000","4,776,000","4,066,000","7,339,000","3,680,000","16,335,000","3,311,000","0","3,763,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"2,568,179,000","2,191,192,000","2,199,773,000","1,992,824,000","2,084,677,000","1,783,270,000","1,915,040,000","1,688,508,000","1,905,913,000","1,602,781,000","1,812,772,000","1,733,150,000","1,881,332,000","1,589,542,000","1,737,273,000","1,632,280,000","1,760,065,000","1,453,208,000","1,591,555,000","1,468,254,000","1,657,761,000","1,369,656,000","1,489,934,000","1,366,499,000","1,470,691,000","1,284,375,000","1,414,562,000","1,293,146,000","1,370,965,000","1,115,450,000","1,295,824,000","1,154,585,000","1,225,232,000","979,308,000","1,142,013,000","1,082,861,000","1,142,900,000","908,116,000","1,020,140,000","946,934,000","1,031,780,000","830,819,000","913,738,000","875,483,000","941,377,000","736,520,000","758,683,000","702,405,000","755,617,000","601,249,000","703,989,000","644,925,000","730,127,000","603,435,000","716,806,000","683,317,000","747,531,000","635,988,000","699,312,000","692,388,000","722,928,000","593,373,000","605,716,000","573,263,000","590,479,000","460,751,000","487,026,000","474,194,000","501,121,000","385,127,000","435,007,000","407,050,000","402,115,000","324,518,000","374,849,000","355,161,000","366,811,000","289,253,000","333,388,000","328,500,000","290,008,000","221,979,000","253,238,000","251,507,000","269,243,000","222,535,000","266,761,000","251,417,000","264,080,000","207,300,000","234,800,000","242,100,000","215,400,000","171,700,000","187,800,000","185,400,000","202,800,000","151,700,000","168,600,000","153,100,000","158,500,000","124,100,000","134,000,000","130,500,000","144,100,000","112,700,000","124,900,000","108,600,000","113,000,000","86,300,000","103,600,000","93,700,000","92,400,000","69,800,000","158,500,000"
		PrepaidAssets,"185,634,000","164,118,000","149,550,000","162,318,000","146,227,000","133,659,000","136,098,000","135,238,000","112,853,000","100,865,000","104,486,000","95,051,000","90,692,000","114,447,000","109,478,000","103,379,000","86,815,000","88,252,000","75,618,000","90,409,000","86,459,000","90,557,000","67,980,000","67,613,000","80,858,000","87,510,000","64,822,000","62,039,000","64,967,000","66,444,000","49,936,000","48,120,000","47,154,000","57,359,000","45,794,000","52,676,000","51,855,000","51,808,000","50,892,000","56,331,000","50,337,000","51,728,000","40,198,000","46,363,000","40,698,000","33,945,000","50,570,000","40,253,000","38,772,000","42,320,000","40,433,000","32,499,000","33,713,000","41,960,000","40,504,000","38,959,000","43,065,000","41,959,000","43,942,000","40,173,000","32,458,000","37,007,000","36,700,000","39,073,000","37,198,000","38,380,000","37,892,000","30,914,000","34,232,000","30,481,000","36,771,000","23,507,000","31,023,000","27,725,000","22,025,000","19,447,000","24,773,000","17,579,000","12,619,000","13,894,000","17,266,000","14,540,000","9,815,000","6,179,000","6,631,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
