name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalRevenue,"148,849,000","32,169,000","45,255,000","39,749,000","31,674,000","31,447,000","24,824,000","28,250,000","27,908,000","18,403,000","23,680,000"
	OperatingRevenue,"148,849,000","32,169,000","45,255,000","39,749,000","31,674,000","31,447,000","24,824,000","28,250,000","27,908,000","18,403,000","23,680,000"
CostOfRevenue,"81,737,000","20,407,000","22,366,000","19,759,000","19,173,000","16,830,000","16,094,000","16,509,000","15,373,000","12,777,000","13,838,000"
GrossProfit,"67,112,000","11,762,000","22,889,000","19,990,000","12,501,000","14,617,000","8,730,000","11,741,000","12,535,000","5,626,000","9,842,000"
OperatingExpense,"52,880,000","13,648,000","13,079,000","13,186,000","13,001,000","26,189,000","11,255,000","9,601,000","9,067,000","8,787,000","8,045,000"
	SellingGeneralAndAdministration,"30,595,000","8,495,000","7,272,000","7,520,000","7,341,000","20,452,000","5,258,000","4,131,000","3,765,000","3,439,000","3,039,000"
		GeneralAndAdministrativeExpense,"30,595,000","8,495,000","7,272,000","7,520,000","7,341,000","20,452,000","5,258,000","4,131,000","3,765,000","3,439,000","3,039,000"
			OtherGandA,"30,595,000","8,495,000","7,272,000","7,520,000","7,341,000","20,452,000","5,258,000","4,131,000","3,765,000","3,439,000","3,039,000"
	DepreciationAmortizationDepletionIncomeStatement,"22,285,000","5,153,000","5,807,000","5,666,000","5,660,000","5,737,000","5,997,000","5,470,000","5,302,000","5,348,000","5,006,000"
		DepreciationAndAmortizationInIncomeStatement,"22,285,000","5,153,000","5,807,000","5,666,000","5,660,000","5,737,000","5,997,000","5,470,000","5,302,000","5,348,000","5,006,000"
OperatingIncome,"14,232,000","-1,886,000","9,810,000","6,804,000","-500,000","-11,572,000","-2,525,000","2,140,000","3,468,000","-3,161,000","1,797,000"
NetNonOperatingInterestIncomeExpense,"-2,314,000","-32,000","-864,000","-697,000","-720,000","-646,000","-829,000","-436,000","-859,000","-2,214,000","-283,000"
	InterestExpenseNonOperating,"2,314,000","32,000","864,000","697,000","720,000","646,000","829,000","436,000","859,000","2,214,000","283,000"
OtherIncomeExpense,"-775,000","545,000","-578,000","-692,000","-47,000","-665,000","105,000","2,478,000","34,000","404,000","-957,000"
	EarningsFromEquityInterest,,,,,,,,,,,"0"
	SpecialIncomeCharges,"-1,027,000","528,000","-1,442,000","-75,000","-37,000","-632,000","170,000","2,694,000","94,000","378,000","-893,000"
		RestructuringAndMergernAcquisition,"291,000","27,000","-5,000","232,000","37,000","88,000","0","0","0","0","0"
		WriteOff,"616,000","51,000","565,000","0","0","626,000","0","0","0","278,000","893,000"
		OtherSpecialCharges,"-409,000","-313,000","60,000","-157,000",,"-82,000","-490,000","-2,694,000","-94,000","-656,000",
		GainOnSaleOfPPE,"-529,000","293,000",,,,,"-320,000",,,,"0"
	OtherNonOperatingIncomeExpenses,"252,000","17,000","864,000","-617,000","-10,000","-33,000","-65,000","-216,000","-60,000","26,000","-64,000"
PretaxIncome,"11,143,000","-1,373,000","8,368,000","5,415,000","-1,267,000","-12,883,000","-3,249,000","4,182,000","2,643,000","-4,971,000","557,000"
TaxProvision,"2,521,000","-258,000","2,875,000","-3,481,000","3,385,000","1,382,000","-5,705,000","6,266,000","4,226,000","-10,787,000","185,000"
