name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
OperatingCashFlow,"157,480,000","-7,790,000","50,273,000","39,546,000","75,451,000","30,565,000","59,775,000","47,245,000","-40,162,000","29,645,000","49,581,000","36,270,000","40,400,000","28,929,000","78,720,000","35,834,000","9,324,000","16,468,000","34,733,000","10,106,000","1,351,000","19,543,000","56,052,000","8,147,000","16,417,000","37,494,000","64,920,000","22,466,000","6,993,000","41,130,000","16,097,000","46,435,000","3,152,000","52,840,000","25,001,000","47,385,000","-15,797,000","71,226,000","-15,187,000","31,710,000","-8,337,000","44,693,000","26,615,000","46,883,000","-2,288,000","50,476,000","81,778,000","47,229,000","20,005,000","30,270,000","54,920,000","41,447,000","3,812,000","57,669,000","49,563,000","4,460,000","46,854,000","9,962,000","60,012,000","22,732,000","7,762,000","15,817,000","10,981,000","23,486,000","8,890,000","21,502,000","9,920,000","18,603,000","11,903,000","14,927,000","15,142,000","19,231,000","12,346,000","20,262,000","16,298,000","22,830,000","18,860,000","13,322,000","28,722,000","18,180,000","14,983,000","16,227,000","23,679,000","18,021,000","14,448,000","-445,000","20,278,000","17,901,000","15,170,000","14,170,000","14,000,000","16,700,000","15,600,000","3,900,000","14,300,000","19,300,000","10,000,000","10,300,000","15,400,000","11,500,000","6,200,000","8,500,000","10,100,000","14,100,000","3,400,000","4,000,000","10,900,000","11,300,000","7,300,000","1,800,000","7,000,000","5,000,000","6,000,000","5,800,000","2,400,000","7,400,000","5,300,000","-500,000","5,400,000","7,700,000","2,400,000","2,500,000","3,400,000","4,000,000","2,100,000","1,700,000"
	CashFlowFromContinuingOperatingActivities,"157,480,000","-7,790,000","50,273,000","39,546,000","75,451,000","30,565,000","59,775,000","47,188,000","-40,105,000","29,645,000","49,581,000","36,270,000","40,400,000","28,929,000","78,720,000","35,834,000","9,324,000","16,468,000","34,733,000","10,106,000","1,351,000","19,543,000","56,052,000","8,147,000","16,417,000","37,494,000","64,920,000","22,466,000","6,993,000","41,130,000","16,097,000","46,435,000","3,152,000","52,840,000","25,001,000","47,385,000","-15,797,000","71,226,000","-15,187,000","31,710,000","-8,337,000","44,693,000","26,615,000","46,883,000","-2,288,000","50,476,000","81,778,000","47,229,000","20,005,000","30,270,000","54,920,000","41,447,000","3,812,000","57,669,000","49,563,000","4,460,000","46,854,000","9,962,000","60,012,000","22,732,000","7,762,000","15,817,000","10,981,000","23,486,000","8,890,000","21,502,000","9,920,000","18,603,000","11,903,000","14,927,000","15,142,000","19,231,000","12,346,000","20,262,000","16,298,000","22,830,000","18,860,000","13,322,000","28,722,000","18,180,000","14,983,000","16,227,000","23,679,000","18,021,000","14,448,000","-445,000","20,278,000","17,901,000","15,170,000","14,170,000","14,000,000","16,700,000","15,600,000","3,900,000","14,300,000","19,300,000","10,000,000","10,300,000","15,400,000","11,500,000","6,200,000","8,500,000","10,100,000","14,100,000","3,400,000","4,000,000","10,900,000","11,300,000","7,300,000","1,800,000","7,000,000","5,000,000","6,000,000","5,800,000","2,400,000","7,400,000","5,300,000","-500,000","5,400,000","7,700,000","2,400,000","2,500,000","3,400,000","4,000,000","2,100,000","1,700,000"
		NetIncomeFromContinuingOperations,"97,111,000","24,850,000","19,788,000","23,111,000","29,362,000","25,603,000","-1,561,000","10,018,000","-134,779,000","22,328,000","27,396,000","23,917,000","21,390,000","31,643,000","26,981,000","23,587,000","12,713,000","17,073,000","85,536,000","-451,718,000","21,280,000","14,363,000","21,347,000","24,273,000","26,829,000","25,543,000","25,357,000","24,257,000","26,897,000","28,412,000","-22,425,000","18,887,000","19,167,000","20,824,000","18,131,000","18,730,000","16,937,000","18,239,000",,,,,,,,"29,699,000","-50,831,000","14,331,000","14,041,000","19,671,000","-44,051,000","13,505,000","24,814,000","37,141,000","-137,124,000","-11,804,000","-19,385,000","13,854,000","-14,307,000","-11,616,000","14,130,000","11,313,000","10,330,000","11,323,000","10,306,000","12,594,000","9,961,000","11,972,000","11,929,000","10,075,000","10,472,000","7,673,000","4,366,000","10,910,000","8,803,000","11,044,000","10,972,000","5,963,000","11,954,000","9,838,000","9,300,000","9,756,000","11,570,000","11,076,000","10,168,000","7,474,000","9,736,000","10,079,000","8,294,000","7,229,000","9,000,000","8,700,000","7,800,000","6,600,000","7,700,000","7,200,000","6,500,000","4,700,000","6,600,000","5,700,000","5,000,000","3,600,000","5,800,000","5,400,000","4,300,000","3,100,000","5,600,000","4,800,000","4,000,000","1,800,000","5,400,000","3,700,000","3,700,000","2,300,000","4,400,000","3,500,000","1,400,000","1,400,000","3,700,000","2,400,000","1,700,000","1,000,000","1,800,000","2,000,000","1,100,000","400,000"
		OperatingGainsLosses,"578,000","-1,296,000","605,000","1,299,000","-30,000","167,000","-561,000","387,000","2,470,000","-227,000","-1,519,000","746,000","8,608,000","109,000","912,000","-58,000","-56,000","-1,421,000","173,000","-70,000","-6,243,000","-109,000","130,000","113,000","-48,000","614,000","1,393,000","-2,351,000","66,000","-9,000","64,596,000","-205,000","-130,000","927,000","125,000","-72,000","80,000","-298,000","-12,318,000","-71,344,000","741,000","-14,122,000","-18,692,000","1,176,000","2,230,000","-16,808,000","97,147,000","745,000","-691,000","-3,771,000","-6,569,000","-2,111,000","-12,454,000","-31,491,000","-12,109,000","-2,708,000","-2,122,000","1,956,000","0","0","-2,321,000","2,223,000",,,,"551,000","752,000","-434,000","1,255,000","901,000","1,656,000","3,695,000","10,940,000","468,000","1,234,000","1,547,000","2,078,000","6,113,000","1,431,000","964,000","615,000","988,000","3,709,000","530,000","428,000","374,000","468,000","447,000","417,000","343,000","400,000","400,000","400,000","300,000","400,000","400,000","300,000","300,000","400,000","400,000","300,000","200,000","600,000","200,000","300,000","200,000","500,000","-300,000","200,000","800,000",,,"-400,000","700,000",,,,,"-1,300,000","1,100,000","500,000","500,000","0","-400,000","0","900,000"
			GainLossOnSaleOfPPE,,,,,,,"-561,000","387,000","2,470,000","-227,000","-1,519,000","746,000","332,000","109,000","912,000","-58,000","-56,000","-1,421,000","173,000","-70,000","-6,243,000","-109,000","130,000","113,000","-48,000","614,000","1,393,000","-2,351,000","66,000","-9,000","-263,000","-205,000","-130,000","927,000","103,000","-72,000","64,000","-318,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"39,828,000","9,938,000","9,890,000","10,019,000","9,981,000","9,995,000","10,776,000","10,708,000","10,704,000","10,641,000","10,978,000","10,715,000","10,621,000","10,179,000","8,445,000","7,888,000","7,902,000","7,940,000","7,595,000","7,631,000","7,716,000","7,706,000","7,682,000","7,370,000","7,480,000","8,074,000","8,706,000","8,279,000","8,040,000","7,815,000","8,508,000","8,739,000","8,715,000","8,783,000","8,839,000","8,880,000","8,800,000","8,836,000","8,782,000","9,800,000","10,493,000","10,463,000","11,621,000","12,260,000","13,049,000","13,290,000","13,833,000","15,430,000","16,008,000","16,156,000","16,973,000","-3,256,000","25,548,000","26,114,000","29,538,000","27,110,000","26,586,000","28,783,000","15,368,000","5,631,000","5,650,000","5,180,000","5,008,000","5,054,000","4,963,000","5,025,000","5,193,000","5,050,000","4,996,000","4,914,000","4,869,000","4,535,000","4,617,000","4,715,000","4,798,000","4,816,000","4,597,000","4,414,000","4,183,000","3,961,000","3,964,000","3,859,000","3,920,000","3,671,000","3,667,000","3,560,000","3,512,000","3,398,000","3,338,000","3,314,000","3,100,000","3,100,000","3,100,000","3,000,000","2,900,000","2,900,000","2,800,000","2,700,000","2,600,000","2,500,000","2,500,000","2,400,000","2,300,000","2,100,000","2,000,000","1,900,000","1,800,000","1,700,000","1,800,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,500,000","1,500,000","1,400,000","1,300,000","1,200,000","1,300,000","1,300,000","1,200,000","1,100,000","1,300,000","1,200,000","1,300,000"
			DepreciationAndAmortization,"39,828,000","9,938,000","9,890,000","10,019,000","9,981,000","9,995,000","10,776,000","10,708,000","10,704,000","10,641,000","10,978,000","10,715,000","10,621,000","10,179,000","8,445,000","7,888,000","7,902,000","7,940,000","7,595,000","7,631,000","7,716,000","7,706,000","7,682,000","7,370,000","7,480,000","8,074,000","8,706,000","8,279,000","8,040,000","7,815,000","8,508,000","8,739,000","8,715,000","8,783,000","8,839,000","8,880,000","8,800,000","8,836,000","8,782,000","9,800,000","10,493,000","10,463,000","11,621,000","12,260,000","13,049,000","13,290,000","13,833,000","15,430,000","16,008,000","16,156,000","16,973,000","-3,256,000","25,548,000","26,114,000","29,538,000","27,110,000","26,586,000","28,783,000","15,368,000","5,631,000","5,650,000","5,180,000","5,008,000","5,054,000","4,963,000","5,025,000","5,193,000","5,050,000","4,996,000","4,914,000","4,869,000","4,535,000","4,617,000","4,715,000","4,798,000","4,816,000","4,597,000","4,414,000","4,183,000","3,961,000","3,964,000","3,859,000","3,920,000","3,671,000","3,667,000","3,560,000","3,512,000","3,398,000","3,338,000","3,314,000","3,100,000","3,100,000","3,100,000","3,000,000","2,900,000","2,900,000","2,800,000","2,700,000","2,600,000","2,500,000","2,500,000","2,400,000","2,300,000","2,100,000","2,000,000","1,900,000","1,800,000","1,700,000","1,800,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,500,000","1,500,000","1,400,000","1,300,000","1,200,000","1,300,000","1,300,000","1,200,000","1,100,000","1,300,000","1,200,000","1,300,000"
		DeferredTax,"5,329,000","-873,000","7,091,000","851,000","-1,740,000","-8,267,000","-44,221,000","34,965,000","-302,000","-10,491,000","-2,604,000","296,000","-2,037,000","-1,149,000","-7,141,000","-1,100,000","-2,424,000","-1,182,000","-68,057,000","-68,831,000","-5,248,000","-3,266,000","397,000","-2,972,000","-8,564,000","-2,163,000","-2,008,000","1,542,000","-6,398,000","-5,682,000","-7,981,000","-5,470,000","-5,962,000","-6,507,000","-5,978,000","-614,000","-6,367,000","-6,025,000","-1,991,000","-2,711,000","-5,690,000","-5,626,000","10,378,000","4,522,000","2,211,000","1,218,000","-4,508,000","2,323,000","-6,290,000","-7,009,000","-25,598,000","878,000","6,165,000","-1,320,000","-16,641,000","-10,165,000","-33,522,000","-4,898,000","-15,634,000","-12,937,000","-1,758,000","-995,000","-1,054,000","14,251,000","-4,988,000","-1,905,000","-1,519,000","49,000","-2,436,000","217,000","-1,966,000","-935,000","-1,763,000","-1,336,000","7,476,000","-4,417,000","-68,000","18,000","8,901,000","2,414,000","1,161,000","-1,713,000","6,533,000","1,615,000","1,485,000","38,000","3,377,000","1,191,000","1,121,000","1,252,000","2,100,000","2,400,000","900,000","900,000","1,800,000","1,200,000","500,000","1,400,000","2,200,000","700,000","1,100,000","-1,000,000","2,000,000","2,000,000","900,000","-500,000","1,900,000","2,700,000","800,000","400,000","1,500,000","1,300,000","-500,000","1,800,000","1,300,000","1,400,000","-800,000","900,000","900,000","900,000","-400,000","600,000","100,000","400,000","300,000","300,000"
			DeferredIncomeTax,"5,329,000","-873,000","7,091,000","851,000","-1,740,000","-8,267,000","-44,221,000","34,965,000","-302,000","-10,491,000","-2,604,000","296,000","-2,037,000","-1,149,000","-7,141,000","-1,100,000","-2,424,000","-1,182,000","-68,057,000","-68,831,000","-5,248,000","-3,266,000","397,000","-2,972,000","-8,564,000","-2,163,000","-2,008,000","1,542,000","-6,398,000","-5,682,000","-7,981,000","-5,470,000","-5,962,000","-6,507,000","-5,978,000","-614,000","-6,367,000","-6,025,000","-1,991,000","-2,711,000","-5,690,000","-5,626,000","10,378,000","4,522,000","2,211,000","1,218,000","-4,508,000","2,323,000","-6,290,000","-7,009,000","-25,598,000","878,000","6,165,000","-1,320,000","-16,641,000","-10,165,000","-33,522,000","-4,898,000","-15,634,000","-12,937,000","-1,758,000","-995,000","-1,054,000","14,251,000","-4,988,000","-1,905,000","-1,519,000","49,000","-2,436,000","217,000","-1,966,000","-935,000","-1,763,000","-1,336,000","7,476,000","-4,417,000","-68,000","18,000","8,901,000","2,414,000","1,161,000","-1,713,000","6,533,000","1,615,000","1,485,000","38,000","3,377,000","1,191,000","1,121,000","1,252,000","2,100,000","2,400,000","900,000","900,000","1,800,000","1,200,000","500,000","1,400,000","2,200,000","700,000","1,100,000","-1,000,000","2,000,000","2,000,000","900,000","-500,000","1,900,000","2,700,000","800,000","400,000","1,500,000","1,300,000","-500,000","1,800,000","1,300,000","1,400,000","-800,000","900,000","900,000","900,000","-400,000","600,000","100,000","400,000","300,000","300,000"
