name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalAssets,"12,097,008,000","11,554,913,000","11,845,876,000","12,273,325,000","12,757,343,000","12,838,013,000","12,614,457,000","13,062,984,000","13,121,513,000","13,215,970,000","13,531,943,000","13,653,945,000","12,173,401,000","12,212,231,000","12,030,059,000","11,901,963,000","11,519,247,000","11,570,751,000","9,766,703,000","9,627,271,000","9,297,908,000","9,162,542,000","7,931,161,000","8,043,659,000","7,807,911,000","7,831,915,000","7,804,488,000","7,518,747,000","6,571,239,000","6,502,031,000","6,352,158,000","6,311,374,000","6,010,331,000","5,672,799,000","5,450,256,000","5,224,131,000","5,245,334,000","5,296,809,000","4,634,234,000","4,507,723,000","4,029,327,000","3,991,204,000","4,087,200,000","3,225,554,000","2,885,114,000","2,880,716,000","2,798,439,000","2,747,528,000","2,705,459,000","2,700,424,000","2,680,634,000","2,681,086,000","2,724,351,000","2,666,729,000","2,565,699,000","2,546,875,000","2,546,383,000","2,513,432,000","2,472,062,000","2,169,632,000","2,174,573,000","2,149,642,000","2,205,097,000","2,147,989,000","2,056,333,000","2,035,553,000","2,033,091,000","2,066,593,000","1,294,300,000","1,310,115,000","1,310,509,000","1,296,087,000","1,263,497,000","1,218,548,000","1,167,906,000","1,118,369,000","1,061,048,000","1,045,618,000","1,066,642,000","1,042,278,000","1,034,639,000","1,030,701,000","1,037,375,000","1,030,789,000","995,250,000","1,011,340,000","983,160,000","985,798,000"
TotalLiabilitiesNetMinorityInterest,"11,003,147,000","10,372,478,000","10,667,801,000","11,097,936,000","11,582,204,000","11,650,240,000","11,435,432,000","11,898,844,000","11,399,235,000","11,457,406,000","11,759,719,000","11,874,108,000","10,596,396,000","10,659,313,000","10,497,744,000","10,385,722,000","10,021,590,000","10,074,487,000","8,482,176,000","8,359,077,000","8,198,355,000","8,069,244,000","6,998,568,000","7,120,239,000","6,902,074,000","6,944,726,000","6,922,920,000","6,691,596,000","5,855,009,000","5,792,744,000","5,655,221,000","5,620,911,000","5,332,741,000","4,994,737,000","4,777,061,000","4,551,161,000","4,571,452,000","4,629,544,000","4,043,313,000","3,924,453,000","3,472,493,000","3,437,839,000","3,540,507,000","2,780,584,000","2,495,116,000","2,492,756,000","2,415,524,000","2,362,901,000","2,320,138,000","2,315,843,000","2,270,329,000","2,273,535,000","2,311,533,000","2,258,304,000","2,233,017,000","2,216,839,000","2,217,642,000","2,186,595,000","2,141,416,000","1,903,280,000","1,911,486,000","1,891,481,000","1,950,396,000","1,899,739,000","1,808,696,000","1,789,487,000","1,787,454,000","1,822,096,000","1,165,874,000","1,178,379,000","1,182,021,000","1,174,032,000","1,133,585,000","1,093,121,000","1,045,349,000","997,818,000","939,879,000","922,940,000","930,876,000","904,460,000","894,171,000","888,255,000","891,784,000","877,061,000","845,283,000","850,018,000","827,368,000","834,090,000"
TotalEquityGrossMinorityInterest,"1,093,861,000","1,182,435,000","1,178,075,000","1,175,389,000","1,175,139,000","1,187,773,000","1,179,025,000","1,164,140,000","1,722,278,000","1,758,564,000","1,772,224,000","1,779,837,000","1,577,005,000","1,552,918,000","1,532,315,000","1,516,241,000","1,497,657,000","1,496,264,000","1,284,527,000","1,268,194,000","1,099,553,000","1,093,298,000","932,593,000","923,420,000","905,837,000","887,189,000","881,568,000","827,151,000","716,230,000","709,287,000","696,937,000","690,463,000","677,590,000","678,062,000","673,195,000","672,970,000","673,882,000","667,265,000","590,921,000","583,270,000","556,834,000","553,365,000","546,693,000","444,970,000","389,998,000","387,960,000","382,915,000","384,627,000","385,321,000","384,581,000","410,305,000","407,551,000","412,818,000","408,425,000","332,682,000","330,036,000","328,741,000","326,837,000","330,646,000","266,352,000","263,087,000","258,161,000","254,701,000","248,250,000","247,637,000","246,066,000","245,637,000","244,497,000","128,426,000","131,736,000","128,488,000","122,055,000","129,912,000","125,427,000","122,557,000","120,551,000","121,169,000","122,678,000","135,766,000","137,818,000","140,468,000","142,446,000","145,591,000","153,728,000","149,967,000","161,322,000","155,792,000","151,708,000"
	StockholdersEquity,"1,093,861,000","1,182,435,000","1,178,075,000","1,175,389,000","1,175,139,000","1,187,773,000","1,179,025,000","1,164,140,000","1,722,278,000","1,758,564,000","1,772,224,000","1,779,837,000","1,577,005,000","1,552,918,000","1,532,315,000","1,516,241,000","1,497,657,000","1,496,264,000","1,284,527,000","1,268,194,000","1,099,553,000","1,093,298,000","932,593,000","923,420,000","905,837,000","887,189,000","881,568,000","827,151,000","716,230,000","709,287,000","696,937,000","690,463,000","677,590,000","678,062,000","673,195,000","672,970,000","673,882,000","667,265,000","590,921,000","583,270,000","556,834,000","553,365,000","546,693,000","444,970,000","389,998,000","387,960,000","382,915,000","384,627,000","385,321,000","384,581,000","410,305,000","407,551,000","412,818,000","408,425,000","332,682,000","330,036,000","328,741,000","326,837,000","330,646,000","266,352,000","263,087,000","258,161,000","254,701,000","248,250,000","247,637,000","246,066,000","245,637,000","244,497,000","128,426,000","131,736,000","128,488,000","122,055,000","127,836,000","123,175,000","120,257,000","118,250,000","118,829,000","120,240,000","132,943,000","134,952,000","137,512,000","139,323,000","145,062,000","153,228,000","149,967,000","161,322,000","155,792,000","151,708,000"
		CapitalStock,"528,000","528,000","528,000","528,000","528,000","528,000","20,848,000","20,848,000","20,848,000","41,150,000","41,150,000","41,150,000","41,093,000","41,093,000","41,093,000","41,093,000","41,093,000","41,093,000","412,000","412,000","366,000","366,000","322,000","322,000","322,000","322,000","322,000","307,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","238,000","238,000","229,000","229,000","229,000","185,000","158,000","158,000","158,000","158,000","158,000","158,000","159,000","158,000","37,101,000","36,964,000","125,000","125,000","125,000","125,000","125,000","106,000","106,000","106,000","106,000","106,000","106,000","106,000","106,000","106,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000"
			PreferredStock,"0","0","0",,"0","0","20,325,000","20,325,000","20,325,000","40,633,000","40,633,000","40,633,000","40,633,000","40,633,000","40,633,000","40,633,000","40,633,000","40,633,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0","0","36,959,000","36,822,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"528,000","528,000","528,000","528,000","528,000","528,000","523,000","523,000","523,000","517,000","517,000","517,000","460,000","460,000","460,000","460,000","460,000","460,000","412,000","412,000","366,000","366,000","322,000","322,000","322,000","322,000","322,000","307,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","265,000","238,000","238,000","229,000","229,000","229,000","185,000","158,000","158,000","158,000","158,000","158,000","158,000","159,000","158,000","142,000","142,000","125,000","125,000","125,000","125,000","125,000","106,000","106,000","106,000","106,000","106,000","106,000","106,000","106,000","106,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000","77,000"
		AdditionalPaidInCapital,"1,423,679,000","1,423,445,000","1,423,321,000","1,423,083,000","1,424,349,000","1,427,239,000","1,422,300,000","1,427,728,000","1,427,800,000","1,422,441,000","1,422,353,000","1,421,461,000","1,244,975,000","1,245,013,000","1,244,748,000","1,244,691,000","1,243,590,000","1,242,487,000","1,053,509,000","1,053,493,000","899,831,000","898,989,000","747,844,000","744,810,000","744,743,000","742,619,000","742,334,000","700,193,000","585,307,000","585,289,000","585,300,000","585,340,000","585,342,000","587,247,000","587,041,000","586,401,000","585,452,000","585,360,000","516,056,000","516,183,000","494,199,000","494,304,000","494,096,000","392,864,000","337,315,000","337,537,000","337,670,000","337,690,000","337,731,000","338,822,000","338,803,000","338,836,000","307,502,000","307,620,000","265,897,000","265,904,000","265,883,000","266,134,000","265,923,000","202,441,000","201,542,000","200,975,000","200,160,000","200,123,000","200,087,000","198,667,000","198,744,000","198,739,000","78,399,000","77,588,000","77,154,000","76,921,000","76,571,000","75,764,000","75,605,000","75,430,000","75,302,000","74,632,000","74,524,000","74,410,000","74,305,000","74,146,000","74,221,000","74,162,000","74,105,000","74,054,000","74,035,000","74,057,000"
		RetainedEarnings,"-125,343,000","-139,383,000","-153,439,000","-210,994,000","-226,516,000","-233,344,000","-242,175,000","-257,352,000","304,442,000","361,082,000","346,971,000","336,542,000","321,759,000","308,839,000","305,259,000","283,256,000","259,499,000","239,179,000","251,835,000","237,470,000","225,307,000","217,494,000","213,453,000","203,382,000","193,653,000","183,885,000","173,769,000","164,644,000","160,241,000","156,446,000","149,448,000","142,249,000","135,498,000","141,958,000","135,991,000","132,930,000","126,430,000","122,014,000","122,107,000","115,871,000","111,712,000","109,477,000","104,287,000","103,642,000","103,720,000","103,285,000","102,270,000","101,193,000","100,125,000","99,033,000","125,512,000","125,915,000","129,176,000","127,773,000","125,125,000","121,743,000","117,588,000","113,387,000","112,252,000","112,621,000","109,275,000","105,731,000","102,783,000","105,033,000","103,004,000","99,429,000","95,811,000","92,262,000","97,569,000","94,996,000","92,469,000","90,114,000","88,212,000","86,276,000","84,362,000","82,603,000","81,129,000","79,682,000","84,652,000","83,080,000","81,628,000","80,657,000","79,599,000","77,690,000","75,926,000","74,554,000","72,097,000","70,305,000"
		TreasuryStock,"116,482,000","89,856,000","90,147,000","40,994,000","26,221,000","31,276,000","46,848,000","52,025,000","52,065,000","69,637,000","44,661,000","24,062,000","19,091,000","21,963,000","21,477,000","21,437,000","22,622,000","24,125,000","24,646,000","24,461,000","25,838,000","26,943,000","30,446,000","26,509,000","29,482,000","29,335,000","29,818,000","29,377,000","31,425,000","33,145,000","33,394,000","34,779,000","35,073,000","36,788,000","38,862,000","35,031,000","30,749,000","34,360,000","40,373,000","41,486,000","41,829,000","42,970,000","43,332,000","44,882,000","43,746,000","44,834,000","45,865,000","45,922,000","46,213,000","49,146,000","48,844,000","49,163,000","49,172,000","50,453,000","51,987,000","54,762,000","52,088,000","52,017,000","45,627,000","44,737,000","45,361,000","46,847,000","47,021,000","48,176,000","48,495,000","48,462,000","47,636,000","46,529,000","40,342,000","37,725,000","37,725,000","37,886,000","35,748,000","35,994,000","36,322,000","36,457,000","32,967,000","30,158,000","30,204,000","29,586,000","26,545,000","23,292,000","15,428,000","6,824,000","6,824,000",,,
