name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"478,609,669","854,486,197","861,257,808","581,447,152","722,701,777","627,069,639"
EnterpriseValue,"819,566,669","1,168,235,197","957,777,808","626,466,152","783,185,777","728,608,639"
PeRatio,,"43.336","26.427","18.146","23.757","35.099"
ForwardPeRatio,"9.747","26.11","14.493","10.256","12.136","17.986"
PegRatio,,"2.511",,"1.316",,
PsRatio,"1.026","1.949","1.492","1.546","2.227","1.794"
PbRatio,"1.064","1.862","5.658","4.108","5.076","4.409"
EnterprisesValueRevenueRatio,"1.757","9.96","7.344","5.753","7.132","8.91"
EnterprisesValueEBITDARatio,"130.09","-143.783","119.245","93.252","97.242","24.968"
