name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990
TotalAssets,"52,208,000,000","50,742,000,000","49,562,000,000","48,164,000,000","47,277,000,000","47,490,000,000","51,016,000,000","48,709,000,000","45,421,000,000","45,058,000,000","43,912,000,000","45,449,000,000","43,379,000,000","39,207,000,000","38,044,000,000","37,742,000,000","37,299,000,000","36,593,000,000","35,731,000,000","34,566,000,000","33,795,000,000","33,758,000,000","33,127,000,000","33,205,000,000","32,776,000,000","32,744,000,000","31,896,000,000","31,710,000,000","31,288,000,000","31,199,000,000","29,825,000,000","29,822,000,000","29,809,000,000","28,831,000,000","28,393,000,000","27,934,000,000","27,882,000,000","28,075,000,000","27,302,000,000","27,132,000,000","27,139,000,000","26,898,000,000","23,756,000,000","23,877,000,000","23,809,000,000","23,852,000,000","23,253,000,000","23,420,000,000","24,091,000,000","24,131,000,000","24,120,000,000","24,241,000,000","24,284,000,000","24,280,000,000","23,793,000,000","24,070,000,000","24,492,000,000","24,025,000,000","23,777,000,000","23,704,000,000","23,643,000,000","23,675,000,000","23,125,000,000","23,120,000,000","22,415,000,000","22,225,000,000","22,036,000,000","21,718,000,000","21,689,000,000","21,465,000,000","21,332,000,000","21,179,000,000","21,211,000,000","21,063,000,000","20,646,000,000","20,470,000,000","19,885,000,000","18,741,000,000","18,527,000,000","18,262,000,000","17,955,000,000","17,730,000,000","17,497,000,000","17,880,000,000","17,543,000,000","17,568,000,000","17,507,000,000","17,692,000,000","16,730,000,000","16,885,000,000","16,627,000,000","16,650,000,000","18,797,000,000","19,429,000,000","20,008,000,000","21,048,000,000","21,630,000,000","22,002,000,000","23,123,000,000","21,927,000,000","21,445,000,000","21,272,000,000","20,657,000,000","20,601,000,000","20,189,000,000","19,892,000,000","18,206,000,000","17,454,000,000","13,344,000,000","12,339,000,000","11,839,000,000","10,398,000,000","10,352,000,000","10,216,000,000","4,483,000,000","1,244,900,000","1,214,300,000","1,072,000,000","1,040,500,000","649,100,000","612,000,000","485,300,000","472,100,000","422,600,000","354,400,000","321,600,000","305,300,000","227,600,000"
	CurrentAssets,"15,006,000,000","13,542,000,000","13,248,000,000","12,475,000,000","12,036,000,000","12,333,000,000","16,266,000,000","14,031,000,000","11,016,000,000","11,196,000,000","10,769,000,000","12,869,000,000","11,108,000,000","10,213,000,000","10,010,000,000","10,394,000,000","10,391,000,000","9,977,000,000","9,448,000,000","9,337,000,000","9,037,000,000","9,086,000,000","8,843,000,000","9,095,000,000","9,201,000,000","9,232,000,000","9,221,000,000","9,293,000,000","9,130,000,000","8,930,000,000","8,527,000,000","8,772,000,000","8,877,000,000","8,037,000,000","7,771,000,000","7,791,000,000","7,787,000,000","7,763,000,000","7,272,000,000","7,137,000,000","7,282,000,000","7,233,000,000","6,693,000,000","6,891,000,000","6,986,000,000","6,919,000,000","6,551,000,000","6,792,000,000","6,738,000,000","6,577,000,000","6,301,000,000","6,448,000,000","6,489,000,000","6,301,000,000","6,098,000,000","6,289,000,000","6,501,000,000","6,205,000,000","6,029,000,000","5,946,000,000","5,918,000,000","6,078,000,000","5,817,000,000","5,918,000,000","5,670,000,000","5,215,000,000","5,222,000,000","5,091,000,000","4,917,000,000","4,683,000,000","4,792,000,000","4,732,000,000","4,829,000,000","4,822,000,000","4,811,000,000","4,796,000,000","5,426,000,000","4,505,000,000","4,509,000,000","4,358,000,000","4,270,000,000","4,141,000,000","4,241,000,000","4,379,000,000","4,425,000,000","4,453,000,000","3,949,000,000","4,038,000,000","3,409,000,000","3,597,000,000","3,515,000,000","3,384,000,000","4,234,000,000","3,863,000,000","4,097,000,000","4,046,000,000","4,025,000,000","4,423,000,000","4,359,000,000","4,756,000,000","4,567,000,000","4,413,000,000","4,084,000,000","4,195,000,000","4,177,000,000","4,200,000,000","3,728,000,000","3,621,000,000","2,867,000,000","2,550,000,000","2,425,000,000","2,366,000,000","2,508,000,000","2,488,000,000","1,187,000,000","347,300,000","342,800,000","338,400,000","287,100,000","201,000,000","216,300,000","166,500,000","181,300,000","164,700,000","132,600,000","102,500,000","100,600,000","94,700,000"
		CashCashEquivalentsAndShortTermInvestments,"2,371,000,000","1,451,000,000","1,027,000,000","1,120,000,000","1,030,000,000","1,793,000,000","6,588,000,000","4,638,000,000","731,000,000","621,000,000","559,000,000","2,430,000,000","531,000,000","502,000,000","578,000,000","868,000,000","1,086,000,000","732,000,000","718,000,000","705,000,000","753,000,000","646,000,000","677,000,000","691,000,000","852,000,000","741,000,000","588,000,000","673,000,000","586,000,000","566,000,000","515,000,000","658,000,000","850,000,000","414,000,000","484,000,000","462,000,000","594,000,000","705,000,000","472,000,000","518,000,000","471,000,000","373,000,000","359,000,000","539,000,000","553,000,000","411,000,000","377,000,000","350,000,000","388,000,000","312,000,000","443,000,000","450,000,000","356,000,000","465,000,000","444,000,000","368,000,000","471,000,000","393,000,000","347,000,000","354,000,000","409,000,000","634,000,000","541,000,000","736,000,000","453,000,000","336,000,000","721,000,000","463,000,000","144,000,000","129,000,000","300,000,000","120,000,000","148,000,000","115,000,000","182,000,000","184,000,000","1,090,000,000","161,000,000","138,000,000","51,000,000","62,000,000","85,000,000","74,000,000","124,000,000","188,000,000","314,000,000","180,000,000","292,000,000","133,000,000","190,000,000","124,000,000","83,000,000","586,000,000","297,000,000","175,000,000","25,000,000","128,000,000","110,000,000","28,000,000","109,000,000","17,000,000","113,000,000","10,000,000","12,000,000","105,000,000","232,000,000","75,000,000","127,000,000","113,000,000","13,000,000","25,000,000","93,000,000","109,000,000","224,000,000","63,000,000","30,000,000","17,700,000","61,900,000","40,200,000","17,700,000","26,500,000","10,800,000","10,800,000","5,800,000","25,800,000","2,000,000","1,900,000","7,700,000"
			CashAndCashEquivalents,"2,371,000,000","1,451,000,000","1,027,000,000","1,120,000,000","1,030,000,000","1,793,000,000","6,588,000,000","4,638,000,000","731,000,000","621,000,000","559,000,000","2,430,000,000","531,000,000","502,000,000","578,000,000","868,000,000","1,086,000,000","732,000,000","718,000,000","705,000,000","753,000,000","646,000,000","677,000,000","691,000,000","852,000,000","741,000,000","588,000,000","673,000,000","586,000,000","566,000,000","515,000,000","658,000,000","850,000,000","414,000,000","484,000,000","462,000,000","594,000,000","705,000,000","472,000,000","518,000,000","471,000,000","373,000,000","359,000,000","539,000,000","553,000,000","411,000,000","377,000,000","350,000,000","388,000,000","312,000,000","443,000,000","450,000,000","356,000,000","465,000,000","444,000,000","368,000,000","471,000,000","393,000,000","347,000,000","354,000,000","409,000,000","634,000,000","541,000,000","736,000,000","453,000,000","336,000,000","721,000,000","463,000,000","144,000,000","129,000,000","300,000,000","120,000,000","148,000,000","115,000,000","182,000,000","184,000,000","1,090,000,000","161,000,000","138,000,000","51,000,000","62,000,000","85,000,000","74,000,000","124,000,000","188,000,000","314,000,000","180,000,000","292,000,000","133,000,000","190,000,000","124,000,000","83,000,000","586,000,000","297,000,000","175,000,000","25,000,000","128,000,000","110,000,000","28,000,000","109,000,000","17,000,000","113,000,000","10,000,000","12,000,000","105,000,000","232,000,000","75,000,000","127,000,000","113,000,000","13,000,000","25,000,000","93,000,000","109,000,000","224,000,000","63,000,000","30,000,000","17,700,000","61,900,000","40,200,000","17,700,000","26,500,000","10,800,000","10,800,000","5,800,000","25,800,000","2,000,000","1,900,000","7,700,000"
		Receivables,"8,520,000,000","8,095,000,000","8,433,000,000","7,636,000,000","7,424,000,000","7,051,000,000","6,433,000,000","6,139,000,000","6,890,000,000","7,380,000,000","7,131,000,000","7,219,000,000","7,420,000,000","6,789,000,000","6,532,000,000","6,592,000,000","6,332,000,000","6,501,000,000","5,980,000,000","5,782,000,000","5,664,000,000","5,826,000,000","5,503,000,000","5,669,000,000","5,880,000,000","5,889,000,000","5,827,000,000","5,804,000,000","5,928,000,000","5,694,000,000","5,524,000,000","5,472,000,000","5,489,000,000","5,208,000,000","4,924,000,000","4,915,000,000","4,877,000,000","4,672,000,000","4,598,000,000","4,485,000,000","4,878,000,000","4,533,000,000","3,925,000,000","3,946,000,000","4,060,000,000","3,832,000,000","3,636,000,000","3,769,000,000","3,878,000,000","3,692,000,000","3,499,000,000","3,680,000,000","3,870,000,000","3,780,000,000","3,699,000,000","3,922,000,000","4,134,000,000","3,895,000,000","3,857,000,000","3,798,000,000","3,859,000,000","3,705,000,000","3,567,000,000","3,414,000,000","3,491,000,000","3,332,000,000","3,136,000,000","3,214,000,000","3,254,000,000","3,083,000,000","2,983,000,000","3,113,000,000","3,243,000,000","3,095,000,000","2,924,000,000","2,873,000,000","2,969,000,000","2,788,000,000","2,719,000,000","2,639,000,000","2,658,000,000","2,513,000,000","2,731,000,000","2,437,000,000","2,412,000,000","2,408,000,000","2,202,000,000","2,146,000,000","1,976,000,000","2,051,000,000","2,022,000,000","1,990,000,000","2,250,000,000","2,245,000,000","2,357,000,000","2,427,000,000","2,575,000,000","3,054,000,000","2,889,000,000","3,203,000,000","3,192,000,000","3,023,000,000","2,795,000,000","2,843,000,000","2,843,000,000","2,778,000,000","2,503,000,000","2,446,000,000","1,978,000,000","1,747,000,000","1,628,000,000","1,530,000,000","1,625,000,000","1,566,000,000","749,000,000","251,500,000","260,400,000","206,500,000","192,300,000","135,600,000","135,300,000","116,100,000","103,900,000","91,300,000","86,500,000","79,100,000","73,700,000","51,200,000"
			AccountsReceivable,"8,520,000,000","8,095,000,000","8,433,000,000","7,636,000,000","7,424,000,000","7,051,000,000","6,433,000,000","6,139,000,000","6,890,000,000","7,380,000,000","7,131,000,000","7,219,000,000","7,420,000,000","6,789,000,000","6,532,000,000","6,592,000,000","6,332,000,000","6,501,000,000","5,980,000,000","5,782,000,000","5,664,000,000","5,826,000,000","5,503,000,000","5,669,000,000","5,880,000,000","5,889,000,000","5,827,000,000","5,804,000,000","5,928,000,000","5,694,000,000","5,524,000,000","5,472,000,000","5,489,000,000","5,208,000,000","4,924,000,000","4,915,000,000","4,877,000,000","4,672,000,000","4,598,000,000","4,485,000,000","4,878,000,000","4,533,000,000","3,925,000,000","3,946,000,000","4,060,000,000","3,832,000,000","3,636,000,000","3,769,000,000","3,878,000,000","3,692,000,000","3,499,000,000","3,680,000,000","3,870,000,000","3,780,000,000","3,699,000,000","3,922,000,000","4,134,000,000","3,895,000,000","3,857,000,000","3,798,000,000","3,859,000,000","3,705,000,000","3,567,000,000","3,414,000,000","3,491,000,000","3,332,000,000","3,136,000,000","3,214,000,000","3,254,000,000","3,083,000,000","2,983,000,000","3,113,000,000","3,243,000,000","3,095,000,000","2,924,000,000","2,873,000,000","2,969,000,000","2,788,000,000","2,685,000,000","2,639,000,000","2,658,000,000","2,420,000,000","2,398,000,000","2,364,000,000","2,412,000,000","2,211,000,000","2,044,000,000","2,046,000,000","1,976,000,000","1,873,000,000",,,,"2,096,000,000",,,,"2,522,000,000",,,,"3,023,000,000",,,,"2,665,000,000",,,,"1,747,000,000",,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,"23,322,000,000",,,,,,,,,"11,989,000,000","11,396,000,000","10,832,000,000","10,544,000,000","10,814,000,000","10,514,000,000","10,715,000,000","11,085,000,000","11,215,000,000","10,938,000,000","10,602,000,000","10,620,000,000","10,705,000,000","10,627,000,000","10,739,000,000","10,921,000,000","10,696,000,000","10,029,000,000","9,880,000,000","9,673,000,000","9,518,000,000","9,073,000,000","8,901,000,000","9,034,000,000","8,639,000,000","7,919,000,000","7,901,000,000","7,930,000,000","7,771,000,000","7,933,000,000","8,285,000,000",,"8,552,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-16,432,000,000",,,,,,,,,"-5,488,000,000","-5,416,000,000","-5,050,000,000","-4,880,000,000","-4,988,000,000","-5,011,000,000","-5,046,000,000","-5,205,000,000","-5,326,000,000","-5,111,000,000","-4,798,000,000","-4,692,000,000","-5,011,000,000","-5,103,000,000","-5,267,000,000","-5,432,000,000","-5,488,000,000","-5,105,000,000","-4,965,000,000","-4,796,000,000","-4,846,000,000","-4,475,000,000","-4,416,000,000","-4,156,000,000","-4,106,000,000","-3,994,000,000","-3,955,000,000","-3,870,000,000","-3,939,000,000","-4,297,000,000","-4,516,000,000",,"-4,860,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,000,000",,,"93,000,000","333,000,000","73,000,000",,"197,000,000","158,000,000","100,000,000",,"178,000,000",,,,"149,000,000",,,,"532,000,000",,,,,,,,"113,000,000",,,,,,,,,,,,,,,,,,,,,,
		Inventory,"2,003,000,000","1,986,000,000","2,019,000,000","2,027,000,000","2,068,000,000","2,025,000,000","1,950,000,000","1,834,000,000","1,953,000,000","1,849,000,000","1,769,000,000","1,826,000,000","1,778,000,000","1,732,000,000","1,634,000,000","1,636,000,000","1,677,000,000","1,573,000,000","1,546,000,000","1,544,000,000","1,501,000,000","1,503,000,000","1,503,000,000","1,481,000,000","1,415,000,000","1,439,000,000","1,379,000,000","1,348,000,000","1,287,000,000","1,279,000,000","1,258,000,000","1,211,000,000","1,187,000,000","1,179,000,000","1,135,000,000","1,152,000,000","1,104,000,000","1,086,000,000","1,052,000,000","1,055,000,000","1,046,000,000","1,054,000,000","891,000,000","887,000,000","881,000,000","897,000,000","815,000,000","805,000,000","794,000,000","802,000,000","745,000,000","730,000,000","717,000,000","737,000,000","716,000,000","715,000,000","705,000,000","710,000,000","689,000,000","689,000,000","676,000,000","669,000,000","659,000,000","646,000,000","624,000,000","616,000,000","584,000,000","580,000,000","577,000,000","577,000,000","544,000,000","541,000,000","532,000,000","520,000,000","491,000,000","493,000,000","462,000,000","462,000,000","438,000,000","434,000,000","425,000,000","423,000,000","402,000,000","405,000,000","397,000,000","396,000,000","383,000,000","389,000,000","377,000,000","383,000,000","367,000,000","370,000,000","419,000,000","434,000,000","444,000,000","462,000,000","463,000,000","452,000,000","458,000,000","457,000,000","443,000,000","441,000,000","432,000,000","431,000,000","417,000,000","406,000,000","401,000,000","395,000,000","299,000,000","285,000,000","273,000,000","258,000,000","258,000,000","245,000,000","139,000,000","32,400,000","35,600,000","28,200,000","28,000,000","14,500,000","12,700,000","11,400,000","10,300,000","9,500,000","7,900,000","8,400,000","7,400,000","5,200,000"
