name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,12/31/2010
		OtherEquityInterest,,,,,,,,,,,,"52,735,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"825,368,000","841,365,000","836,355,000","884,663,000","911,848,000","1,166,388,000","1,336,687,000","1,533,983,000","1,266,601,000","1,151,963,000","822,329,000","1,237,056,000","1,472,130,000","1,797,572,000","1,656,788,000","1,840,440,000","1,677,941,000","1,808,855,000","1,931,994,000","1,648,365,000","1,628,443,000","1,622,810,000","1,570,073,000","1,563,716,000","1,474,563,000","1,545,291,000","1,548,060,000","1,432,415,000","1,170,671,000","961,685,000","955,015,000","734,196,000","681,956,000","777,327,000","668,755,000","739,668,000","515,852,000","584,709,000","432,714,000","341,470,000","311,006,000","206,183,000","210,112,000","291,515,000"
CommonStockEquity,"601,231,000","715,339,000","710,376,000","708,731,000","701,463,000","717,750,000","696,306,000","694,649,000","677,314,000","679,723,000","691,136,000","723,910,000","747,031,000","739,520,000","714,782,000","706,459,000","700,963,000","704,380,000","671,469,000","655,841,000","640,919,000","629,284,000","586,028,000","559,603,000","529,132,000","465,275,000","460,458,000","447,726,000","439,395,000","302,238,000","294,568,000","288,249,000","273,510,000","265,926,000","268,208,000","268,321,000","270,405,000","263,762,000","239,260,000","214,023,000","191,230,000","86,407,000","80,336,000","58,789,000"
CapitalLeaseObligations,,,,,,,,,"109,101,000","113,092,000","120,072,000","121,677,000","120,237,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"458,110,000","582,631,000","577,543,000","577,451,000","566,898,000","599,130,000","584,260,000","582,700,000","568,769,000","553,628,000","570,342,000","598,790,000","621,232,000","436,460,000","400,459,000","411,690,000","358,294,000","397,163,000","380,833,000","375,444,000","361,323,000","361,249,000","398,627,000","392,491,000","359,915,000","282,499,000","302,433,000","282,544,000","305,728,000","166,969,000","158,030,000","158,313,000","102,706,000","91,400,000","121,908,000","130,936,000","158,577,000","168,269,000","157,748,000","214,023,000","104,429,000","9,126,000","6,253,000","-28,443,000"
InvestedCapital,"1,098,368,000","882,365,000","836,355,000","884,663,000","911,848,000","1,166,388,000","1,336,687,000","1,533,983,000","1,361,601,000","1,151,963,000","822,329,000","1,237,056,000","1,472,130,000","1,797,572,000","1,656,788,000","1,870,447,000","1,677,941,000","1,808,855,000","1,931,994,000","1,648,365,000","1,628,443,000","1,622,810,000","1,570,073,000","1,563,716,000","1,474,563,000","1,545,291,000","1,548,060,000","1,432,415,000","1,170,671,000","961,685,000","955,015,000","734,196,000","681,956,000","777,327,000","668,755,000","739,668,000","515,852,000","584,709,000","432,714,000","341,470,000","311,006,000","206,183,000","210,112,000","291,515,000"
TangibleBookValue,"458,110,000","582,631,000","577,543,000","577,451,000","566,898,000","599,130,000","584,260,000","582,700,000","568,769,000","553,628,000","570,342,000","598,790,000","621,232,000","436,460,000","400,459,000","411,690,000","358,294,000","397,163,000","380,833,000","375,444,000","361,323,000","361,249,000","398,627,000","392,491,000","359,915,000","282,499,000","302,433,000","282,544,000","305,728,000","166,969,000","158,030,000","158,313,000","102,706,000","91,400,000","121,908,000","130,936,000","158,577,000","168,269,000","157,748,000","214,023,000","104,429,000","9,126,000","6,253,000","-28,443,000"
TotalDebt,"497,137,000","167,026,000","125,979,000","175,932,000","210,385,000","448,638,000","640,381,000","839,334,000","793,388,000","585,332,000","251,265,000","634,823,000","845,336,000","1,058,052,000","942,006,000","1,163,988,000","976,978,000","1,104,475,000","1,260,525,000","992,524,000","987,524,000","993,526,000","984,045,000","1,004,113,000","945,431,000","1,080,016,000","1,087,602,000","984,689,000","731,276,000","659,447,000","660,447,000","445,947,000","408,446,000","511,401,000","400,547,000","471,347,000","245,447,000","320,947,000","193,454,000","127,447,000","119,776,000","119,776,000","129,776,000","232,726,000"
NetDebt,"423,275,000","101,812,000",,"87,461,000","141,284,000","390,589,000","561,315,000","773,416,000","611,846,000","414,360,000","56,405,000","413,544,000","657,409,000","1,000,070,000","883,000,000","987,770,000","910,689,000","1,031,757,000","1,205,475,000","938,077,000","926,032,000","939,594,000","928,047,000","958,884,000","899,075,000","1,047,332,000","1,050,299,000","938,492,000","674,412,000","628,945,000","625,760,000","370,956,000","360,732,000","477,493,000","362,641,000","449,702,000","226,738,000","295,662,000","171,403,000","52,384,000","26,823,000",,,"160,087,000"
ShareIssued,"18,700,536","20,085,336","20,446,648","20,791,659","21,360,514","21,796,904","21,994,204","23,007,400","23,376,793","23,890,855","24,408,513","26,085,164","27,038,257","26,995,348","26,989,742","26,978,229","26,972,074","26,888,288","26,884,402","26,874,871","26,862,744","26,800,183","24,833,008","24,821,349","24,550,219","22,076,534","22,061,702","22,065,249","22,038,748","14,856,611","14,852,971","14,849,692","14,846,519","14,799,991","14,422,354","14,406,676","14,400,206","14,382,638","14,354,972","14,325,214","14,325,214","14,338,312","14,338,312","14,338,312"
OrdinarySharesNumber,"18,700,536","20,085,336","20,446,648","20,791,659","21,360,514","21,796,904","21,994,204","23,007,400","23,376,793","23,890,855","24,408,513","26,085,164","27,038,257","26,995,348","26,989,742","26,978,229","26,972,074","26,888,288","26,884,402","26,874,871","26,862,744","26,800,183","24,833,008","24,821,349","24,550,219","22,076,534","22,061,702","22,065,249","22,038,748","14,856,611","14,852,971","14,849,692","14,846,519","14,799,991","14,422,354","14,406,676","14,400,206","14,382,638","14,354,972","14,325,214","14,325,214","14,338,312","14,338,312","14,338,312"
