name,ttm,03/31/2022,12/31/2021
MarketCap,"619,036,882","1,038,500,996","2,574,156,843"
EnterpriseValue,"379,321,882","749,924,996","2,508,785,843"
PsRatio,"2.13","1.501","8.316"
PbRatio,"1.628","2.247",
EnterprisesValueRevenueRatio,"1.305","11.949","25.806"
EnterprisesValueEBITDARatio,"-9.481","-45.092","-370.574"
