name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"1,317,477,000","1,317,809,000","1,183,186,000","1,128,483,000","1,076,815,000","1,054,152,000","980,535,000","926,310,000","909,862,000","747,174,648","716,949,727","637,211,024","535,222,217","505,119,956"
TotalLiabilitiesNetMinorityInterest,"663,191,000","665,524,000","587,034,000","537,461,000","506,828,000","494,152,000","443,445,000","416,012,000","444,107,000","340,257,846","336,126,547","316,426,755","246,573,816","245,541,116"
TotalEquityGrossMinorityInterest,"654,286,000","652,285,000","596,152,000","591,022,000","569,987,000","560,000,000","537,090,000","510,298,000","465,755,000","406,916,802","380,823,180","320,784,269","288,648,401","259,578,840"
	StockholdersEquity,"654,286,000","652,285,000","596,152,000","591,022,000","569,987,000","560,000,000","537,090,000","510,298,000","465,755,000","406,916,802","380,823,180","320,784,269","288,648,401","259,578,840"
		CapitalStock,"31,000","31,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","20,862","19,550","16,246","14,704","13,358"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			CommonStock,"31,000","31,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","20,862","19,550","16,246","14,704","13,358"
		AdditionalPaidInCapital,"666,162,000","666,162,000","594,658,000","594,658,000","594,658,000","594,658,000","558,913,000","558,913,000","559,239,000","414,293,389","387,865,842","322,542,604","292,259,610","266,023,849"
		RetainedEarnings,"-11,907,000","-13,908,000","1,466,000","-3,664,000","-24,699,000","-34,686,000","-21,851,000","-48,643,000","-93,512,000","-7,397,449","-7,062,212","-1,774,581","-3,625,913","-6,458,367"
TotalCapitalization,"1,283,416,000","1,283,325,000","1,153,223,000","1,099,866,000","1,052,937,000","1,031,932,000","959,327,000","906,127,000","887,878,000","728,926,856","700,309,607","587,381,286","522,154,509","495,286,832"
CommonStockEquity,"654,286,000","652,285,000","596,152,000","591,022,000","569,987,000","560,000,000","537,090,000","510,298,000","465,755,000","406,916,802","380,823,180","320,784,269","288,648,401","259,578,840"
NetTangibleAssets,"654,286,000","652,285,000","596,152,000","591,022,000","569,987,000","560,000,000","537,090,000","510,298,000","465,755,000","406,916,802","380,823,180","320,784,269","288,648,401","259,578,840"
InvestedCapital,"1,283,416,000","1,283,325,000","1,153,223,000","1,099,866,000","1,052,937,000","1,031,932,000","959,327,000","906,127,000","887,878,000","728,926,856","700,309,607","587,381,286","522,154,509","495,286,832"
TangibleBookValue,"654,286,000","652,285,000","596,152,000","591,022,000","569,987,000","560,000,000","537,090,000","510,298,000","465,755,000","406,916,802","380,823,180","320,784,269","288,648,401","259,578,840"
TotalDebt,"629,130,000","631,040,000","557,071,000","508,844,000","482,950,000","471,932,000","422,237,000","395,829,000","422,123,000","322,010,054","319,486,427","266,597,017","233,506,108","235,707,992"
NetDebt,"621,815,000","620,971,000","550,604,000","495,853,000","480,688,000","470,036,000","419,190,000","392,315,000","418,415,000","317,433,820","301,403,328","257,556,598","221,512,553","225,339,169"
ShareIssued,"30,887,360","30,887,360","28,167,360","28,167,360","28,167,360","28,167,360","28,167,360","28,167,360","28,200,547","30,039,104","30,039,104","30,039,104","30,039,104","30,039,104"
OrdinarySharesNumber,"30,887,360","30,887,360","28,167,360","28,167,360","28,167,360","28,167,360","28,167,360","28,167,360","28,200,547","30,039,104","30,039,104","30,039,104","30,039,104","30,039,104"
TreasurySharesNumber,,,,,,,,,"187,000",,,,,
