name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
OperatingIncome,"2,701,000","-15,860,000","-3,417,000","12,989,000","8,989,000","33,366,000","42,866,000","12,993,000","-10,341,000","-196,356,000","-54,901,000","237,000","-10,486,000","-6,273,000","-12,577,000","-78,715,000","21,939,000","33,019,000","36,672,000","30,004,000","25,837,000","31,220,000","31,868,000","31,192,000","34,942,000","25,426,000","34,990,000","34,065,000","28,486,000","32,006,000","38,948,000","33,708,000","35,761,000","35,497,000","37,842,000","30,660,000","36,672,000","37,276,000","36,474,000","34,517,000","32,096,000","32,013,000","37,407,000","36,897,000","35,036,000","34,296,000","36,116,000","34,011,000","35,861,000","31,788,000","28,087,000","20,068,000","14,995,000","116,867,000","-118,465,000","27,178,000","22,786,000","19,688,000","26,025,000","19,307,000","17,947,000","9,484,000","16,818,000","16,023,000","15,124,000","25,898,000","34,916,000","20,057,000","29,491,000","30,758,000","31,802,000","33,358,000","30,703,000","27,752,000","23,758,000","17,535,000","15,709,000","14,573,000","12,578,000","13,808,000","13,602,000","10,999,000","10,654,000","8,855,000","10,761,000","20,619,000","29,615,000","29,733,000","29,081,000","27,405,000","22,200,000","21,400,000","22,500,000","22,100,000","21,200,000","20,700,000","19,600,000","17,400,000","16,600,000","14,700,000","13,500,000","13,500,000","13,200,000","12,200,000","11,500,000","12,900,000","12,300,000","11,600,000","11,000,000","9,500,000","11,000,000","11,200,000","11,500,000","-64,500,000","32,400,000","32,400,000","32,400,000"
NetNonOperatingInterestIncomeExpense,"-69,711,000","-15,840,000","-15,948,000","-16,141,000","-21,782,000","-24,424,000","-18,417,000","-18,581,000","-21,184,000","-22,378,000","-22,533,000","-23,797,000","-23,932,000","-26,748,000","-25,032,000","-23,893,000","-7,327,000","-7,393,000","-7,341,000","-7,260,000","-7,303,000","-7,363,000","-7,322,000","-7,257,000","-7,288,000","-7,871,000","-7,217,000","-7,320,000","-2,741,000","-2,151,000","-2,018,000","-685,000","1,020,000","956,000","186,000","359,000","-486,000","-136,000","177,000","275,000","12,000","260,000","406,000","-58,000","641,000","-671,000","-20,000","1,017,000","-382,000","-548,000","1,422,000","884,000","1,347,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"69,711,000","15,840,000","15,948,000","16,141,000","21,782,000","24,424,000","18,417,000","18,581,000","21,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"22,378,000","22,533,000","23,797,000","23,932,000","26,748,000","25,032,000","23,893,000","7,327,000","7,393,000","7,341,000","7,260,000","7,303,000","7,363,000","7,322,000","7,257,000","7,288,000","7,871,000","7,217,000","7,320,000","2,741,000","2,151,000","2,018,000","685,000","-1,020,000","-956,000","-186,000","-359,000","486,000","136,000","-177,000","-275,000","-12,000","-260,000","-406,000","58,000","-641,000","671,000","20,000","-1,017,000","382,000","548,000","-1,422,000","-884,000","-1,347,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-35,228,000","-2,915,000","-1,403,000","-2,630,000","-28,280,000","1,693,000","-11,381,000","-4,804,000","-46,667,000","-497,179,000","-20,757,000","-6,472,000","-18,030,000","-10,116,000","-12,005,000","-5,651,000","706,000","905,000","2,589,000","1,981,000","-1,483,000","491,000","417,000","2,104,000","-1,339,000","-6,182,000","-7,944,000","-2,107,000","591,000","846,000","1,666,000","4,150,000","2,000,000","0",,"176,000","-723,000","-398,000","-1,868,000",,,,,,,"0","428,000",,,"-100,000","-332,000","-26,051,000","-597,000","-14,335,000","-118,512,000","140,000","-375,000","-702,000","-2,882,000",,,"0",,,"2,637,000",,,,,,,,,,,,,,,,,,,,,,,,"-329,000",,,,"200,000","0","1,800,000","1,200,000","500,000","700,000","400,000","700,000","400,000","500,000","500,000","400,000","300,000","300,000","500,000","500,000","100,000","500,000","-100,000",,,,,,
	SpecialIncomeCharges,"-34,937,000","-960,000","-2,398,000","-2,607,000","-28,972,000","773,000","-13,977,000","-6,170,000","-46,891,000","-496,616,000","-21,724,000","-5,847,000","-18,363,000","-12,988,000","-12,130,000","-7,261,000","-1,290,000","112,000","99,000","155,000","-2,397,000","-1,209,000","-10,000","764,000","-3,691,000","-7,491,000","-8,342,000","31,000","876,000","846,000","1,666,000","4,150,000","2,000,000","0","0","176,000","-723,000","-398,000","-1,868,000",,,"0","0",,,"0","428,000","0","0","-100,000","-332,000","-26,051,000","-597,000","-14,335,000","-118,512,000","140,000","-375,000","-702,000","-2,882,000",,,"0",,,"2,637,000",,,,,,,,,,,,,,,,,,,,,,,,"-329,000",,,,"200,000","0","1,800,000","1,200,000","500,000","700,000","400,000","700,000","400,000","500,000","500,000","400,000","300,000","300,000","500,000","500,000","100,000","500,000","-100,000",,,,,,
		RestructuringAndMergernAcquisition,"34,937,000","960,000","2,398,000","2,607,000","28,972,000","-773,000","13,977,000","6,170,000","29,330,000","7,081,000","21,724,000","5,847,000","19,525,000","11,983,000","12,130,000","7,261,000","1,320,000","13,000","-84,000","-51,000","2,573,000","1,241,000","113,000","-415,000","-1,048,000","7,727,000","8,433,000",,,"0","0","0","0","0","0","-176,000","723,000","398,000","1,868,000",,,"0","0",,,"0","-428,000","0","0","100,000","332,000","857,000","597,000","10,791,000","1,048,000","-140,000","375,000","702,000","2,882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0",,,,,"0",,,,"473,996,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,194,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,"0",,,"17,561,000","441,000",,,"-1,162,000","1,005,000",,,"-30,000","-125,000","-15,000","-104,000","-176,000","-32,000","-103,000","-349,000","4,739,000","-236,000","-91,000","-31,000","-876,000","-846,000","-1,666,000","-4,150,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,"-113,920,000","117,464,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-291,000","-1,955,000","995,000","-23,000","692,000","920,000","2,596,000","1,366,000","224,000","-563,000","967,000","-625,000","333,000","2,872,000","125,000","1,610,000","1,996,000","793,000","2,490,000","1,826,000","914,000","1,700,000","427,000","1,340,000","2,352,000","1,309,000","398,000","-2,138,000","-285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-102,238,000","-34,615,000","-20,768,000","-5,782,000","-41,073,000","10,635,000","13,068,000","-10,392,000","-78,192,000","-715,913,000","-98,191,000","-30,032,000","-52,448,000","-43,137,000","-49,614,000","-108,259,000","15,318,000","26,531,000","31,920,000","24,725,000","17,051,000","24,348,000","24,963,000","26,039,000","26,315,000","11,373,000","19,829,000","24,638,000","26,336,000","30,701,000","38,596,000","37,173,000","38,781,000","36,453,000","38,028,000","31,195,000","35,463,000","36,742,000","34,783,000","34,792,000","32,108,000","32,273,000","37,813,000","36,839,000","35,677,000","33,625,000","36,524,000","35,028,000","35,479,000","31,140,000","29,177,000","-5,099,000","15,745,000","-11,803,000","-121,012,000","24,148,000","23,951,000","19,529,000","25,327,000","21,100,000","19,281,000","10,828,000","18,311,000","16,290,000","16,109,000","27,423,000","34,320,000","21,088,000","29,723,000","31,104,000","33,947,000","34,271,000","31,038,000","27,452,000","25,170,000","17,676,000","16,201,000","15,101,000","13,144,000","13,980,000","14,535,000","11,434,000","11,008,000","9,497,000","11,261,000","13,363,000","30,440,000","29,629,000","28,719,000","27,678,000","22,700,000","21,900,000","22,600,000","21,700,000","21,200,000","20,000,000","18,400,000","16,300,000","15,300,000","13,800,000","12,200,000","12,300,000","11,800,000","10,900,000","10,000,000","11,300,000","11,000,000","10,200,000","9,300,000","8,200,000","9,000,000","9,300,000","9,000,000",,,,
TaxProvision,"-120,155,000","-3,722,000","-9,604,000","-102,567,000","-4,262,000","-341,000","-7,045,000","3,013,000","-3,177,000","-37,995,000","-19,708,000","-4,122,000","-7,577,000","-21,548,000","-7,880,000","-21,550,000","847,000","16,677,000","81,424,000","4,772,000","-1,777,000","4,831,000","2,742,000","5,565,000","5,928,000","-1,607,000","3,541,000","6,742,000","5,108,000","4,877,000","8,212,000","9,752,000","10,109,000","8,510,000","3,645,000","8,057,000","8,510,000","8,033,000","6,577,000","8,868,000","8,545,000","8,387,000","6,915,000","9,318,000","8,946,000","7,309,000","4,972,000","9,599,000","9,533,000","6,725,000","5,974,000","-4,353,000","5,095,000","-771,000","-29,003,000","6,500,000","3,457,000","1,739,000","6,219,000","4,578,000","4,306,000","691,000","3,121,000","3,765,000","3,818,000","6,719,000","9,279,000","7,381,000","8,025,000","5,048,000","9,505,000","9,596,000","8,691,000","6,506,000","7,551,000","5,303,000","4,860,000","4,530,000","3,943,000","2,450,000","4,361,000","639,000","501,000","2,659,000","3,153,000","1,965,000","9,132,000","8,889,000","8,615,000","8,861,000","7,300,000","7,000,000","7,200,000","6,900,000","6,800,000","6,400,000","5,900,000","5,200,000","4,900,000","4,400,000","3,900,000","4,200,000","4,000,000","3,700,000","3,400,000","4,400,000","4,300,000","4,000,000","3,600,000","3,400,000","3,700,000","3,800,000","3,700,000",,,,
NetIncomeCommonStockholders,"17,917,000","-30,893,000","-11,164,000","96,785,000","-36,811,000","10,976,000","20,113,000","-13,405,000","-75,015,000","-677,918,000","-78,483,000","-25,910,000","-44,871,000","-21,590,000","-41,734,000","-86,709,000","14,471,000","9,854,000","-49,504,000","19,953,000","18,828,000","19,517,000","22,221,000","20,474,000","20,387,000","12,980,000","16,288,000","17,896,000","21,228,000","25,824,000","30,384,000","27,421,000","28,672,000","27,943,000","34,383,000","23,138,000","26,953,000","28,709,000","28,206,000","25,924,000","23,563,000","23,886,000","30,898,000","27,521,000","26,731,000","26,316,000","31,552,000","25,429,000","25,946,000","24,224,000","23,250,000","-746,000","10,650,000","-11,032,000","-92,009,000","17,648,000","20,494,000","17,790,000","19,108,000","16,522,000","14,975,000","10,137,000","15,190,000","12,525,000","12,291,000","20,704,000","25,041,000","13,707,000","21,698,000","26,056,000","24,442,000","24,675,000","22,347,000","20,946,000","17,619,000","12,373,000","11,341,000","10,571,000","9,201,000","11,530,000","10,174,000","10,795,000","10,507,000","6,838,000","8,108,000","11,398,000","21,308,000","20,740,000","20,104,000","18,817,000","15,400,000","14,900,000","15,400,000","13,800,000","14,400,000","13,600,000","12,500,000","11,100,000","10,400,000","9,400,000","8,300,000","8,100,000","7,800,000","7,200,000","6,600,000","6,900,000","6,700,000","6,200,000","5,700,000","4,800,000","5,300,000","5,500,000","5,300,000","2,200,000","-14,300,000","-14,300,000","-14,300,000"
	NetIncome,"17,917,000","-30,893,000","-11,164,000","96,785,000","-36,811,000","10,976,000","20,113,000","-13,405,000","-75,015,000","-677,918,000","-78,483,000","-25,910,000","-44,871,000","-21,590,000","-41,734,000","-86,709,000","14,471,000","9,854,000","-49,504,000","19,953,000","18,828,000","19,517,000","22,221,000","20,474,000","20,387,000","12,980,000","16,288,000","17,896,000","21,228,000","25,824,000","30,384,000","27,421,000","28,672,000","27,943,000","34,383,000","23,138,000","26,953,000","28,709,000","28,206,000","25,924,000","23,563,000","23,886,000","30,898,000","27,521,000","26,731,000","26,316,000","31,552,000","25,429,000","25,946,000","24,224,000","23,250,000","-746,000","10,650,000","-11,032,000","-92,009,000","17,648,000","20,494,000","17,790,000","19,108,000","16,522,000","14,975,000","10,137,000","15,190,000","12,525,000","12,291,000","20,704,000","25,041,000","13,707,000","21,698,000","26,056,000","24,442,000","24,675,000","22,347,000","20,946,000","17,619,000","12,373,000","11,341,000","10,571,000","9,201,000","11,530,000","10,174,000","10,795,000","10,507,000","6,838,000","8,108,000","11,398,000","21,308,000","20,740,000","20,104,000","18,817,000","15,400,000","14,900,000","15,400,000","13,800,000","14,400,000","13,600,000","12,500,000","11,100,000","10,400,000","9,400,000","8,300,000","8,100,000","7,800,000","7,200,000","6,600,000","6,900,000","6,700,000","6,200,000","5,700,000","4,800,000","5,300,000","5,500,000","5,300,000","2,200,000","-14,300,000","-14,300,000","-14,300,000"
