name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"7,573,694,000","7,639,575,000","2,708,884,000","2,719,205,000","2,755,323,000","2,608,539,000","2,658,116,000","2,811,786,000","2,937,405,000","2,648,887,000","2,713,880,000","2,936,318,000","3,203,177,000","3,172,013,000","3,285,884,000","3,302,197,000","3,418,857,000","3,512,498,000","3,543,392,000","3,550,275,000","3,623,465,000","3,656,371,000","3,690,918,000","3,717,184,000","3,729,750,000","3,766,038,000","3,837,647,000","3,795,875,000","3,758,324,000","3,874,216,000","4,008,084,000","1,747,479,000","1,759,890,000","1,763,927,030","1,404,286,678","1,413,086,709","1,328,571,435","1,288,656,905","1,221,088,408","1,178,103,762","1,177,712,358","1,193,266,118","1,187,628,582","1,164,642,447","1,140,495,088","1,132,782,745","1,133,219,159","1,131,314,360","1,138,227,842","1,140,685,444","1,150,352,779","1,167,483,937","1,123,814,633","1,112,051,906","1,126,777,416","1,091,792,471","1,075,339,640","1,048,234,644","1,033,815,936","1,019,166,789","1,010,017,129","983,161,313","992,057,662","857,516,329","811,236,578","799,229,806","730,063,216","695,514,504","623,598,023","569,754,833","501,631,871","286,541,993","475,812,000","171,469,252"
	CurrentAssets,"372,606,000","378,633,000","333,703,000","305,247,000","324,469,000","143,715,000","233,770,000","351,586,000","451,827,000","142,647,000","137,128,000","148,795,000","184,705,000","122,060,000","121,051,000","110,673,000","116,062,000","106,869,000","107,424,000","98,810,000","97,400,000","91,725,000","99,542,000","106,751,000","99,851,000","107,309,000","116,106,000","146,910,000","198,606,000","296,583,000","448,708,000","67,674,000","80,064,000","63,061,440","55,849,120","57,445,741","56,114,577","53,769,302","34,050,544","31,312,373","37,990,781","33,434,346","31,857,293","29,337,259","67,757,799","73,740,780","37,089,571","47,816,388","52,462,060","63,577,335","72,693,834","94,553,687","51,829,648","53,528,202",,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"199,345,000","218,241,000","224,514,000","214,894,000","228,842,000","43,648,000","129,282,000","229,975,000","343,893,000","31,336,000","40,442,000","35,842,000","28,357,000","35,376,000","30,709,000","32,384,000","28,753,000","24,082,000","32,465,000","27,635,000","22,641,000","19,874,000","28,793,000","37,902,000","23,307,000","33,880,000","42,951,000","70,120,000","126,744,000","43,826,000","31,213,000","22,628,000","31,876,000","18,134,320","12,130,048","13,098,358","14,648,955","12,482,701","9,933,628","8,296,769","15,567,494","10,042,450","9,241,422","7,592,584","8,136,797","24,188,496","12,724,095","10,380,923","14,573,549","19,958,376","32,567,300","57,262,003","9,980,536","9,917,875","11,597,842","12,004,345","19,262,193","20,082,205","13,388,398","15,484,751","16,872,086","25,126,965","22,435,346","11,915,061","9,560,171","15,208,835","14,130,941","11,319,570","9,077,218","10,103,176","3,170,927","3,445,828",,"2,189,478"
			CashAndCashEquivalents,"74,345,000","93,241,000","99,514,000","89,894,000","228,842,000","43,648,000","129,282,000","229,975,000","343,893,000","31,336,000","40,442,000","35,842,000","28,357,000","35,376,000","30,709,000","32,384,000","28,753,000","24,082,000","32,465,000","27,635,000","22,641,000","19,874,000","28,793,000","37,902,000","23,307,000","33,880,000","42,951,000","70,120,000","126,744,000","43,826,000","31,213,000","22,628,000","31,876,000","18,134,320","12,130,048","13,098,358","14,648,955","12,482,701","9,933,628","8,296,769","15,567,494","10,042,450","9,241,422","7,592,584","8,136,797","24,188,496","12,724,095","10,380,923","14,573,549","19,958,376","32,567,300","57,262,003","9,980,536","9,917,875","11,597,842","12,004,345","19,262,193","19,002,268","12,305,177","14,363,844","15,771,140","23,952,594","21,271,444","10,750,083","9,560,171","15,208,835","14,130,941","11,319,570","9,077,218","10,103,176","3,170,927","3,445,828",,"2,189,478"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,189,478"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,544,499",,"18,494,355","24,188,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"125,000,000","125,000,000","125,000,000","125,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,702,401",,,,,,,,,,"1,079,937","1,083,221","1,120,907","1,100,946","1,174,371","1,163,902","1,164,978",,,,,,,,,,
		Receivables,"69,135,000","68,444,000","45,873,000","46,678,000","49,080,000","57,154,000","57,149,000","61,598,000","49,850,000","55,286,000","50,017,000","51,965,000","55,432,000","58,059,000","57,133,000","53,109,000","57,172,000","58,328,000","53,271,000","52,270,000","52,334,000","53,087,000","50,350,000","48,702,000","52,406,000","51,101,000","47,353,000","44,376,000","42,421,000","48,097,000","43,514,000","31,416,000","30,187,000","29,334,235","28,311,350","27,556,630","26,917,988","26,156,973","24,116,916","23,015,604","22,423,287","23,391,896","22,615,871","21,744,675","22,078,582","23,688,492","24,365,476","23,563,095","23,608,507","27,863,506","27,619,017","25,211,953","24,954,612","28,133,961","26,012,180","24,815,288","24,403,413","24,324,943","27,093,813","25,828,636","33,041,990","33,463,293","23,369,605","28,860,503","19,820,341","6,082,511","7,641,308","16,307,247","14,212,008","13,399,107","13,225,930","12,259,835",,"10,565,210"
			AccountsReceivable,"69,135,000","68,444,000","45,873,000","46,678,000","49,080,000","57,154,000","57,149,000","61,598,000","49,850,000","55,286,000","50,017,000","51,965,000","55,432,000","58,059,000","57,133,000","53,109,000","57,172,000","58,328,000","53,271,000","52,270,000","52,334,000","53,087,000","50,350,000","48,702,000","52,406,000","51,101,000","47,353,000","44,376,000","42,421,000","48,097,000","38,623,000","27,609,000","26,756,000","24,767,556","22,373,621","20,829,417","21,257,177","21,210,754","24,116,916",,,,,,,"23,688,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"101,260,000",,,"71,480,000","72,787,000","81,937,000","81,660,000","86,406,000","75,337,000","82,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-32,125,000",,,"-24,802,000","-23,707,000","-24,783,000","-24,511,000","-24,808,000","-25,487,000","-27,256,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,891,000","3,807,000","3,431,000","4,566,679","5,937,729","6,727,213","5,660,811","4,946,219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"96,281,000","84,826,000","39,165,000","39,489,000","42,859,000","39,975,000","39,304,000","38,178,000","36,345,000","34,548,000","37,121,000","37,296,000","14,080,000","12,764,000","17,371,000","14,232,000","20,342,000","16,365,000","12,810,000","10,188,000","12,816,000","9,727,000","10,814,000","8,647,000","10,793,000","8,852,000","10,089,000","8,664,000","11,843,000","8,847,000","12,073,000","3,705,000","6,815,000","4,546,752","4,018,249","5,204,811","2,908,459","2,169,140",,,,,"2,466,816",,"1,924,312","1,656,746",,"4,969,800",,"4,378,045",,,"4,585,162","4,159,638","4,012,382","4,092,230","3,744,943","3,643,696","3,796,628","3,969,316","5,635,089","5,808,926","4,305,182",,"2,603,042","2,499,042","1,971,618","1,167,346","1,058,476","1,093,176","1,236,173","2,893,355",,"449,713"
		RestrictedCash,"7,845,000","7,122,000","4,285,000","4,186,000","3,688,000","2,938,000","8,035,000","21,835,000","21,739,000","21,477,000","9,548,000","23,692,000","23,604,000","10,130,000","10,307,000","10,948,000","9,795,000","8,094,000","8,878,000","8,717,000","9,609,000","9,037,000","9,585,000","11,500,000","13,345,000","13,476,000","15,713,000","23,750,000","17,598,000","16,171,000","17,442,000","9,925,000","11,186,000","11,046,133","11,389,473","11,585,942","11,639,175","12,960,488",,,,,,,,,"10,801,443","13,872,370","14,280,004","11,377,408","12,507,517","12,079,731","12,309,338",,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,144,538",,"25,260,550","24,207,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,"19,866,000",,,,,,,"0","0","0","63,232,000","5,731,000","5,531,000",,,,,,,,,,,"0","0","0","0","179,642,000","344,466,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,357,558",,,"21,164,713",,,,,,"11,316,728",,,,,,,,,,,,,,,,,,,,
