name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"271,674,000","81,776,000","114,031,000","45,947,000","29,920,000","68,924,000","26,115,000","84,536,000","74,598,000","79,756,000","35,041,000","45,373,000","78,642,000","77,437,000","42,666,000","36,106,000","47,281,000","19,769,000","79,042,000","52,375,000","42,695,000","71,463,000","1,258,000","38,454,000","92,529,000","27,044,000","67,060,000","10,239,000","29,579,000","83,147,000","34,465,000","75,191,000","35,503,000","68,076,000","54,534,000","12,276,000","1,734,000","18,216,000","27,087,000","-9,695,000","30,205,000","41,874,000","34,220,000","59,008,000","26,440,000","13,066,000","21,759,000","20,710,000","10,694,000","48,240,000","33,076,000","22,364,000","12,798,000","42,534,000","27,052,000","40,273,000","15,808,000","33,816,000","15,257,000","28,786,000","6,254,000","8,428,000","17,807,000","26,301,000","5,072,000","23,855,000","73,386,000","26,352,000","12,676,000","22,524,000","24,582,000","16,216,000","164,000","22,496,000"
	CashFlowFromContinuingOperatingActivities,"271,674,000","81,776,000","114,031,000","45,947,000","29,920,000","68,924,000","26,115,000","84,536,000","74,598,000","79,756,000","35,041,000","45,373,000","78,642,000","77,437,000","42,666,000","36,106,000","47,281,000","19,769,000","79,042,000","52,375,000","42,695,000","71,463,000","1,258,000","38,454,000","92,529,000","27,044,000","67,060,000","10,239,000","29,579,000","83,147,000","34,465,000","75,191,000","35,503,000","68,076,000","54,534,000","12,276,000","1,734,000","18,216,000","27,087,000","-9,695,000","30,205,000","41,874,000","34,220,000","59,008,000","26,440,000","13,066,000","21,759,000","20,710,000","10,694,000","48,240,000","33,076,000","22,364,000","12,798,000","42,534,000","27,052,000","40,273,000","15,808,000","33,816,000","15,257,000","28,786,000","6,254,000","8,428,000","17,807,000","26,301,000","5,072,000","23,855,000","73,386,000","26,352,000","12,676,000","22,524,000","24,582,000","16,216,000","164,000","22,496,000"
		NetIncomeFromContinuingOperations,"81,041,000","22,793,000","22,273,000","20,780,000","15,195,000","17,829,000","23,532,000","23,098,000","25,270,000","29,906,000","14,127,000","15,089,000","36,197,000","28,130,000","23,089,000","10,107,000","2,659,000","74,256,000","69,427,000","22,780,000","38,242,000","39,735,000","31,232,000","14,406,000","24,933,000","30,945,000","24,148,000","73,661,000","15,273,000","10,267,000","7,143,000","16,770,000","9,313,000","21,789,000","8,355,000","13,143,000","22,430,000","-1,897,000","-222,248,000","-515,000","8,722,000","8,025,000","-43,000,000","1,003,000","8,238,000","-8,965,000","4,536,000","32,401,000","-1,494,000","1,785,000","14,627,000","23,446,000","15,974,000","14,506,000","11,696,000","15,911,000","12,161,000","10,064,000","8,908,000","15,762,000","8,547,000","-5,841,000","4,221,000","13,939,000","8,395,000","7,892,000","-5,143,000","12,318,000","4,094,000","3,908,000","4,749,000","6,763,000","3,542,000","2,737,000"
		OperatingGainsLosses,"-211,000","-248,000","3,352,000","-1,457,000","-1,858,000","1,993,000","-1,355,000","1,305,000","-2,924,000","797,000","408,000","-1,440,000","-1,030,000","-2,209,000","-9,868,000","-141,000","5,683,000","-119,000","-725,000","1,435,000","-1,106,000","-866,000","4,086,000","1,998,000","1,455,000","211,000","290,000","3,370,000","814,000","5,044,000","204,000","-2,072,000","-8,453,000","438,000","3,030,000","1,279,000","-7,076,000","5,388,000","-1,263,000","113,000","1,162,000","-501,000","713,000","1,572,000","-536,000","-202,000","2,109,000","-39,259,000","324,000","-4,360,000","1,124,000","-3,877,000","-3,941,000","-1,569,000","-2,515,000","-3,462,000","-4,092,000","-3,433,000","-2,576,000","2,375,000","1,810,000","-446,000","-3,879,000","1,771,000","-2,633,000","313,000","4,028,000","305,000","765,000","-1,208,000","-1,850,000","-1,713,000","3,941,000","-686,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,"0","0",,,,,,,"0","0","0","0","0","0","-14,000","-6,336,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,"-109,000",,"6,000","-10,000","91,000",,"-183,000","713,000","88,000",,"290,000","759,000","377,000",,"423,000",,,,,,,,"0",,,,"0",,,"0","0",,,,,,,,,,,"0","0",,,"674,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-1,068,000","277,000","-355,000","0","-990,000","2,086,000","420,000","431,000","-1,482,000","-561,000","507,000","-330,000","-370,000","-1,209,000","830,000","-297,000","537,000","962,000","-709,000","1,698,000","-943,000","-1,519,000","700,000","-219,000","0","-162,000","223,000","-234,000","11,000","4,129,000","-2,493,000","-4,165,000","-526,000","224,000","4,326,000","1,117,000","-3,390,000","5,760,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"2,589,000","-577,000","4,420,000","-649,000","-605,000","-542,000","-288,000","1,119,000","-1,658,000","735,000","1,481,000","-1,085,000","-1,202,000","-1,047,000","-5,889,000","-176,000","-388,000","-1,210,000","267,000","-337,000","427,000","1,600,000","3,000,000","2,654,000","1,144,000","937,000","615,000","3,134,000","984,000","775,000","2,003,000","899,000","114,000","197,000","1,000","158,000","-9,000","0","0","145,000","157,000","140,000","407,000","71,000","69,000","412,000","-56,000","-36,845,000","-479,000","3,188,000","6,046,000","-2,566,000","-2,828,000","-2,788,000",,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-1,532,000","161,000","-626,000","-814,000","-253,000","358,000","-869,000","-62,000","-497,000","535,000","-154,000","-315,000","-217,000","-330,000","556,000","-91,000","592,000","129,000","-283,000","74,000","-590,000","-947,000","386,000","-437,000","311,000","-564,000","-17,000","470,000","-712,000","140,000","694,000","1,194,000","-413,000","17,000","-478,000","4,000","-31,000","-372,000",,,,,,,,"-614,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"188,980,000","48,108,000","48,605,000","48,828,000","43,439,000","42,100,000","40,940,000","40,813,000","37,907,000","36,952,000","37,433,000","37,997,000","36,430,000","36,901,000","33,862,000","34,791,000","33,027,000","30,553,000","34,136,000","26,928,000","27,023,000","27,059,000","28,412,000","26,307,000","25,077,000","26,181,000","26,743,000","27,904,000","26,920,000","25,639,000","25,962,000","26,017,000","25,402,000","23,417,000","22,021,000","25,027,000","22,747,000","23,137,000","26,528,000","26,055,000","25,013,000","24,744,000","25,137,000","23,256,000","24,635,000","23,370,000","22,300,000","24,132,000","19,880,000","20,449,000","12,897,000","17,601,000","15,061,000","16,132,000","15,139,000","15,806,000","13,235,000","13,263,000","12,507,000","12,094,000","11,854,000","11,341,000","10,887,000","10,446,000","9,980,000","9,440,000","8,049,000","8,262,000","8,764,000","9,500,000","11,224,000","11,626,000","5,116,000","9,142,000"
