name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
OperatingCashFlow,"224,876,000","33,512,000","93,846,000","-11,278,000","108,796,000","21,642,000","35,644,000","2,948,000","-2,704,000","-32,980,000","102,554,000","32,438,000","50,253,000","33,516,000","109,209,000","41,558,000","65,605,000","74,943,000","84,586,000","40,271,000","65,835,000","48,104,000","85,990,000","64,744,000","75,478,000","76,308,000","74,337,000","40,120,000","55,618,000","65,348,000","78,671,000","38,870,000","44,992,000","77,116,000","54,468,000","61,671,000","43,514,000","45,132,000","70,266,000","50,846,000","32,883,000","41,376,000","74,806,000","27,502,000","41,229,000","52,527,000","54,940,000","34,149,000","29,697,000","46,450,000","50,652,000","42,408,000","63,509,000","40,566,000","54,403,000","42,141,000","34,442,000","38,199,000","73,709,000","1,140,000","45,204,000","40,048,000","54,794,000","32,219,000","36,373,000","29,269,000","55,963,000","35,416,000","45,175,000","28,958,000","64,965,000","20,442,000","39,328,000","25,403,000","50,628,000","18,717,000","26,552,000","20,757,000","26,719,000","17,161,000","26,804,000","22,768,000","31,956,000","11,059,000","28,914,000","3,924,000","20,539,000","2,495,000","18,708,000","14,594,000","11,000,000","8,300,000","6,400,000","12,100,000","5,334,000","4,100,000","10,500,000","7,100,000","-4,609,000","6,500,000","7,100,000","2,500,000","-1,036,748","8,100,000","1,100,000","1,400,000","5,300,000","-700,000","4,700,000","3,500,000","2,100,000","100,000","3,200,000","2,200,000","0","1,000,000","-100,000","1,000,000","200,000"
	CashFlowFromContinuingOperatingActivities,"224,876,000","33,512,000","93,846,000","-11,278,000","108,796,000","21,642,000","35,644,000","2,948,000","-2,704,000","-32,980,000","102,554,000","32,438,000","50,253,000","33,516,000","109,209,000","41,558,000","65,605,000","74,943,000","84,586,000","40,271,000","65,835,000","48,104,000","85,990,000","64,744,000","75,478,000","76,308,000","74,337,000","40,120,000","55,618,000","65,348,000","78,671,000","38,870,000","44,992,000","77,116,000","54,468,000","61,671,000","43,514,000","45,132,000","70,266,000","50,846,000","32,883,000","41,376,000","74,806,000","27,502,000","41,229,000","52,527,000","54,940,000","34,149,000","29,697,000","46,450,000","50,652,000","42,408,000","63,509,000","40,566,000","54,403,000","42,141,000","34,442,000","38,199,000","73,709,000","1,140,000","45,204,000","40,048,000","54,794,000","32,219,000","36,373,000","29,269,000","55,963,000","35,416,000","45,175,000","28,958,000","64,965,000","20,442,000","39,328,000","25,403,000","50,628,000","18,717,000","26,552,000","20,757,000","26,719,000","17,161,000","26,804,000","22,768,000","31,956,000","11,059,000","28,914,000","3,924,000","20,539,000","2,495,000","18,708,000","14,594,000","11,000,000","8,300,000","6,400,000","12,100,000","5,334,000","4,100,000","10,500,000","7,100,000","-4,609,000","6,500,000","7,100,000","2,500,000","-1,036,748","8,100,000","1,100,000","1,400,000","5,300,000","-700,000","4,700,000","3,500,000","2,100,000","100,000","3,200,000","2,200,000","0","1,000,000","-100,000","1,000,000","200,000"
		NetIncomeFromContinuingOperations,"91,668,000","23,163,000","2,110,000","32,680,000","33,715,000","3,868,000","-32,317,000","-28,346,000","-56,539,000","-136,163,000","48,709,000","16,090,000","35,510,000","26,984,000","16,178,000","28,475,000","28,353,000","26,029,000","57,738,000","26,445,000","38,166,000","35,043,000","32,381,000","34,574,000","38,585,000","33,954,000","27,200,000","26,176,000","34,724,000","28,423,000","24,486,000","24,223,000","30,049,000","22,518,000","33,000,000","27,481,000","28,583,000","25,292,000","22,139,000","27,163,000","28,399,000","20,722,000","29,942,000","20,574,000","24,748,000","20,456,000","21,865,000","21,953,000","19,229,000","18,666,000","-13,000","16,258,000","16,569,000","10,019,000","7,080,000","11,783,000","19,101,000","14,329,000","13,326,000","18,524,000","23,708,000","18,406,000","20,436,000","18,127,000","23,451,000","19,268,000","23,391,000","21,918,000","23,278,000","18,959,000","19,285,000","12,786,000","17,812,000","16,655,000","15,570,000","14,358,000","15,269,000","12,639,000","13,179,000","12,082,000","13,250,000","10,564,000","10,945,000","9,776,000","10,217,000","8,371,000","9,424,000","8,552,000","8,158,000","5,967,000","7,000,000","5,800,000","5,300,000","3,600,000","-3,416,000","4,200,000","3,900,000","3,000,000","2,939,000","2,900,000","2,400,000","1,700,000","511,642","1,700,000","2,100,000","1,600,000","2,000,000","2,400,000","2,400,000","1,800,000","2,000,000","2,000,000","1,900,000","1,300,000","1,200,000","1,300,000","1,300,000","900,000","1,500,000"
		OperatingGainsLosses,,,,,,,,,,,"-52,672,000","10,345,000","1,644,000","1,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,"43,000","1,000","60,000","-5,602,000","5,607,000","1,000","-4,600,000","3,230,000","1,377,000","1,425,000","909,000","11,096,000","-271,000","3,978,000","5,372,000","-628,000","-659,000","-1,793,000","666,000","-342,000","-328,000","-562,000","-9,000","-571,000","-407,000","20,000",,,,,,,,,,,,"-14,000","100,000",,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,"1,000","5,000",,,"1,000",,,,,,,"-271,000",,,,,,,"-342,000","-328,000",,,"-571,000","-407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,"0","0","0","0","-52,672,000","10,345,000","1,644,000","1,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"89,153,000","21,505,000","22,849,000","22,576,000","22,223,000","22,006,000","22,612,000","22,651,000","22,590,000","23,562,000","23,770,000","21,342,000","21,659,000","21,362,000","24,157,000","24,090,000","23,727,000","24,002,000","23,237,000","22,999,000","23,297,000","23,196,000","23,451,000","21,634,000","21,461,000","21,464,000","21,911,000","21,317,000","21,158,000","21,177,000","21,120,000","20,930,000","20,534,000","20,251,000","20,452,000","19,661,000","19,215,000","19,230,000","18,893,000","18,733,000","18,509,000","18,298,000","19,434,000","17,588,000","17,483,000","17,453,000","18,057,000","17,902,000","18,026,000","18,155,000","19,138,000","18,688,000","18,755,000","18,603,000","18,781,000","18,055,000","18,361,000","18,093,000","17,335,000","15,844,000","15,633,000","15,390,000","14,205,000","13,465,000","13,001,000","12,393,000","12,924,000","11,375,000","10,643,000","10,193,000","10,465,000","9,035,000","8,256,000","8,187,000","7,719,000","6,975,000","6,720,000","6,546,000","6,235,000","5,909,000","5,532,000","5,179,000","4,932,000","4,551,000","4,093,000","3,881,000","3,981,000","3,547,000","3,051,000","3,103,000","3,000,000","2,800,000","2,700,000","2,400,000","-3,860,000","4,200,000","4,000,000","4,200,000","-2,404,000","3,100,000","3,200,000","2,800,000","2,643,715","3,000,000","2,600,000","2,500,000","2,000,000","1,300,000","1,400,000","1,200,000","1,000,000","1,000,000","800,000","800,000","800,000","600,000","500,000","400,000","300,000"
			DepreciationAndAmortization,"89,153,000","21,505,000","22,849,000","22,576,000","22,223,000","22,006,000","22,612,000","22,651,000","22,590,000","23,562,000","23,770,000","21,342,000","21,659,000","21,362,000","24,157,000","24,090,000","23,727,000","24,002,000","23,237,000","22,999,000","23,297,000","23,196,000","23,451,000","21,634,000","21,461,000","21,464,000","21,911,000","21,317,000","21,158,000","21,177,000","21,120,000","20,930,000","20,534,000","20,251,000","20,452,000","19,661,000","19,215,000","19,230,000","18,893,000","18,733,000","18,509,000","18,298,000","19,434,000","17,588,000","17,483,000","17,453,000","18,057,000","17,902,000","18,026,000","18,155,000","19,138,000","18,688,000","18,755,000","18,603,000","18,781,000","18,055,000","18,361,000","18,093,000","17,335,000","15,844,000","15,633,000","15,390,000","14,205,000","13,465,000","13,001,000","12,393,000","12,924,000","11,375,000","10,643,000","10,193,000","10,465,000","9,035,000","8,256,000","8,187,000","7,719,000","6,975,000","6,720,000","6,546,000","6,235,000","5,909,000","5,532,000","5,179,000","4,932,000","4,551,000","4,093,000","3,881,000","3,981,000","3,547,000","3,051,000","3,103,000","3,000,000","2,800,000","2,700,000","2,400,000","-3,860,000","4,200,000","4,000,000","4,200,000","-2,404,000","3,100,000","3,200,000","2,800,000","2,643,715","3,000,000","2,600,000","2,500,000","2,000,000","1,300,000","1,400,000","1,200,000","1,000,000","1,000,000","800,000","800,000","800,000","600,000","500,000","400,000","300,000"
		DeferredTax,"-15,472,000","3,869,000","-15,622,000","-2,332,000","-1,387,000","-1,508,000","-14,249,000","-41,806,000","58,000","-11,231,000","443,000","-351,000","-4,081,000","1,792,000","-6,426,000","111,000","-352,000","1,157,000","-26,319,000","-1,125,000","-922,000","3,186,000","3,703,000","1,242,000","-1,329,000","9,101,000","1,363,000","3,338,000","3,429,000","5,555,000","3,908,000","360,000","89,000","4,753,000","1,186,000","3,516,000","3,168,000","3,922,000","-13,602,000","-4,453,000","3,317,000","4,415,000","2,868,000","1,967,000","2,142,000","1,774,000","-3,400,000","-752,000","-281,000","579,000","-2,243,000","-1,087,000","-1,349,000","-1,236,000","24,553,000","1,547,000","-3,327,000","-1,416,000","16,987,000","-1,440,000","-2,256,000","-11,449,000","10,479,000","-1,584,000",,,"5,182,000","22,642,000","16,000","23,000","16,334,000","-317,000","-8,234,000","8,885,000","12,614,000","-757,000",,,"12,444,000","-1,082,000","2,000","-6,000","4,476,000","-61,000","-4,000","-23,000","340,000","10,000","-2,000","-3,000","2,400,000","0",,,,,,,,,,,,,,,"400,000","200,000","200,000","100,000","-200,000","400,000","300,000","-100,000","1,300,000","0","-100,000","-100,000","-700,000"
			DeferredIncomeTax,"-15,472,000","3,869,000","-15,622,000","-2,332,000","-1,387,000","-1,508,000","-14,249,000","-41,806,000","58,000","-11,231,000","443,000","-351,000","-4,081,000","1,792,000","-6,426,000","111,000","-352,000","1,157,000","-26,319,000","-1,125,000","-922,000","3,186,000","3,703,000","1,242,000","-1,329,000","9,101,000","1,363,000","3,338,000","3,429,000","5,555,000","3,908,000","360,000","89,000","4,753,000","1,186,000","3,516,000","3,168,000","3,922,000","-13,602,000","-4,453,000","3,317,000","4,415,000","2,868,000","1,967,000","2,142,000","1,774,000","-3,400,000","-752,000","-281,000","579,000","-2,243,000","-1,087,000","-1,349,000","-1,236,000","24,553,000","1,547,000","-3,327,000","-1,416,000","16,987,000","-1,440,000","-2,256,000","-11,449,000","10,479,000","-1,584,000",,,"5,182,000","22,642,000","16,000","23,000","16,334,000","-317,000","-8,234,000","8,885,000","12,614,000","-757,000",,,"12,444,000","-1,082,000","2,000","-6,000","4,476,000","-61,000","-4,000","-23,000","340,000","10,000","-2,000","-3,000","2,400,000","0",,,,,,,,,,,,,,,"400,000","200,000","200,000","100,000","-200,000","400,000","300,000","-100,000","1,300,000","0","-100,000","-100,000","-700,000"
