name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,12/31/2018
TotalAssets,"682,774,000","737,988,000","734,976,000","774,046,000","811,651,000","567,401,000","595,070,000","453,957,000","454,341,000","220,529,000","234,745,000","170,586,000"
	CurrentAssets,"534,343,000","589,773,000","623,536,000","661,011,000","697,405,000","454,122,000","482,898,000","340,381,000","362,086,000","133,981,000","149,117,000","85,431,000"
		CashCashEquivalentsAndShortTermInvestments,"518,754,000","577,054,000","608,655,000","646,322,000","681,593,000","440,741,000","466,140,000","325,445,000","347,948,000","122,758,000","136,288,000","69,586,000"
			CashAndCashEquivalents,"97,667,000","108,497,000","129,154,000","195,600,000","351,595,000","104,268,000","64,871,000","23,976,000","182,669,000","16,659,000","21,824,000","69,586,000"
			OtherShortTermInvestments,"421,087,000","468,557,000","479,501,000","450,722,000","329,998,000","336,473,000","401,269,000","301,469,000","165,279,000","106,099,000","114,464,000",
		Receivables,"5,383,000","5,929,000","7,412,000","6,527,000","7,564,000","6,393,000","9,299,000","7,331,000","8,450,000","8,737,000","8,950,000","7,303,000"
			AccountsReceivable,"5,383,000","5,929,000","7,412,000","6,527,000","7,564,000","6,393,000","9,299,000","7,331,000","8,450,000","8,737,000","8,950,000","7,303,000"
		PrepaidAssets,"10,206,000","6,790,000","7,469,000","8,162,000","8,248,000","6,988,000","7,459,000","7,605,000","5,688,000","2,486,000","3,879,000","1,945,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,"0","0","6,597,000"
	TotalNonCurrentAssets,"148,431,000","148,215,000","111,440,000","113,035,000","114,246,000","113,279,000","112,172,000","113,576,000","92,255,000","86,548,000","85,628,000","85,155,000"
		NetPPE,"71,626,000","71,236,000","35,341,000","36,669,000","37,574,000","36,337,000","35,229,000","35,994,000","15,243,000","7,147,000","6,780,000","6,872,000"
			GrossPPE,"83,183,000","82,048,000","45,521,000","46,196,000","46,314,000","44,407,000","42,724,000","42,824,000","21,433,000","12,706,000","12,007,000","10,495,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"3,047,000","2,255,000","2,288,000","2,231,000","1,873,000","1,626,000","1,569,000","1,469,000","1,361,000","1,332,000","1,422,000","1,010,000"
				OtherProperties,"71,619,000","72,419,000","36,010,000","36,755,000","37,258,000","37,413,000","37,650,000","37,927,000","16,711,000","8,032,000","7,255,000","6,181,000"
				ConstructionInProgress,"1,272,000","129,000","22,000","9,000","0","1,981,000","118,000","41,000",,,,
				Leases,"7,245,000","7,245,000","7,201,000","7,201,000","7,183,000","3,387,000","3,387,000","3,387,000","3,361,000","3,342,000","3,330,000","3,304,000"
			AccumulatedDepreciation,"-11,557,000","-10,812,000","-10,180,000","-9,527,000","-8,740,000","-8,070,000","-7,495,000","-6,830,000","-6,190,000","-5,559,000","-5,227,000","-3,623,000"
		GoodwillAndOtherIntangibleAssets,"74,217,000","74,484,000","74,751,000","75,018,000","75,286,000","75,553,000","75,820,000","76,087,000","76,354,000","76,621,000","76,888,000","77,690,000"
			Goodwill,"14,608,000","14,608,000","14,608,000","14,608,000","14,608,000","14,608,000","14,608,000","14,608,000","14,608,000","14,608,000","14,608,000","14,608,000"
			OtherIntangibleAssets,"59,609,000","59,876,000","60,143,000","60,410,000","60,678,000","60,945,000","61,212,000","61,479,000","61,746,000","62,013,000","62,280,000","63,082,000"
		OtherNonCurrentAssets,"2,588,000","2,495,000","1,348,000","1,348,000","1,386,000","1,389,000","1,123,000","1,495,000","658,000","2,780,000","1,960,000","593,000"
TotalLiabilitiesNetMinorityInterest,"131,781,000","135,420,000","96,772,000","89,040,000","89,071,000","92,725,000","90,000,000","93,459,000","69,025,000","67,994,000","69,077,000","73,927,000"
	CurrentLiabilities,"57,458,000","60,350,000","51,891,000","45,801,000","43,759,000","47,176,000","42,384,000","43,737,000","41,514,000","43,052,000","38,640,000","30,552,000"
		PayablesAndAccruedExpenses,"35,164,000","31,615,000","27,829,000","27,720,000","26,754,000","23,560,000","20,895,000","21,900,000","18,857,000","20,202,000","14,613,000","7,516,000"
			Payables,"14,174,000","14,057,000","10,491,000","10,435,000","9,650,000","12,609,000","6,656,000","10,173,000","7,877,000","11,400,000","6,013,000","5,236,000"
				AccountsPayable,"14,174,000","14,057,000","10,491,000","10,435,000","9,650,000","12,609,000","6,656,000","10,173,000","7,877,000","11,400,000","6,013,000","5,236,000"
			CurrentAccruedExpenses,"20,990,000","17,558,000","17,338,000","17,285,000","17,104,000","10,951,000","14,239,000","11,727,000","10,980,000","8,802,000","8,600,000","2,280,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,250,000","9,852,000","6,313,000","4,719,000","3,237,000","7,736,000","4,580,000","3,451,000","2,096,000","4,069,000","2,967,000","4,861,000"
		CurrentDebtAndCapitalLeaseObligation,"6,331,000","6,214,000","4,959,000","4,926,000","3,700,000","3,672,000","3,709,000","3,726,000","3,435,000","172,000","157,000","147,000"
			CurrentCapitalLeaseObligation,"6,331,000","6,214,000","4,959,000","4,926,000","3,700,000","3,672,000","3,709,000","3,726,000","3,435,000","172,000","157,000","147,000"
		CurrentDeferredLiabilities,"11,433,000","12,358,000","12,665,000","8,337,000","9,964,000","12,111,000","13,109,000","14,582,000","16,402,000","17,733,000","20,104,000","17,382,000"
			CurrentDeferredRevenue,"11,433,000","12,358,000","12,665,000","8,337,000","9,964,000","12,111,000","13,109,000","14,582,000","16,402,000","17,124,000","19,509,000","16,830,000"
		OtherCurrentLiabilities,"280,000","311,000","125,000","99,000","104,000","97,000","91,000","78,000","724,000","876,000","799,000","646,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"74,323,000","75,070,000","44,881,000","43,239,000","45,312,000","45,549,000","47,616,000","49,722,000","27,511,000","24,942,000","30,437,000","43,375,000"
