name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015
TotalRevenue,"754,731,000","196,371,000","193,298,000","185,816,000","179,246,000","166,929,000","163,544,000","132,964,000","125,921,000","119,214,000","111,452,000","101,784,000","95,139,000","81,344,000","74,908,000","67,455,000","61,651,000","56,352,000","53,752,000","47,340,000","44,551,000","41,137,000","38,018,000","35,442,000","31,132,000","29,183,000","26,364,000","22,801,000"
	OperatingRevenue,"754,731,000","196,371,000","193,298,000","185,816,000","179,246,000","166,929,000","163,544,000","132,964,000","125,921,000","119,214,000","111,452,000","101,784,000","95,139,000","81,344,000","74,908,000","67,455,000","61,651,000","56,352,000","53,752,000","47,340,000","44,551,000","41,137,000","38,018,000","35,442,000","31,132,000","29,183,000","26,364,000","22,801,000"
CostOfRevenue,"314,337,000","80,828,000","76,670,000","77,620,000","79,220,000","79,727,000","79,637,000","50,787,000","48,439,000","42,838,000","40,103,000","37,294,000","34,490,000","27,329,000","25,025,000","21,664,000","18,640,000","18,125,000","16,466,000","14,995,000","14,948,000","13,497,000","11,393,000","11,377,000","11,481,000","12,018,000","9,939,000","8,194,000"
GrossProfit,"440,394,000","115,543,000","116,628,000","108,196,000","100,026,000","87,202,000","83,907,000","82,177,000","77,482,000","76,376,000","71,349,000","64,490,000","60,649,000","54,015,000","49,883,000","45,791,000","43,011,000","38,227,000","37,286,000","32,345,000","29,603,000","27,640,000","26,625,000","24,065,000","19,651,000","17,165,000","16,425,000","14,607,000"
OperatingExpense,"681,881,000","186,801,000","176,471,000","164,282,000","154,326,000","161,057,000","179,264,000","115,824,000","109,405,000","82,002,000","87,218,000","81,435,000","83,453,000","71,822,000","64,632,000","55,709,000","53,635,000","50,296,000","46,343,000","43,504,000","43,962,000","38,027,000","33,061,000","29,562,000","31,078,000","29,229,000","27,407,000","23,980,000"
	SellingGeneralAndAdministration,"515,522,000","143,091,000","135,610,000","124,292,000","112,527,000","117,220,000","132,881,000","85,296,000","79,193,000","55,283,000","61,967,000","57,975,000","60,089,000","50,808,000","45,717,000","39,632,000","40,220,000","37,095,000","33,108,000","32,095,000","33,242,000","28,856,000","25,024,000","22,383,000","23,872,000","21,389,000","20,828,000","18,015,000"
		GeneralAndAdministrativeExpense,"164,626,000","42,138,000","45,726,000","40,513,000","36,248,000","39,377,000","46,400,000","32,092,000","28,705,000","9,144,000","19,326,000","18,830,000","20,269,000","17,198,000","16,920,000","14,010,000","13,640,000","12,435,000","11,278,000","9,693,000","9,430,000","8,177,000","7,865,000","6,068,000","4,620,000","5,553,000","4,632,000","3,709,000"
			OtherGandA,"164,626,000","42,138,000","45,726,000","40,513,000","36,248,000","39,377,000","46,400,000","32,092,000","28,705,000","9,144,000","19,326,000","18,830,000","20,269,000","17,198,000","16,920,000","14,010,000","13,640,000","12,435,000","11,278,000","9,693,000","9,430,000","8,177,000","7,865,000","6,068,000","4,620,000","5,553,000","4,632,000","3,709,000"
		SellingAndMarketingExpense,"350,896,000","100,953,000","89,884,000","83,779,000","76,279,000","77,843,000","86,481,000","53,204,000","50,488,000","46,139,000","42,641,000","39,145,000","39,820,000","33,610,000","28,797,000","25,622,000","26,580,000","24,660,000","21,830,000","22,402,000","23,812,000","20,679,000","17,159,000","16,315,000","19,252,000","15,836,000","16,196,000","14,306,000"
	ResearchAndDevelopment,"166,359,000","43,710,000","40,861,000","39,990,000","41,799,000","43,837,000","46,383,000","30,528,000","30,212,000","26,719,000","25,251,000","23,460,000","23,364,000","21,014,000","18,915,000","16,077,000","13,415,000","13,201,000","13,235,000","11,409,000","10,720,000","9,171,000","8,037,000","7,179,000","7,206,000","7,840,000","6,579,000","5,965,000"
