name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"1,806,020,000","1,753,385,000","1,764,485,000","1,753,060,000","1,716,786,000","1,757,721,000","1,664,339,000","1,676,278,000","1,457,375,000","1,706,404,000","1,599,649,000","1,846,920,000","1,769,396,000","1,534,387,000","1,692,069,000","1,512,680,000","1,562,391,000","1,508,298,000"
	CurrentAssets,"828,514,000","780,925,000","800,261,000","768,082,000","753,564,000","761,829,000","714,899,000","736,873,000","510,730,000","696,165,000","681,434,000","978,782,000","945,301,000","691,348,000","825,901,000","716,205,000","795,355,000","750,413,000"
		CashCashEquivalentsAndShortTermInvestments,"422,485,000","410,368,000","415,894,000","376,230,000","401,046,000","418,439,000","373,879,000","390,745,000","257,097,000","304,089,000","311,809,000","252,372,000","221,083,000","350,697,000","235,484,000","207,177,000","220,069,000","205,142,000"
			CashAndCashEquivalents,"422,485,000","410,368,000","415,894,000","376,230,000","401,046,000","418,439,000","373,879,000","390,745,000","257,097,000","304,089,000","311,809,000","252,372,000","221,083,000","350,697,000","235,484,000","207,177,000","220,069,000","205,142,000"
				CashFinancial,,,"415,894,000",,,,,,,,,,,,,,,
		Receivables,"36,131,000","34,152,000","30,880,000","33,050,000","29,884,000","37,805,000","30,451,000","29,348,000","28,975,000","41,444,000","34,713,000","68,928,000","71,052,000","71,637,000","65,691,000","59,671,000","78,995,000","73,851,000"
			AccountsReceivable,"16,539,000","16,065,000","13,503,000","14,563,000","12,243,000","17,052,000","14,860,000","13,731,000","11,568,000","15,881,000","16,149,000","12,835,000","12,094,000","13,248,000","10,277,000","7,045,000","11,505,000","15,881,000"
			DuefromRelatedPartiesCurrent,,,"587,000","756,000","540,000","625,000","630,000","539,000","345,000","1,125,000","34,000","1,292,000","1,308,000","1,871,000","2,331,000","1,641,000","1,945,000","2,625,000"
			OtherReceivables,"19,592,000","18,087,000","16,790,000","17,731,000","17,101,000","20,128,000","14,961,000","15,078,000","17,062,000","24,438,000","18,530,000","54,801,000","57,650,000","56,518,000","53,083,000","50,985,000","65,545,000","55,345,000"
		Inventory,"5,704,000","4,210,000","4,400,000","5,468,000","6,464,000","5,221,000","7,600,000","8,157,000","10,374,000","9,128,000","9,899,000","8,722,000","9,515,000","8,867,000","7,571,000","8,795,000","9,339,000","11,210,000"
		OtherCurrentAssets,"364,194,000","332,195,000","349,087,000","353,334,000","316,170,000","300,364,000","302,969,000","308,623,000","214,284,000","341,504,000","325,013,000","648,760,000","643,651,000","260,147,000","517,155,000","440,562,000","486,952,000","460,210,000"
	TotalNonCurrentAssets,"977,506,000","972,460,000","964,224,000","984,978,000","963,222,000","995,892,000","949,439,000","939,405,000","946,645,000","1,010,239,000","918,215,000","868,138,000","824,096,000","843,039,000","866,168,000","796,475,000","767,036,000","757,885,000"
		NetPPE,"109,347,000","103,210,000","99,858,000","108,865,000","112,027,000","118,730,000","107,072,000","111,657,000","118,066,000","140,128,000","91,712,000","95,479,000","98,037,000","103,046,000","101,931,000","100,357,000","97,926,000","96,587,000"
			GrossPPE,"328,666,000","316,971,000","311,720,000","312,133,000","309,443,000","303,740,000","284,178,000","284,542,000","282,569,000","295,451,000","250,506,000","248,554,000","241,976,000","239,993,000","229,638,000","218,693,000","213,594,000","203,476,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"112,570,000","109,052,000","110,202,000","109,594,000","106,845,000","102,788,000","91,893,000","92,366,000","91,877,000","91,201,000","98,126,000","94,512,000","92,387,000","91,817,000","94,869,000","89,107,000","83,551,000","81,555,000"
				OtherProperties,"197,870,000","190,036,000","182,349,000","183,424,000","183,560,000","181,862,000","173,195,000","172,914,000","172,255,000","186,380,000","135,786,000","138,093,000","134,245,000","131,942,000","118,725,000","116,466,000","117,224,000","109,157,000"
				Leases,"18,226,000","17,883,000","19,169,000","19,115,000","19,038,000","19,090,000","19,090,000","19,262,000","18,437,000","17,870,000","16,594,000","15,949,000","15,344,000","16,234,000","16,044,000","13,120,000","12,819,000","12,764,000"
			AccumulatedDepreciation,"-219,319,000","-213,761,000","-211,862,000","-203,268,000","-197,416,000","-185,010,000","-177,106,000","-172,885,000","-164,503,000","-155,323,000","-158,794,000","-153,075,000","-143,939,000","-136,947,000","-127,707,000","-118,336,000","-115,668,000","-106,889,000"
		GoodwillAndOtherIntangibleAssets,"582,432,000","586,377,000","585,781,000","602,542,000","578,739,000","600,185,000","586,125,000","585,457,000","585,150,000","636,398,000","633,348,000","624,628,000","628,350,000","643,150,000","673,217,000","626,470,000","633,313,000","625,161,000"
			Goodwill,"384,905,000","385,651,000","388,004,000","391,407,000","375,976,000","383,108,000","372,321,000","366,942,000","361,102,000","378,838,000","371,523,000","354,454,000","351,806,000","353,011,000","342,095,000","316,205,000","316,932,000","311,678,000"
			OtherIntangibleAssets,"197,527,000","200,726,000","197,777,000","211,135,000","202,763,000","217,077,000","213,804,000","218,515,000","224,048,000","257,560,000","261,825,000","270,174,000","276,544,000","290,139,000","331,122,000","310,265,000","316,381,000","313,483,000"
		InvestmentsAndAdvances,"26,014,000","25,398,000","26,575,000","27,891,000","25,398,000","26,365,000","24,112,000","2,144,000","1,986,000","2,078,000","2,034,000","1,893,000","1,896,000","1,753,000","1,372,000","1,712,000","1,765,000","1,379,000"
			LongTermEquityInvestment,,,"446,000","464,000","477,000","839,000","776,000","2,144,000","1,986,000","2,078,000","2,034,000","1,893,000","1,896,000","1,753,000","1,372,000","1,712,000","1,765,000","1,379,000"
				InvestmentsInOtherVenturesUnderEquityMethod,,,"446,000","464,000","477,000","839,000","776,000","2,144,000","1,986,000","2,078,000","2,034,000","1,893,000","1,896,000","1,753,000","1,372,000","1,712,000","1,765,000","1,379,000"
			InvestmentinFinancialAssets,"26,014,000","25,398,000","26,129,000","27,427,000","24,921,000","25,526,000","23,336,000",,,,,,,,,,,
				AvailableForSaleSecurities,"26,014,000","25,398,000","26,129,000","27,427,000","24,921,000","25,526,000","23,336,000",,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,"55,000","797,000","915,000","923,000",,,"109,000"
		DuefromRelatedPartiesNonCurrent,,,,,,,,,,"0","0","55,000","797,000","915,000","923,000","0","0","109,000"
		NonCurrentDeferredAssets,"239,299,000","238,261,000","233,801,000","229,161,000","231,334,000","234,749,000","217,399,000","218,573,000","220,393,000","210,275,000","171,016,000","125,236,000","74,972,000","72,296,000","63,786,000","43,429,000","8,245,000","9,057,000"
			NonCurrentDeferredTaxesAssets,"239,299,000","238,261,000","233,801,000","229,161,000","231,334,000","234,749,000","217,399,000","218,573,000","220,393,000","210,275,000","171,016,000","125,236,000","74,972,000","72,296,000","63,786,000","43,429,000","8,245,000","9,057,000"
		OtherNonCurrentAssets,"20,414,000","19,214,000","18,209,000","16,519,000","15,724,000","15,863,000","14,731,000","21,574,000","21,050,000","21,360,000","20,105,000","20,847,000","20,044,000","21,879,000","24,939,000","24,507,000","25,787,000","25,592,000"
TotalLiabilitiesNetMinorityInterest,"1,431,654,000","1,392,946,000","2,354,873,000","2,478,393,000","2,436,931,000","2,462,821,000","2,359,918,000","2,294,352,000","1,961,204,000","2,589,051,000","2,562,855,000","2,933,678,000","2,810,739,000","2,397,069,000","2,483,996,000","2,192,507,000","1,750,420,000","1,674,829,000"
	CurrentLiabilities,"622,250,000","585,125,000","598,985,000","586,362,000","584,442,000","599,037,000","568,499,000","572,179,000","433,055,000","629,224,000","608,988,000","913,517,000","901,827,000","643,378,000","783,252,000","668,993,000","780,923,000","751,320,000"
		PayablesAndAccruedExpenses,"135,507,000","133,949,000","125,480,000","120,715,000","107,004,000","127,733,000","119,045,000","101,771,000","115,690,000","130,988,000","117,984,000","152,170,000","163,039,000","166,040,000","181,403,000","157,160,000","168,652,000","163,231,000"
			Payables,"8,989,000","6,889,000","11,595,000","12,357,000","9,046,000","14,606,000","11,241,000","12,221,000","17,437,000","20,909,000","15,147,000","51,636,000","54,867,000","53,759,000","50,793,000","47,486,000","51,417,000","68,996,000"
				AccountsPayable,"8,989,000","6,889,000","8,401,000","6,956,000","5,655,000","9,482,000","6,812,000","7,449,000","13,370,000","13,584,000","10,551,000","46,708,000","51,177,000","48,935,000","46,196,000","42,088,000","47,594,000","61,149,000"
				DuetoRelatedPartiesCurrent,,,"3,194,000","5,401,000","3,391,000","5,124,000","4,429,000","4,772,000","4,067,000","7,325,000","4,596,000","4,928,000","3,690,000","4,824,000","4,597,000","5,398,000","3,823,000","7,847,000"
			CurrentAccruedExpenses,"126,518,000","127,060,000","113,885,000","108,358,000","97,958,000","113,127,000","107,804,000","89,550,000","98,253,000","110,079,000","102,837,000","100,534,000","108,172,000","112,281,000","130,610,000","109,674,000","117,235,000","94,235,000"
		CurrentDebtAndCapitalLeaseObligation,"28,258,000","29,067,000","23,501,000","23,114,000","21,716,000","24,960,000","27,433,000","31,439,000","30,037,000","48,934,000","23,228,000","31,568,000","58,052,000","49,010,000","42,547,000","45,056,000","105,110,000","103,571,000"
			CurrentDebt,"21,064,000","21,945,000","16,686,000","16,238,000","14,894,000","18,346,000","21,222,000","24,494,000","23,005,000","41,847,000","23,228,000","31,568,000","58,052,000","49,010,000","42,547,000","45,056,000","105,110,000","103,571,000"
				LineOfCredit,"6,972,000","7,887,000","12,058,000","11,610,000","10,266,000","13,718,000","16,594,000","19,866,000","18,377,000","33,103,000","17,610,000","26,120,000","50,329,000","41,819,000","35,131,000",,,
				OtherCurrentBorrowings,"14,092,000","14,058,000","4,628,000","4,628,000","4,628,000","4,628,000","4,628,000","4,628,000","4,628,000","8,744,000","5,618,000","5,448,000","7,723,000","7,191,000","7,416,000",,,
			CurrentCapitalLeaseObligation,"7,194,000","7,122,000","6,815,000","6,876,000","6,822,000","6,614,000","6,211,000","6,945,000","7,032,000","7,087,000",,,,,,,,
		OtherCurrentLiabilities,"458,485,000","422,109,000","450,004,000","442,533,000","455,722,000","446,344,000","422,021,000","438,969,000","287,328,000","449,302,000","467,776,000","729,779,000","680,736,000","428,328,000","559,302,000","466,777,000","507,161,000","484,518,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"809,404,000","807,821,000","1,755,888,000","1,892,031,000","1,852,489,000","1,863,784,000","1,791,419,000","1,722,173,000","1,528,149,000","1,959,827,000","1,953,867,000","2,020,161,000","1,908,912,000","1,753,691,000","1,700,744,000","1,523,514,000","969,497,000","923,509,000"
		LongTermProvisions,,,"2,843,000","2,827,000","2,854,000","2,942,000","2,921,000","2,706,000","2,693,000","2,758,000","2,751,000","2,684,000","2,710,000","2,684,000","2,652,000","2,602,000","2,668,000","2,611,000"
		LongTermDebtAndCapitalLeaseObligation,"599,068,000","597,580,000","600,133,000","603,643,000","608,487,000","610,130,000","611,451,000","662,670,000","741,283,000","734,872,000","702,053,000","670,239,000","677,687,000","676,865,000","674,544,000","667,671,000","805,719,000","760,946,000"
			LongTermDebt,"565,197,000","568,632,000","576,157,000","577,159,000","578,161,000","579,162,000","580,164,000","631,166,000","708,117,000","693,169,000","702,053,000","670,239,000","677,687,000","676,865,000","674,544,000","667,671,000","805,719,000","760,946,000"
			LongTermCapitalLeaseObligation,"33,871,000","28,948,000","23,976,000","26,484,000","30,326,000","30,968,000","31,287,000","31,504,000","33,166,000","41,703,000",,,,,,,,
		NonCurrentDeferredLiabilities,"23,306,000","22,207,000","22,105,000","21,619,000","14,799,000","13,957,000","14,218,000","13,963,000","12,794,000","17,260,000","17,364,000","15,092,000","13,378,000","13,519,000","11,494,000","11,687,000","11,712,000","11,011,000"
			NonCurrentDeferredTaxesLiabilities,"23,306,000","22,207,000","22,105,000","21,619,000","14,799,000","13,957,000","14,218,000","13,963,000","12,794,000","17,260,000","17,364,000","15,092,000","13,378,000","13,519,000","11,494,000","11,687,000","11,712,000","11,011,000"
		TradeandOtherPayablesNonCurrent,"180,143,000","180,143,000","175,749,000","175,754,000","174,871,000","173,890,000","151,807,000","150,398,000","150,398,000","150,274,000","120,912,000","81,134,000","48,930,000","47,221,000","42,393,000","2,205,000","0","0"
		DuetoRelatedPartiesNonCurrent,,,"185,000","185,000","185,000","185,000","185,000","385,000","385,000","385,000","385,000","385,000","385,000","385,000","385,000","560,000","560,000","675,000"
		PreferredSecuritiesOutsideStockEquity,"166,541,000","164,007,000","946,692,000","1,079,798,000","1,044,814,000","1,055,633,000","1,008,491,000","889,952,000","619,205,000","1,052,448,000","1,108,644,000","1,248,448,000","1,163,203,000","1,010,093,000","969,276,000","838,789,000","148,838,000","148,266,000"
		OtherNonCurrentLiabilities,"6,887,000","7,891,000","8,181,000","8,205,000","6,479,000","7,047,000","2,346,000","2,099,000","1,391,000","1,830,000","1,758,000","2,179,000","2,619,000","2,924,000",,,,
TotalEquityGrossMinorityInterest,"374,366,000","360,439,000","-590,388,000","-725,333,000","-720,145,000","-705,100,000","-695,579,000","-618,074,000","-503,829,000","-882,647,000","-963,206,000","-1,086,758,000","-1,041,343,000","-862,682,000","-791,927,000","-679,827,000","-188,029,000","-166,531,000"
	StockholdersEquity,"-419,559,000","-498,013,000","-426,022,000","-550,355,000","-540,294,000","-520,038,000","-413,073,000","-338,568,000","-261,423,000","-589,299,000","-480,450,000","-420,867,000","-193,264,000","-48,608,000","45,112,000","356,146,000","-189,190,000","-169,843,000"
		CapitalStock,"166,546,000","164,012,000","161,461,000","158,950,000","156,508,000","154,126,000","151,728,000","149,368,000","7,000","7,000","8,000","8,000","8,000","8,000","8,000","8,000","135,166,000","135,166,000"
			PreferredStock,"166,541,000","164,007,000","161,456,000","158,945,000","156,500,000","154,118,000","151,721,000","149,361,000",,,,"1,248,448,000","1,163,203,000","1,010,093,000","969,276,000","838,789,000","148,838,000","148,266,000"
			CommonStock,"5,000","5,000","5,000","5,000","8,000","8,000","7,000","7,000","7,000","7,000","8,000","8,000","8,000","8,000","8,000","8,000","135,166,000","135,166,000"
		AdditionalPaidInCapital,"2,479,000","0","4,221,000","0","0","0","0","0","6,035,000","0","0","0","139,425,000","178,176,000","175,843,000","412,845,000",,
		RetainedEarnings,"-582,926,000","-652,871,000","-585,967,000","-706,557,000","-687,734,000","-675,209,000","-555,089,000","-471,843,000","-246,961,000","-587,358,000","-471,603,000","-419,722,000","-328,657,000","-223,799,000","-131,058,000","-55,076,000","-275,660,000","-237,330,000"
		GainsLossesNotAffectingRetainedEarnings,"-5,658,000","-9,154,000","-5,737,000","-2,748,000","-9,068,000","1,045,000","-9,712,000","-16,093,000","-20,504,000","-1,948,000","-8,855,000","-1,153,000","-4,040,000","-2,993,000","319,000","-1,631,000","-48,696,000","-67,679,000"
			OtherEquityAdjustments,,,,,,,,,,,,"-1,153,000","-4,040,000","-2,993,000","319,000","-1,631,000","-48,696,000","-67,679,000"
	MinorityInterest,"793,925,000","858,452,000","-164,366,000","-174,978,000","-179,851,000","-185,062,000","-282,506,000","-279,506,000","-242,406,000","-293,348,000","-482,756,000","-665,891,000","-848,079,000","-814,074,000","-837,039,000","-1,035,973,000","1,161,000","3,312,000"
TotalCapitalization,"145,638,000","70,619,000","150,135,000","26,804,000","37,867,000","59,124,000","167,091,000","292,598,000","446,694,000","103,870,000","221,603,000","249,372,000","484,423,000","628,257,000","719,656,000","1,023,817,000","616,529,000","591,103,000"
PreferredStockEquity,"166,541,000","164,007,000","161,456,000","158,945,000","156,500,000","154,118,000","151,721,000","149,361,000",,,,"1,248,448,000","1,163,203,000","1,010,093,000","969,276,000","838,789,000","148,838,000","148,266,000"
CommonStockEquity,"-586,100,000","-662,020,000","-587,478,000","-709,300,000","-696,794,000","-674,156,000","-564,794,000","-487,929,000","-261,423,000","-589,299,000","-480,450,000","-420,867,000","-193,264,000","-48,608,000","45,112,000","356,146,000","-189,190,000","-169,843,000"
CapitalLeaseObligations,"41,065,000","36,070,000","30,791,000","33,360,000","37,148,000","37,582,000","37,498,000","38,449,000","40,198,000","48,790,000",,,,,,,,
NetTangibleAssets,"-1,001,991,000","-1,084,390,000","-1,011,803,000","-1,152,897,000","-1,119,033,000","-1,120,223,000","-999,198,000","-924,025,000","-846,573,000","-1,225,697,000","-1,113,798,000","-1,045,495,000","-821,614,000","-691,758,000","-628,105,000","-270,324,000","-822,503,000","-795,004,000"
WorkingCapital,"206,264,000","195,800,000","201,276,000","181,720,000","169,122,000","162,792,000","146,400,000","164,694,000","77,675,000","66,941,000","72,446,000","65,265,000","43,474,000","47,970,000","42,649,000","47,212,000","14,432,000","-907,000"
InvestedCapital,"161,000","-71,443,000","5,365,000","-115,903,000","-103,739,000","-76,648,000","36,592,000","167,731,000","469,699,000","145,717,000","244,831,000","280,940,000","542,475,000","677,267,000","762,203,000","1,068,873,000","721,639,000","694,674,000"
TangibleBookValue,"-1,168,532,000","-1,248,397,000","-1,173,259,000","-1,311,842,000","-1,275,533,000","-1,274,341,000","-1,150,919,000","-1,073,386,000","-846,573,000","-1,225,697,000","-1,113,798,000","-1,045,495,000","-821,614,000","-691,758,000","-628,105,000","-270,324,000","-822,503,000","-795,004,000"
TotalDebt,"627,326,000","626,647,000","623,634,000","626,757,000","630,203,000","635,090,000","638,884,000","694,109,000","771,320,000","783,806,000","725,281,000","701,807,000","735,739,000","725,875,000","717,091,000","712,727,000","910,829,000","864,517,000"
NetDebt,"163,776,000","180,209,000","176,949,000","217,167,000","192,009,000","179,069,000","227,507,000","264,915,000","474,025,000","430,927,000","413,472,000","449,435,000","514,656,000","375,178,000","481,607,000","505,550,000","690,760,000","659,375,000"
ShareIssued,"47,775,986","47,446,061","47,423,964","47,322,665","46,844,184","46,401,607","42,012,986","41,474,273","41,361,208","41,233,954","36,711,625","32,487,522","26,514,112","26,025,189","25,370,797","17,294,768","18,492,942","18,492,942"
OrdinarySharesNumber,"47,775,986","47,446,061","47,423,964","47,322,665","46,844,184","46,401,607","42,012,986","41,474,273","41,361,208","41,233,954","36,711,625","32,487,522","26,514,112","26,025,189","25,370,797","17,294,768","18,492,942","18,492,942"
