name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"173,706,000","36,668,000","66,772,000","36,894,000","0","14,938,000","48,118,000","30,753,000","0"
	OperatingRevenue,"173,706,000","36,668,000","66,772,000","36,894,000","0","14,938,000","48,118,000","30,753,000","0"
CostOfRevenue,"215,199,000","36,655,000","65,619,000","72,779,000","40,146,000","16,175,000","39,428,000","27,075,000",
GrossProfit,"-41,493,000","13,000","1,153,000","-35,885,000","-6,774,000","-1,237,000","8,690,000","3,678,000",
OperatingExpense,"184,994,000","43,271,000","48,746,000","77,411,000","543,914","9,598,000","12,397,000","12,774,000","251,714"
	SellingGeneralAndAdministration,"147,432,000","32,099,000","41,011,000","64,438,000","9,884,000","7,730,000","10,476,000","8,177,000",
		GeneralAndAdministrativeExpense,"123,159,000","26,101,000","33,822,000","57,058,000","6,178,000","4,574,000","6,179,000","4,721,000",
			OtherGandA,"123,159,000","26,101,000","33,822,000","57,058,000","6,178,000","4,574,000","6,179,000","4,721,000",
		SellingAndMarketingExpense,"24,273,000","5,998,000","7,189,000","7,380,000","3,706,000","3,156,000","4,297,000","3,456,000",
	ResearchAndDevelopment,"41,908,000","11,309,000","11,186,000","13,518,000","5,895,000","3,786,000","4,119,000","4,558,000",
	OtherOperatingExpenses,"-4,346,000","-137,000","-3,451,000","-545,000","543,914","-1,918,000","-2,198,000","39,000","251,714"
OperatingIncome,"-226,487,000","-43,258,000","-47,593,000","-113,296,000","-543,914","-10,835,000","-3,707,000","-9,096,000","-251,714"
NetNonOperatingInterestIncomeExpense,"-3,697,000","-482,000","-639,000","-1,150,000","10,503","-1,750,000","-1,435,000","-1,331,000","983,408"
	InterestIncomeNonOperating,"664,000","314,000","142,000","97,000","10,503","96,000","69,000","66,000","983,408"
	InterestExpenseNonOperating,"4,361,000","796,000","781,000","1,247,000","1,537,000","1,846,000","1,504,000","1,397,000",
OtherIncomeExpense,"-3,885,000","-36,000","1,269,000","-1,924,000","-1,500,230","-3,605,000","587,000","68,000","-1,072,238"
	GainOnSaleOfSecurity,,"-435,000","1,356,000","1,113,000","-1,120,230",,,,"-1,072,238"
	OtherNonOperatingIncomeExpenses,"-5,919,000","399,000","-87,000","-3,037,000","-380,000","-3,605,000","587,000","68,000",
PretaxIncome,"-234,069,000","-43,776,000","-46,963,000","-116,370,000","-2,033,641","-16,190,000","-4,555,000","-10,359,000","-340,544"
TaxProvision,"-109,000","0","-324,000","106,000","16,954","109,000","-4,000","-270,000","-43,382"
NetIncomeCommonStockholders,"-249,566,000","-43,776,000","-46,639,000","-120,003,000","-2,050,595","-28,313,000","-16,406,000","-21,944,000","-297,162"
	NetIncome,"-239,512,000","-43,776,000","-46,639,000","-117,992,000","-2,050,595","-20,270,000","-8,554,000","-14,091,000","-297,162"
		NetIncomeIncludingNoncontrollingInterests,"-233,960,000","-43,776,000","-46,639,000","-116,476,000","-2,050,595","-16,299,000","-4,551,000","-10,089,000","-297,162"
			NetIncomeContinuousOperations,"-233,960,000","-43,776,000","-46,639,000","-116,476,000","-2,050,595","-16,299,000","-4,551,000","-10,089,000","-297,162"
		MinorityInterests,"-5,552,000","0","0","-1,516,000",,"-3,971,000","-4,003,000","-4,002,000",
	OtherunderPreferredStockDividend,"10,054,000","0","0","2,011,000",,"8,043,000","7,852,000","7,853,000",
DilutedNIAvailtoComStockholders,"-249,566,000","-43,776,000","-46,639,000","-120,003,000","-2,050,595","-28,313,000","-16,406,000","-21,944,000","-297,162"
BasicEPS,,"-0.15","-0.156","-0.49","-0.09","-0.094",,"-0.073","-0.001"
DilutedEPS,,"-0.15","-0.156","-0.49","-0.09","-0.094",,"-0.073","-0.001"
BasicAverageShares,,"298,843,016","298,843,016","243,861,780","300,516,246","300,516,246",,"300,516,246","300,516,246"
DilutedAverageShares,,"298,843,016","298,843,016","243,861,780","300,516,246","300,516,246",,"300,516,246","300,516,246"
TotalOperatingIncomeAsReported,"-226,487,000","-43,258,000","-47,593,000","-113,296,000","-543,914","-10,835,000","-3,707,000","-9,096,000","-251,714"
TotalExpenses,"400,193,000","79,926,000","114,365,000","150,190,000","543,914","25,773,000","51,825,000","39,849,000","251,714"
NetIncomeFromContinuingAndDiscontinuedOperation,"-239,512,000","-43,776,000","-46,639,000","-117,992,000","-2,050,595","-20,270,000","-8,554,000","-14,091,000","-297,162"
NormalizedIncome,"-241,545,052.818","-43,341,000","-47,985,644.891","-118,804,490","-1,232,827.1","-20,270,000","-8,554,000","-14,091,000","638,483.287"
InterestIncome,"664,000","314,000","142,000","97,000","10,503","96,000","69,000","66,000","983,408"
InterestExpense,"4,361,000","796,000","781,000","1,247,000","1,537,000","1,846,000","1,504,000","1,397,000",
NetInterestIncome,"-3,697,000","-482,000","-639,000","-1,150,000","10,503","-1,750,000","-1,435,000","-1,331,000","983,408"
EBIT,"-229,708,000","-42,980,000","-46,182,000","-115,123,000","-543,914","-14,344,000","-3,051,000","-8,962,000","-251,714"
EBITDA,"-208,418,000"
ReconciledCostOfRevenue,"215,199,000","36,655,000","65,619,000","72,779,000","40,146,000","16,175,000","39,428,000","27,075,000",
ReconciledDepreciation,"21,290,000","5,453,000","5,816,000",,,"4,876,000","4,879,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"-239,512,000","-43,776,000","-46,639,000","-117,992,000","-2,050,595","-20,270,000","-8,554,000","-14,091,000","-297,162"
TotalUnusualItemsExcludingGoodwill,"2,034,000","-435,000","1,356,000","1,113,000","-1,120,230",,,,"-1,072,238"
TotalUnusualItems,"2,034,000","-435,000","1,356,000","1,113,000","-1,120,230",,,,"-1,072,238"
NormalizedEBITDA,"-210,452,000","-37,092,000","-41,722,000","-116,236,000","576,316","-9,468,000","1,828,000","-8,962,000","820,524"
TaxRateForCalcs,"0","0","0.007","0.27","0.27","0.27","0.001","0.026","0.127"
