name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"445,941,000","141,869,000","106,862,000","110,686,000","86,524,000","57,854,000","48,230,000","52,412,000","25,436,000","108,385,000","133,781,000","133,685,000","142,930,000","138,952,000","132,509,000","142,340,000","152,222,000","140,199,000","131,745,000","136,587,000","129,056,000","117,989,000","110,322,000","118,336,000","127,195,000","118,082,000","110,039,000","125,091,000","120,677,000","107,648,000","99,141,000","109,256,000","105,525,000","89,544,000","77,956,000","82,174,000","83,096,000","63,211,000","51,117,139","51,233,907","47,280,143","40,005,977","19,958,635","42,329,705","38,588,564","33,407,442","30,822,126","37,600,497","35,849,726","31,362,720","28,395,439","32,210,422","31,292,143","29,301,732"
	OperatingRevenue,"421,861,000","134,472,000","101,220,000","104,618,000","81,551,000","54,248,000","45,123,000","49,264,000","24,076,000","108,385,000","148,498,000","128,652,000","142,930,000","138,952,000","146,956,000","137,246,000","152,222,000","140,199,000","131,745,000","136,587,000","129,056,000","117,989,000","110,322,000","118,336,000","127,195,000","118,082,000","110,039,000","125,091,000","120,677,000","107,648,000","99,141,000","109,256,000","105,525,000","89,544,000","77,956,000","82,174,000","83,096,000","63,211,000","51,117,139","51,233,907","47,280,143","40,005,977","19,958,635","42,329,705","38,588,564","33,407,442","30,822,126","37,600,497","35,849,726","31,362,720","28,395,439","32,210,422","31,292,143","29,301,732"
CostOfRevenue,"287,968,000","91,939,000","68,048,000","69,054,000","58,927,000","48,584,000","44,590,000","45,414,000","34,802,000","75,591,000","84,334,000","82,000,000","83,218,000","83,645,000","81,942,000","86,195,000","88,830,000","45,002,000","49,909,000","50,250,000","45,922,000","44,304,000","43,274,000","44,218,000","43,828,000","43,509,000","43,223,000","46,501,000","43,589,000","40,541,000","39,886,000","41,741,000","39,199,000","35,712,000","32,688,000","32,999,000","31,931,000","25,865,000","-13,973,413","33,864,612","31,442,832","27,990,575","14,976,085","28,843,854","26,138,398","24,422,895","16,763,132","25,164,935","24,061,206","15,584,527","15,078,080","15,356,003","14,716,138","13,907,490"
GrossProfit,"157,973,000","49,930,000","38,814,000","41,632,000","27,597,000","9,270,000","3,640,000","6,998,000","-9,366,000","32,794,000","49,447,000","51,685,000","59,712,000","55,307,000","50,567,000","56,145,000","63,392,000","95,197,000","81,836,000","86,337,000","83,134,000","73,685,000","67,048,000","74,118,000","83,367,000","74,573,000","66,816,000","78,590,000","77,088,000","67,107,000","59,255,000","67,515,000","66,326,000","53,832,000","45,268,000","49,175,000","51,165,000","37,346,000","65,090,552","17,369,295","15,837,311","12,015,402","4,982,550","13,485,851","12,450,166","8,984,547","14,058,994","12,435,562","11,788,520","15,778,193","13,317,359","16,854,419","16,576,005","15,394,242"
OperatingExpense,"157,285,000","49,206,000","40,425,000","32,248,000","35,406,000","34,530,000","37,338,000","33,490,000","33,524,000","37,349,000","36,403,000","32,410,000","34,157,000","36,672,000","33,895,000","33,981,000","35,962,000","76,663,000","63,396,000","63,964,000","58,619,000","54,764,000","51,607,000","51,587,000","56,005,000","53,351,000","51,564,000","54,706,000","52,454,000","48,506,000","47,817,000","49,024,000","49,472,000","43,842,000","37,867,000","37,759,000","38,927,000","30,688,000","64,001,177","11,200,257","10,157,010","10,026,745","6,533,605","9,808,568","8,468,737","8,127,629","14,815,910","6,805,779","6,662,085","14,761,802","14,244,781","12,903,032","14,006,115","12,986,135"
	SellingGeneralAndAdministration,"44,985,000","12,932,000","14,246,000","8,987,000","8,820,000","7,233,000","7,575,000","5,987,000","5,959,000","7,740,000","9,475,000","9,208,000","10,378,000","11,136,000","8,023,000","9,040,000","11,008,000","11,959,000","4,599,000","4,550,000","5,310,000","5,138,000","4,934,000","4,388,000","5,391,000","4,579,000","4,429,000","6,897,000","5,363,000","4,515,000","4,520,000","5,742,000","3,330,000","2,159,000","1,629,000","1,874,000","2,294,000","2,421,000","-281,936","2,468,839","2,013,087","1,803,062","2,850,854","791,044","1,649,129","367,018","3,174,172","0","0","6,738,138","7,258,467","7,301,948","8,245,059","7,363,471"
		GeneralAndAdministrativeExpense,"44,985,000","12,932,000","14,246,000","8,987,000","8,820,000","7,233,000","7,575,000","5,987,000","5,959,000","7,740,000","9,475,000","9,208,000","10,378,000","11,136,000","8,023,000","9,040,000","11,008,000","11,959,000","4,599,000","4,550,000","5,310,000","5,138,000","4,934,000","4,388,000","5,391,000","4,579,000","4,429,000","6,897,000","5,363,000","4,515,000","4,520,000","5,742,000","3,330,000","2,159,000","1,629,000","1,874,000","2,294,000","2,421,000","-281,936","2,468,839","2,013,087","1,803,062","2,850,854","791,044","1,649,129","367,018",,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,330,000","2,159,000","1,629,000","1,874,000","2,294,000","2,421,000","2,475,675","1,645,359","1,100,465","937,512","960,877","791,044","874,670","367,018",,"0","0",,,,,
			OtherGandA,"44,985,000","12,932,000","14,246,000","8,987,000","8,820,000","7,233,000","7,575,000","5,987,000","5,959,000","7,740,000","9,475,000","9,208,000","10,378,000","11,136,000","8,023,000","9,040,000","11,008,000","11,959,000","4,599,000","4,550,000","5,310,000","5,138,000","4,934,000","4,388,000","5,391,000","4,579,000","4,429,000","6,897,000","5,363,000","4,515,000","4,520,000","5,742,000",,,,,,,,"823,480","912,622","865,550",,,"774,459",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"114,932,000","36,274,000","26,179,000","25,893,000","26,586,000","27,297,000","27,472,000","27,503,000","27,565,000","27,079,000","26,928,000","23,202,000","23,779,000","25,536,000","25,872,000","24,941,000","24,954,000","25,246,000","23,875,000","23,594,000","19,732,000","18,726,000","18,691,000","17,887,000","17,685,000","18,143,000","17,469,000","15,916,000","15,403,000","15,264,000","16,406,000","16,831,000","16,645,000","15,430,000","13,561,000","14,029,000","13,291,000","11,156,000","9,426,800","8,503,841","8,143,923","8,223,683","4,308,360","8,391,915","6,819,608","6,858,431","6,923,177","6,805,779","6,671,258","6,850,564","6,986,314","5,601,084","5,761,056","5,622,664"
		DepreciationAndAmortizationInIncomeStatement,"114,932,000","36,274,000","26,179,000","25,893,000","26,586,000","27,297,000","27,472,000","27,503,000","27,565,000","27,079,000","26,928,000","23,202,000","23,779,000","25,536,000","25,872,000","24,941,000","24,954,000","25,246,000","23,875,000","23,594,000","19,732,000","18,726,000","18,691,000","17,887,000","17,685,000","18,143,000","17,469,000","15,916,000","15,403,000","15,264,000","16,406,000","16,831,000","16,645,000","15,430,000","13,561,000","14,029,000","13,291,000","11,156,000","9,426,800","8,503,841","8,143,923","8,223,683","4,308,360","8,391,915","6,819,608","6,858,431","6,923,177","6,805,779","6,671,258","6,850,564","6,986,314","5,601,084","5,761,056","5,622,664"
	ProvisionForDoubtfulAccounts,,,"0","-2,632,000","0","0","2,291,000","0","0","2,530,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,"2,530,000",,,,,,,,"39,458,000","34,922,000","35,820,000","33,577,000","30,900,000","27,982,000","29,312,000","32,929,000","30,629,000","29,666,000","31,893,000","31,688,000","28,727,000","26,891,000","26,451,000","29,497,000","26,253,000","22,677,000","21,856,000","23,342,000","17,111,000","54,856,313","227,577",,,,"625,609",,"902,180",,,"-9,173","1,173,100",,,,
OperatingIncome,"688,000","724,000","-1,611,000","9,384,000","-7,809,000","-25,260,000","-33,698,000","-26,492,000","-42,890,000","-4,555,000","13,044,000","19,275,000","25,555,000","18,635,000","16,672,000","22,164,000","27,430,000","18,534,000","18,440,000","22,373,000","24,515,000","18,921,000","15,441,000","22,531,000","27,362,000","21,222,000","15,252,000","23,884,000","24,634,000","18,601,000","11,438,000","18,491,000","16,854,000","9,990,000","7,401,000","11,416,000","12,238,000","6,658,000","1,089,375","6,169,038","5,680,301","1,988,657","-1,551,055","3,677,283","3,981,429","856,918","-756,916","5,629,783","5,126,435","1,016,391","-927,422","3,951,387","2,569,890","2,408,107"
NetNonOperatingInterestIncomeExpense,"-46,019,000","-13,439,000","-10,801,000","-10,817,000","-10,962,000","-10,788,000","-10,635,000","-10,904,000","-10,749,000","-11,012,000","-10,962,000","-9,450,000","-9,766,000","-10,852,000","-11,365,000","-10,848,000","-10,402,000","-9,329,000","-8,201,000","-7,768,000","-6,927,000","-6,791,000","-6,859,000","-6,626,000","-7,123,000","-7,483,000","-7,429,000","-8,083,000","-7,655,000","-7,247,000","-6,923,000","-6,839,000","-6,724,000","-6,310,000","-6,814,000","-6,035,000","-4,881,000","-4,054,000","-4,482,680","-4,030,813","-4,270,423","-3,454,974","1,442,830","-3,455,782","-2,997,360","-8,166,259","-6,830,826","-6,806,414","-7,122,430","-5,555,112","-5,660,814","-4,290,881","-4,212,960","-4,106,276"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,000","50,000","31,000","16,000","18,000","18,000","15,446","17,863","300","1,391","-6,163","553","10,280","11,086","11,869","12,055","11,474","12,085","20,616","10,770","8,045","10,374"
