name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
TotalAssets,"4,488,162,000","4,631,120,000","4,969,274,000","5,216,136,000","4,972,899,000","3,978,030,000","4,097,136,000","3,996,495,000","4,136,730,000","4,126,624,000","4,064,691,000","3,768,183,000","3,754,114,000","3,196,646,000","3,270,955,000","3,232,861,000","2,974,444,000","2,859,831,000","2,822,693,000","2,909,463,000","2,842,159,000","2,708,601,000","2,634,136,000","2,561,337,000","2,570,015,000","2,509,710,000","2,625,791,000","2,615,916,000","2,556,094,000","2,602,528,000","2,615,236,000","2,585,098,000","2,372,576,000","2,164,261,000","2,099,252,000","2,135,391,000","1,945,655,000","1,865,824,000","1,853,000,000","1,859,679,000","1,669,083,000","1,487,529,000","1,371,518,000","1,381,277,000","1,206,763,000","1,117,499,000","1,056,109,000","1,057,238,000","1,057,974,000","1,028,886,000","1,004,412,000","981,630,000","973,710,000","929,134,000","943,194,000","953,106,000","839,279,000","823,399,000","877,818,000","870,998,000","839,902,000","819,953,000","732,935,000","751,355,000","785,994,000","666,520,000","705,120,000","692,475,000","1,358,000","2,844,000","3,269,000","2,734,000","3,632,000","862,000","637,000","651,000","236,257,000","256,166,000","244,130,000","285,257,000","286,782,000","305,294,000","302,579,000","289,444,000","274,384,000","256,968,000","276,114,000","290,957,000","259,248,000","239,137,000","258,000,000","257,600,000","240,100,000","221,900,000","206,500,000","208,900,000","216,500,000","200,800,000","215,200,000","208,500,000","214,300,000","196,300,000","219,100,000","170,900,000","171,600,000","161,600,000","165,600,000","162,600,000","161,100,000","163,300,000"
	CurrentAssets,"1,921,515,000","2,013,905,000","2,288,561,000","2,482,068,000","2,172,609,000","1,118,478,000","1,168,511,000","962,853,000","1,029,447,000","874,706,000","981,703,000","738,352,000","739,589,000","705,167,000","845,820,000","841,299,000","746,076,000","702,086,000","821,711,000","1,000,861,000","914,039,000","798,236,000","860,252,000","792,182,000","811,136,000","740,984,000","791,767,000","786,041,000","678,610,000","704,847,000","756,312,000","746,115,000","664,063,000","605,807,000","616,277,000","665,691,000","625,183,000","571,858,000","626,204,000","621,706,000","578,171,000","499,531,000","480,690,000","488,184,000","514,459,000","446,520,000","455,386,000","455,743,000","458,002,000","441,660,000","426,554,000","396,824,000","363,960,000","311,035,000","344,319,000","357,949,000","239,546,000","267,383,000","314,896,000","311,926,000","277,444,000","259,696,000","321,803,000","335,628,000","309,624,000","287,606,000","324,205,000","306,989,000","1,358,000","2,344,000","2,769,000","2,234,000","3,132,000","362,000","137,000","151,000","119,606,000","140,884,000","125,175,000","165,387,000","164,435,000","179,332,000","176,481,000","159,563,000","142,355,000","127,521,000","137,012,000","154,827,000","136,094,000","118,663,000","105,400,000","105,000,000","90,500,000","81,900,000","79,900,000","75,100,000","79,800,000","66,100,000","84,100,000","79,100,000","89,400,000","78,500,000","103,400,000","53,500,000","51,300,000","38,400,000","43,600,000","38,000,000","36,800,000","33,700,000"
		CashCashEquivalentsAndShortTermInvestments,"1,644,107,000","1,732,313,000","1,994,550,000","2,181,579,000","1,877,827,000","864,421,000","979,108,000","760,930,000","814,583,000","618,655,000","744,606,000","539,450,000","531,917,000","500,818,000","591,348,000","593,104,000","524,133,000","460,250,000","618,746,000","843,753,000","740,489,000","610,066,000","693,708,000","621,812,000","669,068,000","560,047,000","610,611,000","606,063,000","488,247,000","524,208,000","581,555,000","563,614,000","478,693,000","423,384,000","441,398,000","477,588,000","438,221,000","405,880,000","433,485,000","446,557,000","376,020,000","304,115,000","286,846,000","303,497,000","323,691,000","285,037,000","315,515,000","314,331,000","309,718,000","301,778,000","302,912,000","282,585,000","247,987,000","205,948,000","224,821,000","190,871,000","100,273,000","144,484,000","167,432,000","152,848,000","130,665,000","114,482,000","162,487,000","172,542,000","153,656,000","153,388,000","148,802,000","140,608,000","683,000","2,169,000","1,134,000","458,000","1,506,000","1,000","1,000","1,000","30,600,000","71,908,000","53,714,000","81,630,000","93,602,000","102,860,000","121,030,000","104,407,000","85,229,000","67,832,000","81,973,000","92,272,000","81,958,000","63,631,000","35,600,000","41,600,000","35,700,000","31,000,000","34,900,000","33,000,000","29,100,000","19,700,000","32,800,000","33,600,000","45,100,000","37,200,000","66,400,000","15,200,000","13,500,000","5,400,000","7,400,000","3,300,000","5,400,000","3,500,000"
			CashAndCashEquivalents,"481,212,000","490,561,000","714,597,000","1,248,480,000","987,865,000","509,639,000","537,002,000","592,520,000","600,609,000","373,056,000","512,162,000","341,304,000","365,100,000","268,577,000","346,041,000","333,791,000","279,185,000","190,953,000","348,049,000","578,694,000","466,789,000","325,991,000","405,713,000","355,467,000","388,913,000","281,502,000","345,174,000","344,782,000","226,116,000","264,087,000","328,255,000","360,281,000","334,991,000","423,384,000","441,398,000","477,588,000","438,221,000","405,880,000","433,485,000","446,557,000","376,020,000","304,115,000","286,846,000","303,497,000","323,691,000","285,037,000","315,515,000","276,235,000","232,236,000","300,738,000","288,160,000","237,232,000","246,434,000","203,872,000","211,371,000","182,686,000","96,335,000","94,096,000","110,415,000","104,518,000","117,005,000","66,852,000","162,487,000","172,542,000","153,656,000","153,388,000","148,802,000","140,608,000","683,000","2,169,000","1,134,000","458,000","1,506,000","1,000","1,000","1,000","30,600,000","71,908,000","53,714,000","81,630,000","93,602,000","102,860,000","121,030,000","104,407,000","85,229,000","67,832,000","81,973,000","92,272,000","81,958,000","63,631,000","35,600,000","41,600,000","35,700,000","31,000,000","34,900,000","32,000,000","25,100,000","15,700,000","32,800,000","33,600,000","45,100,000","37,200,000","66,400,000","15,200,000","13,500,000","5,400,000","7,400,000","3,300,000","5,400,000","3,500,000"
			OtherShortTermInvestments,"1,162,895,000","1,241,752,000","1,279,953,000","933,099,000","889,962,000","354,782,000","442,106,000","168,410,000","213,974,000","245,599,000","232,444,000","198,146,000","166,817,000","232,241,000","245,307,000","259,313,000","244,948,000","269,297,000","270,697,000","265,059,000","273,700,000","284,075,000","287,995,000","266,345,000","280,155,000","278,545,000","265,437,000","261,281,000","262,131,000","260,121,000","253,300,000","203,333,000","143,702,000",,,,,,,,,,,,,"0","0","38,096,000","77,482,000","1,040,000","14,752,000","45,353,000","1,553,000","2,076,000","13,450,000","8,185,000","3,938,000","50,388,000","57,017,000","48,330,000","13,660,000","47,630,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","4,000,000","4,000,000",,,,,,,,,,,,
		Receivables,"163,927,000","164,089,000","149,584,000","158,337,000","152,611,000","162,529,000","97,864,000","120,832,000","130,250,000","161,572,000","145,466,000","109,726,000","110,658,000","111,834,000","126,534,000","111,493,000","106,724,000","140,279,000","118,622,000","86,472,000","104,485,000","96,067,000","85,388,000","93,432,000","79,757,000","81,723,000","80,682,000","83,871,000","96,533,000","80,737,000","82,902,000","94,833,000","97,715,000","74,245,000","79,258,000","97,577,000","99,950,000","80,750,000","107,704,000","96,709,000","112,946,000","94,164,000","77,339,000","79,279,000","95,598,000","59,887,000","41,352,000","43,664,000","48,996,000","50,156,000","53,025,000","38,792,000","45,489,000","32,816,000","45,363,000","56,306,000","55,122,000","40,622,000","42,761,000","50,159,000","50,285,000","39,304,000","35,729,000","36,373,000","38,986,000","35,278,000","55,188,000","52,443,000","0","0","1,060,000","1,060,000","801,000","286,000","111,000","150,000","31,697,000","28,093,000","25,559,000","43,964,000","32,403,000","35,010,000","26,476,000","28,978,000","33,199,000","25,195,000","31,660,000","29,352,000","23,330,000","24,921,000","31,900,000","32,400,000","39,400,000","36,400,000","32,500,000","28,300,000","35,200,000","31,400,000","35,500,000","31,500,000","30,100,000","28,000,000","25,200,000","26,100,000","23,700,000","18,200,000","22,500,000","20,700,000","17,800,000","16,300,000"
			AccountsReceivable,"91,135,000","92,888,000","55,041,000","63,829,000","57,887,000","67,527,000","30,106,000","28,467,000","30,585,000","97,380,000","145,466,000","109,726,000","110,658,000","111,834,000","126,534,000","111,493,000","106,724,000","140,279,000","118,622,000","86,472,000","104,485,000","96,067,000","85,388,000","93,432,000","79,757,000","81,723,000","80,682,000","83,871,000","96,533,000","80,737,000","82,902,000","94,833,000","97,715,000","74,245,000","79,258,000","97,577,000","99,950,000","80,750,000","107,704,000","96,709,000","112,946,000","94,164,000","77,339,000","79,279,000","95,598,000","59,887,000","41,352,000","43,664,000","48,996,000","50,156,000","53,025,000","38,792,000","45,489,000","32,816,000","45,363,000","56,306,000","55,122,000","40,622,000","42,761,000","50,159,000","50,285,000","39,304,000","35,729,000","36,373,000","38,986,000","35,278,000","55,188,000","52,443,000",,,,,,"286,000","111,000","150,000","31,697,000","28,093,000","25,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"93,732,000",,,,"69,623,000",,,,"98,031,000",,,,"111,888,000",,,,"140,291,000",,,,"96,101,000",,,,"81,889,000",,,,"80,872,000",,,,"74,346,000","79,445,000","97,746,000","100,291,000","81,121,000","107,916,000","96,983,000","113,308,000","94,794,000","78,405,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-844,000",,,,"-2,096,000",,,,"-651,000",,,,"-54,000",,,,"-12,000",,,,"-34,000",,,,"-166,000",,,,"-135,000",,,,"-101,000","-187,000","-169,000","-341,000","-371,000","-212,000","-274,000","-362,000","-630,000","-1,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"72,792,000","71,201,000","94,543,000","94,508,000","94,724,000","95,002,000","67,758,000","92,365,000","99,665,000","64,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
