name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
OperatingCashFlow,"512,585,000","130,707,000","150,513,000","98,929,000","132,436,000","87,853,000","130,768,000","106,692,000","117,182,000","131,464,000","107,763,000","116,450,000","85,073,000","148,494,000","114,774,000","101,367,000","46,332,000","72,985,000","71,396,000","67,944,000","30,806,000","64,557,000","52,212,000","61,368,000","34,438,000","47,926,000","61,529,000","42,760,000","-3,213,000","30,169,000","47,873,000","52,702,000","49,889,000","-6,555,000","35,470,000","31,261,000","30,859,000","10,708,000","29,568,000","25,980,000","24,197,000","6,381,000","5,978,000","4,423,000","7,598,000","7,686,000","12,174,000","6,396,000","14,059,000","6,640,000","7,755,000","12,937,000","9,556,000","9,321,000","10,527,000","14,545,000","7,754,000","8,082,000","23,841,000","11,174,000","5,641,000","11,143,000","8,328,000","8,622,000","9,003,000","6,798,000","8,751,000","8,819,000","3,014,000","2,335,000","6,229,000","6,417,000","5,992,000","6,085,000","4,403,000","4,421,000","3,629,000","1,097,000","1,971,000","1,830,000","1,657,000","116,000","735,288","-619,000","-1,787,000","-2,877,000","-7,107,265","-5,230,000","-6,180,000","-8,329,000","-4,700,000","-900,000","-600,000","-1,300,000","-800,000","100,000","400,000","0"
	CashFlowFromContinuingOperatingActivities,"512,585,000","130,707,000","150,513,000","98,929,000","132,436,000","87,853,000","130,768,000","106,692,000","117,182,000","131,464,000","107,763,000","116,450,000","85,073,000","148,494,000","114,774,000","101,367,000","46,332,000","72,985,000","71,396,000","67,944,000","30,806,000","64,557,000","52,212,000","61,368,000","34,438,000","47,926,000","61,529,000","42,760,000","-3,213,000","30,169,000","47,873,000","52,702,000","49,889,000","-6,555,000","35,470,000","31,261,000","30,859,000","10,708,000","29,568,000","25,980,000","24,197,000","6,381,000","5,978,000","4,423,000","7,598,000","7,686,000","12,174,000","6,396,000","14,059,000","6,640,000","7,755,000","12,937,000","9,556,000","9,321,000","10,527,000","14,545,000","7,754,000","8,082,000","23,841,000","11,174,000","5,641,000","11,143,000","8,328,000","8,622,000","9,003,000","6,798,000","8,751,000","8,819,000","3,014,000","2,335,000","6,229,000","6,417,000","5,992,000","6,085,000","4,403,000","4,421,000","3,629,000","1,097,000","1,971,000","1,830,000","1,657,000","116,000","735,288","-619,000","-1,787,000","-2,877,000","-7,107,265","-5,230,000","-6,180,000","-8,329,000","-4,700,000","-900,000","-600,000","-1,300,000","-800,000","100,000","400,000","0"
		NetIncomeFromContinuingOperations,"307,670,000","89,318,000","92,900,000","64,304,000","61,148,000","74,212,000","35,789,000","58,186,000","60,360,000","72,793,000","87,927,000","78,619,000","63,248,000","85,169,000","83,509,000","58,759,000","43,835,000","52,231,000","44,204,000","34,177,000","22,184,000","22,130,000","29,573,000","23,201,000","15,576,000","16,721,000","22,990,000","-5,362,000","-14,966,000","-6,127,000","13,923,000","12,957,000","8,249,000","9,740,000","12,799,000","11,052,000","8,293,000","-2,410,000","4,714,000","6,779,000","-6,710,000","5,132,000","5,176,000","2,311,000","2,637,000","4,532,000","3,767,000","3,382,000","3,251,000","2,889,000","3,646,000","4,325,000","4,616,000","6,106,000","7,501,000","6,645,000","5,435,000","5,042,000","9,712,000","3,250,000","1,175,000","1,814,000","3,548,000","4,698,000","2,304,000","1,860,000","3,203,000","1,137,000","1,143,000","974,000","19,401,000","2,367,000","1,736,000","1,481,000","1,029,000","281,000","-367,000","-843,000","-770,000","-1,125,000","-1,267,000","-1,622,000","-2,604,329","-4,013,000","-5,895,000","-7,649,000","-9,847,949","-11,570,000","-13,133,000","-15,104,000","-4,300,000","-3,200,000","-2,600,000","-2,200,000","-1,500,000","-1,100,000","-200,000","-400,000"
		OperatingGainsLosses,,,,,,,,,"-789,000","541,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"962,000","1,484,000",,,"352,000","2,401,000","2,890,000","1,276,000","647,000","790,000","-16,776,000","211,000","-200,000","114,000","372,000","554,000","591,000","561,000","564,000","509,000","588,000","567,000","-417,274","851,000","583,000","471,000","2,913,810","-1,329,000","1,236,000","5,484,000","100,000","100,000",,,"100,000","100,000","0","100,000"
			GainLossOnInvestmentSecurities,,,,,,,,,"0","541,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"136,338,000","32,190,000","37,168,000","33,874,000","33,106,000","35,410,000","33,033,000","31,676,000","27,979,000","24,256,000","23,930,000","18,822,000","18,754,000","19,659,000","19,743,000","20,433,000","20,584,000","16,983,000","15,366,000","15,119,000","15,860,000","17,298,000","17,124,000","18,080,000","17,440,000","17,521,000","19,525,000","22,520,000","18,674,000","17,813,000","19,639,000","20,212,000","20,670,000","9,851,000","9,821,000","10,022,000","10,049,000","10,166,000","10,553,000","10,695,000","8,184,000","3,320,000","3,209,000","3,003,000","3,208,000","3,432,000","3,388,000","3,307,000","3,306,000","3,648,000","3,934,000","3,608,000","3,458,000","3,676,000","3,932,000","4,253,000","4,334,000","4,282,000","4,440,000","4,116,000","3,981,000","3,610,000","3,183,000","2,953,000","2,861,000","2,813,000","2,824,000","2,759,000","2,956,000","3,175,000","3,333,000","3,137,000","3,226,000","3,314,000","3,270,000","3,344,000","3,285,000","3,267,000","2,874,000","2,868,000","2,847,000","3,198,000","4,855,867","4,960,000","4,861,000","4,573,000","5,101,836","5,878,000","4,792,000","3,037,000","1,400,000","1,300,000","1,100,000","1,100,000","300,000","300,000","300,000","200,000"
			DepreciationAndAmortization,"136,338,000","32,190,000","37,168,000","33,874,000","33,106,000","35,410,000","33,033,000","31,676,000","27,979,000","24,256,000","23,930,000","18,822,000","18,754,000","19,659,000","19,743,000","20,433,000","20,584,000","16,983,000","15,366,000","15,119,000","15,860,000","17,298,000","17,124,000","18,080,000","17,440,000","17,521,000","19,525,000","22,520,000","18,674,000","17,813,000","19,639,000","20,212,000","20,670,000","9,851,000","9,821,000","10,022,000","10,049,000","10,166,000","10,553,000","10,695,000","8,184,000","3,320,000","3,209,000","3,003,000","3,208,000","3,432,000","3,388,000","3,307,000","3,306,000","3,648,000","3,934,000","3,608,000","3,458,000","3,676,000","3,932,000","4,253,000","4,334,000","4,282,000","4,440,000","4,116,000","3,981,000","3,610,000","3,183,000","2,953,000","2,861,000","2,813,000","2,824,000","2,759,000","2,956,000","3,175,000","3,333,000","3,137,000","3,226,000","3,314,000","3,270,000","3,344,000","3,285,000","3,267,000","2,874,000","2,868,000","2,847,000","3,198,000","4,855,867","4,960,000","4,861,000","4,573,000","5,101,836","5,878,000","4,792,000","3,037,000","1,400,000","1,300,000","1,100,000","1,100,000","300,000","300,000","300,000","200,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,"6,670,000","5,789,000","5,468,000","5,522,000","5,261,000","4,996,000","4,188,000","4,022,000","3,928,000","3,621,000","3,540,000","3,321,000","3,257,000","3,008,000","2,909,000","2,850,000","2,731,000","2,328,000","2,144,000","2,045,000","1,949,000","2,132,000","2,309,000","2,195,000","2,128,000","2,139,000","2,145,000","1,987,000","1,773,000","1,887,000","1,936,000","1,951,000","2,106,000","2,140,000","2,163,000","2,079,000","2,084,000","1,871,000","1,744,000","1,643,000","1,409,000","1,328,000","1,354,000","1,375,000","1,405,000","1,435,000","1,510,000","1,565,000","1,288,000","1,297,000","1,375,000","1,288,000","1,242,000","1,223,000","1,207,000","1,065,000","1,006,000","1,063,000","1,045,000","1,312,385","1,107,000","1,347,000","1,149,000",,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,"11,410,000","11,651,000","12,053,000","14,003,000","17,259,000","13,678,000","13,625,000","15,617,000","16,284,000","17,049,000","6,311,000","6,500,000","6,765,000","7,041,000","7,257,000","7,703,000","7,964,000","5,856,000","1,176,000","1,164,000","1,054,000","1,076,000","1,123,000","1,193,000","1,179,000","1,167,000","1,503,000","1,947,000","1,835,000","1,571,000","1,740,000","1,981,000","2,147,000","2,194,000","2,119,000","2,361,000","2,032,000","2,110,000","1,866,000","1,540,000","1,544,000","1,533,000","1,459,000","1,449,000","1,354,000","1,521,000","1,665,000","1,768,000","1,849,000","1,929,000","1,939,000","1,982,000","2,102,000","2,062,000","2,060,000","1,809,000","1,862,000","1,784,000","2,153,000","3,543,482","3,853,000","3,514,000","3,424,000",,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,"11,410,000","11,651,000","12,053,000","14,003,000","17,259,000","13,678,000","13,625,000","15,617,000","16,284,000","17,049,000","6,311,000","6,500,000","6,765,000","7,041,000","7,257,000","7,703,000","7,964,000","5,856,000","1,176,000","1,164,000","1,054,000","1,076,000","1,123,000","1,193,000","1,179,000","1,167,000","1,503,000","1,947,000","1,835,000","1,571,000","1,740,000","1,981,000","2,147,000","2,194,000","2,119,000","2,361,000","2,032,000","2,110,000","1,866,000","1,540,000","1,544,000","1,533,000","1,459,000","1,449,000","1,354,000","1,521,000","1,665,000","1,768,000","1,849,000","1,929,000","1,939,000","1,982,000","2,102,000","2,062,000","2,060,000","1,809,000","1,862,000","1,784,000","2,153,000","3,543,482","3,853,000","3,514,000","3,424,000",,,,,,,,,,,,
