name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"437,520,000","111,200,000","118,316,000","103,826,000","104,178,000","97,311,000","105,984,000","84,872,000","74,522,000","69,977,000","75,074,000","72,507,000","71,042,000","68,849,000","71,675,000","67,841,000","58,202,000","51,231,000","49,794,000","43,683,000","43,759,000","38,244,000","39,752,000","36,517,000","29,575,000","27,470,000","27,721,000","27,821,000","29,414,000","23,875,000","25,050,000","23,580,000","22,514,000","21,464,000","19,866,000","8,845,000"
	OperatingRevenue,"437,520,000","111,200,000","118,316,000","103,826,000","104,178,000","97,311,000","105,984,000","84,872,000","74,522,000","69,977,000","75,074,000","72,507,000","71,042,000","68,849,000","71,675,000","67,841,000","58,202,000","51,231,000","49,794,000","43,683,000","43,759,000","38,244,000","39,752,000","36,517,000","29,575,000","27,470,000","27,721,000","27,821,000","29,414,000","23,875,000","25,050,000","23,580,000","22,514,000","21,464,000","19,866,000","8,845,000"
PretaxIncome,"132,825,000","32,135,000","33,304,000","32,200,000","35,186,000","44,264,000","42,006,000","29,833,000","17,945,000","-5,074,000","22,031,000","17,489,000","16,657,000","19,269,000","22,803,000","12,092,000","15,893,000","15,712,000","14,632,000","14,886,000","14,991,000","16,589,000","10,395,000","7,906,000","7,305,000","7,903,000","6,541,000","8,819,000","7,238,000","14,956,000","3,554,000","16,363,000","4,607,000","5,643,000","13,166,000","563,000"
TaxProvision,"29,445,000","7,806,000","6,664,000","7,771,000","7,204,000","10,341,000","9,876,000","6,929,000","4,505,000","-624,000","5,322,000","3,172,000","3,927,000","4,481,000","4,718,000","2,922,000","3,508,000","3,644,000","8,327,000","5,104,000","5,331,000","6,116,000","4,134,000","3,099,000","2,679,000","2,897,000","2,032,000","2,891,000","2,586,000","912,000","747,000","6,089,000","1,626,000","1,916,000","1,449,000","211,000"
NetIncomeCommonStockholders,"100,174,000","23,528,000","25,839,000","23,627,000","27,180,000","33,122,000","31,328,000","22,005,000","13,440,000","-4,450,000","16,709,000","14,317,000","12,730,000","14,788,000","18,085,000","8,975,000","12,192,000","11,878,000","6,111,000","9,587,000","9,467,000","10,281,000","6,064,000","4,506,000","4,431,000","4,812,000","4,312,000","5,732,000","4,457,000","13,852,000","2,021,000","9,495,000","2,285,000","3,148,000","11,318,000","236,000"
	NetIncome,"103,380,000","24,329,000","26,640,000","24,429,000","27,982,000","33,923,000","32,130,000","22,904,000","13,440,000","-4,450,000","16,709,000","14,317,000","12,730,000","14,788,000","18,085,000","9,170,000","12,385,000","12,068,000","6,305,000","9,782,000","9,660,000","10,473,000","6,261,000","4,807,000","4,626,000","5,006,000","4,509,000","5,928,000","4,652,000","14,044,000","2,801,000","9,495,000","2,481,000","3,340,000","11,318,000","236,000"
		NetIncomeIncludingNoncontrollingInterests,"103,380,000","24,329,000","26,640,000","24,429,000","27,982,000","33,923,000","32,130,000","22,904,000","13,440,000","-4,450,000","16,709,000","14,317,000","12,730,000","14,788,000","18,085,000","9,170,000","12,385,000","12,068,000","6,305,000","9,782,000","9,660,000","10,473,000","6,261,000","4,807,000","4,626,000","5,006,000","4,509,000","5,928,000","4,652,000","14,044,000","2,807,000","10,274,000","2,981,000","3,727,000","11,717,000","352,000"
			NetIncomeContinuousOperations,"103,380,000","24,329,000","26,640,000","24,429,000","27,982,000","33,923,000","32,130,000","22,904,000","13,440,000","-4,450,000","16,709,000","14,317,000","12,730,000","14,788,000","18,085,000","9,170,000","12,385,000","12,068,000","6,305,000","9,782,000","9,660,000","10,473,000","6,261,000","4,807,000","4,626,000","5,006,000","4,509,000","5,928,000","4,652,000","14,044,000","2,807,000","10,274,000","2,981,000","3,727,000","11,717,000","352,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"-197,000","0","0","0","-6,000","-779,000","-500,000","-387,000","-399,000","-116,000"
	PreferredStockDividends,"3,206,000","801,000","801,000","802,000","802,000","801,000","802,000","899,000",,,,,,,"0","195,000","193,000","190,000","194,000","195,000","193,000","192,000","197,000","301,000","195,000","194,000","197,000","196,000","195,000","192,000",,,"196,000","192,000",,
