name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"468,123,000","423,756,000","585,399,000","568,480,000","552,398,000","571,731,000","534,125,000","497,823,000","445,494,000","412,312,000","367,022,000","328,679,000","320,212,000","311,694,000","299,751,000","274,382,000","242,976,000","220,537,000","110,672,000","86,537,000","75,339,000","68,753,000","62,930,000","56,838,000","52,912,000","51,937,000","48,377,000","48,355,000","48,224,000","34,630,000","37,159,000","44,390,000","52,831,000","63,077,000","71,057,000","79,687,000","88,141,000","99,166,000","105,524,000","38,618,000","42,887,000","39,833,000","46,379,000","52,720,000","59,837,000","25,104,000","36,097,000","19,216,000","24,511,000","11,620,000","15,610,000","21,169,000","19,775,000","24,699,000","27,843,000","32,437,000","17,744,000","21,104,000","12,930,000","15,208,000","9,902,000","12,646,000","18,170,000","25,602,000","30,156,000","34,321,000","38,135,000","41,929,000","47,771,628","52,489,032","56,124,279","10,282,955","11,780,960"
	CurrentAssets,"388,220,000","266,463,000","401,900,000","411,270,000","409,624,000","478,501,000","463,493,000","438,333,000","344,776,000","307,358,000","267,310,000","232,655,000","216,864,000","236,820,000","224,191,000","197,175,000","150,823,000","124,185,000","93,942,000","81,285,000","66,675,000","65,689,000","59,781,000","54,778,000","50,514,000","48,980,000","45,179,000","44,691,000","44,186,000","30,230,000","32,375,000","39,437,000","48,120,000","58,311,000","66,223,000","74,570,000","84,201,000","95,062,000","104,619,000","38,299,000","42,785,000","39,775,000","46,336,000","52,685,000","59,805,000","24,996,000","36,006,000","19,129,000","24,420,000","11,402,000","15,421,000","20,972,000","19,579,000","24,514,000","27,761,000","32,352,000","17,656,000","21,012,000","12,836,000","15,112,000","9,799,000","12,534,000","18,058,000","25,490,000","29,505,000","30,641,000","33,655,000","33,077,000","38,239,247","49,578,886","52,912,316","9,341,277","11,742,624"
		CashCashEquivalentsAndShortTermInvestments,"345,527,000","223,535,000","361,331,000","369,982,000","372,959,000","440,696,000","428,793,000","405,358,000","307,315,000","275,962,000","231,645,000","201,537,000","186,905,000","206,760,000","195,194,000","159,945,000","125,362,000","88,744,000","75,156,000","66,165,000","52,774,000","51,536,000","47,865,000","41,789,000","40,744,000","40,435,000","36,450,000","37,048,000","37,953,000","24,248,000","26,780,000","33,974,000","43,618,000","54,877,000","63,175,000","72,220,000","81,460,000","93,032,000","101,628,000","34,899,000","42,627,000","39,635,000","45,909,000","52,230,000","59,201,000","24,578,000","35,385,000","18,548,000","23,867,000","10,716,000","14,447,000","20,644,000","18,309,000","22,824,000","26,123,000","31,791,000","17,366,000","20,582,000","11,949,000","14,744,000","9,456,000","12,034,000","17,460,000","23,940,000","29,080,000","29,811,000","32,338,000","32,280,000","37,401,133","48,906,027","52,033,627","8,993,337","11,577,283"
			CashAndCashEquivalents,"61,862,000","77,617,000","94,688,000","95,430,000","52,381,000","76,190,000","30,560,000","58,523,000","84,477,000","31,269,000","44,948,000","58,141,000","49,650,000","41,625,000","33,894,000","31,165,000","33,121,000","31,062,000","31,060,000","33,623,000","37,976,000","51,536,000","47,865,000","41,789,000","40,744,000","40,435,000","36,450,000","37,048,000","37,953,000","24,248,000","26,780,000","33,974,000","43,618,000","54,877,000","63,175,000","72,220,000","81,460,000","93,032,000","101,628,000","34,899,000","42,627,000","39,635,000","45,909,000","52,230,000","59,201,000","24,578,000","35,385,000","18,548,000","23,867,000","10,716,000","14,447,000","19,194,000","14,716,000","16,320,000","26,123,000","31,791,000","11,433,000","18,565,000","11,949,000","14,744,000","8,906,000","3,296,000","3,819,000","2,132,000","3,816,000","1,412,000","2,826,000","3,501,000","5,930,117","22,023,562","35,235,142","8,993,337","10,073,103"
			OtherShortTermInvestments,"283,665,000","145,918,000","266,643,000","274,552,000","320,578,000","364,506,000","398,233,000","346,835,000","222,838,000","244,693,000","186,697,000","143,396,000","137,255,000","165,135,000","161,300,000","128,780,000","92,241,000","57,682,000","44,096,000","32,542,000","14,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,450,000","3,593,000","6,504,000",,,"5,933,000","2,017,000",,,"550,000","8,738,000","13,641,000","21,808,000","25,264,000","28,399,000","29,512,000","28,779,000","31,471,016","26,882,465","16,798,485",,"1,504,180"
		Receivables,"27,178,000","27,625,000","26,508,000","27,620,000","22,200,000","26,198,000","21,957,000","22,725,000","26,684,000","19,928,000","22,405,000","19,774,000","19,218,000","17,588,000","19,360,000","28,704,000","17,261,000","28,196,000","11,872,000","9,504,000","9,214,000","9,860,000","8,236,000","9,301,000","6,752,000","6,221,000","5,945,000","4,951,000","4,301,000","3,334,000","2,746,000","2,225,000","1,922,000","1,428,000","1,019,000","855,000","1,143,000","557,000","354,000","355,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"27,178,000","27,625,000","26,508,000","27,620,000","22,200,000","26,198,000","21,957,000","22,725,000","26,684,000","19,928,000","22,405,000","19,774,000","19,218,000","17,588,000","19,360,000","28,704,000","17,261,000","15,300,000","11,872,000","9,504,000","9,214,000","9,860,000","8,236,000","9,301,000","6,752,000","6,221,000","5,945,000","4,951,000","4,301,000","3,334,000","2,746,000","2,225,000","1,922,000","1,428,000","1,019,000","855,000","1,143,000","557,000","354,000","355,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"12,896,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"5,079,000","4,988,000","4,994,000","4,669,000","4,948,000","4,910,000","4,817,000","4,927,000","5,084,000","5,424,000","5,462,000","5,142,000","5,000,000","4,732,000","5,362,000","4,947,000","4,876,000","4,576,000","3,828,000","3,089,000","2,888,000","2,329,000","2,327,000","2,134,000","1,912,000","1,682,000","1,604,000","1,451,000","1,310,000","1,207,000","1,080,000","1,072,000","1,127,000","1,096,000","1,025,000","694,000","1,026,000","853,000","1,837,000","2,437,000","56,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,,,"0","0","0","1,685,000","1,516,000","0","0",,"0","7,395,000","2,055,000","4,195,000","1,300,000","4,402,000","3,465,000","4,287,000","1,122,000","2,962,000","3,837,000","1,848,000","2,866,000","1,197,000","2,162,000","2,141,000","2,849,000","2,859,000","3,605,000","3,595,000",,,,"4,318,000","4,318,000","4,315,000","3,491,000","3,478,000",,"1,248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"12,637,000",,"13,727,000","14,379,000","14,889,000","12,916,000","9,284,000","9,413,000","10,024,000",,"13,033,000","5,271,000","6,936,000","5,624,000","3,959,000","132,000","14,000","64,000","1,934,000","1,293,000","1,499,000","1,414,000","3,000","12,000","6,000","3,000","9,000","865,000","5,000","15,000",,,,"2,000","0","1,217,000","1,170,000","1,165,000",,"1,164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"5,540,000",,"4,926,000","5,024,000","5,443,000","6,556,000","6,092,000","6,707,000","6,123,000",,"3,968,000","5,202,000","6,369,000","6,423,000","7,463,000","5,913,000","4,307,000","4,025,000","2,452,000","2,044,000","1,372,000","1,902,000","2,438,000","2,885,000","2,024,000","2,338,000","1,736,000","1,147,000","1,430,000","1,687,000",,,,"1,226,000","1,237,000","12,000","15,000","20,000",,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
