name,ttm,03/31/2022,12/31/2021
MarketCap,"451,789,740","1,612,348,890","2,411,068,564"
EnterpriseValue,"464,397,740","1,531,490,890","2,433,663,564"
PsRatio,"0.872","3.268","9.786"
PbRatio,"5.681","9.756","1,080.712"
EnterprisesValueRevenueRatio,"0.896","5.748","20.333"
EnterprisesValueEBITDARatio,"-1.167","-20.349","-11.649"
