name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"135,151,741","38,288,872","32,608,040","33,407,142","30,847,687","27,844,061","27,690,658","21,126,801","17,778,834","32,491,457","24,428,170","18,807,787","13,448,219","10,421,473","9,450,315","8,026,041","7,989,593","7,163,210","6,444,120","6,090,302","6,750,738","7,672,033","7,151,281","7,207,803","6,827,280","5,882,865","3,154,533","2,023,816","2,084,804","1,933,123","1,948,364","1,696,733"
	SellingGeneralAndAdministration,"81,101,564","25,703,731","18,826,587","20,226,884","16,344,361","11,248,372","10,359,507","6,331,308","7,235,877","4,970,057","5,222,899","3,111,662","2,445,077","2,818,392","2,299,083","2,202,679","2,439,061","2,410,699","1,950,210","1,826,290","1,743,377","1,686,814","1,818,789","1,639,026","1,529,220","1,356,613","946,618","499,421","456,410","516,840","600,837","395,209"
		GeneralAndAdministrativeExpense,"81,101,564","25,703,731","18,826,587","20,226,884","16,344,361","11,248,372","10,359,507","6,331,308","7,235,877","4,970,057","5,222,899","3,111,662","2,445,077","2,818,392","2,299,083","2,202,679","2,439,061","2,410,699","1,950,210","1,826,290","1,743,377","1,686,814","1,818,789","1,639,026","1,529,220","1,356,613","946,618","499,421","456,410","516,840","600,837","395,209"
			OtherGandA,"81,101,564","25,703,731","18,826,587","20,226,884","16,344,361","11,248,372","10,359,507","6,331,308","7,235,877","4,970,057","5,222,899","3,111,662","2,445,077","2,818,392","2,299,083","2,202,679","2,439,061","2,410,699","1,950,210","1,826,290","1,743,377","1,686,814","1,818,789","1,639,026","1,529,220","1,356,613","946,618","499,421","456,410","516,840","600,837","395,209"
	ResearchAndDevelopment,"54,050,177","12,585,141","13,781,453","13,180,258","14,503,326","16,595,689","17,384,729","14,795,493","10,542,957","27,521,400","19,205,271","15,835,573","11,003,142","7,603,081","7,151,232","6,040,780","5,550,532","4,752,511","4,493,910","4,471,126","5,007,361","5,985,219","5,806,771","5,568,777","5,298,060","4,526,252","2,207,915","1,524,395","1,628,394","1,416,283","1,347,527","1,301,524"
	OtherTaxes,,,"0",,,,"-53,578","0",,,"0","-139,448",,,"0","-217,418",,,"0","-207,114",,,"-474,279",,,,,,,,"0","0"
OperatingIncome,"-135,151,741","-38,288,872","-32,608,040","-33,407,142","-30,847,687","-27,844,061","-27,690,658","-21,126,801","-17,778,834","-32,491,457","-24,428,170","-18,807,787","-13,448,219","-10,421,473","-9,450,315","-8,026,041","-7,989,593","-7,163,210","-6,444,120","-6,090,302","-6,750,738","-7,672,033","-7,151,281","-7,207,803","-6,827,280","-5,882,865","-3,154,533","-2,023,816","-2,084,804","-1,933,123","-1,948,364","-1,696,733"
NetNonOperatingInterestIncomeExpense,"-5,623,592","-1,343,439","-1,368,096","-1,475,535","-1,436,522","-1,415,909","-1,473,989","-551,002","-548,158","7,311","-378,814","-327,825","-313,995","-218,903","-248,700","-270,933","-292,323","-315,349","-340,381","-343,234","-333,578","-323,006","-177,657","13,219","15,090","16,924","1,534,597","-279,802","-211,062","-128,781","334,198","1,443,615"
