name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalAssets,"8,303,779,000","8,138,673,000","8,115,475,000","7,920,938,000","7,817,920,000","7,764,130,000","7,514,393,000","7,224,798,000","6,947,956,000","7,006,886,000","6,357,434,000","5,343,236,000","5,182,762,000","5,461,770,000","5,363,887,000","5,604,704,000","4,686,904,000","4,602,844,000","4,509,134,000","4,489,039,000","4,449,995,000","4,373,146,000","4,353,635,000","4,269,722,000","4,183,752,000","4,187,925,000","4,184,809,000","4,131,105,000","3,986,913,000","4,001,546,000","3,854,291,000","3,768,657,000","3,651,492,000","2,957,685,000","2,885,125,000","2,725,270,000","2,646,667,000","2,600,627,000","2,539,454,000","2,445,576,000","2,414,118,000","2,345,501,000","2,301,957,000","2,404,149,000","2,374,799,000","2,352,676,000","2,262,752,000","2,202,998,000","2,116,683,000","2,087,510,000","2,028,671,000","1,988,970,000","1,939,312,000","1,880,951,000","1,800,857,000","1,755,417,000","1,699,177,000","1,656,047,000","1,574,620,000","1,519,975,000","1,466,637,000","1,247,932,000","1,027,695,000","969,477,000","931,266,000","891,499,000","647,039,000","364,731,000","201,610,000","182,743,000","188,987,000","190,422,000","245,163,000","278,941,000","170,407,000","177,021,000","199,524,000","229,863,000","266,384,000","312,202,000","350,805,000","421,478,000","468,708,000","519,595,000","576,653,000","2,790,777,000","3,058,326,000","3,335,813,000","471,813,000","300,800,000","109,900,000"
	CurrentAssets,"1,464,483,000","1,920,434,000","2,761,880,000","2,253,252,000","2,161,402,000","1,929,531,000","2,243,221,000","2,192,999,000","2,014,584,000","2,231,613,000","2,253,908,000","1,744,794,000","1,818,418,000","2,535,354,000","2,429,789,000","2,484,160,000","1,459,726,000","1,308,872,000","1,295,783,000","1,238,357,000","1,398,461,000","1,309,917,000","1,386,964,000","1,365,584,000","1,330,828,000","1,253,188,000","1,210,985,000","1,151,476,000","1,241,579,000","1,262,555,000","1,152,676,000","1,199,667,000","1,127,300,000","1,029,714,000","910,642,000","859,384,000","831,653,000","728,384,000","753,689,000","756,605,000","679,541,000","1,122,020,000","924,479,000","750,953,000","816,814,000","858,467,000","855,808,000","778,167,000","854,425,000","761,173,000","776,572,000","802,266,000","638,496,000","501,909,000","463,140,000","454,217,000","474,927,000","695,042,000","570,670,000","479,626,000","452,845,000","374,673,000","359,468,000","337,089,000","354,193,000","354,998,000","120,129,000","152,956,000","125,037,000","108,669,000","108,286,000","102,987,000","174,057,000","202,416,000","117,338,000","123,615,000","134,730,000","141,683,000","162,375,000","181,106,000","197,959,000","227,999,000","273,199,000","310,824,000","360,030,000","355,344,000","473,900,000","537,795,000","237,080,000","273,700,000","93,600,000"
		CashCashEquivalentsAndShortTermInvestments,"506,869,000","1,078,195,000","1,917,285,000","1,416,488,000","1,288,059,000","1,098,073,000","1,444,036,000","1,372,609,000","1,249,271,000","1,536,994,000","1,570,211,000","1,042,492,000","1,118,630,000","1,892,105,000","1,801,640,000","1,856,971,000","811,553,000","711,936,000","752,001,000","683,121,000","845,069,000","837,018,000","911,219,000","868,706,000","837,870,000","749,561,000","667,853,000","643,503,000","713,285,000","758,292,000","710,912,000","756,773,000","698,130,000","673,896,000","566,315,000","530,942,000","513,226,000","437,581,000","465,229,000","496,560,000","404,542,000","849,226,000","687,566,000","497,276,000","563,569,000","606,871,000","607,596,000","504,188,000","605,122,000","566,741,000","582,070,000","620,026,000","454,004,000","330,631,000","301,415,000","291,697,000","322,266,000","546,169,000","436,861,000","356,483,000","342,192,000","269,841,000","277,707,000","259,261,000","284,945,000","292,408,000","67,046,000","103,893,000","84,415,000","70,630,000","72,572,000","67,453,000","140,346,000","164,984,000","86,023,000","90,719,000","106,731,000","111,262,000","136,910,000","150,929,000","164,122,000","192,680,000","239,606,000","267,103,000","313,114,000","309,652,000","438,743,000","515,673,000","225,166,000","269,600,000","92,000,000"
			CashAndCashEquivalents,"377,811,000","536,725,000","1,264,590,000","581,068,000","456,799,000","352,917,000","742,521,000","572,288,000","384,103,000","393,745,000","738,462,000","515,896,000","688,698,000","1,036,455,000","705,407,000","977,488,000","363,703,000","313,382,000","368,152,000","352,501,000","522,319,000","324,169,000","381,803,000","326,644,000","312,912,000","289,473,000","256,471,000","257,448,000","332,557,000","238,650,000","214,339,000","254,165,000","248,726,000","333,891,000","235,015,000","204,865,000","165,275,000","201,989,000","182,650,000","182,996,000","144,724,000","559,197,000","355,599,000","205,629,000","217,174,000","231,866,000","197,567,000","120,506,000","173,224,000","181,305,000","202,802,000","321,083,000","215,210,000","156,074,000","142,022,000","165,417,000","208,495,000","145,078,000","152,804,000","100,162,000","124,245,000","80,595,000","99,123,000","73,502,000","65,022,000","91,792,000","34,084,000","51,028,000","39,881,000","35,318,000","45,943,000","44,082,000","132,853,000","160,074,000","83,896,000","90,719,000","98,632,000","111,262,000","123,494,000","88,141,000","63,809,000","78,774,000","100,654,000","120,254,000","134,146,000","150,130,000","371,195,000","354,540,000","26,612,000","269,600,000","91,800,000"
			OtherShortTermInvestments,"129,058,000","541,470,000","652,695,000","835,420,000","831,260,000","745,156,000","701,515,000","800,321,000","865,168,000","1,143,249,000","831,749,000","526,596,000","429,932,000","855,650,000","1,096,233,000","879,483,000","447,850,000","398,554,000","383,849,000","330,620,000","322,750,000","512,849,000","529,416,000","542,062,000","524,958,000","460,088,000","411,382,000","386,055,000","380,728,000","519,642,000","496,573,000","502,608,000","449,404,000","340,005,000","331,300,000","326,077,000","347,951,000","235,592,000","282,579,000","313,564,000","259,818,000","290,029,000","331,967,000","291,647,000","346,395,000","375,005,000","410,029,000","383,682,000","431,898,000","385,436,000","379,268,000","298,943,000","238,794,000","174,557,000","159,393,000","126,280,000","113,771,000","401,091,000","284,057,000","256,321,000","217,947,000","189,246,000","178,584,000","185,759,000","219,923,000","200,616,000","32,962,000","52,865,000","44,534,000","35,312,000","26,629,000","23,371,000","7,493,000","4,910,000","2,127,000",,"8,099,000",,"13,416,000","62,788,000","100,313,000","113,906,000","138,952,000","146,849,000","178,968,000","159,522,000","67,548,000","161,133,000","198,554,000",,"200,000"
		Receivables,"718,793,000","675,926,000","660,092,000","656,609,000","666,536,000","660,052,000","630,406,000","644,659,000","613,809,000","551,943,000","516,657,000","523,382,000","529,346,000","479,889,000","466,364,000","479,865,000","484,617,000","459,127,000","400,839,000","395,865,000","400,792,000","368,596,000","357,997,000","364,401,000","365,103,000","380,399,000","365,957,000","342,930,000","356,629,000","329,578,000","326,747,000","325,385,000","301,954,000","271,988,000","256,453,000","237,286,000","232,328,000","218,777,000","236,232,000","206,316,000","215,855,000","210,936,000","182,665,000","178,260,000","169,656,000","175,366,000","158,115,000","164,574,000","148,696,000","154,269,000","152,132,000","144,537,000","149,280,000","139,612,000","126,934,000","125,765,000","122,708,000","118,944,000","108,205,000","99,157,000","86,873,000","86,232,000","67,375,000","63,963,000","55,798,000","52,162,000","43,935,000","40,366,000","34,285,000","30,333,000","28,525,000","26,151,000","24,505,000","20,727,000","25,349,000","22,004,000","21,066,000","17,574,000","16,059,000","17,032,000","17,294,000","20,067,000","19,614,000","25,226,000","23,865,000","22,670,000","15,592,000","11,650,000","3,136,000","1,600,000","600,000"
			AccountsReceivable,"511,584,000","501,959,000","479,267,000","466,351,000","480,924,000","473,474,000","471,057,000","482,451,000","440,302,000","396,204,000","357,050,000","378,469,000","380,241,000","337,445,000","330,989,000","343,526,000","345,112,000","319,996,000","285,310,000","282,372,000","278,463,000","260,976,000","255,236,000","264,645,000","267,809,000","262,885,000","251,911,000","236,114,000","245,268,000","222,531,000","235,166,000","239,581,000","218,310,000","175,391,000","169,873,000","163,220,000","153,760,000","143,533,000","236,232,000","206,316,000","145,790,000","210,936,000","121,534,000","178,260,000","169,656,000","175,366,000","158,115,000","164,574,000","148,696,000","154,269,000","152,132,000","144,537,000","149,280,000","139,612,000","126,934,000","125,765,000","122,708,000","118,944,000","108,205,000","99,157,000","86,873,000","86,232,000","67,375,000","63,963,000","55,798,000","52,162,000","43,935,000","40,366,000","34,285,000","30,333,000","28,525,000","26,151,000","24,505,000","20,727,000","25,349,000","22,004,000","20,901,000","16,290,000","16,059,000","17,032,000","17,294,000","20,067,000","19,614,000","25,226,000","23,865,000","22,670,000","15,592,000","11,650,000","3,136,000",,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242,010,000","211,707,000","151,235,000","215,491,000","127,210,000","183,174,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,778,000","-5,391,000","-5,445,000","-4,555,000","-5,676,000","-4,914,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"210,488,000","175,364,000","183,093,000","192,205,000","187,266,000","188,400,000","163,045,000","168,433,000","176,688,000","157,619,000","161,352,000","146,525,000","150,183,000","143,978,000","136,733,000","137,404,000","140,816,000","140,410,000","117,888,000","114,882,000","123,463,000","113,765,000","111,550,000","108,243,000","106,674,000","124,878,000","123,053,000","118,509,000","121,327,000","116,070,000","97,447,000","92,422,000","90,577,000","100,300,000","90,164,000","78,698,000","83,245,000","79,051,000",,,"70,065,000",,"61,131,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,000","1,284,000",,,,,,,,,,,,,
