name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"995,000","1,011,000","784,000","785,000","610,077","552,000","566,000","566,000","941,743","803,000","819,000","818,000","818,408","833,000","877,000","965,000","963,867","963,000","963,000","961,000","971,968","1,005,000","1,018,000","1,023,000","1,136,797","713,000","643,000","673,000","840,629","622,000","370,000","369,000","587,557","418,000","356,000","356,000","1,321,383","356,000","356,000","356,000","662,284","494,000","543,000","708,000","1,039,364","976,000","833,000","747,000","811,952","781,000","785,000","770,000",
		DeferredTax,"-7,765,000","2,428,000","-12,724,000","-126,000",,,"-282,000","14,000","-695,000","31,000","-297,000","31,000","34,571,000","-3,146,000","-6,456,000","1,178,000","1,043,000","825,000","-35,421,000","409,000","603,000","597,000","567,000","399,000","-6,759,000","471,000","-157,000","-2,799,000","574,000","838,000","-3,494,000","1,079,000","877,000","681,000","43,705,296","-310,000","200,000","2,305,000","-4,257,360","-8,120,000","-5,680,000","-463,000","3,700,909","-100,000","-390,000","-158,000","6,342,275","-213,000","-275,000","-476,000","10,217,802","-66,000","-795,000","-119,000","-68,189,408","145,000","-282,000","103,000","3,008,518","3,808,000","-1,160,000","5,691,000","-1,195,068","2,808,000","3,003,000","2,423,000","779,908","967,000","1,421,000","1,478,000",,,,,,,,,,,,,
			DeferredIncomeTax,"-7,765,000","2,428,000","-12,724,000","-126,000",,,"-282,000","14,000","-695,000","31,000","-297,000","31,000","34,571,000","-3,146,000","-6,456,000","1,178,000","1,043,000","825,000","-35,421,000","409,000","603,000","597,000","567,000","399,000","-6,759,000","471,000","-157,000","-2,799,000","574,000","838,000","-3,494,000","1,079,000","877,000","681,000","43,705,296","-310,000","200,000","2,305,000","-4,257,360","-8,120,000","-5,680,000","-463,000","3,700,909","-100,000","-390,000","-158,000","6,342,275","-213,000","-275,000","-476,000","10,217,802","-66,000","-795,000","-119,000","-68,189,408","145,000","-282,000","103,000","3,008,518","3,808,000","-1,160,000","5,691,000","-1,195,068","2,808,000","3,003,000","2,423,000","779,908","967,000","1,421,000","1,478,000",,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,"75,000","354,000","413,000","413,000","432,000","470,000","475,000","475,000","470,000","466,000","474,000",,"52,000","57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"3,662,000","1,741,000","0","0",,,"166,000","1,071,000",,,"0","1,804,000",,,"21,780,000",,,,"14,356,000","0",,,"0","0",,,,,,"91,000","10,295,000","257,000","32,000","432,000","6,708,920","215,000","132,000","427,000","12,771,122","23,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"8,583,000","3,179,000","2,663,000","1,909,000","832,000","1,095,000","914,000","1,173,000","1,301,000","881,000","689,000","592,000","992,000","970,000","2,316,000","1,287,000","1,700,000","671,000","1,634,000","1,136,000","897,000","1,038,000","764,000","1,016,000","1,456,000","798,000","229,000","908,000","551,000","91,000","295,000",,"32,000","432,000","308,920","215,000","132,000","427,000","222,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"7,146,000","1,601,000","1,637,000","1,771,000","2,137,000","1,349,000","1,340,000","1,064,000","2,072,000","927,000","879,000","982,000","1,004,000","531,000","1,211,000","981,000","914,000","469,000","997,000","1,068,000","1,278,000","737,000","765,000","847,000","1,119,000","648,000","687,000","557,000","840,000","376,000","429,000","416,000","90,000","452,000","464,941","451,000","585,000","599,000","614,523","611,000","731,000","638,000","645,012","774,000","832,000","644,000","714,904",,,,"599,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"4,429,000","1,013,000","1,553,000","643,000","805,000","1,251,000","1,145,000","828,000","1,230,000","1,334,000","741,000","1,070,000","2,072,000","1,619,000","2,904,000","124,000","329,000","322,000","211,000","-494,000","367,000","635,000","520,000","606,000","620,000","757,000","475,000","476,000","489,000","466,000","489,000","481,000","54,000","154,000","69,146","58,000","57,000","61,000","32,791,859","-17,621,000","-13,751,000","8,000","192,486","2,172,000","1,870,000","465,000","-457,451","-982,000","627,000","926,000","-608,551","-532,000","960,000","670,000","244,963,518","635,000","339,000","721,000","459,431","149,000","545,000","842,000","7,043,113","164,000","-51,000","265,000",,,,"548,000",,,,,,,,,,,,,
		ChangeInWorkingCapital,"-290,639,000","-103,702,000","-146,787,000","-33,141,000","-7,009,000","-50,323,000","-8,375,000","-14,705,000","7,769,000","12,461,000","-13,368,000","-18,938,000","7,287,000","10,845,000","-6,231,000","-3,205,000","-4,107,000","6,157,000","3,921,000","-8,832,000","13,465,000","-5,458,000","-13,469,000","7,258,000","-953,000","-5,272,000","-9,771,000","1,563,000","-1,017,000","-4,346,000","-77,000","-1,598,000","4,231,000","-11,930,000","-2,853,029","4,320,000","4,717,000","-4,914,000","3,254,053","780,000","-8,000","-1,193,000","-4,201,801","-1,973,000","5,217,000","-2,591,000","-8,342,070","-3,297,000","8,686,000","5,575,000","-14,474,140","14,694,000","19,054,000","18,660,000","-8,797,833","4,307,000","6,989,000","2,202,000","5,111,324","-4,302,000","3,466,000","-14,745,000","-3,483,412","-3,927,000","490,000","1,397,000","-381,168","3,174,000","1,816,000","-3,974,000","-4,210,209","3,566,000","11,017,000","395,000","-4,098,455","5,073,000","2,732,000","6,930,000","-14,318,322","2,306,000","7,354,000","4,991,000",
			ChangeInReceivables,"-428,540,000","-186,701,000","-195,533,000","-46,613,000","307,000","-76,581,000","-2,148,000","-13,839,000","7,396,000","3,846,000","124,000","-20,417,000","3,251,000","10,400,000","75,000","-6,063,000","-3,790,000","12,598,000","6,371,000","-12,446,000","4,966,000","10,817,000","-27,210,000","-3,580,000","-2,491,000","2,500,000","-14,781,000","-5,793,000","-28,000","-8,106,000","-4,918,000","-2,003,000","2,699,000","-11,897,000","-3,285,613","5,644,000","5,110,000","-5,432,000","739,589","-2,744,000","-126,000","-2,125,000","2,130,838","-4,762,000","-1,392,000","-3,950,000","1,942,796","-2,312,000","2,806,000","3,020,000","-75,217","12,581,000","21,994,000","13,238,000","6,192,354","4,913,000","7,470,000","680,000","6,927,988","-6,631,000","5,072,000","-5,284,000","-8,620,803","-12,141,000","11,635,000","5,452,000","7,037,336","-517,000","-15,464,000","-4,680,000","119,571","3,891,000","8,340,000","1,182,000","-3,708,231","2,597,000","6,679,000","1,143,000","-6,224,488","1,707,000","2,194,000","-4,547,000",
				ChangesInAccountReceivables,"-428,540,000","-186,701,000","-195,533,000","-46,613,000","307,000","-76,581,000","-2,148,000","-13,839,000","7,396,000","3,846,000","124,000","-20,417,000","3,251,000","10,400,000","75,000","-6,063,000","-3,790,000","12,598,000","6,371,000","-12,446,000","4,966,000","10,817,000","-27,210,000","-3,580,000","-2,491,000","2,500,000","-14,781,000","-5,793,000","-28,000","-8,106,000","-4,918,000","-2,003,000","2,699,000","-11,897,000","-3,285,613","5,644,000","5,110,000","-5,432,000","739,589","-2,744,000","-126,000","-2,125,000","2,130,838","-4,762,000","-1,392,000","-3,950,000","1,942,796","-2,312,000","2,806,000","3,020,000","-75,217","12,581,000","21,994,000","13,238,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-4,489,000","-557,000","-3,105,000","-195,000","-632,000","568,000","-2,374,000","847,000","180,000","-736,000","-3,057,000","1,510,000","1,450,000","-1,477,000","-1,369,000","-146,000","-522,000","-477,000","705,000","832,000","543,000","-264,000","-846,000","-1,601,000","670,000","-105,000","884,000","321,000","860,000","598,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,823,174","-245,000","-2,224,000","1,819,000",,"-2,037,000","1,039,000","1,927,000",
			ChangeInPayablesAndAccruedExpense,"119,758,000","62,979,000","46,611,000","14,661,000","-4,493,000","26,507,000","-3,149,000","-1,519,000","841,000","11,066,000","-9,105,000","128,000","4,828,000","2,841,000","-5,420,000","3,255,000","856,000","-5,786,000","-4,020,000","3,194,000","7,638,000","-16,087,000","14,736,000","10,641,000","1,061,000","-6,068,000","3,388,000","6,635,000","-1,630,000","2,820,000","2,412,000","-1,578,000","2,630,000","2,190,000","18,144","-1,572,000","-5,022,000","6,256,000","1,692,000","3,200,000","-233,000","-531,000","-6,033,305","3,462,000","6,854,000","1,370,000","-10,031,839","1,445,000","5,648,000","1,856,000","-13,574,593","-2,052,000","-6,074,000","4,946,000","-11,891,174","-780,000","-1,302,000","-905,000","-3,749,094","1,688,000","-2,828,000","-3,438,000","-643,755","7,913,000","-10,949,000","-4,664,000","2,165,558","3,190,000","17,619,000","128,000","-1,433,084","-786,000","3,286,000","-2,488,000",,,"-1,176,000","478,000","-1,445,401","-669,000","242,000","4,156,000",
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,233,000","-49,000","1,530,743","-1,736,000","-5,750,000","5,497,000","3,440,750","3,200,000","-233,000","-531,000","-6,033,305","3,462,000","6,854,000","1,370,000","-10,031,839","1,445,000","5,648,000","1,856,000","-13,574,593","-2,052,000","-6,074,000","4,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-397,000","-2,239,000","1,512,599","-164,000","-728,000","-759,000","1,606,750","1,195,000","-863,000","-190,000","-2,178,374","1,598,000","4,684,000","207,000","-8,961,266","926,000","6,744,000","496,000","-9,915,665","2,502,000","451,000","1,578,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,195,000","-863,000","-190,000","-2,178,374","1,598,000","4,684,000","207,000","-8,961,266","926,000","6,744,000","496,000","-9,915,665","2,502,000","451,000","1,578,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,000","617,000","-556,000",,"-612,000","5,308,000","-5,636,000",,,,,,,,,,"-2,693,000","370,000","210,000",,"4,044,000","3,066,000","450,000",,"-1,271,000","967,000","-728,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-6,911,000","-1,273,000","-2,161,000","-1,227,000","-2,250,000","-1,115,000","-1,478,000","-1,482,000","-1,445,000","-1,467,000","-1,465,000","-1,523,000","-1,913,000","-919,000","483,000","-251,000","-651,000","-178,000","865,000","-412,000","318,000","76,000","-128,000","1,609,000","220,000","-1,347,000","-44,000","478,000","197,000","255,000","-2,488,000","2,896,000","-1,318,000","572,000","-190,160","1,024,000","49,000","657,000",,,,,,,,"113,000",,,,,,"121,000","68,000","26,000","-5,418,378","1,445,000","-146,000","3,155,000","3,982,016","0","-681,000","-6,023,000","945,479","301,000","-196,000","609,000","-455,000","501,000","-339,000","578,000","-595,631","461,000","-609,000","1,701,000","-2,574,089","462,000","-547,000","3,490,000","-5,719,433","3,305,000","3,879,000","3,455,000",
			ChangeInOtherWorkingCapital,"29,543,000","21,850,000","7,401,000","233,000","59,000","298,000","774,000","1,288,000","797,000","-248,000","135,000","1,364,000","1,070,000","-1,399,000",,,"-651,000","-178,000","865,000","-412,000","318,000","76,000","-21,000","189,000","-413,000","-252,000","782,000","-78,000","-416,000","87,000","3,813,000","-1,119,000","-397,000","-2,239,000","1,512,599","-164,000","-728,000","-759,000","-389,250","324,000","351,000","1,463,000","490,832","-673,000","-132,000","-124,000","-128,805","263,000","-138,000","489,000",,,,,,,,,,"641,000",,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141,650","-117,000","22,000","132,000","479,371","-105,000","-389,000","-54,000",,,,,"-19,173","-1,000","21,000","-294,000",,,,,
InvestingCashFlow,"-34,956,000","-2,096,000","-4,686,000","-1,888,000","-26,286,000","-1,186,000","-956,000","-1,169,000","-1,528,000","-962,000","-898,000","-368,000","-429,000","-1,245,000","-3,124,000","-1,239,000","-1,288,000","-1,027,000","-1,121,000","-86,873,000","-2,296,000","-1,090,000","-3,398,000","-1,908,000","-3,769,000","-705,000","-29,319,000","6,282,000","-451,000","-582,000","-513,000","3,269,000","-45,620,000","-2,588,000","-29,823,344","-442,000","-362,000","45,832,000","2,500,626","-477,000","-1,298,000","-551,000","-1,050,036","-856,000","-1,410,000","-880,000","-1,217,609","-1,474,000","-13,236,000","-271,000","-351,800","-472,000","-8,182,000","-999,000","154,360","-114,310,000","-5,969,000","-9,436,000","-91,095","-22,249,000","-10,643,000","-2,345,000","-5,291,519","-18,709,000","-2,297,000","-1,550,000","-1,658,519","-1,915,000","-1,924,000","-2,915,000","9,651,195","-1,141,000","-1,366,000","-3,137,000","551,553","-939,000","-105,274,000","-3,815,000","-999,541","-2,122,000","-2,756,000","-12,688,000","-2,531,164"
	CashFlowFromContinuingInvestingActivities,"-34,956,000","-2,096,000","-4,686,000","-1,888,000","-26,286,000","-1,186,000","-956,000","-1,169,000","-1,528,000","-962,000","-898,000","-368,000","-429,000","-1,245,000","-3,124,000","-1,239,000","-1,288,000","-1,027,000","-1,121,000","-86,873,000","-2,296,000","-1,090,000","-3,398,000","-1,908,000","-3,769,000","-705,000","-29,319,000","6,282,000","-451,000","-582,000","-513,000","3,269,000","-45,620,000","-2,588,000","-29,823,344","-442,000","-362,000","45,832,000","2,500,626","-477,000","-1,298,000","-551,000","-1,050,036","-856,000","-1,410,000","-880,000","-1,217,609","-1,474,000","-13,236,000","-271,000","-351,800","-472,000","-8,182,000","-999,000","154,360","-114,310,000","-5,969,000","-9,436,000","-91,095","-22,249,000","-10,643,000","-2,345,000","-5,291,519","-18,709,000","-2,297,000","-1,550,000","-1,658,489","-1,099,000","-2,740,000","-2,099,000","997,933","-1,141,000","-1,366,000","-3,137,000","551,553","-939,000","-105,274,000","-3,815,000","-999,541","-2,122,000","-2,756,000","-12,688,000","-2,531,164"
		NetPPEPurchaseAndSale,"-8,080,000","-2,096,000","-2,280,000","-1,888,000","-1,816,000","-1,186,000","-956,000","-1,169,000","-1,528,000","-962,000","-898,000","-478,000","-455,000","-1,109,000","-1,192,000","-1,116,000","-1,286,000","-1,003,000","-1,068,000","-657,000","-2,296,000","-1,090,000","-1,498,000","-2,408,000","-1,634,000","-982,000","-572,000","-757,000","-451,000","-582,000","-793,000","-929,000","-261,000","-2,588,000","-1,074,663","-249,000","-195,000","-232,000","-98,877","-425,000","-1,233,000","-462,000","-1,000,129","-808,000","-1,353,000","-837,000","-1,137,101","-573,000","-410,000","-271,000","-351,769","-459,000","-668,000","-974,000","-1,301,610","-1,113,000","-1,468,000","-806,000","-1,619,884","-3,130,000","-1,698,000","-1,830,000","-2,886,075","-2,579,000","-2,295,000","-1,550,000","-1,640,489","-1,933,000","-1,924,000","-2,099,000","-617,679","-1,073,000","-1,366,000","-1,559,000","-1,240,150","-833,000","-923,000","-573,000","-1,276,897","-2,187,000","-2,092,000","-1,685,000","-2,109,456"
			PurchaseOfPPE,"-8,080,000","-2,096,000","-2,280,000","-1,888,000","-1,816,000","-1,186,000","-956,000","-1,169,000","-1,528,000","-962,000","-898,000","-478,000","-455,000","-1,109,000","-1,192,000","-1,116,000","-1,286,000","-1,003,000","-1,068,000","-657,000","-2,296,000","-1,090,000","-1,498,000","-2,408,000","-1,634,000","-982,000","-572,000","-757,000","-451,000","-582,000","-793,000","-929,000","-261,000","-2,588,000","-1,074,663","-249,000","-195,000","-232,000","-98,877","-425,000","-1,233,000","-462,000","-1,000,129","-808,000","-1,353,000","-837,000","-1,137,101","-573,000","-410,000","-271,000","-351,769","-459,000","-668,000","-974,000","-1,301,610","-1,113,000","-1,468,000","-806,000","-1,619,884","-3,130,000","-1,698,000","-1,830,000","-2,886,075","-2,579,000","-2,295,000","-1,550,000","-1,671,184","-1,933,000","-1,924,000","-2,099,000","-617,679","-1,073,000","-1,366,000","-1,559,000","-1,240,150","-833,000","-923,000","-573,000","-1,276,897","-2,187,000","-2,092,000","-1,685,000","-2,109,456"
		NetBusinessPurchaseAndSale,,,"-2,406,000","0",,,,,"0","0","0","110,000","26,000","-136,000","-1,932,000","-123,000","-2,000","-24,000","-53,000","-86,216,000","0","0","-1,900,000","500,000","-2,135,000","277,000","-28,747,000","7,039,000",,,"0","3,750,000","0","0","-48,681","-193,000","-167,000","46,064,000",,,,,"0","0",,,"-184","0","-12,826,000","0","-31","-13,000","-7,514,000","-25,000","1,455,970","-113,197,000","-4,501,000","-8,630,000","1,528,789","-19,119,000","-8,945,000","-515,000","-2,405,444",,,,,,,,"1,615,612","-68,000","0","-1,578,000","1,742,052","-108,000","-104,391,000","-3,195,000","-117,285","0","-664,000","-11,000,000","83,263"
			PurchaseOfBusiness,,,"-2,406,000","0",,,,,"0","0","0","110,000","26,000","-136,000","-1,932,000","-123,000","-2,000","-24,000","-53,000","-86,216,000","0","0","-1,900,000","0","-2,135,000","277,000","-28,747,000","-461,000",,,"280,000",,,,,,,,,,,,"0","0",,,"-184","0","-12,826,000","0","-31","-13,000","-7,514,000","-25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,"0","0","500,000","20,000","277,000","0",,,,"0","3,750,000","0","0","-48,681","-193,000","-167,000","46,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
