name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,,"1,686,900,000","1,754,900,000","1,875,400,000","1,872,100,000","1,318,000,000","1,576,500,000","2,017,797,000","1,792,505,000","1,458,486,000","1,675,112,000","2,029,913,000","1,924,534,000","1,429,037,000","1,721,676,000","1,935,756,000","1,934,951,000","1,425,625,000","1,121,979,000","1,289,868,000","1,213,894,000","870,724,000","1,002,184,000","1,174,366,000","1,152,726,000","823,537,000","976,480,000","787,729,000","718,214,000","413,184,000","596,042,000","726,494,000","663,397,000","384,885,000","552,129,000","683,568,000","627,168,000","416,277,000","513,710,000","598,121,000","560,526,000","395,161,000","489,850,000","575,562,000","540,747,000","296,321,000","404,793,000","482,603,000","474,279,000","285,366,000","367,721,000","487,749,000","463,586,000","319,303,000","463,329,000","567,201,000","514,647,000","304,251,000","398,396,000","493,761,000","484,870,000","286,945,000","380,209,000","431,253,000","407,102,000","322,396,000","339,885,000","231,171,000","248,451,000","172,116,000","199,190,000","180,195,000","157,571,000"
	OperatingRevenue,,"1,686,900,000","1,754,900,000","1,875,400,000","1,872,100,000","1,318,000,000","1,576,500,000","2,017,797,000","1,792,505,000","1,458,486,000","1,675,112,000","2,029,913,000","1,924,534,000","1,429,037,000","1,721,676,000","1,935,756,000","1,934,951,000","1,425,625,000","1,121,979,000","1,289,868,000","1,213,894,000","870,724,000","1,002,184,000","1,174,366,000","1,152,726,000","823,537,000","976,480,000","787,729,000","718,214,000","413,184,000","596,042,000","726,494,000","663,397,000","384,885,000","552,129,000","683,568,000","627,168,000","416,277,000","513,710,000","598,121,000","560,526,000","395,161,000","489,850,000","575,562,000","540,747,000","296,321,000","404,793,000","482,603,000","474,279,000","285,366,000","367,721,000","487,749,000","463,586,000","319,303,000","463,329,000","567,201,000","514,647,000","304,251,000","398,396,000","493,761,000","484,870,000","286,945,000","380,209,000","431,253,000","407,102,000","322,396,000","339,885,000","231,171,000","248,451,000","172,116,000","199,190,000","180,195,000","157,571,000"
CostOfRevenue,,"1,247,400,000","1,293,300,000","1,367,600,000","1,354,700,000","985,200,000","1,176,800,000","1,503,827,000","1,360,373,000","1,116,086,000","1,264,414,000","1,536,451,000","1,451,998,000","1,094,049,000","1,286,107,000","1,444,459,000","1,441,057,000","1,087,248,000","852,226,000","967,227,000","916,140,000","666,247,000","751,117,000","872,324,000","870,651,000","627,773,000","743,292,000","596,138,000","548,778,000","316,411,000","458,477,000","563,164,000","512,584,000","298,093,000","425,224,000","525,909,000","479,835,000","316,626,000","386,956,000","448,494,000","419,790,000","301,445,000","372,525,000","442,691,000","414,030,000","231,094,000","309,983,000","376,196,000","369,991,000","224,302,000","279,380,000","374,728,000","355,761,000","245,025,000","347,331,000","427,452,000","394,474,000","235,859,000","306,702,000","385,580,000","377,036,000","220,777,000","288,475,000","328,891,000","306,794,000","244,637,000","256,178,000","175,405,000","188,738,000","130,746,000","148,844,000","135,245,000","117,318,000"
GrossProfit,,"439,500,000","461,600,000","507,800,000","517,400,000","332,800,000","399,700,000","513,970,000","432,132,000","342,400,000","410,698,000","493,462,000","472,536,000","334,988,000","435,569,000","491,297,000","493,894,000","338,377,000","269,753,000","322,641,000","297,754,000","204,477,000","251,067,000","302,042,000","282,075,000","195,764,000","233,188,000","191,591,000","169,436,000","96,773,000","137,565,000","163,330,000","150,813,000","86,792,000","126,905,000","157,659,000","147,333,000","99,651,000","126,754,000","149,627,000","140,736,000","93,716,000","117,325,000","132,871,000","126,717,000","65,227,000","94,810,000","106,407,000","104,288,000","61,064,000","88,341,000","113,021,000","107,825,000","74,278,000","115,998,000","139,749,000","120,173,000","68,392,000","91,694,000","108,181,000","107,834,000","66,168,000","91,734,000","102,362,000","100,308,000","77,759,000","83,707,000","55,766,000","59,713,000","41,370,000","50,346,000","44,950,000","40,253,000"
OperatingExpense,,"348,200,000","332,900,000","349,700,000","336,600,000","310,000,000","304,600,000","392,733,000","357,237,000","523,361,000","390,769,000","403,588,000","398,282,000","389,618,000","397,315,000","383,182,000","389,081,000","395,775,000","220,657,000","235,317,000","212,883,000","207,533,000","204,110,000","206,164,000","203,696,000","191,881,000","206,344,000","132,432,000","121,445,000","110,979,000","113,745,000","120,151,000","105,004,000","104,004,000","99,818,000","110,088,000","99,380,000","97,705,000","94,503,000","101,325,000","89,459,000","83,963,000","82,985,000","85,269,000","83,585,000","72,059,000","74,970,000","75,647,000","74,056,000","67,051,000","69,829,000","76,531,000","74,239,000","72,820,000","-21,677,000","90,809,000","83,240,000","75,332,000","75,917,000","81,860,000","81,183,000","70,394,000","70,672,000","72,608,000","67,829,000","65,403,000","57,995,000","38,087,000","39,482,000","35,894,000","33,013,000","41,352,000","29,895,000"
	SellingGeneralAndAdministration,,"309,300,000","294,200,000","309,400,000","296,300,000","267,800,000","265,200,000","332,145,000","295,426,000","318,510,000","326,919,000","334,115,000","328,827,000","320,408,000","327,693,000","328,658,000","323,194,000",,,,,,,,,,,,,,,,,,,,,,,,"89,459,000","83,963,000","82,985,000","85,269,000","83,585,000","72,059,000","74,970,000",,,,,,,,"78,323,000","90,809,000","83,240,000","75,332,000","75,917,000","81,860,000","81,183,000","70,394,000","70,672,000","72,608,000","67,829,000","65,403,000","57,995,000","38,087,000","39,482,000","35,894,000","33,013,000","41,352,000","29,895,000"
	DepreciationAmortizationDepletionIncomeStatement,,"38,900,000","38,700,000","40,300,000","40,300,000","42,200,000","39,400,000","60,588,000","61,811,000","204,851,000","63,850,000","69,473,000","69,455,000","69,210,000","69,622,000","54,524,000","65,887,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,"38,900,000","38,700,000","40,300,000","40,300,000","42,200,000","39,400,000","60,588,000","61,811,000","204,851,000","63,850,000","69,473,000","69,455,000","69,210,000","69,622,000","54,524,000","65,887,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,"17,500,000","16,500,000","15,300,000","15,100,000","14,600,000","13,900,000","16,547,000","16,986,000","17,495,000","19,072,000","17,916,000","17,731,000","17,447,000","17,601,000","18,678,000","15,811,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,"21,400,000","22,200,000","25,000,000","25,200,000","27,600,000","25,500,000","44,041,000","44,825,000","187,356,000","44,778,000","51,557,000","51,724,000","51,763,000","52,021,000","35,846,000","50,076,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
