name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
			FinishedGoods,"48,432,000","42,868,000","36,974,000","34,590,000","38,082,000","34,844,000","39,988,000","45,236,000","37,032,000","30,046,000","23,281,000","22,729,000","33,236,000","38,016,000","32,570,000","30,632,000","24,527,000","15,824,000","14,849,000","8,956,000","7,425,000","7,056,000","8,284,000","8,153,000","6,437,000","5,145,000","6,095,000","8,028,000","29,726,000","24,994,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"336,533","113,931","177,219",,"416,669","2,485,670","355,820","204,267","1,002,886","1,124,787",,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,119,781","15,142,324","15,162,414","15,116,871",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,"0","0","0","8,661,000","10,084,000","10,097,000","12,548,000","12,326,000","15,785,000","14,863,000","18,028,000","18,459,000","17,363,000","18,288,000","20,558,000","21,563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,"0","0","0","8,661,000","10,084,000","10,097,000","12,548,000","12,326,000","15,785,000","14,863,000","18,028,000","18,459,000","17,363,000","18,288,000","20,558,000","21,563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"29,120,000","20,948,000","48,476,000","55,156,000","39,587,000","20,746,000","30,038,000","33,117,000","15,635,000","21,946,000","10,415,000","8,893,000","5,410,000","6,366,000","11,943,000","20,311,000","14,301,000","10,276,000","9,227,000","7,191,000","5,775,000","6,392,000","7,499,000","5,561,000","4,683,000","2,387,000","4,523,000","4,773,000","3,653,000","4,356,000","13,335,000","13,074,000","11,150,000","6,623,000","6,387,000","6,242,000","7,632,000","3,929,000","4,390,000","3,902,000","2,472,000","1,645,504","1,715,179","2,841,934","1,683,215","1,988,239","624,180","456,068","372,585","410,599","502,479","560,464","483,896","462,908","649,900","741,257","583,406","673,931","745,936","739,044","639,676","606,267","671,378","701,181","491,537","497,746","427,035","413,953","316,979","237,927","363,033","377,967","179,329","153,924","207,946",,,,"706,727",,"366,613",,"535,145","435,622",,"204,810","254,267","215,272","311,174","452,718","400,000","300,000","900,000","1,000,000","3,300,000","3,800,000","4,400,000","5,100,000","1,200,000","1,000,000","1,900,000","2,500,000","2,500,000","2,200,000",,
	TotalNonCurrentAssets,"527,445,000","540,985,000","373,452,000","357,823,000","351,165,000","344,622,000","338,807,000","330,898,000","324,305,000","327,718,000","331,534,000","322,386,000","316,018,000","298,584,000","265,953,000","263,884,000","247,176,000","260,774,000","276,519,000","270,750,000","271,701,000","242,189,000","242,723,000","213,682,000","123,651,000","111,728,000","110,428,000","114,951,000","118,124,000","119,342,000","121,172,000","123,958,000","128,227,000","135,706,000","119,719,000","119,454,000","119,835,000","117,979,000","120,511,000","13,852,000","13,899,000","11,573,698","11,545,025","11,231,167","10,581,777","9,927,622","10,204,204","10,906,009","11,680,567","12,510,311","13,405,339","14,268,471","15,027,024","15,858,744","16,701,151","16,932,609","17,577,275","18,229,902","18,518,591","19,136,698","19,872,600","20,526,123","21,616,191","23,049,753","22,800,454","23,496,650","26,248,991","26,572,811","27,236,940","25,856,972","16,334,857","16,357,072","17,277,822","18,327,165","19,655,591","20,332,721","18,398,137","18,230,861","18,587,154","19,434,518","20,121,889","20,111,149","19,754,670","20,421,543","20,853,324","21,157,648","21,633,086","4,004,595","4,045,874","3,738,176","1,700,000","500,000","100,000","200,000","200,000","200,000","100,000","100,000","100,000","100,000","200,000","200,000","200,000","0","0",
		NetPPE,"161,524,000","159,446,000","118,988,000","113,187,000","107,815,000","102,113,000","96,830,000","92,003,000","88,350,000","87,872,000","86,266,000","83,595,000","80,615,000","69,739,000","67,467,000","62,348,000","58,428,000","56,450,000","49,358,000","38,691,000","28,552,000","27,203,000","25,768,000","22,610,000","22,362,000","22,407,000","21,490,000","20,905,000","20,485,000","19,922,000","17,860,000","16,973,000","15,004,000","14,893,000","14,698,000","13,904,000","12,512,000","11,808,000","11,713,000","12,011,000","12,268,000","10,883,939","10,827,191","10,487,827","9,814,557","9,711,093","9,938,093","10,248,341","10,624,506","11,048,763","11,509,541","11,949,755","12,437,957","12,859,628","13,275,767","13,080,957","13,299,355","13,525,714","13,388,135","13,474,034","13,783,819","14,074,093","14,205,037","14,220,250","13,531,369","13,553,611","11,772,332","11,523,883","10,763,946","9,551,532","3,315,993","2,945,059","3,243,837","3,532,115","3,981,509","4,125,910","4,441,336","4,617,570","5,029,848","5,447,231","5,717,685","5,296,177","4,515,930","4,759,035","4,749,701","4,630,257","4,680,052","3,965,248","3,987,663","3,679,965","1,700,000","300,000","100,000","100,000","-100,000","-100,000","100,000","100,000",,"100,000","100,000","100,000","100,000",,,
			GrossPPE,"259,503,000","251,907,000","205,950,000","194,908,000","184,571,000","174,606,000","165,253,000","156,562,000","149,241,000","145,148,000","140,166,000","134,337,000","128,316,000","114,682,000","109,892,000","103,117,000","96,953,000","92,818,000","84,445,000","73,100,000","61,929,000","59,370,000","56,667,000","52,346,000","51,161,000","50,304,000","48,526,000","47,155,000","46,000,000","44,735,000","42,095,000","40,666,000","38,255,000","37,649,000","36,904,000","35,602,000","33,734,000","32,521,000","11,733,000","31,674,000","31,422,000","29,619,267","29,203,678","28,515,384","27,494,996","27,046,755","26,929,203","26,854,971","26,836,777","26,837,253","26,944,862","26,871,917",,"26,762,245","25,268,464","25,073,654","25,292,052","25,518,411","23,620,617","23,706,516","24,016,301","24,306,575","22,793,489","22,808,702","22,119,821","22,142,063","18,728,559","18,480,110","17,720,173","16,507,759","8,941,502","8,570,568","8,869,346","9,157,624","7,612,659","7,757,060","8,072,486","8,248,720","6,814,760","7,232,143","7,502,597","7,081,089","5,973,154","5,992,256","5,697,413","5,344,141","5,236,852","4,368,699","4,243,302","3,803,565","1,800,000","400,000","200,000","200,000","0","0",,,,,,,,,,
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","2,642,000","1,006,000",,,,"1,006,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,"820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"76,213,000","76,600,000","74,983,000","71,359,000","55,321,000","53,568,000","51,000,000","49,985,000","49,790,000","47,994,000","46,982,000","46,623,000","46,304,000","39,285,000",,,,"24,101,000",,,,"20,384,000",,,,"19,642,000",,,,"17,631,000",,,,"15,605,000",,,,"11,652,000",,,,"11,469,304",,,,"11,163,569",,,,"11,164,063",,,,"11,151,956",,,,"11,126,189",,,,"11,087,331",,,,"6,795,900",,,,"6,795,900",,,,"2,058,670",,,,,,,,"1,055,298",,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"126,419,000","123,389,000","117,170,000","109,603,000","103,805,000","94,802,000","90,273,000","86,154,000","83,571,000","82,318,000","71,927,000","69,719,000","64,736,000","62,274,000",,,,"37,700,000",,,,"33,825,000",,,,"27,543,000",,,,"24,172,000",,,,"20,478,000",,,,"19,430,000",,,,"15,937,680",,,,"14,969,661",,,,"14,836,894",,,,"14,787,611",,,,"11,787,878",,,,"11,572,121",,,,"10,151,651",,,,"7,047,323",,,,"6,892,326",,"7,757,060",,"5,933,853",,,,"4,799,421",,,"5,697,413",,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"29,645,000","30,614,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,058,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"24,584,000","18,662,000","11,155,000","11,304,000","22,803,000","23,594,000","21,338,000","17,781,000","13,238,000","12,194,000","18,615,000","15,353,000","14,634,000","12,117,000",,,,"30,011,000",,,,"4,341,000",,,,"2,299,000",,,,"2,112,000",,,,"746,000",,,,"619,000",,,,"1,392,283",,,,"93,525",,,,"16,296",,,,"2,678",,,,"1,784,344",,,,"827,123",,,,"4,374,512",,,,"1,844,536",,,,"206,628",,,,"256,197",,,,"1,226,370",,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-97,979,000","-92,461,000","-86,962,000","-81,721,000","-76,756,000","-72,493,000","-68,423,000","-64,559,000","-60,891,000","-57,276,000","-53,900,000","-50,742,000","-47,701,000","-44,943,000","-42,425,000","-40,769,000","-38,525,000","-36,368,000","-35,087,000","-34,409,000","-33,377,000","-32,167,000","-30,899,000","-29,736,000","-28,799,000","-27,897,000","-27,036,000","-26,250,000","-25,515,000","-24,813,000","-24,235,000","-23,693,000","-23,251,000","-22,756,000","-22,206,000","-21,698,000","-21,222,000","-20,713,000","-20,000","-19,663,000","-19,154,000","-18,735,328","-18,376,487","-18,027,557","-17,680,439","-17,335,662","-16,991,110","-16,606,630","-16,212,271","-15,788,490","-15,435,321","-14,922,162",,"-13,902,617","-11,992,697","-11,992,697","-11,992,697","-11,992,697","-10,232,482","-10,232,482","-10,232,482","-10,232,482","-8,588,452","-8,588,452","-8,588,452","-8,588,452","-6,956,227","-6,956,227","-6,956,227","-6,956,227","-5,625,509","-5,625,509","-5,625,509","-5,625,509","-3,631,150","-3,631,150","-3,631,150","-3,631,150","-1,784,912","-1,784,912","-1,784,912","-1,784,912","-1,457,224","-1,233,221","-947,712","-713,884","-556,800","-403,451","-255,639","-123,600","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000",,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"69,426,000","74,914,000","80,377,000","85,881,000","91,282,000","96,473,000","101,932,000","107,426,000","112,891,000","118,381,000","123,874,000","129,367,000","134,857,000","139,942,000","145,425,000","150,918,000","156,413,000","161,904,000","167,402,000","172,900,000","178,395,000","183,887,000","188,963,000","162,469,000","69,265,000","72,015,000","74,765,000","77,514,000","80,264,000","83,014,000","85,763,000","88,513,000","91,261,000","94,011,000","96,768,000","99,494,000","102,196,000","104,624,000","107,367,000","380,000","376,000","390,795","405,450","420,105","434,760","0","0","386,736","810,504","1,234,272","1,658,040","2,081,808","2,505,576","2,929,344","3,353,112","3,776,880","4,200,648","4,624,416","5,048,184","5,471,952","5,895,720","6,319,488","6,743,256","7,167,024","7,590,792","8,014,559","8,438,327","8,862,095","9,285,863","9,709,631","10,133,399","10,557,167","10,980,935","11,404,703","11,828,471","12,252,239","12,676,007","13,099,775","13,523,543","13,947,311","14,371,079","14,794,847",,"15,642,383","16,066,151",,"16,913,687",,,,,,,,,,,,,,,,,,,
			Goodwill,"15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,535,000","15,548,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"53,891,000","59,379,000","64,842,000","70,346,000","75,747,000","80,938,000","86,397,000","91,891,000","97,356,000","102,846,000","108,339,000","113,832,000","119,322,000","124,407,000","129,890,000","135,383,000","140,878,000","146,369,000","151,867,000","157,365,000","162,860,000","168,352,000","173,415,000","162,469,000","69,265,000","72,015,000","74,765,000","77,514,000","80,264,000","83,014,000","85,763,000","88,513,000","91,261,000","94,011,000","96,768,000","99,494,000","102,196,000","104,624,000","107,367,000","380,000","376,000","390,795","405,450","420,105","434,760",,,"386,736","810,504","1,234,272","1,658,040","2,081,808","2,505,576","2,929,344","3,353,112","3,776,880","4,200,648","4,624,416","5,048,184","5,471,952","5,895,720","6,319,488","6,743,256","7,167,024","7,590,792","8,014,559","8,438,327","8,862,095","9,285,863","9,709,631","10,133,399","10,557,167","10,980,935","11,404,703","11,828,471","12,252,239","12,676,007","13,099,775","13,523,543","13,947,311","14,371,079","14,794,847",,"15,642,383","16,066,151",,"16,913,687",,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"164,130,000","168,076,000","8,500,000","8,500,000","8,500,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",,"0","0",,,"14,794,000","14,794,000","14,775,000","14,789,000","14,960,000","15,217,000","15,767,000","16,092,000","2,187,000","3,024,000","3,888,000","4,034,000","3,047,000","2,606,000","2,522,000","3,051,000","7,417,000","7,971,000","5,781,000","4,868,000","1,270,000","1,169,000","1,172,000","971,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"93,293,000","103,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"35,788,000","33,453,000","32,476,000","35,579,000","36,864,000","37,695,000","31,978,000","30,075,000","28,729,000","30,375,000","26,437,000","25,204,000","24,781,000","24,377,000","13,910,000","10,534,000","29,944,000","27,022,000","44,618,000","44,067,000","49,750,000","15,832,000","12,352,000","12,293,000","15,287,000","14,945,000","10,917,000","12,299,000","12,936,000","12,934,000","14,435,000","15,456,000","18,309,000","19,143,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
