name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990
OperatingCashFlow,"569,762,000","-416,267,000","235,196,000","158,258,000","592,575,000","752,820,000","462,810,000","1,610,702,000","1,230,863,000","-1,058,442,000","760,616,000","327,467,000","574,476,000","508,987,000","616,605,000","435,888,000","542,134,000","472,050,000","515,645,000","367,703,000","277,092,000","520,838,000","529,623,000","249,674,000","310,474,000","469,080,000","564,225,000","171,656,000","176,383,000","413,988,000","390,883,000","240,191,000","237,214,000","504,577,000","340,782,000","148,893,000","179,469,000","352,859,000","333,374,000","142,107,000","206,833,000","297,330,000","406,414,000","252,026,000","120,614,000","41,051,000","246,305,000","121,924,000","115,656,000","189,181,000","304,502,000","169,914,000","173,236,000","240,732,000","214,606,000","62,277,000","145,721,000","160,835,000","221,154,000","124,757,000","73,693,000","-66,045,000","176,618,000","161,153,000","63,631,000","105,465,000","110,990,000","124,210,000","44,745,000","95,246,000","197,939,000","10,574,000","26,704,000","62,940,000","142,605,000","17,872,000","143,268,000","11,561,000","100,952,000","53,158,000","83,823,000","94,512,000","141,926,000","15,443,000","55,335,000","30,185,000","69,329,000","33,519,000","5,829,000","34,671,000","109,566,000","36,400,000","46,700,000","-9,300,000","131,500,000","19,300,000","41,400,000","8,300,000","77,100,000","18,700,000","24,000,000","-1,900,000","51,200,000","24,400,000","28,500,000","13,000,000","39,200,000","23,300,000","26,600,000","-1,100,000","76,800,000","-4,400,000","-6,300,000","-20,900,000","47,400,000","-47,500,000","45,000,000","1,300,000","27,700,000","-30,600,000","50,700,000","-1,300,000","20,800,000","-17,400,000","50,700,000","-4,300,000","-600,000","-8,800,000"
	CashFlowFromContinuingOperatingActivities,"569,762,000","-416,267,000","235,196,000","158,258,000","592,575,000","752,820,000","462,810,000","1,610,702,000","1,230,863,000","-1,058,442,000","760,616,000","327,467,000","574,476,000","508,987,000","616,605,000","435,888,000","542,134,000","472,050,000","515,645,000","367,703,000","277,092,000","520,838,000","529,623,000","249,674,000","310,474,000","469,080,000","564,225,000","171,656,000","176,383,000","413,988,000","390,883,000","240,191,000","237,214,000","504,577,000","340,782,000","148,893,000","179,469,000","352,859,000","333,374,000","142,107,000","206,833,000","297,330,000","406,414,000","252,026,000","120,614,000","41,051,000","246,305,000","121,924,000","115,656,000","189,181,000","304,502,000","169,914,000","173,236,000","240,732,000","214,606,000","62,277,000","145,721,000","160,835,000","221,154,000","124,757,000","73,693,000","-66,045,000","176,618,000","161,153,000","63,631,000","105,465,000","110,990,000","124,210,000","44,745,000","95,246,000","197,939,000","10,574,000","26,704,000","62,940,000","142,605,000","17,872,000","143,268,000","11,561,000","100,952,000","53,158,000","83,823,000","94,512,000","141,926,000","15,443,000","55,335,000","30,185,000","69,329,000","33,519,000","5,829,000","34,671,000","109,566,000","36,400,000","46,700,000","-9,300,000","131,500,000","19,300,000","41,400,000","8,300,000","77,100,000","18,700,000","24,000,000","-1,900,000","51,200,000","24,400,000","28,500,000","13,000,000","39,200,000","23,300,000","26,600,000","-1,100,000","76,800,000","-4,400,000","-6,300,000","-20,900,000","47,400,000","-47,500,000","45,000,000","1,300,000","27,700,000","-30,600,000","50,700,000","-1,300,000","20,800,000","-17,400,000","50,700,000","-4,300,000","-600,000","-8,800,000"
		NetIncomeFromContinuingOperations,"1,584,555,000","338,445,000","366,822,000","385,030,000","494,258,000","476,479,000","237,980,000","131,197,000","22,047,000","-305,842,000","456,133,000","370,932,000","412,721,000","421,142,000","441,693,000","338,108,000","389,404,000","418,252,000","450,747,000","274,449,000","316,539,000","321,018,000","300,568,000","244,546,000","281,906,000","290,634,000","264,161,000","215,656,000","258,639,000","282,205,000","248,530,000","192,720,000","239,561,000","243,913,000","217,953,000","171,618,000","213,121,000","234,612,000","236,602,000",,,,,,,"172,973,000","161,796,000","121,378,000","129,276,000","142,347,000","142,883,000","105,080,000","103,407,000","91,387,000","97,387,000","57,270,000","71,299,000","79,485,000","94,462,000","48,682,000","50,863,000","67,044,000","93,107,000","43,933,000","45,377,000","59,217,000","70,978,000","36,325,000","42,279,000","50,050,000","50,743,000","38,066,000","32,575,000","48,518,000","73,736,000","50,471,000","54,586,000","49,309,000","58,744,000","45,077,000","49,688,000","47,669,000","49,970,000","35,027,000","35,372,000","34,676,000","45,246,000","29,738,000","35,922,000","40,848,000","42,706,000","34,600,000","38,600,000","34,200,000","45,500,000","28,000,000","32,400,000","27,900,000","40,700,000","25,000,000","28,000,000","23,800,000","32,000,000","16,300,000","18,700,000","13,900,000","21,200,000","7,900,000","10,300,000","3,900,000","12,500,000","11,000,000","8,900,000","4,400,000","12,800,000","3,600,000","16,100,000","5,000,000","9,600,000","3,300,000","13,600,000","3,300,000","8,800,000","2,000,000","9,800,000","200,000","5,000,000","1,600,000"
		OperatingGainsLosses,,,,,,,"184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,446,000","3,845,000","672,000","3,722,000","13,708,000","14,802,000","-2,182,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000",,,,"1,300,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"365,262,000","92,108,000","98,525,000","88,045,000","86,584,000","87,510,000","96,052,000","88,567,000","89,028,000","90,598,000","95,803,000","88,191,000","84,141,000","82,757,000","84,206,000","83,748,000","82,606,000","79,797,000","85,908,000","76,350,000","75,085,000","75,820,000","78,379,000","75,506,000","74,752,000","73,878,000","72,654,000","73,445,000","65,413,000","63,316,000","62,638,000","59,651,000","54,205,000","56,465,000","56,700,000","50,558,000","50,127,000","48,726,000","51,667,000","46,140,000","44,548,000","43,136,000","42,555,000","39,921,000","37,482,000","39,934,000","40,570,000","39,962,000","40,317,000","39,844,000","43,855,000","39,686,000","37,946,000","37,556,000","40,883,000","36,788,000","32,241,000","31,890,000","32,228,000","30,465,000","29,484,000","28,522,000","29,455,000","27,765,000","26,654,000","24,261,000","29,391,000","28,693,000","26,711,000","26,053,000","28,178,000","23,139,000","23,184,000","20,092,000","21,999,000","19,007,000","18,119,000","17,614,000","17,297,000","16,929,000","16,007,000","15,943,000","16,199,000","16,252,000","15,345,000","14,825,000","15,039,000","13,758,000","13,147,000","13,119,000","12,787,000","11,900,000","11,700,000","11,800,000","11,300,000","11,100,000","10,500,000","10,300,000","10,500,000","10,000,000","9,900,000","9,100,000","8,700,000","9,200,000","8,700,000","8,800,000","7,900,000","10,700,000","5,500,000","7,900,000","11,600,000","6,100,000","4,500,000","6,800,000","14,600,000","4,900,000","4,900,000","4,800,000","4,600,000","4,400,000","4,300,000","4,100,000","3,800,000","3,700,000","3,500,000","3,300,000","3,200,000","3,100,000"
			DepreciationAndAmortization,"365,262,000","92,108,000","98,525,000","88,045,000","86,584,000","87,510,000","96,052,000","88,567,000","89,028,000","90,598,000","95,803,000","88,191,000","84,141,000","82,757,000","84,206,000","83,748,000","82,606,000","79,797,000","85,908,000","76,350,000","75,085,000","75,820,000","78,379,000","75,506,000","74,752,000","73,878,000","72,654,000","73,445,000","65,413,000","63,316,000","62,638,000","59,651,000","54,205,000","56,465,000","56,700,000","50,558,000","50,127,000","48,726,000","51,667,000","46,140,000","44,548,000","43,136,000","42,555,000","39,921,000","37,482,000","39,934,000","40,570,000","39,962,000","40,317,000","39,844,000","43,855,000","39,686,000","37,946,000","37,556,000","40,883,000","36,788,000","32,241,000","31,890,000","32,228,000","30,465,000","29,484,000","28,522,000","29,455,000","27,765,000","26,654,000","24,261,000","29,391,000","28,693,000","26,711,000","26,053,000","28,178,000","23,139,000","23,184,000","20,092,000","21,999,000","19,007,000","18,119,000","17,614,000","17,297,000","16,929,000","16,007,000","15,943,000","16,199,000","16,252,000","15,345,000","14,825,000","15,039,000","13,758,000","13,147,000","13,119,000","12,787,000","11,900,000","11,700,000","11,800,000","11,300,000","11,100,000","10,500,000","10,300,000","10,500,000","10,000,000","9,900,000","9,100,000","8,700,000","9,200,000","8,700,000","8,800,000","7,900,000","10,700,000","5,500,000","7,900,000","11,600,000","6,100,000","4,500,000","6,800,000","14,600,000","4,900,000","4,900,000","4,800,000","4,600,000","4,400,000","4,300,000","4,100,000","3,800,000","3,700,000","3,500,000","3,300,000","3,200,000","3,100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,019,000","13,682,000","12,767,000","12,861,000","13,027,000","12,792,000","12,078,000","11,999,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,278,000","3,247,000","3,240,000","3,082,000","3,172,000","3,460,000","3,267,000","2,826,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,278,000","3,247,000","3,240,000","3,082,000","3,172,000","3,460,000","3,267,000","2,826,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"19,556,000","29,233,000","-19,302,000","2,012,000","7,613,000","25,452,000","-13,162,000","-20,527,000","-7,594,000","13,471,000","8,939,000","1,202,000","5,325,000","16,543,000","12,170,000","-2,057,000","4,822,000","16,842,000","-43,977,000","648,000","-2,421,000","10,847,000","-1,890,000","-11,673,000","-3,060,000","31,251,000","62,668,000","4,169,000","-4,473,000","36,376,000","50,754,000","-10,036,000","-10,591,000","24,718,000","-13,747,000","5,719,000","-2,159,000","22,598,000","-4,745,000","-4,387,000","432,000","-339,000","16,287,000","-7,679,000","12,476,000","19,678,000","-9,550,000","14,910,000","-8,565,000","-14,772,000","6,275,000","438,000","1,995,000","7,405,000","17,009,000","3,520,000","178,000","3,097,000","12,288,000","-4,082,000","-4,416,000","-14,489,000","-10,188,000","2,596,000","-1,822,000","-1,270,000","-7,364,000","208,000","2,257,000","2,309,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,000,000","0","0","100,000",,,,
