name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"898,774,000","664,684,000","691,948,000","685,137,000","685,263,000","404,127,163","37,953,862","33,280,722"
	CurrentAssets,"521,329,000","345,349,000","224,040,000","241,480,000","259,340,000","67,827,206","5,172,339","2,870,628"
		CashCashEquivalentsAndShortTermInvestments,"417,928,000","200,782,000","221,247,000","238,135,000","252,549,000","64,491,660","107,544","150,050"
			CashAndCashEquivalents,"198,169,000","33,417,000","36,672,000","37,703,000","252,549,000","64,491,660","107,544","150,050"
				CashFinancial,"198,169,000","33,417,000","36,672,000","37,703,000","252,549,000","64,491,660","107,544","150,050"
			OtherShortTermInvestments,"219,759,000","167,365,000","184,575,000","200,432,000",,,,
		PrepaidAssets,"3,191,000","2,712,000","2,793,000","3,345,000","6,791,000","3,335,546","5,064,795","2,720,578"
		RestrictedCash,"100,210,000","141,855,000",,,,,,
	TotalNonCurrentAssets,"377,445,000","319,335,000","467,908,000","443,657,000","425,923,000","336,299,957","32,781,523","30,410,094"
		NetPPE,"280,258,000","225,214,000","189,222,000","138,411,000","108,388,000","70,218,354","32,781,523","30,410,094"
			GrossPPE,"286,144,000","230,295,000","193,529,000","142,195,000","111,678,000","73,018,082","35,091,364","31,310,531"
				Properties,"0","0","0","0","0","0","0","0"
				LandAndImprovements,"1,300,000","1,300,000","1,300,000","1,300,000","1,150,000","1,150,000",,
				BuildingsAndImprovements,"12,029,000","12,029,000","12,029,000","12,029,000","12,029,000","12,028,970","9,736,424","9,703,674"
				MachineryFurnitureEquipment,"20,643,000","20,120,000","18,673,000","16,210,000","16,183,000","16,086,270","16,084,820","15,774,722"
				OtherProperties,"13,953,000",,,,,,,
				ConstructionInProgress,"235,262,000","193,944,000","161,527,000","112,656,000","82,166,000","43,602,842","9,270,120","5,832,135"
				Leases,"2,957,000","2,902,000",,,"150,000","150,000",,
			AccumulatedDepreciation,"-5,886,000","-5,081,000","-4,307,000","-3,784,000","-3,290,000","-2,799,728","-2,309,841","-900,437"
		NonCurrentPrepaidAssets,"5,524,000","5,535,000","5,807,000","4,375,000",,,,
		OtherNonCurrentAssets,"91,663,000","88,586,000","272,879,000","300,871,000","317,535,000","266,081,603",,
TotalLiabilitiesNetMinorityInterest,"335,593,000","283,149,000","361,813,000","358,339,000","343,917,000","296,227,726","31,119,292","30,900,585"
	CurrentLiabilities,"27,298,000","38,459,000","54,267,000","43,200,000","30,626,000","33,074,935","20,914,231","10,492,174"
		PayablesAndAccruedExpenses,"27,298,000","38,459,000","54,267,000","43,164,000","30,361,000","32,953,018","4,637,232","3,587,234"
			Payables,"1,841,000","1,401,000","2,084,000","601,000","1,481,000","1,057,753","1,864,957","2,364,542"
				AccountsPayable,"1,841,000","1,401,000","2,084,000","601,000","1,481,000","1,057,753","1,864,957","2,364,542"
			CurrentAccruedExpenses,"25,457,000","37,058,000","52,183,000","42,563,000","28,880,000","31,895,265","2,772,275","1,222,692"
				InterestPayable,"6,127,000","1,532,000","7,798,000","2,297,000","10,428,000","4,951,102",,
		CurrentDebtAndCapitalLeaseObligation,,,,"36,000","265,000","121,917","16,276,999","6,904,940"
			CurrentDebt,,,,"36,000","265,000","121,917","16,276,999","6,904,940"
				OtherCurrentBorrowings,,,,"36,000","265,000","121,917","16,276,999","6,904,940"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"308,295,000","244,690,000","307,546,000","315,139,000","313,291,000","263,152,791","10,205,061","20,408,411"
		LongTermDebtAndCapitalLeaseObligation,"246,313,000","232,508,000","291,940,000","291,240,000","289,033,000","262,152,791","1,021,915","13,000,000"
			LongTermDebt,"232,752,000","232,508,000","291,940,000","291,240,000","289,033,000","262,152,791","1,021,915","13,000,000"
			LongTermCapitalLeaseObligation,"13,561,000",,,,,,,
		NonCurrentDeferredLiabilities,"5,000,000","5,000,000","6,076,000","6,000,000","6,000,000","1,000,000","1,000,000","1,000,000"
			NonCurrentDeferredRevenue,"5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",,,
		DerivativeProductLiabilities,"55,876,000","6,113,000","9,530,000","17,899,000","18,258,000","0","8,183,146","6,408,411"
		OtherNonCurrentLiabilities,"1,106,000","1,069,000",,,,,,
TotalEquityGrossMinorityInterest,"563,181,000","381,535,000","330,135,000","326,798,000","341,346,000","107,899,437","6,834,570","2,380,137"
	StockholdersEquity,"563,181,000","381,535,000","330,135,000","326,798,000","341,346,000","107,899,437","6,834,570","2,380,137"
		CapitalStock,"163,000","128,000","118,000","117,000","117,000","149,313,822","43,447,863","25,941,179"
			PreferredStock,,,"0","0","0","61,233,275","43,060,671","25,553,987"
			CommonStock,"163,000","128,000","118,000","117,000","117,000","88,080,547","387,192","387,192"
		AdditionalPaidInCapital,"746,806,000","539,423,000","468,421,000","456,310,000","455,475,000","31,181,929","107,178","107,178"
		RetainedEarnings,"-183,211,000","-157,779,000","-138,387,000","-129,523,000","-114,246,000","-84,562,989","-43,310,446","-27,722,053"
		GainsLossesNotAffectingRetainedEarnings,"-577,000","-237,000","-17,000","-106,000",,,,
		OtherEquityInterest,,,,,,"11,966,675","6,589,975","4,053,833"
TotalCapitalization,"795,933,000","614,043,000","622,075,000","618,038,000","630,379,000","370,052,228","7,856,485","15,380,137"
PreferredStockEquity,,,,,,"61,233,275","43,060,671","25,553,987"
CommonStockEquity,"563,181,000","381,535,000","330,135,000","326,798,000","341,346,000","46,666,162","-36,226,101","-23,173,850"
CapitalLeaseObligations,"13,561,000",,,,,,,
NetTangibleAssets,"563,181,000","381,535,000","330,135,000","326,798,000","341,346,000","107,899,437","6,834,570","2,380,137"
WorkingCapital,"494,031,000","306,890,000","169,773,000","198,280,000","228,714,000","34,752,271","-15,741,892","-7,621,546"
InvestedCapital,"795,933,000","614,043,000","622,075,000","618,074,000","630,644,000","308,940,870","-18,927,187","-3,268,910"
TangibleBookValue,"563,181,000","381,535,000","330,135,000","326,798,000","341,346,000","46,666,162","-36,226,101","-23,173,850"
TotalDebt,"246,313,000","232,508,000","291,940,000","291,276,000","289,298,000","262,274,708","17,298,914","19,904,940"
NetDebt,"34,583,000","199,091,000","255,268,000","253,573,000","36,749,000","197,783,048","17,191,370","19,754,890"
ShareIssued,"163,234,000","127,647,000","118,251,000","117,339,000","117,349,000","118,322,900","118,322,900","118,322,900"
OrdinarySharesNumber,"163,234,000","127,647,000","118,251,000","117,339,000","117,349,000","118,322,900","118,322,900","118,322,900"
