name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
						ChangeInIncomeTaxPayable,,,"3,609,000","836,000","-2,134,000","2,748,000",,"-1,103,000","1,088,000","-134,000","-167,000","145,000","-1,022,000","924,000","-407,000","377,000","-340,000","221,000","-286,000","342,000","-4,324,000","3,751,000","73,000","284,000","757,000","-201,000","-269,000","73,000","-1,926,000","1,166,000","1,984,000","-9,705,000","-4,114,000","-6,392,000","10,290,000","3,253,000","2,372,000","-10,204,000","1,602,000"
					ChangeInAccountPayable,,"-1,096,000",,"-2,241,000","1,132,000","-128,000","-1,088,000","-282,000","785,000","-667,000","840,000","-5,000","-531,000","-1,809,000","660,000","1,390,000","-29,000","-225,000","280,000","3,000","-523,000","-181,000","449,000","302,000","-290,000","45,000","-962,000","681,000","680,000","-1,345,000","-170,000","-9,663,000","8,140,000","43,000","2,669,000","-166,000","-42,000","177,000","-161,000"
				ChangeInAccruedExpense,"6,488,000","12,571,000","-9,663,000","11,126,000","-8,281,000","5,228,000","-7,468,000","25,752,000","-20,360,000","7,758,000","-21,205,000","32,686,000","-42,827,000","43,321,000","-45,267,000","54,231,000","-25,630,000","34,761,000","-38,341,000","43,968,000","-40,440,000","34,912,000","-37,775,000","38,388,000","-7,880,000","15,615,000","-22,263,000","27,425,000","-18,812,000","19,124,000","-23,827,000","23,921,000","-22,645,000","15,824,000","27,922,000","137,000","-395,000","-321,000","-715,000"
					ChangeInInterestPayable,"7,631,000","17,379,000","-9,630,000","10,842,000","-10,960,000","9,273,000","-10,880,000","25,015,000","-19,414,000","16,869,000","-23,761,000","31,116,000","-44,883,000","52,962,000","-46,832,000","56,485,000","-39,871,000","42,238,000","-42,640,000","42,709,000","-42,499,000","41,928,000","-39,624,000","43,392,000","-12,873,000","25,225,000","-24,910,000","25,019,000","-24,917,000","24,903,000","-24,887,000","24,925,000","-25,379,000","24,814,000",,,"0","0",
			ChangeInOtherCurrentAssets,"3,778,000","4,782,000",,,,,,,,,,,,,,,,,,,,,,"68,000","-725,000","-1,000","-2,000","2,000","-4,000","0","-423,000","72,000","-1,036,000","-273,000","-662,000","-6,000","2,000","4,000","4,000"
			ChangeInOtherCurrentLiabilities,,"-1,718,000",,"-650,000","1,638,000","-1,893,000","3,523,000","2,702,000","4,723,000","-4,133,000","1,932,000","-563,000","187,000","-964,000","-1,320,000","310,000","50,000","522,000","2,670,000","1,695,000","2,112,000","-630,000","782,000","390,000","0","703,000","2,213,000","-976,000","213,000","449,000","519,000","-72,000","756,000","1,674,000","-131,000","353,000","298,000","63,000","-216,000"
			ChangeInOtherWorkingCapital,,,,,,,"3,523,000","2,702,000","4,723,000","-4,133,000","1,932,000","-563,000","187,000","-964,000","-1,320,000","310,000","50,000","522,000","2,670,000","1,695,000","2,112,000","-630,000","2,533,000","68,000","-725,000","-1,000","-2,000","2,000",,,"-423,000","72,000","-1,036,000","-273,000",,,"2,000","4,000",
InvestingCashFlow,"-1,161,207,000","-131,417,000","-572,997,000","31,991,000","-488,784,000","-1,044,000","-7,873,000","-480,000","-488,000","-646,000","-771,000","-689,000","-1,009,000","-348,000","-1,531,645,000","-5,607,000","10,081,000","17,387,000","17,642,000","18,661,000","-57,698,000","22,093,000","16,251,000","-307,745,000","-2,928,265,000","1,143,000","-65,000","-2,736,000","-5,257,000","-6,084,000","-15,113,000","-68,510,000","-23,737,000","-209,959,000","-13,249,000","-809,000","-1,322,000","-895,000","-1,364,000"
	CashFlowFromContinuingInvestingActivities,"-1,161,207,000","-131,417,000","-572,997,000","31,991,000","-488,784,000","-1,044,000","-7,873,000","-480,000","-488,000","-646,000","-771,000","-689,000","-1,009,000","-348,000","-1,531,645,000","-5,607,000","10,081,000","17,387,000","17,642,000","18,661,000","-57,698,000","22,093,000","16,251,000","-307,745,000","-2,928,265,000","1,143,000","-65,000","-2,736,000","-5,257,000","-6,084,000","-15,113,000","-68,510,000","-23,737,000","-209,959,000","-13,249,000","-809,000","-1,322,000","-895,000","-1,364,000"
		CapitalExpenditureReported,"-17,573,000","-2,421,000","-12,931,000","-793,000","-1,428,000","-1,044,000","-1,975,000","-488,000","-495,000","-646,000","-761,000","-709,000","-1,017,000","-530,000","-1,330,000","-976,000","-1,176,000","-822,000","-991,000","-470,000","-1,305,000","-490,000","-1,425,000","-550,000","-839,000","-627,000","-3,295,000","-3,331,000","-5,885,000","-6,591,000","-16,134,000","-69,663,000","-32,099,000","-24,873,000",,,"-1,324,000","-974,000",
		NetPPEPurchaseAndSale,"2,138,000","51,000","-9,000","2,003,000",,,"0","8,000","7,000","0","-10,000","20,000","8,000","182,000","65,000","2,919,000",,,"20,000","903,000","11,000","0","3,000","897,000","1,000","233,000","193,000","20,000","92,000","5,000","21,000","153,000","6,000","0","3,179,000","-3,107,000","2,000","79,000","3,826,000"
			SaleOfPPE,"2,138,000","51,000","-9,000","2,003,000",,,"0","8,000","7,000","0","-10,000","20,000","8,000","182,000","65,000","2,919,000",,,"20,000","903,000","11,000","0","3,000","897,000","1,000","233,000","193,000","20,000","92,000","5,000","21,000","153,000","6,000","0","12,000","60,000","2,000","79,000","287,000"
		NetBusinessPurchaseAndSale,,,"28,186,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,"28,186,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,,,"0","-26,000",,,,,,,"0",,,,"-1,227,914,000","-15,552,000","0","0","0","-386,000","-74,636,000","-8,230,000","-869,000","-326,633,000",,,"0","0","0","0","0","0","0","-140,730,000",,,"0","0",
			PurchaseOfInvestmentProperties,,,"0","-26,000",,,,,,,"0",,,,"-1,227,914,000","-15,552,000","0","0","0","-386,000","-74,636,000","-8,230,000","-869,000","-326,633,000",,,"0","0","0","0","0","0","0","-140,730,000",,,"0","0",
		NetInvestmentPurchaseAndSale,"-721,290,000","-129,047,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,"-721,290,000","-129,047,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,"-302,466,000","8,002,000","11,030,000","18,209,000","18,613,000","18,614,000","18,232,000","30,813,000","18,542,000","18,541,000","13,063,000","1,537,000","3,037,000","575,000","536,000","502,000","1,000,000","1,000,000","8,356,000","-44,356,000",,,,,
FinancingCashFlow,"-65,891,000","-670,340,000","668,093,000","23,130,000","-86,774,000","-161,380,000","293,015,000","-48,494,000","-515,935,000","334,583,000","-164,578,000","-218,099,000","-147,244,000","-216,524,000","258,439,000","811,313,000","-30,895,000","-186,777,000","-141,829,000","-201,401,000","-43,704,000","-219,977,000","-113,979,000","114,262,000","2,783,959,000","-85,315,000","-53,663,000","-90,339,000","-70,361,000","-85,281,000","-32,500,000","-36,621,000","-29,356,000","-106,711,000","212,496,000","-5,817,000","-7,657,000","7,280,000","-4,768,000"
	CashFlowFromContinuingFinancingActivities,"-65,891,000","-670,340,000","668,093,000","23,130,000","-86,774,000","-161,380,000","293,015,000","-48,494,000","-515,935,000","334,583,000","-164,578,000","-218,099,000","-147,244,000","-216,524,000","258,439,000","811,313,000","-30,895,000","-186,777,000","-141,829,000","-201,401,000","-43,704,000","-219,977,000","-113,979,000","114,262,000","2,783,959,000","-85,315,000","-53,663,000","-90,339,000","-70,361,000","-85,281,000","-32,500,000","-36,621,000","-29,356,000","-106,711,000","212,496,000","-5,817,000","-7,657,000","7,280,000","-4,768,000"
		NetIssuancePaymentsOfDebt,"8,723,000","-422,927,000","431,718,000","-34,000","-34,000","-33,000","-34,000","-17,364,000","-480,497,000","513,394,000","-14,031,000","-43,004,000","-1,031,000","-61,030,000","401,970,000","950,919,000","121,428,000","-45,029,000","-10,029,000","-75,028,000","-55,028,000","-95,027,000","-28,000","144,975,000","2,071,974,000","-42,025,000","-25,000","-25,025,000","-10,024,000","-33,024,000","63,926,000","20,000,000","25,992,000","150,008,000",,,"0","0",
			NetLongTermDebtIssuance,"8,723,000","-422,927,000","431,718,000","-34,000","-34,000","-33,000","-34,000","-17,364,000","-480,497,000","513,394,000","-14,031,000","-43,004,000","-1,031,000","-61,030,000","401,970,000","950,919,000","121,428,000","-45,029,000","-10,029,000","-75,028,000","-55,028,000","-95,027,000","-28,000","144,975,000","2,071,974,000","-42,025,000","-25,000","-25,025,000","-10,024,000","-33,024,000","63,926,000","20,000,000","25,992,000","150,008,000",,,"0","0",
				LongTermDebtIssuance,,,"795,008,000","0","0","0","0","207,648,000","694,135,000","1,174,600,000","46,000,000","1,157,853,000","93,000,000","62,000,000","486,000,000","1,107,405,000",,,"0","0",,,"50,000,000","165,000,000",,,"0","0","0","0","63,950,000","20,000,000","25,992,000","182,008,000",,,"0","0",
				LongTermDebtPayments,"-786,285,000","-422,927,000","-363,290,000","-34,000","-34,000","-33,000","-34,000","-225,012,000","-1,174,632,000","-661,206,000","-60,031,000","-1,200,857,000","-94,031,000","-123,030,000","-84,030,000","-156,486,000","-878,572,000","-45,029,000","-10,029,000","-75,028,000","-155,028,000","-95,027,000","-50,028,000","-20,025,000","-265,026,000","-42,025,000","-25,000","-25,025,000","-10,024,000","-33,024,000","-24,000","0","0","-32,000,000",,,"0","0",
		NetCommonStockIssuance,,,"409,262,000","182,848,000","70,323,000","-95,000","320,696,000","-50,000","-83,000","310,000",,,,,"0","0",,,"0","34,000",,,"-121,000","45,733,000",,,,,,,,,,,,,,,
			CommonStockIssuance,,,"409,262,000","182,848,000",,,"320,696,000","-50,000","-83,000","310,000",,,,,"0","0",,,"0","34,000",,,"-121,000","45,733,000",,,,,,,,,,,,,,,
			CommonStockPayments,,,,,,"-95,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-712,801,000","-230,396,000","-165,739,000","-159,603,000","-157,063,000","-151,496,000","-27,645,000","-26,212,000","-25,869,000","-150,796,000","-150,506,000","-146,208,000","-146,212,000","-146,202,000","-145,833,000","-135,065,000","-134,820,000","-134,717,000","-134,160,000","-134,139,000","-131,770,000","-129,301,000","-124,713,000","-124,517,000","-113,452,000","-65,670,000","-63,262,000","-62,948,000","-62,871,000","-62,651,000","-105,426,000","-59,454,000","-59,184,000","-270,040,000",,,"0","0",
			CommonStockDividendPaid,,,,,,,"-27,645,000","-26,212,000","-25,869,000","-150,796,000","-150,506,000","-146,208,000","-146,212,000","-146,202,000","-145,833,000","-135,065,000","-134,820,000","-134,717,000","-134,160,000","-134,139,000","-131,770,000","-129,301,000","-124,713,000","-124,517,000","-113,452,000","-65,670,000","-63,262,000","-62,948,000","-62,871,000","-62,651,000","-105,426,000","-59,454,000","-59,184,000","-270,040,000",,,"0","0",
		ProceedsFromStockOptionExercised,,,,,,,,,,,,,,,"3,839,000",,,,"2,360,000","7,732,000","3,609,000","4,456,000","10,886,000","48,071,000","31,438,000","23,089,000","12,436,000","4,322,000","2,534,000","10,394,000","9,635,000","2,833,000","4,142,000","13,321,000",,,"0","0",
		NetOtherFinancingCharges,"-24,151,000","-17,017,000","-7,148,000","-81,000","0","-9,756,000","-2,000","-4,868,000","-9,486,000","-28,325,000","-41,000","-28,887,000","-1,000","-9,292,000","-1,537,000","-8,239,000","-17,503,000","-7,031,000",,,,"-105,000","-3,000","0","-31,199,000","-709,000","-2,812,000",,,,"-635,000","0",,,"-2,090,788,000","-5,817,000","-7,657,000","7,280,000","-4,768,000"
CashFlowFromDiscontinuedOperation,"30,626,000","0","18,481,000","7,096,000","5,049,000","-8,495,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndCashPosition,"156,020,000","156,020,000","724,595,000","423,224,000","147,594,000","520,740,000","486,451,000","105,894,000","74,050,000","559,545,000","26,823,000","25,556,000","24,739,000","30,334,000","25,783,000","1,162,774,000","144,472,000","45,420,000","29,054,000","43,634,000","29,510,000","23,361,000","36,556,000","25,359,000","23,739,000","61,561,000","41,875,000","42,740,000","31,059,000","45,367,000","35,973,000","31,334,000","41,679,000","48,278,000","285,221,000","18,550,000","18,400,000","17,188,000","14,562,000"
	ChangesInCash,"-364,720,000","-568,575,000","301,371,000","275,630,000","-373,146,000","34,289,000","380,557,000","31,844,000","-485,495,000","532,722,000","1,267,000","817,000","-5,595,000","4,551,000","-1,136,991,000","1,018,302,000","99,052,000","16,366,000","-14,580,000","14,124,000","6,149,000","-13,195,000","11,197,000","1,620,000","-37,822,000","19,686,000","-865,000","11,681,000","-14,308,000","9,394,000","4,639,000","-10,345,000","-6,599,000","-236,943,000","266,671,000","150,000","1,212,000","2,626,000","-349,000"
	BeginningCashPosition,"520,740,000","724,595,000","423,224,000","147,594,000","520,740,000","486,451,000","105,894,000","74,050,000","559,545,000","26,823,000","25,556,000","24,739,000","30,334,000","25,783,000","1,162,774,000","144,472,000","45,420,000","29,054,000","43,634,000","29,510,000","23,361,000","36,556,000","25,359,000","23,739,000","61,561,000","41,875,000","42,740,000","31,059,000","45,367,000","35,973,000","31,334,000","41,679,000","48,278,000","285,221,000","18,550,000","18,400,000","17,188,000","14,562,000","14,911,000"
CapitalExpenditure,"-17,573,000","-2,421,000","-12,931,000","-793,000","-1,428,000","-1,044,000","-1,975,000","-488,000","-495,000","-646,000","-761,000","-709,000","-1,017,000","-530,000","-1,330,000","-976,000","-1,176,000","-822,000","-991,000","-470,000","-1,305,000","-490,000","-1,425,000","-550,000","-839,000","-627,000","-3,295,000","-3,331,000","-5,885,000","-6,591,000","-16,134,000","-69,663,000","-32,099,000","-24,873,000","-13,261,000","-869,000","-1,324,000","-974,000","-1,651,000"
IssuanceOfCapitalStock,,,"409,262,000","182,848,000",,,"320,696,000","-50,000","-83,000","310,000",,,,,"0","0",,,"0","34,000",,,"-121,000","45,733,000",,,,,,,,,,,,,,,
IssuanceOfDebt,,,"795,008,000","0","0","0","0","207,648,000","694,135,000","1,174,600,000","46,000,000","1,157,853,000","93,000,000","62,000,000","486,000,000","1,107,405,000",,,"0","0",,,"50,000,000","165,000,000",,,"0","0","0","0","63,950,000","20,000,000","25,992,000","182,008,000",,,"0","0",
RepaymentOfDebt,"-786,285,000","-422,927,000","-363,290,000","-34,000","-34,000","-33,000","-34,000","-225,012,000","-1,174,632,000","-661,206,000","-60,031,000","-1,200,857,000","-94,031,000","-123,030,000","-84,030,000","-156,486,000","-878,572,000","-45,029,000","-10,029,000","-75,028,000","-155,028,000","-95,027,000","-50,028,000","-20,025,000","-265,026,000","-42,025,000","-25,000","-25,025,000","-10,024,000","-33,024,000","-24,000","0","0","-32,000,000",,,"0","0",
RepurchaseOfCapitalStock,,,,,,"-95,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreeCashFlow,"814,179,000","230,761,000","174,863,000","212,620,000","195,935,000","204,164,000","115,571,000","80,330,000","30,433,000","198,139,000","165,855,000","218,896,000","141,641,000","220,893,000","134,885,000","211,620,000","118,690,000","184,934,000","108,616,000","196,394,000","106,246,000","184,199,000","107,500,000","194,553,000","105,645,000","103,231,000","49,568,000","101,425,000","55,425,000","94,168,000","36,118,000","25,123,000","14,395,000","54,854,000","54,163,000","5,907,000","8,867,000","-4,733,000","4,132,000"
