name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
					AmortizationOfIntangibles,"44,371,000","12,791,000","11,571,000","11,185,000","8,824,000","8,925,000","7,392,000","8,165,000","10,911,000","6,230,000","6,861,000","7,215,000","8,115,000","4,891,000","5,987,000","5,349,000","4,926,000","3,827,000","4,782,000","5,320,000","5,740,000","1,562,000","1,958,000","2,037,000","2,151,000","2,039,000","1,880,000","1,877,000","1,893,000","1,831,000","2,208,000","2,060,000","1,781,000","1,604,000","1,724,000","1,739,000","1,740,000","1,929,000","2,280,000","2,411,000","2,066,000","2,080,000","2,382,000","1,722,000","1,700,000","1,658,000","2,194,000","1,877,000","983,000","1,163,000","964,000","709,000","959,000","843,000","543,000","1,404,000","1,870,000","27,000","27,000","27,000","27,000","26,000","24,000","25,000","25,000","25,000","-5,000","54,000","126,000","120,000","3,466,000","104,000","100,000","96,000","1,164,000","-1,247,000","374,000","1,205,000",,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"9,640,000","2,328,000","313,000","1,140,000","5,859,000","-410,000","-9,150,000","4,177,000","-3,280,000","300,000","-1,631,000","-3,078,000","309,000","149,000","-1,064,000","-2,880,000","-248,000","8,648,000","4,290,000","2,435,000","-1,470,000","-1,077,000","-633,000","-444,000","860,000","-1,022,000","2,341,000","-492,000","-1,022,000","-1,241,000","-680,000","-2,276,000","-1,000","-1,622,000","3,346,000","692,000","1,598,000","-1,122,000","3,745,000","641,000","676,000","-1,521,000","-3,270,000","-4,939,000","794,000","-2,110,000","1,266,000","-1,484,000","-1,825,000","-1,441,000","5,578,000","-380,000","-1,793,000","-254,000","-5,817,000","2,361,000","-19,000","298,000","-2,275,000","284,000","346,000","916,000","-1,493,000","-678,000","496,000","788,000","1,933,000","296,000","838,000","269,000","-2,317,000","1,813,000","175,000","-38,000",,,"834,000","379,000",,,"2,193,000","-467,000","-3,046,000","-811,000","2,354,000","95,000","-2,691,000","-102,000","-1,631,000","1,834,000","1,900,000","-100,000","100,000","-600,000","1,100,000","300,000","400,000","-800,000","-400,000"
			DeferredIncomeTax,"9,640,000","2,328,000","313,000","1,140,000","5,859,000","-410,000","-9,150,000","4,177,000","-3,280,000","300,000","-1,631,000","-3,078,000","309,000","149,000","-1,064,000","-2,880,000","-248,000","8,648,000","4,290,000","2,435,000","-1,470,000","-1,077,000","-633,000","-444,000","860,000","-1,022,000","2,341,000","-492,000","-1,022,000","-1,241,000","-680,000","-2,276,000","-1,000","-1,622,000","3,346,000","692,000","1,598,000","-1,122,000","3,745,000","641,000","676,000","-1,521,000","-3,270,000","-4,939,000","794,000","-2,110,000","1,266,000","-1,484,000","-1,825,000","-1,441,000","5,578,000","-380,000","-1,793,000","-254,000","-5,817,000","2,361,000","-19,000","298,000","-2,275,000","284,000","346,000","916,000","-1,493,000","-678,000","496,000","788,000","1,933,000","296,000","838,000","269,000","-2,317,000","1,813,000","175,000","-38,000",,,"834,000","379,000",,,"2,193,000","-467,000","-3,046,000","-811,000","2,354,000","95,000","-2,691,000","-102,000","-1,631,000","1,834,000","1,900,000","-100,000","100,000","-600,000","1,100,000","300,000","400,000","-800,000","-400,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"94,000","94,000","94,000","94,000","94,000","94,000","94,000","85,000","79,000","80,000","65,000","93,000","70,000",,"65,000","65,000","65,000","65,000","58,000","57,000","57,000","57,000","58,000","57,000","58,000","56,000","56,000","56,000","55,000","48,000","27,000","27,000","27,000","27,000","27,000","27,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"-409,000","25,000","246,000","-1,269,000","589,000","-1,018,000","-65,000","725,000","42,000","4,551,000","885,000","1,309,000","549,000","235,000","657,000","1,719,000","925,000","261,000","153,000","91,000","-281,000","1,324,000","150,000","120,000","-35,000","-262,000","420,000","238,000","683,000","211,000","508,000","532,000","929,000","33,000","397,000","-60,000","-471,000","153,000","2,453,000","0","1,745,000",,"3,788,000","55,134,000",,,"1,288,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,"235,000","657,000","1,719,000","925,000","261,000","153,000","91,000","-281,000","219,000","150,000","120,000","-35,000","-262,000","420,000","238,000","683,000","211,000","508,000",,"202,000","33,000","397,000","-60,000","-471,000","153,000","-15,000","-18,000","1,745,000","741,000",,"-202,000",,"839,000",,,,"-57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"9,878,000","3,996,000","3,215,000","518,000","2,149,000","4,711,000","985,000","761,000","1,557,000","3,631,000","1,017,000","182,000","1,503,000","3,176,000","1,140,000","1,147,000","2,081,000","2,793,000","2,060,000","870,000","2,114,000","1,333,000","1,173,000","519,000","1,873,000","1,476,000","1,355,000","1,076,000","1,790,000","1,388,000","1,314,000","622,000","1,439,000","1,431,000","731,000","523,000","1,793,000","927,000","691,000","462,000","1,067,000","577,000","932,000","340,000","1,094,000","1,238,000","1,096,000","517,000","923,000","1,151,000","911,000","481,000","778,000","1,284,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"7,765,000","779,000","1,526,000","5,730,000","-270,000","3,324,000","-2,805,000","366,000","4,511,000","6,045,000","5,502,000","12,652,000","1,857,000","254,000","2,654,000","-338,000","192,000","-59,000","-1,776,000","-2,375,000","692,000","120,000","-169,000","-710,000","430,000","85,000","-21,000","80,000","-60,000","93,000","105,000","293,000","195,000","-65,000","-885,000","-685,000","85,000","84,000","-538,000","38,000","95,000","30,000","974,000","-5,077,000","127,000","95,000","-1,261,000","-614,000","950,000","1,178,000","706,000","374,000","1,815,000","388,000","-1,462,000","2,569,000","1,738,000","718,000","692,000","803,000","1,240,000","1,309,000","563,000","702,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,000","100,000","-300,000","0","100,000",,"-300,000",,,
		ChangeInWorkingCapital,"-143,552,000","-50,675,000","-33,823,000","-27,977,000","-31,077,000","35,923,000","24,002,000","-18,476,000","81,770,000","-22,460,000","-10,059,000","13,101,000","-16,885,000","-33,194,000","39,003,000","-18,496,000","-12,112,000","-33,480,000","26,218,000","10,954,000","-18,534,000","-5,109,000","17,789,000","-12,970,000","-4,220,000","-3,123,000","-1,469,000","-2,489,000","7,382,000","7,628,000","-13,890,000","10,149,000","8,576,000","-14,145,000","686,000","10,863,000","-9,047,000","-17,724,000","13,126,000","4,717,000","-5,610,000","-21,953,000","41,839,000","-11,903,000","-13,465,000","-18,748,000","32,843,000","-13,145,000","-7,611,000","-15,937,000","-8,931,000","11,519,000","9,613,000","-15,596,000","23,580,000","-1,204,000","6,882,000","-12,840,000","48,996,000","2,823,000","7,458,000","-18,410,000","16,104,000","-4,705,000","-1,690,000","-27,290,000","11,580,000","-304,000","3,319,000","-7,751,000","7,716,000","-2,287,000","6,490,000","-8,379,000","-11,741,000","473,000","6,845,000","-3,330,000","-4,524,000","4,320,000","2,824,000","-11,493,000","13,328,000","-3,381,000","12,040,000","-1,708,000","29,671,000","-8,447,000","7,996,000","-12,904,000","-1,300,000","-20,900,000","-17,300,000","-10,100,000","-4,800,000","-22,700,000","-20,200,000","-8,800,000","-7,800,000"
			ChangeInReceivables,"-181,980,000","-50,139,000","-40,810,000","-24,914,000","-66,117,000","56,524,000","14,895,000","2,224,000","32,662,000","-8,589,000","-20,092,000","-17,577,000","-55,094,000","38,943,000","15,989,000","-24,668,000","-62,779,000","-11,607,000","9,469,000","2,268,000","-65,587,000","17,920,000","18,209,000","-104,000","-23,228,000","15,305,000","2,720,000","13,917,000","-23,113,000","-738,000","-13,191,000","6,330,000","-11,621,000","2,887,000","-3,373,000","23,058,000","-14,400,000","-19,630,000","8,436,000","16,019,000","-15,831,000","-905,000","36,171,000","-3,226,000","-20,835,000","-1,720,000","34,888,000","-19,814,000","-1,940,000","271,000","11,508,000","28,360,000","-11,935,000","19,805,000","32,011,000","12,494,000","-28,349,000","3,341,000","13,488,000","-9,868,000","-21,440,000","2,511,000","12,068,000","-12,367,000","-29,875,000","-9,363,000","3,294,000","-8,505,000","-22,533,000","1,305,000","-405,000","-10,161,000","-2,906,000","2,731,000","-12,388,000","5,268,000","-10,984,000","12,447,000","3,299,000","3,481,000","-12,824,000","19,336,000","33,895,000","-15,028,000","-10,378,000","14,613,000","11,409,000","-9,528,000","-45,999,000","7,327,000","-10,100,000","-24,500,000","-38,800,000","-100,000","8,600,000","-26,100,000","-14,200,000","-3,200,000","-3,200,000"
				ChangesInAccountReceivables,"-160,431,000","-52,701,000","-32,237,000","-18,968,000","-56,525,000","49,684,000","5,182,000","3,046,000","38,152,000","-7,894,000","-17,861,000","-18,566,000","-51,353,000","38,272,000","12,105,000","-25,051,000","-52,133,000","-3,542,000","252,000","835,000","-63,411,000","24,525,000","11,339,000","2,383,000","-23,826,000","17,142,000","-2,301,000","16,708,000","-20,845,000","2,854,000","-17,911,000","47,000","-7,805,000","7,330,000","-5,451,000","23,944,000","-18,928,000","-11,992,000",,,"-19,001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-6,574,000","-3,104,000","597,000","-883,000","-3,184,000","-2,181,000","-749,000","-488,000","36,000","-256,000","2,614,000","-51,000","295,000","-492,000","379,000","-482,000","-898,000","-537,000","475,000","-135,000","-174,000","-750,000","511,000","234,000","-162,000","-370,000","1,174,000","1,222,000","-177,000","-1,263,000","392,000","147,000","135,000","-393,000","906,000","315,000","-50,000","37,000","270,000","557,000","436,000","-68,000","-71,000","320,000","-322,000","-197,000","272,000","230,000","-31,000","563,000","-201,000","767,000","401,000","730,000","-233,000","963,000","-737,000","-26,000","886,000","-115,000","346,000","-1,462,000","847,000","-40,000","-1,351,000","-169,000","684,000","470,000","296,000","103,000","-80,000","269,000","-163,000","-790,000","1,396,000","-771,000","509,000","924,000","388,000","662,000","609,000","768,000","1,417,000","-589,000","76,000","36,000","236,000","673,000","-491,000","685,000","-1,800,000","-800,000","-700,000","-1,500,000","600,000","-300,000","-1,000,000","-100,000","700,000"
			ChangeInPrepaidAssets,"-11,036,000","-2,803,000","-24,215,000","2,555,000","13,427,000","-390,000","-14,272,000","-3,965,000","7,990,000","5,392,000","-10,894,000","-3,890,000","1,348,000","-2,083,000","-2,566,000","-1,464,000","1,161,000","3,388,000","3,075,000","-4,651,000","3,384,000","659,000","-5,202,000","-1,999,000","-1,470,000","-179,000","337,000","-1,779,000","1,071,000","735,000","-1,261,000","1,104,000","827,000","824,000","-98,000","-122,000","-83,000","194,000","-367,000","158,000","1,434,000","-855,000","2,946,000","-4,172,000","972,000","1,231,000","2,979,000","-6,777,000","1,475,000","854,000","3,464,000","-321,000","-733,000","-367,000","-677,000","-347,000","4,489,000","-1,898,000","-1,981,000","-1,138,000","2,552,000","-699,000","642,000","-1,679,000","1,392,000","-790,000","-1,096,000","-1,236,000","-3,000","970,000","159,000","-1,741,000","3,084,000","-373,000","-325,000","-2,100,000","607,000","331,000","-1,012,000","-830,000","3,666,000","774,000","-941,000","-2,217,000","2,597,000","-1,522,000",,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"38,990,000","1,899,000","-11,108,000","26,076,000","22,123,000","-33,087,000","27,117,000","-14,046,000","43,815,000","-45,799,000","24,411,000","44,484,000","21,482,000","-59,331,000","28,334,000","10,067,000","25,133,000","-15,663,000","-527,000","9,173,000","29,721,000","-16,299,000","1,108,000","-4,801,000","15,745,000","-9,316,000","-8,369,000","-5,972,000","22,237,000","3,721,000","-3,549,000","1,473,000","9,167,000","-11,169,000","1,363,000","671,000","4,595,000","147,000","-629,000","-9,178,000","4,649,000","-10,349,000","-8,009,000","-5,622,000","9,546,000","-17,392,000","4,681,000","11,656,000","-67,000","-16,223,000","1,766,000","-5,790,000","8,192,000","-27,057,000","3,302,000","-9,285,000","32,227,000","-16,698,000","36,224,000","14,051,000","26,063,000","-18,962,000","1,952,000","9,712,000","29,550,000","-11,518,000","6,047,000","-591,000","20,412,000","-13,840,000","9,037,000","3,432,000","7,763,000","-4,786,000","4,240,000","-5,180,000","10,545,000","-5,938,000","-5,503,000","-573,000","8,572,000","-30,240,000","-11,649,000","13,321,000","11,197,000","-16,036,000","5,708,000","5,359,000","22,078,000","-11,165,000","3,300,000","6,300,000","10,100,000","500,000","-11,400,000","6,500,000","-5,800,000","-4,300,000","-1,100,000"
			ChangeInOtherCurrentAssets,"-709,000","181,000","74,000","-143,000","-821,000","-284,000","-742,000","-403,000","-453,000","225,000","-191,000","-7,419,000","3,814,000","3,061,000","85,000","-260,000","-235,000","296,000","92,000","493,000","-45,000","465,000","-15,000","-44,000","-133,000","49,000","-204,000","-60,000","-493,000","278,000","-367,000","-52,000","-84,000","182,000","-554,000","-186,000","127,000","122,000","-653,000","558,000","135,000",,,"-2,698,000",,,"-269,000","-1,181,000",,,"-2,018,000","-1,052,000","1,189,000","1,610,000",,,,,,,,,,,,"-2,257,000","2,131,000","-736,000","-558,000","862,000","-3,188,000","-116,000","-3,606,000","-2,370,000","1,556,000","-1,985,000","1,702,000","221,000","-643,000","3,188,000","-3,288,000","486,000","-45,000","702,000","367,000","-1,436,000","10,657,000","-2,124,000","14,343,000","-8,767,000","1,800,000","-2,800,000","9,000,000","-5,100,000","800,000","-5,400,000","0","-800,000","-3,800,000"
			ChangeInOtherCurrentLiabilities,"-15,359,000","-5,755,000","-2,724,000","-3,415,000","-3,465,000","-5,209,000","-8,192,000","6,795,000","10,975,000","-8,770,000","-5,728,000","-4,302,000","-2,169,000","-2,552,000","-2,322,000","5,460,000","382,000","-9,064,000","10,678,000","332,000","181,000","47,000","601,000","452,000","722,000","-86,000","-2,123,000","104,000","-159,000","78,000","-504,000","2,065,000","98,000","-295,000","420,000","644,000","-35,000","-64,000","2,471,000","-2,888,000","298,000",,"6,630,000","660,000",,,"-9,696,000","3,385,000",,,"-24,566,000","-10,564,000","12,173,000","-9,438,000",,,,,,,,,,,,"3,710,000","520,000","10,294,000","5,817,000","2,737,000","1,890,000","6,030,000","2,318,000","-2,791,000","-6,220,000","5,241,000","4,466,000","-11,315,000","-1,053,000","-1,587,000","6,068,000","-2,617,000","-9,904,000","574,000","8,595,000","2,634,000","1,661,000","-2,827,000","18,065,000","-984,000","5,500,000","900,000","3,100,000","-3,900,000","-3,400,000","2,600,000","800,000","-400,000","-400,000"
