name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalRevenue,"120,358,000","33,498,000","29,886,000","29,555,000","27,419,000","24,200,000","22,368,000","23,112,000","21,409,000","21,158,000","22,562,000","21,914,000","20,568,000","20,541,000","19,725,000","20,213,000","21,119,000","24,737,000","26,777,000","26,517,000","24,289,000","24,289,000","28,433,000","27,259,000","26,688,000","25,081,000","24,072,000","23,878,000","23,210,000","26,817,000","26,061,000","22,406,000","24,610,000","27,086,000","27,078,000","25,489,000","24,776,000","24,110,000","23,815,000","22,551,000","22,531,000","20,643,000","17,596,000","16,939,000","17,160,000","15,017,000","16,218,000","14,828,000","15,352,000","15,252,000","14,787,000","13,878,000","9,583,000","10,190,000","13,811,000","18,765,000","21,114,000","20,347,000","24,555,000","24,068,000","23,698,000","22,142,000","18,953,000","19,364,000","18,010,000","19,857,000","19,022,000","18,457,000","18,356,000","18,093,000","18,051,000","16,450,000","15,169,000","12,676,000","12,069,000","11,300,000","10,090,000","9,067,000","8,994,000","11,037,000","12,236,000","11,457,000","10,366,000","9,226,000","8,346,000","7,533,972"
	OperatingRevenue,"120,358,000","33,498,000","29,886,000","29,555,000","27,419,000","24,200,000","22,368,000","23,112,000","21,409,000","21,158,000","22,562,000","21,914,000","20,568,000","20,541,000","19,725,000","20,213,000","21,119,000","24,737,000","26,777,000","26,517,000","24,289,000","24,289,000","28,433,000","27,259,000","26,688,000","25,081,000","24,072,000","23,878,000","23,210,000","26,817,000","26,061,000","22,406,000","24,610,000","27,086,000","27,078,000","25,489,000","24,776,000","24,110,000","23,815,000","22,551,000","22,531,000","20,643,000","17,596,000","16,939,000","17,160,000","15,017,000","16,218,000","14,828,000","15,352,000","15,252,000","14,787,000","13,878,000","9,583,000","10,190,000","13,811,000","18,765,000","21,114,000","20,347,000","24,555,000","24,068,000","23,698,000","22,142,000","18,953,000","19,364,000","18,010,000","19,857,000","19,022,000","18,457,000","18,356,000","18,093,000","18,051,000","16,450,000","15,169,000","12,676,000","12,069,000","11,300,000","10,090,000","9,067,000","8,994,000","11,037,000","12,236,000","11,457,000","10,366,000","9,226,000","8,346,000","7,533,972"
CostOfRevenue,"45,059,000","11,529,000","11,675,000","11,070,000","10,785,000","10,663,000","9,839,000","9,493,000","8,946,000","8,487,000","9,059,000","8,715,000","7,832,000","7,867,000","9,721,000","10,683,000","10,917,000","11,482,000","12,281,000","12,431,000","11,379,000","11,431,000","12,136,000","11,452,000","10,654,000","10,206,000","10,080,000","10,252,000","9,888,000","8,804,000","9,549,000","11,614,000","8,847,000","9,705,000","9,565,000","10,507,000","9,741,000","9,657,000","9,406,000","9,457,000","8,906,000","8,728,000","8,224,000","7,806,000","7,419,000","5,949,000","6,555,000","6,150,000","6,288,000","6,681,000","6,716,000","5,630,000","5,223,000","6,649,000","11,045,000","7,783,000","7,898,000","8,397,000","10,126,000","9,431,000","8,719,000","7,767,000","12,991,000","6,792,000","6,674,000","6,440,000","6,441,000","6,397,000","5,867,000","5,907,000","6,245,000","5,887,000","5,369,000","5,704,000","3,686,000","3,768,000","3,514,000","3,444,000","3,362,000","3,650,000","4,333,000","3,864,000","3,339,000","3,011,000","2,937,000","2,555,935"
GrossProfit,"75,299,000","21,969,000","18,211,000","18,485,000","16,634,000","13,537,000","12,529,000","13,619,000","12,463,000","12,671,000","13,503,000","13,199,000","12,736,000","12,674,000","10,004,000","9,530,000","10,202,000","13,255,000","14,496,000","14,086,000","12,910,000","12,858,000","16,297,000","15,807,000","16,034,000","14,875,000","13,992,000","13,626,000","13,322,000","18,013,000","16,512,000","10,792,000","15,763,000","17,381,000","17,513,000","14,982,000","15,035,000","14,453,000","14,409,000","13,094,000","13,625,000","11,915,000","9,372,000","9,133,000","9,741,000","9,068,000","9,663,000","8,678,000","9,064,000","8,571,000","8,071,000","8,248,000","4,360,000","3,541,000","2,766,000","10,982,000","13,216,000","11,950,000","14,429,000","14,637,000","14,979,000","14,375,000","5,962,000","12,572,000","11,336,000","13,417,000","12,581,000","12,060,000","12,489,000","12,186,000","11,806,000","10,563,000","9,800,000","6,972,000","8,383,000","7,532,000","6,576,000","5,623,000","5,632,000","7,387,000","7,903,000","7,593,000","7,027,000","6,215,000","5,409,000","4,978,037"
OperatingExpense,"87,307,000","25,242,000","20,698,000","20,580,000","20,787,000","20,619,000","18,827,000","16,922,000","15,665,000","16,658,000","15,286,000","14,599,000","14,406,000","15,365,000","13,140,000","12,370,000","13,127,000","13,729,000","13,662,000","13,662,000","13,563,000","13,273,000","13,553,000","12,671,000","12,271,000","11,552,000","10,590,000","10,927,000","9,653,000","8,544,000","8,752,000","7,847,000","8,010,000","7,943,000","7,403,000","7,227,000","7,607,000","8,176,000","8,098,000","7,752,000","8,061,000","8,113,000","7,230,000","7,575,000","9,010,000","9,145,000","8,346,000","7,589,000","8,909,000","8,627,000","8,034,000","9,096,000","9,264,000","10,289,000","12,691,000","13,430,000","14,975,000","15,569,000","16,905,000","15,782,000","16,473,000","21,802,000","10,790,000","12,945,000","13,238,000","12,713,000","11,119,000","10,965,000","11,477,000","10,793,000","10,900,000","10,492,000","10,473,000","9,680,000","11,228,000","8,682,000","7,776,000","7,684,000","7,130,000","7,300,000","7,125,000","6,532,000","45,354,000","-4,396,000","7,611,000","7,668,321"
	SellingGeneralAndAdministration,"39,024,000","10,839,000","9,167,000","9,609,000","9,410,000","9,464,000","8,625,000","8,420,000","7,737,000","7,895,000","6,359,000","5,990,000","6,940,000","7,011,000","6,133,000","5,507,000","5,919,000","6,375,000","5,909,000","5,680,000","6,195,000","5,899,000","6,290,000","5,548,000","5,094,000","5,124,000","5,085,000","5,665,000","5,216,000","4,456,000","4,970,000","4,498,000","4,661,000","4,329,000","4,015,000","3,812,000","4,404,000","4,794,000","4,477,000","4,498,000","4,719,000","4,905,000","4,119,000","4,158,000","5,242,000","4,745,000","3,690,000","3,228,000","4,492,000","4,579,000","3,719,000","4,321,000","4,108,000","4,413,000","4,432,000","5,401,000","5,646,000","6,299,000","6,613,000","5,789,000","6,645,000","5,844,000","4,964,000","5,028,000","4,866,000","4,956,000","4,070,000","3,971,000","4,321,000","3,956,000","4,048,000","3,935,000","3,914,000","4,052,000","4,563,000","3,472,000","3,323,000","3,352,000","2,513,000","2,671,000","2,795,000","2,554,000","10,303,000","3,017,000","2,603,000","2,454,384"
	ResearchAndDevelopment,"47,028,000","14,089,000","11,218,000","10,657,000","11,064,000","10,841,000","9,982,000","8,328,000","7,754,000","8,590,000","8,754,000","8,435,000","7,312,000","8,246,000","6,898,000","6,755,000","7,100,000","7,245,000","7,646,000","7,875,000","7,276,000","7,282,000","7,171,000","7,017,000","7,060,000","6,311,000","5,398,000","5,173,000","4,437,000","4,088,000","3,782,000","3,349,000","3,337,000","3,596,000","3,370,000","3,396,000","3,184,000","3,364,000","3,600,000","3,203,000","3,291,000","3,157,000","3,060,000","3,366,000","3,717,000","4,349,000","4,599,000","4,291,000","4,335,000","3,962,000","4,226,000","4,689,000","5,069,000","5,789,000","7,949,000","7,835,000","9,134,000","9,076,000","9,899,000","9,008,000","8,797,000","8,370,000","8,070,000","6,416,000","6,871,000","6,256,000","5,641,000","5,474,000","5,655,000","5,336,000","5,352,000","4,940,000","4,822,000","5,218,000","5,318,000","4,421,000","4,453,000","4,332,000","4,104,000","3,989,000","4,330,000","3,190,000","3,427,000","3,225,000","2,887,000","2,657,071"
	DepreciationAmortizationDepletionIncomeStatement,"1,255,000","314,000","313,000","314,000","313,000","314,000","220,000","174,000","174,000","173,000","173,000","174,000","154,000","108,000","109,000","108,000","108,000","109,000","107,000","107,000","92,000","92,000","92,000","106,000","117,000","117,000","107,000","89,000","0","0","0","0","12,000","18,000","18,000","19,000","19,000","18,000","21,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","57,000","70,000","82,000","86,000","89,000","86,000","87,000","87,000","310,000","194,000","195,000","194,000","393,000","985,000","1,031,000","2,588,000","-3,044,000","1,501,000","1,501,000","1,501,000","1,408,000","1,520,000","1,501,000","1,501,000","1,501,000","1,617,000","1,737,000","410,000","1,347,000","789,000",,,"513,000","640,000",,"788,000",,"1,358,000","2,121,000","2,556,866"
		DepreciationAndAmortizationInIncomeStatement,"1,255,000","314,000","313,000","314,000","313,000","314,000","220,000","174,000","174,000","173,000","173,000","174,000","154,000","108,000","109,000","108,000","108,000","109,000","107,000","107,000","92,000","92,000","92,000","106,000","117,000","117,000","107,000","89,000","0","0","0","0","12,000","18,000","18,000","19,000","19,000","18,000","21,000","51,000","51,000","51,000","51,000","51,000","51,000","51,000","57,000","70,000","82,000","86,000","89,000","86,000","87,000","87,000","310,000","194,000","195,000","194,000","393,000","985,000","1,031,000","2,588,000","-3,044,000","1,501,000","1,501,000","1,501,000","1,408,000","1,520,000","1,501,000","1,501,000","1,501,000","1,617,000","1,737,000","410,000","1,347,000","789,000",,,"513,000","640,000",,"788,000",,"1,358,000","2,121,000","2,556,866"
			Amortization,"1,255,000","314,000","313,000","314,000","313,000","314,000","220,000","174,000","174,000","173,000","173,000","174,000","154,000","108,000","109,000","108,000","108,000","109,000","107,000","107,000","92,000","92,000","92,000","106,000","117,000","117,000","107,000","89,000","0","0","0","0","12,000","18,000","18,000","19,000","19,000","18,000","21,000","51,000","51,000",,,,,,,,,,,,,"87,000",,"194,000","195,000","194,000","393,000","985,000","1,031,000","2,588,000","-3,044,000","1,501,000","1,501,000","1,501,000","1,408,000","1,520,000","1,501,000","1,501,000","1,501,000","1,617,000","1,737,000","410,000","1,347,000","789,000",,,"513,000","640,000",,"788,000",,"1,358,000","2,121,000","2,556,866"
