name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
TotalAssets,"1,528,657,000","1,421,867,000","1,347,316,000","1,287,136,000","1,079,916,000","988,847,000","944,582,000","910,248,000","975,180,000","875,539,000","865,789,000","832,961,000","793,020,000","784,026,000","771,016,000","705,049,000","643,192,000","612,230,000","606,508,000","554,323,000","533,465,000","540,984,000","554,114,000","505,886,000","505,528,000","473,876,000","440,130,000","418,128,000","409,023,000","400,325,000","8,830,000","8,841,000","10,383,000","15,654,000","233,470,000","239,651,000","249,024,000","250,423,000","263,169,000","275,091,000","286,619,000","299,586,000","305,517,000","311,746,000","320,828,000","331,711,000","329,703,000","327,007,000","339,402,000","346,775,000","340,316,000","346,601,000","352,884,000","365,724,000","392,183,000","419,426,000","387,927,000","344,099,000","312,881,168","273,301,877","141,873,850"
	CurrentAssets,"1,414,794,000","1,304,168,000","1,230,329,000","1,170,263,000","971,889,000","883,494,000","835,860,000","816,929,000","889,280,000","795,972,000","807,474,000","776,650,000","733,679,000","732,351,000","715,204,000","654,225,000","592,269,000","559,587,000","530,654,000","490,059,000","465,666,000","470,490,000","476,029,000","424,683,000","420,440,000","386,592,000","352,096,000","327,863,000","317,976,000","307,472,000","8,779,000","8,784,000","10,295,000","15,129,000","38,540,000","38,339,000","41,252,000","36,056,000","42,098,000","46,973,000","50,971,000","57,487,000","57,754,000","58,144,000","60,931,000","63,810,000","55,428,000","45,664,000","51,713,000","53,593,000","41,678,000","43,798,000","39,715,000","46,865,000","57,802,000","80,569,000","51,581,000","56,181,000","60,582,921","89,047,888","1,173,847"
		CashCashEquivalentsAndShortTermInvestments,"66,083,000","78,696,000","21,561,000","33,517,000","28,688,000","19,479,000","40,269,000","43,162,000","105,860,000","33,269,000","35,123,000","34,383,000","23,873,000","38,315,000","33,116,000","37,069,000","34,445,000","36,684,000","20,720,000","27,297,000","32,332,000","35,157,000","19,754,000","24,113,000","24,457,000","19,909,000","14,405,000","15,171,000","17,068,000","21,267,000","7,081,000","8,054,000","10,091,000","12,605,000","17,290,000","11,232,000","9,615,000","9,323,000","10,842,000","9,213,000","11,687,000","15,139,000","9,664,000","8,032,000","7,414,000","7,428,000","10,895,000","12,290,000","16,116,000","6,109,000","10,049,000","8,607,000","7,806,000","12,299,000","19,641,000","38,771,000","51,335,000","55,987,000","60,297,759","88,613,728","768,423"
			CashAndCashEquivalents,"66,083,000","78,696,000","21,561,000","33,517,000","28,688,000","19,479,000","40,269,000","43,162,000","105,860,000","33,269,000","35,123,000","34,383,000","23,873,000","38,315,000","33,116,000","37,069,000","34,445,000","36,684,000","20,720,000","27,297,000","32,332,000","35,157,000","19,754,000","24,113,000","24,457,000","19,909,000","14,405,000","15,171,000","17,068,000","21,267,000","7,081,000","8,054,000","10,091,000","12,605,000","17,290,000","11,232,000","9,615,000","9,323,000","10,842,000","9,213,000","11,687,000","15,139,000","9,664,000","8,032,000","7,414,000","7,428,000","10,895,000","12,290,000","16,116,000","6,109,000","8,167,000","4,574,000","7,806,000","12,299,000","19,641,000","38,771,000","51,335,000","55,987,000","60,297,759","88,613,728","768,423"
				CashFinancial,,,,,,,,,,"33,269,000","35,123,000","34,383,000","23,873,000","38,315,000","33,116,000","37,069,000","34,445,000","36,684,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,086,000",,,,"13,179,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,768,000",,,,,,,,,,,,,,,,,,,,,"1,882,000","4,033,000",,,,,,,,,
		Receivables,"7,050,000","6,871,000","7,029,000","7,007,000","7,561,000","5,224,000","5,651,000","14,487,000","6,021,000","4,720,000","9,510,000","5,009,000","2,774,000","4,842,000","4,059,000","6,205,000","1,548,000","1,605,000","1,808,000","2,381,000","2,868,000","2,448,000","2,067,000","2,186,000","4,126,000","3,314,000","726,000","810,000","925,000","3,517,000","5,000","0","38,000",,"7,237,000","12,597,000","15,546,000","9,256,000","13,939,000","14,925,000","18,331,000","13,591,000","18,010,000","25,516,000","28,379,000","27,802,000","21,442,000","18,050,000","16,089,000","23,745,000","16,163,000","21,887,000","17,639,000","16,669,000","18,727,000","291,000",,,,,
			AccountsReceivable,"7,050,000","6,871,000","7,029,000","7,007,000","7,561,000","5,224,000","5,651,000","14,487,000","6,021,000","4,720,000","9,510,000","5,009,000","2,774,000","4,842,000","4,059,000","6,205,000","1,548,000","1,605,000","1,808,000","2,381,000","2,868,000","2,448,000","2,067,000","2,186,000","4,126,000","3,314,000","726,000","810,000","925,000","749,000","5,000","0","38,000",,"7,237,000","12,597,000","15,546,000","9,256,000","13,939,000","14,925,000","18,331,000","13,591,000","18,010,000","25,516,000","28,379,000","27,802,000","21,442,000","18,050,000","16,089,000","23,745,000","16,163,000","21,887,000","17,639,000","16,669,000","18,727,000","291,000",,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
