name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalAssets,"34,994,000,000","35,308,000,000","35,772,000,000","36,669,000,000","36,836,000,000","38,007,000,000","37,339,000,000","37,523,000,000","37,229,000,000","53,369,000,000","52,549,000,000","52,876,000,000","53,129,000,000","52,439,000,000","53,600,000,000","54,090,000,000","55,221,000,000","57,050,000,000","54,810,000,000","0","54,123,000,000"
	CurrentAssets,"14,707,000,000","15,065,000,000","14,887,000,000","15,512,000,000","15,786,000,000","16,455,000,000","15,208,000,000","15,502,000,000","14,653,000,000","15,222,000,000","14,769,000,000","14,985,000,000","14,912,000,000","14,971,000,000","16,118,000,000","16,442,000,000","17,054,000,000","18,499,000,000","16,581,000,000","9,091,000,000","16,132,000,000"
		CashCashEquivalentsAndShortTermInvestments,"3,191,000,000","3,853,000,000","3,926,000,000","3,913,000,000","4,382,000,000","4,132,000,000","4,061,000,000","4,132,000,000","3,010,000,000","3,249,000,000","2,808,000,000","3,138,000,000","3,073,000,000","3,723,000,000","4,765,000,000","4,879,000,000","5,631,000,000","7,023,000,000","4,777,000,000","4,133,000,000","5,082,000,000"
			CashAndCashEquivalents,"3,191,000,000","3,853,000,000","3,926,000,000","3,913,000,000","4,382,000,000","4,132,000,000","4,061,000,000","4,132,000,000","3,010,000,000","3,249,000,000","2,808,000,000","3,138,000,000","3,073,000,000","3,723,000,000","4,765,000,000","4,879,000,000","5,631,000,000","7,023,000,000","4,777,000,000","4,133,000,000","5,082,000,000"
		Receivables,"5,738,000,000","5,651,000,000","5,326,000,000","5,407,000,000","5,263,000,000","5,622,000,000","5,647,000,000","5,636,000,000","6,148,000,000","6,416,000,000","6,165,000,000","6,310,000,000","6,319,000,000","5,969,000,000","5,809,000,000","6,038,000,000","5,865,000,000","6,014,000,000","5,194,000,000","2,307,000,000","4,769,000,000"
			AccountsReceivable,"4,849,000,000","4,724,000,000","4,569,000,000","4,655,000,000","4,429,000,000","4,676,000,000","4,657,000,000","4,598,000,000","5,181,000,000","5,448,000,000","5,253,000,000","5,245,000,000","5,305,000,000","4,974,000,000","4,789,000,000","4,891,000,000","4,732,000,000","4,699,000,000","3,808,000,000","2,674,000,000","4,769,000,000"
				GrossAccountsReceivable,,,,,,,"4,657,000,000","4,598,000,000","5,181,000,000","5,448,000,000","5,253,000,000","5,245,000,000","5,305,000,000","4,974,000,000","4,789,000,000","4,891,000,000","4,732,000,000","4,699,000,000","3,808,000,000","2,674,000,000",
			DuefromRelatedPartiesCurrent,"464,000,000","481,000,000","362,000,000","343,000,000","420,000,000","429,000,000","526,000,000","521,000,000","462,000,000","495,000,000","494,000,000","668,000,000","635,000,000","653,000,000","675,000,000","744,000,000","691,000,000","801,000,000","542,000,000",,
			OtherReceivables,"769,000,000","846,000,000","782,000,000","785,000,000","789,000,000","890,000,000","826,000,000","858,000,000","838,000,000","796,000,000","766,000,000","730,000,000","714,000,000","669,000,000","674,000,000","736,000,000","788,000,000","844,000,000","1,075,000,000",,
			ReceivablesAdjustmentsAllowances,"-344,000,000","-400,000,000","-387,000,000","-376,000,000","-375,000,000","-373,000,000","-362,000,000","-341,000,000","-333,000,000","-323,000,000","-348,000,000","-333,000,000","-335,000,000","-327,000,000","-329,000,000","-333,000,000","-346,000,000","-330,000,000","-231,000,000","-367,000,000",
		Inventory,"4,151,000,000","3,979,000,000","4,110,000,000","4,212,000,000","4,181,000,000","4,421,000,000","4,469,000,000","4,616,000,000","4,534,000,000","4,608,000,000","4,739,000,000","4,807,000,000","4,871,000,000","4,620,000,000","4,681,000,000","4,675,000,000","4,696,000,000","4,590,000,000","5,309,000,000","1,976,000,000","5,144,000,000"
			WorkInProcess,"1,977,000,000","1,751,000,000","1,855,000,000","1,874,000,000","1,873,000,000","2,084,000,000","2,044,000,000","2,107,000,000","2,060,000,000","2,062,000,000","2,032,000,000","2,056,000,000","2,089,000,000","2,045,000,000","2,055,000,000","2,019,000,000","2,169,000,000","1,993,000,000","2,272,000,000",,
			FinishedGoods,"2,174,000,000","2,228,000,000","2,255,000,000","2,338,000,000","2,308,000,000","2,337,000,000","2,425,000,000","2,509,000,000","2,474,000,000","2,546,000,000","2,707,000,000","2,751,000,000","2,782,000,000","2,575,000,000","2,626,000,000","2,656,000,000","2,527,000,000","2,597,000,000","3,037,000,000",,
		HedgingAssetsCurrent,,,"18,000,000","39,000,000","135,000,000",,"106,000,000",,,,,,,,,,,,,,
		OtherCurrentAssets,"1,627,000,000","1,582,000,000","1,507,000,000","1,941,000,000","1,825,000,000","2,280,000,000","925,000,000","1,118,000,000","961,000,000","949,000,000","1,057,000,000","730,000,000","649,000,000","659,000,000","863,000,000","850,000,000","862,000,000","872,000,000","1,301,000,000","675,000,000","1,137,000,000"
	TotalNonCurrentAssets,"20,287,000,000","20,243,000,000","20,885,000,000","21,157,000,000","21,050,000,000","21,552,000,000","22,131,000,000","22,021,000,000","22,576,000,000","38,147,000,000","37,780,000,000","37,891,000,000","38,217,000,000","37,468,000,000","37,482,000,000","37,648,000,000","38,166,000,000","38,551,000,000","38,229,000,000","9,584,000,000","37,991,000,000"
		NetPPE,"4,804,000,000","4,877,000,000","4,982,000,000","5,086,000,000","5,163,000,000","5,358,000,000","5,536,000,000","5,710,000,000","5,997,000,000","6,240,000,000","6,141,000,000","6,130,000,000","6,218,000,000","6,228,000,000","6,226,000,000","6,335,000,000","6,593,000,000","6,959,000,000","6,255,000,000","4,047,000,000","6,412,000,000"
			GrossPPE,"9,920,000,000","9,880,000,000","10,064,000,000","10,165,000,000","10,088,000,000","10,473,000,000","10,280,000,000","10,260,000,000","10,503,000,000","10,624,000,000","10,301,000,000","10,048,000,000","10,072,000,000","9,853,000,000","9,743,000,000","9,683,000,000","9,642,000,000","9,776,000,000","8,841,000,000",,
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0",,
				LandAndImprovements,,"350,000,000",,,,"404,000,000",,,,"430,000,000",,,,"432,000,000",,,,"413,000,000","348,000,000",,
				BuildingsAndImprovements,,"2,271,000,000",,,,"2,618,000,000",,,,"2,870,000,000",,,,"2,854,000,000",,,,"3,168,000,000","2,793,000,000",,
