name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
			RawMaterials,"72,092,000","70,718,000","67,969,000","66,599,000","67,026,000","66,595,000","66,591,000","64,028,000","63,296,000","66,225,000","60,157,000","59,684,000","58,496,000","54,290,000","35,150,000","40,255,000","40,401,000","38,413,000","36,415,000","38,209,000","38,025,000","43,188,000","45,109,000","46,687,000","48,394,000","48,412,000","42,603,000","37,175,000","35,311,000","33,358,000","37,009,000","42,258,000","42,331,000","38,479,000","38,004,000","37,581,000","32,675,000","32,519,000","34,591,000","29,145,000","26,830,000","27,784,000","26,217,000","25,750,000","24,828,000","23,720,000","23,542,000","22,297,000","20,061,000","17,901,000","20,082,000","21,003,000","30,032,000","30,543,000","21,378,000","19,157,000","22,904,000","19,622,000","18,011,000","17,319,000","21,658,000","20,147,000","18,623,000","14,612,000","15,919,000","13,872,000","17,923,000","22,141,000","20,619,000","19,374,000","14,639,000","12,852,000","13,218,000","12,381,000","13,327,000","13,578,000","16,196,000","16,732,000","13,779,000","10,991,000","11,084,000","11,186,000","11,981,000","15,545,000","13,524,000",,,,,
			WorkInProcess,"18,705,000","17,134,000","17,358,000","19,903,000","17,479,000","14,660,000","15,148,000","17,706,000","17,915,000","14,209,000","12,940,000","13,119,000","12,569,000","11,854,000","8,117,000","8,036,000","7,242,000","6,698,000","7,365,000","6,332,000","5,481,000","6,085,000","4,668,000","5,919,000","5,761,000","4,919,000","5,487,000","6,176,000","5,663,000","5,242,000","4,505,000","4,463,000","4,285,000","3,962,000","5,001,000","4,670,000","7,358,000","6,870,000","6,333,000","4,799,000","5,377,000","5,360,000","4,964,000","5,422,000","4,330,000","3,255,000","3,189,000","3,014,000","3,326,000","2,880,000","3,080,000","3,808,000","4,368,000","4,502,000","4,628,000","5,775,000","5,605,000","2,075,000","1,735,000","1,702,000","1,537,000","1,440,000","1,805,000","1,563,000","1,371,000","943,000","562,000","760,000","1,027,000","918,000","1,048,000","1,407,000","1,231,000","1,154,000","1,110,000","1,113,000","558,000","1,224,000","1,173,000","1,521,000","690,000","60,000","42,000",,"92,000",,,,,
			FinishedGoods,"93,933,000","86,593,000","88,137,000","82,645,000","77,266,000","76,100,000","77,395,000","80,071,000","76,661,000","75,706,000","72,181,000","72,980,000","76,259,000","72,233,000","28,659,000","29,011,000","29,170,000","28,871,000","28,093,000","26,218,000","26,272,000","21,815,000","22,346,000","22,039,000","22,170,000","22,848,000","22,588,000","24,241,000","23,299,000","24,018,000","23,465,000","24,183,000","24,958,000","23,677,000","20,781,000","22,280,000","26,042,000","23,490,000","25,548,000","24,851,000","24,611,000","24,603,000","24,947,000","23,575,000","26,450,000","27,271,000","25,165,000","24,868,000","23,936,000","23,189,000","21,778,000","20,288,000","18,364,000","22,655,000","21,460,000","21,285,000","21,187,000","19,590,000","17,520,000","16,725,000","18,907,000","20,364,000","19,898,000","16,026,000","15,600,000","9,645,000","10,312,000","9,801,000","9,866,000","10,188,000","8,787,000","10,306,000","9,412,000","9,147,000","9,377,000","7,748,000","6,115,000","6,434,000","7,007,000","6,108,000","6,508,000","5,698,000","4,783,000","5,335,000","5,930,000",,,,,
		PrepaidAssets,"35,460,000","32,387,000","25,439,000","25,901,000","30,082,000","27,830,000","26,558,000","24,623,000","25,768,000","31,634,000","28,670,000","25,296,000","30,551,000","39,310,000","22,048,000","29,008,000","22,853,000","18,688,000","16,426,000","16,803,000","15,807,000","13,679,000","14,659,000","17,798,000","16,716,000","15,163,000","12,840,000","15,037,000","21,761,000","16,940,000","10,645,000","12,917,000","18,152,000","24,331,000","13,598,000","12,721,000","13,546,000","8,820,000","12,608,000","11,160,000","10,281,000","9,434,000","14,735,000","24,562,000","23,045,000","11,721,000","13,973,000","16,593,000","14,959,000","14,301,000","14,428,000","14,139,000","16,198,000","10,270,000","10,714,000","9,568,000","8,825,000","6,309,000","5,853,000","5,920,000","9,315,000","4,946,000","4,785,000","5,644,000","4,128,000","4,485,000","5,970,000","7,611,000","8,021,000",,"3,264,000","4,243,000","5,902,000",,"4,010,000","4,519,000","2,647,000","2,942,000","2,654,000","2,468,000","2,537,000","1,781,000","1,742,000","1,227,000","2,734,000",,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","7,395,000","7,762,000","8,050,000","8,105,000","7,521,000","8,120,000","7,941,000","7,746,000","7,659,000","6,441,000","6,851,000","6,345,000","6,843,000","5,651,000","5,574,000","4,270,000","4,249,000","4,560,000","4,308,000","4,369,000","3,540,000","3,849,000","3,907,000","3,658,000","3,994,000","3,994,000","3,959,000","4,319,000","4,365,000","3,451,000","3,185,000","2,901,000","2,861,000","2,910,000","2,540,000","2,454,000","2,436,000","2,842,000","2,980,000","3,125,000","3,240,000","3,299,000","2,665,000",,"3,278,000","3,043,000","2,525,000",,"2,406,000","3,009,000","3,744,000","2,968,000","2,983,000","2,767,000","2,152,000","3,915,000","3,494,000",,"2,565,000",,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","7,395,000","7,762,000","8,050,000","8,105,000","7,521,000","8,120,000","7,941,000","7,746,000","7,659,000","6,441,000","6,851,000","6,345,000","6,843,000","5,651,000","5,574,000","4,270,000","4,249,000","4,560,000","4,308,000","4,369,000","3,540,000","3,849,000","3,907,000","3,658,000","3,994,000","3,994,000","3,959,000","4,319,000","4,365,000","3,451,000","3,185,000","2,901,000","2,861,000","2,910,000","2,540,000","2,454,000","2,436,000","2,842,000","2,980,000","3,125,000","3,240,000","3,299,000","2,665,000",,"3,278,000","3,043,000","2,525,000",,"2,406,000","3,009,000","3,744,000","2,968,000","2,983,000","2,767,000","2,152,000","3,915,000","3,494,000",,"2,565,000",,,,,
		OtherCurrentAssets,,,,,,,,,,,"28,670,000","25,296,000","30,551,000","39,310,000","21,735,000","29,008,000","22,853,000","18,688,000","16,426,000","16,803,000","15,807,000","13,679,000","14,659,000","17,798,000","16,716,000","15,163,000","20,235,000","22,799,000","29,811,000","25,045,000","18,166,000","21,037,000","26,093,000","32,077,000","21,257,000","19,162,000","20,397,000","15,165,000","19,451,000","16,811,000","15,855,000","13,704,000",,"29,122,000","27,353,000","279,041,000",,"270,511,000","260,581,000","242,769,000",,"189,370,000",,,,,,,,,,,,,,,,,,"7,368,000",,,,"7,039,000",,,,,,,"1,679,000",,,"4,838,000","3,311,000","4,914,000","4,473,000","1,316,000","2,189,000","1,400,000"
	TotalNonCurrentAssets,"1,573,386,000","1,585,307,000","1,615,904,000","1,655,925,000","1,563,019,000","1,787,026,000","1,799,398,000","1,806,501,000","1,783,659,000","1,793,566,000","1,753,210,000","1,824,085,000","1,835,073,000","1,855,581,000","258,192,000","268,576,000","267,787,000","269,956,000","283,118,000","283,472,000","289,396,000","283,689,000","290,835,000","290,504,000","293,070,000","292,227,000","165,966,000","168,758,000","160,895,000","163,617,000","173,174,000","177,147,000","176,570,000","178,989,000","188,794,000","184,161,000","184,806,000","194,871,000","199,937,000","195,810,000","197,168,000","197,761,000","197,824,000","195,031,000","188,163,000","188,811,000","190,727,000","191,023,000","191,087,000","192,946,000","198,292,000","206,991,000","210,777,000","149,004,000","146,845,000","150,223,000","153,618,000","148,815,000","144,375,000","145,849,000","148,412,000","152,010,000","150,628,000","144,632,000","139,646,000","139,443,000","140,956,000","131,603,000","133,906,000","134,073,000","133,610,000","129,268,000","132,459,000","134,845,000","136,505,000","130,049,000","131,133,000","134,086,000","135,102,000","136,187,000","129,441,000","113,803,000","100,227,000","94,482,000","84,906,000","80,728,000","77,053,000","67,886,000","57,686,000","50,200,000"
		NetPPE,"372,082,000","379,168,000","384,073,000","390,153,000","389,278,000","396,131,000","393,066,000","387,263,000","350,561,000","326,386,000","276,818,000","266,391,000","263,556,000","262,447,000","111,403,000","108,569,000","109,292,000","107,748,000","106,361,000","106,162,000","109,042,000","102,999,000","106,496,000","105,457,000","104,315,000","101,537,000","93,743,000","94,072,000","94,508,000","95,299,000","100,821,000","105,944,000","106,178,000","109,514,000","111,985,000","109,777,000","112,632,000","119,390,000","125,020,000","124,012,000","125,751,000","129,783,000","130,791,000","125,381,000","117,336,000","115,857,000","115,811,000","115,058,000","115,480,000","116,493,000","122,782,000","123,738,000","125,788,000","119,861,000","115,843,000","119,091,000","124,202,000","121,754,000","118,454,000","118,704,000","123,839,000","127,719,000","130,176,000","133,977,000","134,384,000","134,044,000","135,784,000","126,363,000","128,550,000","128,526,000","127,794,000","126,900,000","129,799,000","132,117,000","133,695,000","127,581,000","128,461,000","131,449,000","132,264,000","133,187,000","126,348,000","111,189,000","97,426,000","88,638,000","79,453,000","75,814,000","71,873,000","64,227,000","53,961,000","46,400,000"
			GrossPPE,"372,082,000","379,168,000","756,816,000","390,153,000","389,278,000","396,131,000","726,225,000","387,263,000","350,561,000","326,386,000","571,031,000",,,,"376,607,000",,,,"359,486,000",,,,"360,163,000",,,,"319,497,000",,,,"323,871,000",,,,"329,376,000",,,,"341,029,000",,,,"338,522,000",,,,"302,702,000",,,,"283,967,000",,,"252,526,000","248,508,000","233,592,000","238,703,000","236,255,000","232,955,000","212,372,000","217,507,000","221,387,000","223,844,000","209,894,000","210,301,000","209,961,000","211,701,000","185,166,000","187,353,000","187,329,000","186,597,000","169,579,000","172,478,000","174,796,000","176,374,000","154,897,000","155,777,000","158,765,000","159,580,000","148,706,000","141,867,000","126,708,000","112,945,000","97,519,000","88,334,000","84,695,000","80,754,000","71,716,000","60,375,000","52,200,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,
				LandAndImprovements,,,"37,421,000",,,,"36,775,000",,,,"36,276,000",,,,"17,525,000",,,,"17,823,000",,,,"18,636,000",,,,"17,076,000",,,,"17,834,000",,,,"18,914,000",,,,"21,566,000",,,,"21,597,000",,,,"20,381,000",,,,"19,550,000",,,,"17,661,000",,,,"16,905,000",,,,"16,675,000",,,,"16,623,000",,,,"16,858,000",,,,"13,511,000",,,,"13,705,000",,,,"11,253,000",,,,,,,
				BuildingsAndImprovements,,,"195,252,000",,,,"166,907,000",,,,"142,585,000",,,,"103,601,000",,,,"104,057,000",,,,"100,084,000",,,,"92,720,000",,,,"97,513,000",,,,"97,542,000",,,,"101,627,000",,,,"100,779,000",,,,"86,965,000",,,,"84,625,000",,,,"70,602,000",,,,"65,110,000",,,,"62,465,000",,,,"61,321,000",,,,"56,361,000",,,,"55,571,000",,,,"55,458,000",,,,"39,223,000",,,,,,,
				MachineryFurnitureEquipment,,,"448,857,000",,,,"365,589,000",,,,"327,334,000",,,,"237,280,000",,,,"227,167,000",,,,"235,085,000",,,,"202,148,000",,,,"205,358,000",,,,"207,848,000",,,,"212,880,000",,,,"201,160,000",,,,"181,912,000",,,,"167,475,000",,,,"133,799,000",,,,"124,908,000",,,,"117,263,000",,,,"97,871,000",,,,"96,847,000",,,,"76,860,000",,,,"74,889,000",,,"126,708,000","48,793,000",,,,,,,
				OtherProperties,"372,082,000","379,168,000","31,744,000","390,153,000","389,278,000","396,131,000","33,513,000","387,263,000","350,561,000","326,386,000","1,200,000",,,,"1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,820,000",,,,,,,,,,,,"25,168,000",,,,"23,707,000",,,,"22,632,000",,,,"21,244,000",,,,"11,884,000",,,,"21,810,000",,,,"11,770,000",,,,,,,,,,,
				ConstructionInProgress,,,"43,542,000",,,,"123,441,000",,,,"63,636,000",,,,"17,001,000",,,,"10,439,000",,,,"6,358,000",,,,"7,553,000",,,,"3,166,000",,,,"5,072,000",,,,"4,890,000",,,,"5,166,000",,,,"3,624,000",,,,"2,497,000",,,,"1,278,000",,,,"2,325,000",,,,"4,809,000",,,,"14,642,000",,,,"4,647,000",,,,"8,622,000",,,,"3,758,000",,,,"13,676,000",,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,000",,,,,,,,"9,820,000",,,,"9,820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,"-372,743,000",,,,"-333,159,000",,,,"-294,213,000",,,,"-265,204,000",,,,"-253,125,000",,,,"-253,667,000",,,,"-225,754,000",,,,"-223,050,000",,,,"-217,391,000",,,,"-216,009,000",,,,"-207,731,000",,,,"-186,891,000",,,,"-161,185,000",,,"-132,665,000","-132,665,000","-114,501,000","-114,501,000","-114,501,000","-114,501,000","-93,668,000","-93,668,000","-93,668,000","-93,668,000","-75,917,000","-75,917,000","-75,917,000","-75,917,000","-58,803,000","-58,803,000","-58,803,000","-58,803,000","-42,679,000","-42,679,000","-42,679,000","-42,679,000","-27,316,000","-27,316,000","-27,316,000","-27,316,000","-15,519,000","-15,519,000","-15,519,000","-15,519,000","-8,881,000","-8,881,000","-8,881,000","-8,881,000","-7,489,000","-6,414,000","-5,800,000"
		GoodwillAndOtherIntangibleAssets,"1,148,936,000","1,172,868,000","1,202,336,000","1,238,812,000","1,141,328,000","1,374,214,000","1,389,611,000","1,404,297,000","1,418,482,000","1,454,389,000","1,464,115,000","1,546,424,000","1,559,804,000","1,577,328,000","136,285,000","138,041,000","141,676,000","143,482,000","144,642,000","146,455,000","148,366,000","147,837,000","151,115,000","155,294,000","157,302,000","159,460,000","45,007,000","48,014,000","48,167,000","48,284,000","50,408,000","51,731,000","51,461,000","52,861,000","54,091,000","53,755,000","54,941,000","56,866,000","57,093,000","56,541,000","55,930,000","55,535,000","55,799,000","58,932,000","58,842,000","59,888,000","57,525,000","56,292,000","57,741,000","58,004,000","58,473,000","57,896,000","56,977,000","15,103,000","15,781,000","16,458,000","17,178,000","17,898,000","18,618,000","19,427,000","17,651,000","18,371,000","16,012,000","2,068,000","2,068,000","2,068,000","1,373,000","1,472,000","1,559,000","1,645,000","1,723,000","1,713,000","1,798,000","1,883,000","1,968,000","2,053,000","2,138,000","2,223,000","2,308,000","2,383,000","2,473,000","2,517,000","2,607,000","2,788,000","2,968,000","3,148,000","1,328,000","3,508,000","3,688,000","3,900,000"
			Goodwill,"564,279,000","567,267,000","576,902,000","590,806,000","510,624,000","721,621,000","718,647,000","713,880,000","709,823,000","717,313,000","710,071,000","708,390,000","705,426,000","706,108,000","101,083,000","101,059,000","102,915,000","102,740,000","101,932,000","101,812,000","101,786,000","99,404,000","100,639,000","95,711,000","95,645,000","95,703,000","40,442,000","42,688,000","42,289,000","41,866,000","43,245,000","43,882,000","43,114,000","43,801,000","44,306,000","43,460,000","43,916,000","44,982,000","44,620,000","43,693,000","42,324,000","41,468,000","41,148,000","43,080,000","42,477,000","42,758,000","40,436,000","39,322,000","39,994,000","39,742,000","39,732,000","38,875,000","37,753,000","7,069,000","7,069,000","7,069,000","7,069,000","7,069,000","7,069,000","7,069,000","4,569,000","4,569,000","4,565,000","2,068,000","2,068,000",,,,,,,,,,,,,,"1,373,000",,"1,373,000","1,326,000",,"1,116,000","1,186,000",,,,,
