name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,07/31/2020
TotalAssets,"1,150,621,388","1,150,611,328","1,150,747,403","1,150,763,572","1,150,998,999","566,600","130,251"
	CurrentAssets,"379,262","471,731","636,798","681,959","946,061","125,640","100,000"
		CashCashEquivalentsAndShortTermInvestments,"89,701","37,298","124,283","23,081","140,821","125,640","100,000"
			CashAndCashEquivalents,"89,701","37,298","124,283","23,081","140,821","125,640","100,000"
				CashFinancial,"89,701","37,298","124,283","23,081","140,821","125,640","100,000"
		PrepaidAssets,"289,561","434,433","512,515","658,878","805,240",,
	TotalNonCurrentAssets,"1,150,242,126","1,150,139,597","1,150,110,605","1,150,081,613","1,150,052,938","440,960","30,251"
		NonCurrentDeferredAssets,,,,,,"440,960","30,251"
		OtherNonCurrentAssets,"1,150,242,126","1,150,139,597","1,150,110,605","1,150,081,613","1,150,052,938",,
TotalLiabilitiesNetMinorityInterest,"92,927,872","121,328,526","117,064,775","124,367,312","145,139,025","546,600","110,251"
	CurrentLiabilities,"3,785,372","3,168,526","2,482,275","2,232,312","346,525","546,600","110,251"
		PayablesAndAccruedExpenses,"2,772,872","2,356,026","1,819,775","2,232,312","346,525","46,600","30,251"
			Payables,"2,772,872","2,356,026","1,819,775","322,797","3,531","5,000",
				AccountsPayable,"2,759,412","2,356,026","1,819,775",,,,
				DuetoRelatedPartiesCurrent,"13,460","0","0","322,797","3,531","5,000",
			CurrentAccruedExpenses,,,,"1,909,515","342,994","41,600","30,251"
		CurrentDebtAndCapitalLeaseObligation,"1,012,500","812,500","662,500",,,"500,000","80,000"
			CurrentDebt,"1,012,500","812,500","662,500",,,"500,000","80,000"
				CurrentNotesPayable,"1,012,500","812,500","662,500",,,"500,000","80,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"89,142,500","118,160,000","114,582,500","122,135,000","144,792,500","0","0"
		TradeandOtherPayablesNonCurrent,"40,250,000","40,250,000","40,250,000","40,250,000","40,250,000",,
		DerivativeProductLiabilities,"48,892,500","77,910,000","74,332,500","81,885,000","104,542,500",,
TotalEquityGrossMinorityInterest,"1,057,693,516","1,029,282,802","1,033,682,628","1,026,396,260","1,005,859,974","20,000","20,000"
	StockholdersEquity,"1,057,693,516","1,029,282,802","1,033,682,628","1,026,396,260","1,005,859,974","20,000","20,000"
		CapitalStock,"1,150,145,001","1,150,142,472","1,150,113,480","1,021,400,411","1,000,864,337","2,875","2,875"
			PreferredStock,"0","0","0","0","0","0","0"
			CommonStock,"1,150,145,001","1,150,142,472","1,150,113,480","1,021,400,411","1,000,864,337","2,875","2,875"
		AdditionalPaidInCapital,"0","0","0","33,503,682","54,039,756","22,125","22,125"
		RetainedEarnings,"-92,451,485","-120,859,670","-116,430,852","-28,507,833","-49,044,119","-5,000","-5,000"
TotalCapitalization,"1,057,693,516","1,029,282,802","1,033,682,628","1,026,396,260","1,005,859,974","20,000","20,000"
CommonStockEquity,"1,057,693,516","1,029,282,802","1,033,682,628","1,026,396,260","1,005,859,974","20,000","20,000"
NetTangibleAssets,"1,057,693,516","1,029,282,802","1,033,682,628","1,026,396,260","1,005,859,974","20,000","20,000"
WorkingCapital,"-3,406,110","-2,696,795","-1,845,477","-1,550,353","599,536","-420,960","-10,251"
InvestedCapital,"1,058,706,016","1,030,095,302","1,034,345,128","1,026,396,260","1,005,859,974","520,000","100,000"
TangibleBookValue,"1,057,693,516","1,029,282,802","1,033,682,628","1,026,396,260","1,005,859,974","20,000","20,000"
TotalDebt,"1,012,500","812,500","662,500",,,"500,000","80,000"
NetDebt,"922,799","775,202","538,217",,,"374,360",
ShareIssued,"143,750,000","143,750,000","143,750,000","143,750,000","143,750,000","143,750,000","143,750,000"
OrdinarySharesNumber,"143,750,000","143,750,000","143,750,000","143,750,000","143,750,000","143,750,000","143,750,000"
