name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"1,705,700,000","1,615,400,000","1,593,200,000","1,598,000,000","1,605,100,000","1,613,400,000","1,661,800,000","1,678,400,000","1,875,900,000","1,753,800,000","1,766,200,000","2,082,400,000","2,097,300,000","2,045,300,000","2,098,200,000","2,084,300,000","2,080,000,000","2,060,100,000","2,114,900,000","2,106,800,000","2,125,700,000","2,120,900,000","2,121,900,000","2,142,000,000","2,189,800,000","2,255,500,000","2,280,400,000","1,950,200,000","1,962,000,000","1,998,100,000","2,025,800,000","2,117,200,000","2,183,500,000","2,243,900,000","2,122,700,000","2,173,500,000","2,167,400,000","2,011,000,000","1,960,400,000","1,970,200,000","1,918,900,000","1,941,800,000","1,879,194,000","1,972,592,000","1,860,110,000","1,718,466,000"
	CurrentAssets,"383,300,000","271,900,000","250,600,000","253,700,000","244,300,000","229,700,000","274,800,000","277,100,000","452,100,000","308,300,000","320,700,000","384,900,000","387,100,000","335,000,000","369,900,000","354,200,000","346,800,000","311,200,000","356,700,000","341,000,000","344,000,000","316,100,000","269,200,000","279,500,000","302,800,000","326,100,000","338,600,000","398,300,000","406,200,000","408,800,000","391,800,000","433,400,000","410,200,000","481,900,000","475,500,000","551,000,000","547,900,000","471,900,000","438,900,000","450,800,000","393,300,000","414,000,000","386,543,000","250,485,000","212,321,000","192,448,000"
		CashCashEquivalentsAndShortTermInvestments,"79,700,000","63,800,000","54,600,000","51,700,000","54,000,000","48,400,000","86,000,000","81,100,000","235,800,000","97,100,000","93,700,000","102,200,000","143,900,000","145,700,000","168,400,000","143,000,000","147,000,000","120,200,000","148,700,000","136,700,000","157,200,000","134,000,000","105,300,000","108,000,000","101,800,000","123,400,000","103,200,000","201,700,000","165,400,000","139,000,000","114,800,000","204,400,000","178,200,000","233,600,000","268,800,000","348,100,000","307,100,000","239,200,000","157,800,000","190,000,000","113,600,000","127,500,000","110,850,000","30,471,000","10,956,000","40,092,000"
			CashAndCashEquivalents,"79,700,000","63,800,000","54,600,000","51,700,000","54,000,000","48,400,000","86,000,000","81,100,000","235,800,000","97,100,000","93,700,000","102,200,000","143,900,000","145,700,000","168,400,000","143,000,000","147,000,000","120,200,000","148,700,000","136,700,000","157,200,000","134,000,000","105,300,000","108,000,000","101,800,000","123,400,000","103,200,000","201,700,000","165,400,000","139,000,000","114,800,000","204,400,000","178,200,000","233,600,000","268,800,000","348,100,000","307,100,000","239,200,000","157,800,000","190,000,000","113,600,000","127,500,000","110,850,000","30,471,000","10,956,000","40,092,000"
		Receivables,"99,500,000","77,600,000","60,600,000","52,300,000","47,500,000","51,800,000","54,200,000","55,600,000","59,200,000","61,700,000","65,800,000","102,100,000","86,300,000","76,100,000","78,200,000","85,300,000","80,700,000","73,300,000","79,200,000","81,800,000","67,900,000","85,800,000","61,300,000","57,900,000","83,800,000","76,800,000","87,300,000","63,600,000","67,800,000","81,400,000","67,200,000","70,300,000","87,100,000","98,100,000","69,600,000","61,700,000","97,000,000","70,000,000","91,100,000","53,500,000","78,300,000","66,200,000","52,705,000","75,308,000","67,454,000","44,606,000"
			AccountsReceivable,"99,500,000","77,600,000","60,100,000","49,500,000","45,800,000","46,300,000","46,800,000","49,500,000","55,400,000","59,500,000","62,700,000","98,900,000","86,300,000","75,400,000","75,500,000","80,500,000","75,300,000","68,500,000","70,200,000","65,300,000","62,200,000","60,700,000","54,100,000","48,200,000","71,600,000","65,200,000","76,300,000","56,700,000","59,000,000","75,400,000","64,000,000","70,300,000","81,500,000","91,500,000","65,900,000","59,500,000","97,000,000","70,000,000","91,100,000","53,500,000",,"66,200,000","52,033,000","71,671,000","65,646,000","44,606,000"
			TaxesReceivable,,"0","500,000","2,800,000","1,700,000","5,500,000","7,400,000","6,100,000","3,800,000","2,200,000","3,100,000","3,200,000","0","700,000","2,700,000","4,800,000","5,400,000","4,800,000","9,000,000","16,500,000","5,700,000","4,600,000","7,200,000","9,700,000","12,200,000","11,600,000","11,000,000","6,900,000","8,800,000","6,000,000","3,200,000","0","5,600,000","6,600,000","3,700,000","2,200,000",,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,"20,500,000",,,,,,,,,,,,,,,,,,,,,"672,000","3,637,000","1,808,000",
		Inventory,"194,100,000","127,000,000","129,300,000","143,800,000","136,100,000","126,600,000","129,700,000","135,200,000","150,100,000","147,000,000","157,000,000","175,700,000","150,700,000","110,400,000","118,000,000","116,400,000","110,100,000","111,000,000","121,700,000","116,400,000","111,100,000","92,500,000","97,800,000","106,400,000","107,700,000","122,100,000","124,600,000","107,600,000","128,500,000","139,100,000","139,200,000","140,400,000","124,800,000","135,300,000","134,500,000","138,600,000","141,200,000","160,100,000","189,200,000","206,500,000","200,800,000","219,700,000","222,436,000","144,154,000","116,338,000","106,610,000"
			RawMaterials,"164,600,000","110,400,000","115,800,000","127,200,000","114,600,000","105,500,000","118,000,000","124,100,000","141,400,000","138,900,000","147,100,000","166,400,000","141,000,000","101,800,000","110,700,000","109,000,000","101,200,000","98,700,000","110,800,000","108,000,000","102,200,000","84,800,000","90,200,000","98,800,000","101,000,000","113,300,000","119,000,000","103,400,000","111,800,000","132,200,000","127,200,000","132,000,000","115,900,000","123,500,000","126,300,000","129,700,000","133,400,000","140,000,000","168,700,000","180,100,000","174,300,000","153,900,000","186,207,000","144,154,000","88,813,000","81,811,000"
