name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
MarketCap,"3,088,382,239","3,322,356,933","4,262,504,208","3,911,620,434","4,225,996,390","4,289,336,848","5,119,080,489","2,713,285,731","3,170,735,016","1,893,378,265","2,092,669,637","2,265,382,968","2,585,806,351","3,127,031,724","2,495,054,941","2,737,728,875","1,909,745,812","1,781,547,533","1,779,550,590","2,110,274,939","1,756,743,266","1,422,746,397","1,279,465,242","1,324,613,711","1,169,360,932","1,080,267,993","758,694,703","529,871,758","689,738,247"
EnterpriseValue,"2,946,871,239","3,080,002,933","4,025,873,208","3,709,682,434","4,042,123,390","4,193,547,848","5,030,979,489","2,667,142,731","3,161,070,016","1,881,631,265","2,034,321,637","2,221,583,968","2,571,896,351","3,047,970,724","2,438,811,941","2,700,769,875","1,882,947,812","1,756,218,533","1,766,910,590","2,114,058,939","1,767,293,266","1,288,812,397","1,151,115,242","1,197,149,711","1,040,215,932","958,609,993","638,793,703","718,144,758","657,249,247"
PeRatio,"68.511","65.802","74.395","49.176","51.646","56.458","70.374","49.33","61.142","36.708","44.299","103.644","133.75","150.93","192.111","77.568","56.083","63.966","58.077","115.846","163.609","146.381","59.213","5.975",,,"268.889",,"42.393"
ForwardPeRatio,"32.787","35.461","41.841","41.152","49.505","50.761","61.728","33.898","46.296","26.11","29.499","29.499","38.168","46.296","35.714","39.063","35.088","33.67","38.314","45.662","52.91","40.984","42.194",,,,,,
PegRatio,"1.64","1.772","2.089","2.058","2.477","2.534","3.079","1.692","2.315","1.306","1.477","1.476","1.911","2.31","1.789","1.952","1.756","1.685","1.916","2.282","2.65","2.049","2.811",,,,,,
PsRatio,"4.162","4.607","6.116","5.887","6.809","7.123","8.829","4.953","6.014","3.894","4.556","5.111","6.069","7.67","6.459","7.542","5.566","5.473","5.767","7.377","6.571","5.636","5.295","5.722","5.264","2.735","3.838","2.806","3.908"
PbRatio,"5.486","5.418","7.138","6.821","7.705","9.17","11.668","6.9","8.658","5.324","6.225","7.251","8.868","11.281","9.425","10.35","7.695","7.666","7.75","10.078","8.854","7.439","6.968","7.459","6.703","6.35","4.576",,"10.743"
EnterprisesValueRevenueRatio,"3.769","14.992","20.615","19.289","21.403","24.311","30.385","16.79","22.318","12.384","14.48","17.372","21.14","27.133","21.892","24.147","18.021","18.934","19.899","23.499","20.553","17.371","16.493","17.645","16.147","16.236","11.222","13.297","12.652"
EnterprisesValueEBITDARatio,"33.684","179.247","217.427","136.949","163.662","184.917","228.993","53.334","142.77","110.431","92.785","78.571","118.739","179.864","162.144","-272.888","130.362","99.502","97.928","131.66","157.71","164.536","185.904","248.423","219.501","157.227","115.472","120.252","112.988"
