name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"1,719,145,000","493,570,000","418,556,000","396,738,000","410,281,000","347,642,000","293,897,000","364,304,000","326,076,000","283,668,000","262,510,000","309,932,000","304,853,000","259,244,000","241,845,000","284,178,000","308,007,000","244,779,000","231,680,000","262,476,000","263,002,000","219,867,000","200,191,000","230,974,000","229,973,000","199,523,000","184,764,000","216,139,000","216,665,000","176,491,000","166,630,000","209,320,000","207,893,000","168,288,000","160,321,000","195,877,000","195,596,000","154,535,000","144,686,000","172,113,000","181,703,000","158,734,000","130,733,000","162,366,000","177,812,000","132,536,000","119,606,000","146,447,000","165,614,000","133,900,000","132,624,000","167,200,000","165,923,000","119,323,000","149,757,000","219,823,000","219,263,000","167,656,000","175,281,000","217,265,000","231,288,000","193,155,000","179,573,000","226,718,000","241,232,000","215,658,000","203,897,000","233,809,000","224,334,000","184,215,855","167,741,760","188,560,421","181,835,310","159,915,734","133,372,809","151,892,152","146,460,792","116,456,180","108,659,642","130,292,752","124,150,330","102,371,235","93,535,610","111,660,531","115,842,506","94,823,953","85,598,655","101,048,081","97,825,539","84,615,539","81,200,000","88,800,000","83,800,000","74,700,000","71,900,000","77,200,000","70,800,000","59,300,000","59,800,000","68,800,000","65,600,000","51,900,000","50,100,000","57,100,000","51,800,000","43,500,000","43,300,000","47,100,000","41,900,000","35,800,000","36,800,000","42,500,000","39,000,000","33,000,000","28,500,000","28,500,000","28,500,000","28,500,000"
	OperatingRevenue,"1,719,145,000","493,570,000","418,556,000","396,738,000","410,281,000","347,642,000","293,897,000","364,304,000","326,076,000","283,668,000","262,510,000","309,932,000","304,853,000","259,244,000","241,845,000","284,178,000","308,007,000","244,779,000","231,680,000","262,476,000","263,002,000","219,867,000","200,191,000","230,974,000","229,973,000","199,523,000","184,764,000","216,139,000","216,665,000","176,491,000","166,630,000","209,320,000","207,893,000","168,288,000","160,321,000","195,877,000","195,596,000","154,535,000","144,686,000","172,113,000","181,703,000","158,734,000","130,733,000","162,366,000","177,812,000","132,536,000","119,606,000","146,447,000","165,614,000","133,900,000","132,624,000","167,200,000","165,923,000","119,323,000","149,757,000","219,823,000","219,263,000","167,656,000","175,281,000","217,265,000","231,288,000","193,155,000","179,573,000","226,718,000","241,232,000","215,658,000","203,897,000","233,809,000","224,334,000","184,215,855","167,741,760","188,560,421","181,835,310","159,915,734","133,372,809","151,892,152","146,460,792","116,456,180","108,659,642","130,292,752","124,150,330","102,371,235","93,535,610","111,660,531","115,842,506","94,823,953","85,598,655","101,048,081","97,825,539","84,615,539","81,200,000","88,800,000","83,800,000","74,700,000","71,900,000","77,200,000","70,800,000","59,300,000","59,800,000","68,800,000","65,600,000","51,900,000","50,100,000","57,100,000","51,800,000","43,500,000","43,300,000","47,100,000","41,900,000","35,800,000","36,800,000","42,500,000","39,000,000","33,000,000","28,500,000","28,500,000","28,500,000","28,500,000"
CostOfRevenue,"889,616,000","256,789,000","220,286,000","198,706,000","213,835,000","185,360,000","170,222,000","191,061,000","176,276,000","154,002,000","152,457,000","172,288,000","170,674,000","148,990,000","143,409,000","150,282,000","166,538,000","136,253,000","128,982,000","142,591,000","139,477,000","119,711,000","105,226,000","117,499,000","118,486,000","107,000,000","102,002,000","115,798,000","118,347,000","98,993,000","93,833,000","113,767,000","111,993,000","90,526,000","90,330,000","105,724,000","106,176,000","89,561,000","89,483,000","96,390,000","98,557,000","89,329,000","75,823,000","86,919,000","94,313,000","75,588,000","71,979,000","80,750,000","88,828,000","78,465,000","91,902,000","106,299,000","104,686,000","88,610,000","97,251,000","130,143,000","135,398,000","111,398,000","115,987,000","136,055,000","137,925,000","121,533,000","108,626,000","139,803,000","139,717,000","129,740,000","130,631,000","144,126,000","135,537,000","119,699,504","103,736,208","110,959,230","107,384,638","95,337,098","81,918,238","91,569,063","85,569,521","70,845,600","66,272,568","74,596,873","72,509,812","63,177,680","60,795,893","68,919,931","70,381,194","53,626,069","54,372,965","56,880,104","55,365,911","47,551,521","45,300,000","49,500,000","46,400,000","43,700,000","42,100,000","44,900,000","39,600,000","35,100,000","35,900,000","38,700,000","37,300,000","30,700,000","27,300,000","32,900,000","30,000,000","26,900,000","27,700,000","28,700,000","24,700,000","22,700,000","20,000,000","26,900,000","24,800,000","20,500,000",,,,
GrossProfit,"829,529,000","236,781,000","198,270,000","198,032,000","196,446,000","162,282,000","123,675,000","173,243,000","149,800,000","129,666,000","110,053,000","137,644,000","134,179,000","110,254,000","98,436,000","133,896,000","141,469,000","108,526,000","102,698,000","119,885,000","123,525,000","100,156,000","94,965,000","113,475,000","111,487,000","92,523,000","82,762,000","100,341,000","98,318,000","77,498,000","72,797,000","95,553,000","95,900,000","77,762,000","69,991,000","90,153,000","89,420,000","64,974,000","55,203,000","75,723,000","83,146,000","69,405,000","54,910,000","75,447,000","83,499,000","56,948,000","47,627,000","65,697,000","76,786,000","55,435,000","40,722,000","60,901,000","61,237,000","30,713,000","52,506,000","89,680,000","83,865,000","56,258,000","59,294,000","81,210,000","93,363,000","71,622,000","70,947,000","86,915,000","101,515,000","85,918,000","73,266,000","89,683,000","88,797,000","64,516,351","64,005,552","77,601,191","74,450,672","64,578,636","51,454,571","60,323,089","60,891,271","45,610,580","42,387,074","55,695,879","51,640,518","39,193,555","32,739,717","42,740,600","45,461,312","41,197,884","31,225,690","44,167,977","42,459,628","37,064,018","35,900,000","39,300,000","37,400,000","31,000,000","29,800,000","32,300,000","31,200,000","24,200,000","23,900,000","30,100,000","28,300,000","21,200,000","22,800,000","24,200,000","21,800,000","16,600,000","15,600,000","18,400,000","17,200,000","13,100,000","16,800,000","15,600,000","14,200,000","12,500,000",,,,
OperatingExpense,"400,058,000","106,476,000","101,420,000","97,417,000","94,746,000","93,979,000","84,340,000","81,972,000","77,661,000","80,380,000","79,201,000","76,691,000","81,087,000","79,921,000","82,690,000","73,434,000","80,850,000","76,914,000","78,007,000","73,336,000","78,338,000","77,577,000","68,847,000","67,779,000","71,219,000","65,908,000","60,608,000","65,118,000","63,324,000","61,237,000","57,428,000","62,860,000","63,801,000","58,441,000","56,684,000","58,637,000","59,731,000","55,969,000","53,671,000","53,700,000","56,011,000","55,874,000","47,754,000","50,611,000","52,218,000","44,665,000","43,193,000","36,445,000","42,849,000","39,389,000","41,699,000","39,885,000","42,328,000","41,051,000","45,009,000","52,499,000","51,511,000","42,784,000","54,139,000","45,688,000","49,762,000","45,052,000","42,190,000","44,951,000","51,114,000","45,630,000","40,606,000","40,934,000","42,912,000","38,082,498","36,314,584","39,004,961","38,828,322","35,271,348","30,000,882","31,095,278","31,984,985","27,125,434","24,737,106","28,228,065","26,845,490","23,023,743","22,140,029","22,900,908","24,547,911","22,673,029","22,110,499","25,951,686","24,667,631","22,450,089","20,300,000","21,300,000","20,700,000","18,500,000","16,800,000","17,300,000","17,200,000","14,800,000","14,000,000","16,500,000","16,300,000","13,300,000","14,800,000","13,500,000","13,200,000","11,000,000","11,000,000","10,800,000","10,500,000","9,000,000","18,800,000","9,100,000","8,700,000","8,500,000",,,,
	SellingGeneralAndAdministration,"339,402,000","90,610,000","85,360,000","82,855,000","80,577,000","79,388,000","71,393,000","69,685,000","65,470,000","66,998,000","67,430,000","64,719,000","70,032,000","67,661,000","72,474,000","62,993,000","69,601,000","65,764,000","65,442,000","64,657,000","65,074,000","64,469,000","56,406,000","56,847,000","59,767,000","54,485,000","49,060,000","51,183,000","52,807,000","51,040,000","47,915,000","53,149,000","53,707,000","48,741,000","46,859,000","49,411,000","50,247,000","47,661,000","44,908,000","44,784,000","46,968,000","46,676,000","41,611,000","43,807,000","45,273,000","38,696,000","38,195,000","35,947,000","37,134,000","34,338,000","35,906,000","34,914,000","37,167,000","36,187,000","40,123,000","46,878,000","45,920,000","37,681,000","39,127,000","41,262,000","44,385,000","39,792,000","37,926,000","40,423,000","45,252,000","40,574,000","40,526,000","42,961,000","42,912,000","38,082,498","36,314,584","39,004,961","38,828,322","35,271,348","30,000,882","31,095,278","31,984,985","27,125,434","24,737,106","28,228,065","26,845,490","23,023,743","22,140,029","22,900,908","24,547,911","22,673,029","19,005,446","22,461,484","21,375,544","19,201,449","17,500,000","18,400,000","18,000,000","16,000,000","15,000,000","15,200,000","15,100,000","12,500,000","12,800,000","14,800,000","14,400,000","11,400,000","12,000,000","12,000,000","11,700,000","9,600,000","9,300,000","9,500,000","9,200,000","7,700,000","14,800,000","9,100,000","8,700,000","7,700,000",,,,
		GeneralAndAdministrativeExpense,"198,385,000","53,774,000","49,409,000","47,792,000","47,410,000","48,565,000","43,633,000","40,289,000","38,636,000","38,471,000","39,333,000","37,047,000","41,345,000","39,549,000","46,196,000","36,114,000","40,400,000","38,191,000","36,689,000","36,501,000","36,563,000","34,986,000","32,376,000","32,543,000","34,945,000","29,298,000","26,553,000","28,648,000","29,794,000","28,433,000","25,507,000","29,557,000","29,494,000","26,922,000","25,411,000","28,781,000","28,595,000","26,290,000","23,799,000","23,843,000","27,087,000","26,244,000","23,570,000","25,174,000","25,454,000","21,621,000","22,331,000","20,001,000","20,524,000","18,145,000","20,052,000","19,351,000","20,315,000","20,162,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"198,385,000","53,774,000","49,409,000","47,792,000","47,410,000","48,565,000","43,633,000","40,289,000","38,636,000","38,471,000","39,333,000","37,047,000","41,345,000","39,549,000","46,196,000","36,114,000","40,400,000","38,191,000","36,689,000","36,501,000","36,563,000","34,986,000","32,376,000","32,543,000","34,945,000","29,298,000","26,553,000","28,648,000","29,794,000","28,433,000","25,507,000","29,557,000","29,494,000","26,922,000","25,411,000","28,781,000","28,595,000","26,290,000","23,799,000","23,843,000","27,087,000","26,244,000","23,570,000","25,174,000","25,454,000","21,621,000","22,331,000","20,001,000","20,524,000","18,145,000","20,052,000","19,351,000","20,315,000","20,162,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"141,017,000","36,836,000","35,951,000","35,063,000","33,167,000","30,823,000","27,760,000","29,396,000","26,834,000","28,527,000","28,097,000","27,672,000","28,687,000","28,112,000","26,278,000","26,879,000","29,201,000","27,573,000","28,753,000","28,156,000","28,511,000","29,483,000","24,030,000","24,304,000","24,822,000","25,187,000","22,507,000","22,535,000","23,013,000","22,607,000","22,408,000","23,592,000","24,213,000","21,819,000","21,448,000","20,630,000","21,652,000","21,371,000","21,109,000","20,941,000","19,881,000","20,432,000","18,041,000","18,633,000","19,819,000","17,075,000","15,864,000","15,946,000","16,610,000","16,193,000","15,854,000","15,563,000","16,852,000","16,025,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"60,656,000","15,866,000","16,060,000","14,562,000","14,169,000","14,591,000","12,947,000","12,287,000","12,191,000","13,382,000","11,771,000","11,972,000","11,055,000","12,260,000","10,216,000","10,441,000","11,249,000","11,150,000","12,565,000","8,679,000","13,264,000","13,108,000","12,441,000","10,932,000","11,452,000","11,423,000","11,548,000","13,935,000","10,517,000","10,197,000","9,513,000","9,711,000","10,094,000","9,700,000","9,825,000","9,226,000","9,484,000","8,308,000","8,763,000","8,916,000","9,043,000","9,198,000","6,143,000","6,804,000","6,945,000","5,994,000","4,954,000","5,715,000","5,700,000","5,051,000","4,996,000","4,971,000","5,161,000","4,864,000","4,952,000","5,662,000","5,610,000","5,103,000","4,405,000","4,987,000","5,463,000","5,260,000","3,917,000","4,531,000","5,747,000","5,058,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
