name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990
TotalAssets,"16,863,757,000","16,810,311,000","16,155,550,000","16,022,386,000","15,622,571,000","14,929,612,000","14,808,933,000","14,897,207,000","13,900,550,000","13,400,618,000","13,039,674,000","12,892,653,000","12,862,395,000","12,934,878,000","12,746,939,000","10,544,475,000","10,238,313,000","9,829,981,000","10,323,687,000","8,872,272,000","8,764,711,000","8,699,851,000","8,542,471,000","8,529,566,000","8,146,229,000","7,926,496,000","7,918,732,000","5,899,190,000","5,881,849,000","5,805,129,000","5,751,711,000","5,826,020,000","5,902,831,000","5,746,270,000","5,736,048,000","4,249,281,000","4,267,658,000","4,178,616,000","4,164,606,000","4,112,377,000","4,176,490,000","4,202,008,000","4,136,474,000","4,259,200,000","4,422,164,000","4,297,327,000","4,256,253,000","3,593,872,000","3,641,709,000","3,641,081,000","3,642,657,000","3,701,957,000","3,795,217,000","3,715,980,000","3,725,209,000","3,782,196,000","3,699,276,000","3,612,287,000","3,584,519,000","2,791,295,000","2,754,930,000","2,611,356,000","2,530,892,000","2,503,333,000","2,509,220,000","2,397,702,000","2,379,793,000","2,353,385,000","2,320,164,000","1,707,545,000","1,706,462,000","1,422,381,000","1,469,269,000","1,415,214,000","1,377,202,000","1,385,335,000","1,392,887,000","1,344,512,000","1,306,640,000","1,310,925,000","1,304,812,000","1,254,727,000","1,263,504,000","1,240,074,000","1,232,269,000","1,211,940,000","1,206,762,000","1,206,194,000","1,202,657,000","1,163,000,000","1,151,900,000","1,160,100,000","1,133,900,000","1,063,400,000","1,041,900,000","1,023,200,000","1,017,900,000","971,100,000","946,500,000","936,200,000","917,800,000","893,100,000","877,600,000","872,200,000","868,100,000","841,700,000","829,400,000","822,100,000","805,800,000","787,100,000","765,200,000","761,300,000","756,900,000","718,500,000","713,500,000","701,300,000","669,200,000","659,300,000","642,800,000","656,700,000","676,700,000","646,000,000","636,800,000"
TotalLiabilitiesNetMinorityInterest,"14,726,115,000","14,600,458,000","13,951,606,000","13,818,579,000","13,448,870,000","12,796,879,000","12,704,633,000","12,814,261,000","11,830,038,000","11,274,929,000","10,920,015,000","10,772,957,000","10,773,518,000","10,890,965,000","10,736,228,000","8,985,807,000","8,705,548,000","8,314,998,000","8,811,861,000","7,600,486,000","7,513,646,000","7,466,968,000","7,400,224,000","7,405,310,000","7,093,051,000","6,889,678,000","6,886,033,000","5,168,214,000","5,158,653,000","5,093,478,000","5,051,236,000","5,137,805,000","5,226,116,000","5,080,618,000","5,078,792,000","3,748,603,000","3,765,283,000","3,680,408,000","3,667,782,000","3,620,843,000","3,686,879,000","3,714,806,000","3,649,073,000","3,779,065,000","3,948,810,000","3,827,818,000","3,779,219,000","3,181,637,000","3,231,152,000","3,230,959,000","3,232,184,000","3,301,277,000","3,395,122,000","3,315,609,000","3,318,942,000","3,378,401,000","3,289,449,000","3,213,214,000","3,192,207,000","2,474,661,000","2,496,364,000","2,358,652,000","2,280,270,000","2,262,290,000","2,269,802,000","2,162,262,000","2,142,582,000","2,117,931,000","2,089,272,000","1,528,503,000","1,529,750,000","1,284,105,000","1,327,983,000","1,277,589,000","1,241,542,000","1,248,635,000","1,257,834,000","1,211,734,000","1,176,081,000","1,184,208,000","1,183,826,000","1,131,145,000","1,138,205,000","1,117,386,000","1,106,433,000","1,090,279,000","1,087,849,000","1,089,976,000","1,085,504,000","1,046,900,000","1,036,000,000","1,045,900,000","1,022,400,000","958,300,000","936,500,000","921,200,000","917,800,000","872,900,000","850,500,000","842,200,000","826,300,000","802,500,000","789,400,000","786,200,000","782,300,000","756,700,000","746,700,000","741,300,000","728,600,000","713,400,000","693,400,000","690,200,000","685,900,000","648,600,000","644,900,000","633,900,000","603,300,000","594,700,000","579,100,000","594,100,000","614,300,000","584,900,000","579,900,000"
TotalEquityGrossMinorityInterest,"2,137,642,000","2,209,853,000","2,203,944,000","2,203,807,000","2,173,701,000","2,132,733,000","2,104,300,000","2,082,946,000","2,070,512,000","2,125,689,000","2,119,659,000","2,119,696,000","2,088,877,000","2,043,913,000","2,010,711,000","1,558,668,000","1,532,765,000","1,514,983,000","1,511,826,000","1,271,786,000","1,251,065,000","1,232,883,000","1,142,247,000","1,124,256,000","1,053,178,000","1,036,818,000","1,032,699,000","730,976,000","723,196,000","711,651,000","700,475,000","688,215,000","676,715,000","665,652,000","657,256,000","500,678,000","502,375,000","498,208,000","496,824,000","491,534,000","489,611,000","487,202,000","487,401,000","480,135,000","473,354,000","469,509,000","477,034,000","412,235,000","410,557,000","410,122,000","410,473,000","400,680,000","400,095,000","400,371,000","406,267,000","403,795,000","409,827,000","399,073,000","392,312,000","316,634,000","258,566,000","252,704,000","250,622,000","241,043,000","239,418,000","235,440,000","237,211,000","235,454,000","230,892,000","179,042,000","176,712,000","138,276,000","141,286,000","137,625,000","135,660,000","136,700,000","135,053,000","132,778,000","130,559,000","126,717,000","120,986,000","123,582,000","125,299,000","122,688,000","125,836,000","121,661,000","118,913,000","116,218,000","117,153,000","116,100,000","115,900,000","114,200,000","111,500,000","105,100,000","105,400,000","102,000,000","100,100,000","98,200,000","96,000,000","94,000,000","91,500,000","90,600,000","88,200,000","86,000,000","85,800,000","85,000,000","82,700,000","80,800,000","77,200,000","73,700,000","71,800,000","71,100,000","71,000,000","69,900,000","68,600,000","67,400,000","65,900,000","64,600,000","63,700,000","62,600,000","62,400,000","61,100,000","56,900,000"
	StockholdersEquity,"2,137,642,000","2,209,853,000","2,203,944,000","2,203,807,000","2,173,701,000","2,132,733,000","2,104,300,000","2,082,946,000","2,070,512,000","2,125,689,000","2,119,659,000","2,119,696,000","2,088,877,000","2,043,913,000","2,010,711,000","1,558,668,000","1,532,765,000","1,514,983,000","1,511,826,000","1,271,786,000","1,251,065,000","1,232,883,000","1,142,247,000","1,124,256,000","1,053,178,000","1,036,818,000","1,032,699,000","730,976,000","723,196,000","711,651,000","700,475,000","688,215,000","676,715,000","665,652,000","657,256,000","500,678,000","502,375,000","498,208,000","496,824,000","491,534,000","489,611,000","487,202,000","487,401,000","480,135,000","473,354,000","469,509,000","477,034,000","412,235,000","410,557,000","410,122,000","410,473,000","400,680,000","400,095,000","400,371,000","406,267,000","403,795,000","409,827,000","399,073,000","392,312,000","316,634,000","258,566,000","252,704,000","250,622,000","241,043,000","239,418,000","235,440,000","237,211,000","235,454,000","230,892,000","179,042,000","176,712,000","138,276,000","141,286,000","137,625,000","135,660,000","136,700,000","135,053,000","132,778,000","130,559,000","126,717,000","120,986,000","123,582,000","125,299,000","122,688,000","125,836,000","121,661,000","118,913,000","116,218,000","117,153,000","116,100,000","115,900,000","114,200,000","111,500,000","105,100,000","105,400,000","102,000,000","100,100,000","98,200,000","96,000,000","94,000,000","91,500,000","90,600,000","88,200,000","86,000,000","85,800,000","85,000,000","82,700,000","80,800,000","77,200,000","73,700,000","71,800,000","71,100,000","71,000,000","69,900,000","68,600,000","67,400,000","65,900,000","64,600,000","63,700,000","62,600,000","62,400,000","61,100,000","56,900,000"
		CapitalStock,"296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,484,000","249,951,000","249,951,000","249,951,000","249,951,000","225,535,000","225,535,000","225,535,000","214,860,000","214,860,000","206,460,000","206,460,000","206,460,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","99,968,000","86,168,000","86,168,000","86,168,000","57,448,000","57,448,000","57,448,000","57,448,000","57,448,000","57,448,000","50,600,000","50,600,000","46,589,000","46,589,000","46,589,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,414,000","31,061,000","31,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,483,000","296,484,000","249,951,000","249,951,000","249,951,000","249,951,000","225,535,000","225,535,000","225,535,000","214,860,000","214,860,000","206,460,000","206,460,000","206,460,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","163,281,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","133,579,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","113,954,000","99,968,000","86,168,000","86,168,000","86,168,000","57,448,000","57,448,000","57,448,000","57,448,000","57,448,000","57,448,000","50,600,000","50,600,000","46,589,000","46,589,000","46,589,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,061,000","31,414,000","31,061,000","31,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,297,088,000","1,300,192,000","1,298,022,000","1,295,879,000","1,294,911,000","1,296,963,000","1,294,888,000","1,293,033,000","1,291,439,000","1,294,276,000","1,291,927,000","1,289,356,000","1,288,106,000","1,288,911,000","1,287,063,000","897,817,000","896,881,000","898,095,000","896,551,000","706,103,000","705,748,000","707,408,000","633,340,000","632,558,000","584,757,000","585,938,000","592,132,000","344,969,000","344,119,000","345,213,000","344,549,000","343,162,000","342,113,000","342,552,000","341,669,000","218,466,000","217,951,000","218,128,000","217,909,000","217,640,000","217,324,000","217,477,000","217,882,000","217,583,000","217,278,000","217,011,000","217,004,000","184,970,000","184,966,000","184,831,000","184,810,000","184,619,000","184,551,000","184,273,000","185,010,000","184,962,000","184,768,000","184,856,000","184,640,000","128,944,000","84,168,000","83,844,000","112,334,000","112,213,000","112,002,000","111,756,000","111,630,000","111,733,000","112,054,000","67,545,000","67,772,000","40,512,000","40,385,000","40,257,000","40,181,000","40,150,000","39,930,000","39,930,000","29,864,000","39,856,000","39,853,000","39,850,000","39,850,000","39,850,000","39,931,000","39,931,000","39,931,000","41,297,000","39,959,000","40,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"762,690,000","741,648,000","717,033,000","689,444,000","661,117,000","615,773,000","596,779,000","579,314,000","571,709,000","617,355,000","591,599,000","566,982,000","533,328,000","500,660,000","468,612,000","448,475,000","421,725,000","397,354,000","388,209,000","370,723,000","353,478,000","337,536,000","321,527,000","305,958,000","290,665,000","276,340,000","262,057,000","252,718,000","242,726,000","232,883,000","222,670,000","212,511,000","203,037,000","194,815,000","188,907,000","187,618,000","183,902,000","180,628,000","177,632,000","174,874,000","172,807,000","171,108,000","169,586,000","167,322,000","165,834,000","162,547,000","162,088,000","146,798,000","146,596,000","146,581,000","146,142,000","145,508,000","144,843,000","142,427,000","145,865,000","141,893,000","137,503,000","132,774,000","127,578,000","122,863,000","118,718,000","114,254,000","81,078,000","105,682,000","101,024,000","96,903,000","92,949,000","88,910,000","84,992,000","81,720,000","79,569,000","76,771,000","73,351,000","70,342,000","82,971,000","79,988,000","76,982,000","73,935,000","70,869,000","67,777,000","64,741,000","63,391,000","60,962,000","58,531,000","56,338,000","54,423,000","53,469,000","51,877,000","50,483,000","48,100,000","42,800,000","40,900,000","37,000,000","35,100,000","33,400,000","31,900,000","30,200,000","28,400,000","36,200,000","34,500,000","32,700,000","30,900,000","29,000,000","27,500,000","32,500,000","30,900,000","29,400,000","27,500,000","25,600,000","34,400,000","31,400,000","30,700,000","29,200,000","27,800,000","26,500,000","25,300,000","23,800,000","22,500,000","21,600,000","20,500,000","20,300,000","19,000,000","15,300,000"
		TreasuryStock,"114,050,000","118,027,000","118,288,000","97,249,000","98,949,000","101,554,000","101,800,000","102,223,000","103,620,000","83,189,000","62,044,000","33,635,000","21,590,000","24,245,000","17,225,000","17,523,000","18,296,000","19,906,000","19,919,000","20,107,000","20,786,000","21,692,000","21,222,000","21,152,000","21,062,000","22,385,000","22,010,000","21,381,000","21,312,000","22,128,000","21,919,000","21,947,000","22,109,000","23,023,000","22,957,000","24,814,000","24,933,000","25,626,000","25,932,000","26,038,000","26,171,000","26,815,000","26,899,000","26,899,000","26,975,000","27,187,000","27,212,000","27,493,000","27,788,000","27,788,000","27,859,000","27,930,000","28,044,000","28,044,000","29,094,000","30,057,000","30,446,000","31,413,000","28,272,000","24,677,000","25,222,000","25,719,000","25,791,000","26,020,000","26,447,000","26,988,000","24,127,000","23,341,000","21,944,000","21,621,000","22,325,000","22,815,000","22,815,000","22,570,000","22,148,000","19,387,000","17,636,000","17,556,000","17,529,000","16,272,000","15,752,000","12,856,000","11,078,000","9,487,000","3,949,000","3,688,000","3,300,000","4,849,000","230,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
