name,ttm,03/31/2022,12/31/2021
MarketCap,"515,711,687","863,556,653","125,186,127"
EnterpriseValue,"474,835,201","885,030,898","167,055,995"
PbRatio,"10.409"
EnterprisesValueEBITDARatio,"-8.096","-29.354","-12.178"
