name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalAssets,"5,818,070,000","5,801,150,000","5,721,157,000","6,142,212,000","6,208,102,000","6,704,185,000","6,907,210,000","7,002,978,000","7,255,340,000","6,577,511,000","6,633,290,000","6,746,655,000","6,431,231,000","6,131,390,000","6,114,070,000","6,104,224,000","6,238,866,000","6,191,493,000","6,133,010,000","5,938,886,000","5,046,782,000","4,865,022,000","4,620,970,000","4,460,224,000","4,343,540,000","4,217,270,000","4,201,105,000","3,991,392,000","3,903,302,000","3,702,048,000","3,679,231,000","3,532,852,000","3,339,113,000","3,272,276,000","3,135,273,000","3,016,285,000","2,951,792,000","2,946,730,000","2,915,372,000","2,833,667,000","2,790,845,000","2,733,995,000","2,725,897,000","2,729,716,000","2,758,057,000","2,923,420,000","2,922,251,000","2,910,654,000","2,862,505,000","2,680,732,000","2,553,537,000","2,641,577,000","2,602,098,000","2,633,925,000","2,613,482,000","2,461,776,000","2,181,411,000","2,171,633,000","2,062,355,000","1,964,107,000","1,624,326,000","1,571,279,000","1,520,812,000","1,488,193,000","1,465,844,000","1,414,165,000","1,364,188,000","1,340,718,000","1,277,989,000","1,213,448,000","1,201,219,000","1,171,818,000","1,164,327,000","965,918,000","890,447,000","807,384,000","808,586,000","730,387,000","712,997,000","691,949,000","638,763,000","583,351,000","535,913,000","532,430,000","518,869,000","513,534,000","517,466,000","527,970,000","536,135,000","516,300,000","496,000,000","493,700,000","472,800,000","464,400,000","398,500,000","385,600,000","315,900,000"
	CurrentAssets,"795,259,000","770,252,000","625,239,000","1,002,881,000","1,040,940,000","1,538,422,000","1,511,557,000","1,565,493,000","1,725,750,000","1,025,171,000","687,551,000","720,543,000","707,026,000","688,075,000","838,121,000","849,620,000","1,047,811,000","1,203,567,000","1,186,287,000","1,223,724,000","896,167,000","826,171,000","633,852,000","595,286,000","634,231,000","578,963,000","627,420,000","700,694,000","774,299,000","629,230,000","681,538,000","637,923,000","630,437,000","599,668,000","633,423,000","602,580,000","588,221,000","567,024,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"323,761,000","288,822,000","144,433,000","509,836,000","538,077,000","1,025,577,000","985,372,000","1,006,981,000","1,225,122,000","528,763,000","115,839,000","6,927,000","11,116,000","5,872,000","74,153,000","3,017,000","24,514,000","41,917,000","11,412,000","70,872,000","14,446,000","19,335,000","7,311,000","8,462,000","10,980,000","4,283,000","14,614,000","6,146,000","102,206,000","3,336,000","8,386,000","13,589,000","20,406,000","7,958,000","24,141,000","20,030,000","11,763,000","10,664,000","25,007,000","12,739,000","11,474,000","14,625,000","14,302,000","15,740,000","15,164,000","11,776,000","14,860,000","20,144,000","21,029,000","23,138,000","11,196,000","16,202,000","13,504,000","50,082,000","11,125,000","12,201,000","10,571,000","15,170,000","10,758,000","8,937,000","6,755,000","9,414,000","7,675,000","7,477,000","5,788,000","6,546,000","8,364,000","7,214,000","8,026,000","11,255,000","10,252,000","23,688,000","31,784,000","30,527,000","107,314,000","21,982,000","82,767,000","10,091,000","19,220,000","16,007,000","13,877,000","24,590,000","10,066,000","4,430,000","5,781,000","5,948,000","7,619,000","17,789,000","7,384,000","22,300,000","4,300,000","4,000,000","4,300,000","2,300,000","6,800,000","17,200,000","1,800,000"
			CashAndCashEquivalents,"323,761,000","288,822,000","144,433,000","509,836,000","538,077,000","1,025,577,000","985,372,000","1,006,981,000","1,225,122,000","528,763,000","115,839,000","6,927,000","11,116,000","5,872,000","74,153,000","3,017,000","24,514,000","41,917,000","11,412,000","70,872,000","14,446,000","19,335,000","7,311,000","8,462,000","10,980,000","4,283,000","14,614,000","6,146,000","102,206,000","3,336,000","8,386,000","13,589,000","20,406,000","7,958,000","24,141,000","20,030,000","11,763,000","10,664,000","25,007,000","12,739,000","11,474,000","14,625,000","14,302,000","15,740,000","15,164,000","11,776,000","14,860,000","20,144,000","21,029,000","23,138,000","11,196,000","16,202,000","13,504,000","50,082,000","11,125,000","12,201,000","10,571,000","15,170,000","10,758,000","8,937,000","6,755,000","9,414,000","7,675,000","7,477,000","5,788,000","6,546,000","8,364,000","7,214,000","8,026,000","11,255,000","10,252,000","23,688,000","31,784,000","30,527,000","107,314,000","21,982,000","82,767,000","10,091,000","19,220,000","16,007,000","13,877,000","24,590,000","10,066,000","4,430,000","5,781,000","5,948,000","7,619,000","17,789,000","7,384,000","22,300,000","4,300,000","4,000,000","4,300,000","2,300,000","6,800,000","17,200,000","1,800,000"
		Receivables,"437,947,000","455,486,000","456,963,000","464,727,000","469,770,000","489,121,000","499,098,000","506,479,000","443,214,000","458,275,000","525,387,000","669,625,000","644,289,000","621,281,000","682,840,000","744,553,000","921,440,000","1,069,525,000","1,076,797,000","1,052,752,000","771,844,000","717,682,000","527,542,000","492,337,000","521,768,000","485,109,000","513,522,000","612,882,000","585,603,000","557,306,000","594,526,000","558,616,000","539,778,000","533,867,000","559,408,000","526,465,000","511,716,000","499,394,000","40,651,000","38,145,000","40,591,000","40,020,000","39,444,000","40,062,000","43,308,000","44,941,000","41,516,000","42,354,000","44,638,000","40,493,000","44,109,000","73,241,000","77,091,000","73,312,000","73,072,000","74,584,000","72,695,000","61,225,000","327,076,000","38,455,000","150,406,000","106,136,000","68,069,000","65,740,000","61,157,000",,,,,,,,,,,,,"8,438,000",,,,,,,,"434,000","434,000","434,000","406,000","400,000",,,,,,,
			AccountsReceivable,"58,602,000","75,836,000","79,568,000","90,809,000","96,855,000","115,688,000","129,117,000","133,958,000","70,466,000","84,755,000","93,884,000","102,050,000","105,151,000","88,389,000","88,556,000","85,669,000","81,845,000","82,528,000","89,634,000","87,747,000","80,140,000","75,182,000","67,692,000","62,516,000","65,597,000","62,335,000","59,150,000","53,817,000","49,131,000","48,234,000","45,133,000","45,642,000","44,206,000","44,413,000","42,162,000","41,825,000","38,246,000","40,270,000","35,704,000","33,138,000","35,602,000","35,005,000","34,389,000","34,983,000","38,204,000","39,814,000","36,364,000","37,195,000","37,391,000","33,289,000","31,714,000",,,,,,,"32,000",,,,"76,093,000","68,069,000","65,740,000","61,157,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,074,000",,"40,157,000",,,,,,,,,,,,,,,,"32,000",,,,"76,093,000","68,069,000","65,740,000","61,157,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,936,000",,"-5,152,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"377,243,000","377,413,000","376,472,000","373,408,000","372,253,000","372,928,000","369,384,000","371,705,000","370,677,000","371,417,000","426,197,000","561,192,000","533,143,000","522,912,000","578,083,000","646,749,000","832,690,000","975,832,000","977,584,000","946,272,000","675,577,000","618,743,000","446,325,000","430,276,000","459,365,000","426,008,000","457,516,000","548,389,000","529,206,000","510,024,000","550,057,000","515,786,000","498,162,000","491,329,000","519,082,000","487,111,000","473,470,000","460,656,000","4,947,000","5,007,000","4,989,000","5,015,000","5,055,000","5,079,000","5,104,000","5,127,000","5,152,000","5,159,000","7,247,000","7,204,000","12,395,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"2,102,000","2,237,000","923,000","510,000","662,000","505,000","597,000","816,000","2,071,000","2,103,000","5,306,000","6,383,000","5,995,000","12,879,000","25,920,000","21,628,000","15,342,000","18,650,000","10,963,000","19,817,000","17,434,000","24,628,000","14,317,000","401,000","264,000","353,000","110,000","13,209,000","9,212,000","602,000","109,000","914,000","907,000","1,114,000","969,000","1,502,000",,"2,320,000",,,,,,,,,,,,,,,,,,,,"61,193,000",,,,"30,043,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
