name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"555,893,000","129,574,000","142,974,000","147,482,000","135,863,000","149,306,000","165,882,000","165,854,000","136,828,000","98,949,000","92,926,000","96,450,000","90,002,000","82,055,000","78,616,000","87,110,000","87,280,000","81,704,000","86,000,000","81,430,000","66,084,000","61,338,000","60,364,000","71,579,000","66,714,000","56,978,000","49,405,000","48,389,000"
	OperatingRevenue,"555,893,000","129,574,000","142,974,000","147,482,000","135,863,000","149,306,000","165,882,000","165,854,000","136,828,000","98,949,000","92,926,000","96,450,000","90,002,000","82,055,000","78,616,000","87,110,000","87,280,000","81,704,000","86,000,000","81,430,000","66,084,000","61,338,000","60,364,000","71,579,000","66,714,000","56,978,000","49,405,000","48,389,000"
PretaxIncome,"219,138,000","44,549,000","62,841,000","55,006,000","56,742,000","68,462,000","58,947,000","-7,639,000","30,328,000","825,000","27,290,000","31,684,000","25,002,000","25,563,000","22,680,000","28,079,000","29,859,000","25,236,000","27,504,000","12,990,000","17,813,000","15,178,000","13,797,000","15,979,000","16,908,000","15,640,000","9,652,000","16,763,000"
TaxProvision,"46,475,000","9,313,000","14,006,000","9,716,000","13,440,000","15,588,000","13,337,000","-2,040,000","7,455,000","80,000","5,718,000","7,718,000","6,314,000","5,975,000","5,640,000","6,702,000","7,794,000","5,482,000","4,486,000","4,602,000","6,574,000","5,425,000","4,787,000","14,772,000","1,133,000","1,041,000","461,000","858,000"
NetIncomeCommonStockholders,"172,647,000","35,236,000","48,827,000","45,290,000","43,294,000","52,874,000","45,602,000","-5,599,000","22,873,000","745,000","21,458,000","23,838,000","18,588,000","19,483,000","17,377,000","21,263,000","22,065,000","19,754,000","23,018,000","8,388,000","11,239,000","9,753,000","9,010,000","1,207,000","15,775,000","14,599,000","9,191,000","15,905,000"
	NetIncome,"172,647,000","35,236,000","48,827,000","45,290,000","43,294,000","52,874,000","45,602,000","-5,599,000","22,873,000","745,000","21,572,000","23,966,000","18,688,000","19,588,000","17,040,000","21,377,000","22,065,000","19,754,000","23,018,000","8,388,000","11,239,000","9,753,000","9,010,000","1,207,000","15,775,000","14,599,000","9,191,000","15,905,000"
		NetIncomeIncludingNoncontrollingInterests,"172,663,000","35,236,000","48,835,000","45,290,000","43,302,000","52,874,000","45,610,000","-5,599,000","22,873,000","745,000","21,572,000","23,966,000","18,688,000","19,588,000","17,040,000","21,377,000","22,065,000","19,754,000","23,018,000","8,388,000","11,239,000","9,753,000","9,010,000","1,207,000","15,775,000","14,599,000","9,191,000","15,905,000"
			NetIncomeContinuousOperations,"172,663,000","35,236,000","48,835,000","45,290,000","43,302,000","52,874,000","45,610,000","-5,599,000","22,873,000","745,000","21,572,000","23,966,000","18,688,000","19,588,000","17,040,000","21,377,000","22,065,000","19,754,000","23,018,000","8,388,000","11,239,000","9,753,000","9,010,000","1,207,000","15,775,000","14,599,000","9,191,000","15,905,000"
		MinorityInterests,"-16,000","0","-8,000","0","-8,000","0","-8,000","0",,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,"114,000","128,000","100,000","105,000",,"114,000","117,000",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"172,647,000","35,236,000","48,827,000","45,290,000","43,294,000","52,874,000","45,602,000","-5,599,000","22,873,000","745,000","21,458,000","23,838,000","18,588,000","19,483,000","17,377,000","21,263,000","22,065,000","19,754,000","23,018,000","8,388,000","11,239,000","9,753,000","9,010,000","1,207,000","15,775,000","14,599,000","9,191,000","15,905,000"
BasicEPS,,"0.74","1.02","0.96","0.91","1.12","0.97","-0.14","0.71","0.02","0.69","0.77","0.6","0.63","0.55","0.69","0.72","0.65","0.75","0.28","0.44","0.4","0.38","0.07","0.682","0.609",,"0.663"
DilutedEPS,,"0.74","1.02","0.94","0.9","1.1","0.95","-0.14","0.7","0.02","0.68","0.76","0.59","0.62","0.54","0.68","0.7","0.63","0.74","0.27","0.43","0.4","0.37","0.07","0.682","0.609",,"0.663"
BasicAverageShares,,"47,530,520","47,683,682","47,412,214","47,351,969","47,278,865","47,204,738","40,154,841","32,094,274","31,257,739","30,934,092","30,899,583","30,865,636","30,786,684","30,717,008","30,692,668","30,678,732","30,613,284","30,527,234","30,004,952","25,741,968","24,138,437","23,977,028","18,259,128","23,121,176","23,984,704",,"23,984,704"
DilutedAverageShares,,"47,723,902","47,896,715","48,007,147","47,993,773","47,969,106","47,791,659","40,637,745","32,506,417","31,734,112","31,470,565","31,425,573","30,865,636","31,349,198","31,344,949","31,339,628","31,294,044","31,421,830","31,166,080","30,604,537","26,301,458","24,610,991","24,500,943","18,332,938","23,121,176","23,984,704",,"23,984,704"
NetIncomeFromContinuingAndDiscontinuedOperation,"172,647,000","35,236,000","48,827,000","45,290,000","43,294,000","52,874,000","45,602,000","-5,599,000","22,873,000","745,000","21,572,000","23,966,000","18,688,000","19,588,000","17,040,000","21,377,000","22,065,000","19,754,000","23,018,000","8,388,000","11,239,000","9,753,000","9,010,000","1,207,000","15,775,000","14,599,000","9,191,000","15,905,000"
NormalizedIncome,"171,143,650.494","35,579,294","48,681,678.554","43,494,214","43,314,601","52,499,580","53,006,748.333","10,533,597","24,044,716","3,749,281","21,895,303.335","24,251,012","21,443,683","19,947,254","17,316,486.772","21,037,460.2","22,162,548","20,780,250.8","25,072,580.788","18,735,782.91","11,840,920.283","9,585,287.983","9,914,461.115","2,329,600","22,033,498.935","15,765,799.872","11,913,448.094","13,624,995.526"
