name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
MarketCap,"4,062,246,636","5,268,156,564","4,305,319,932","2,434,985,919","2,358,873,420","1,934,463,007","1,807,545,084","1,601,038,261","1,433,137,519","897,929,287","1,248,273,618","1,068,945,111","1,051,213,001","856,968,897","733,781,872","842,019,162","420,357,298","395,800,343","398,501,892","425,870,463","396,326,150","404,444,845","352,443,584","353,364,955","292,870,559","279,153,802","233,229,224","148,814,225","215,363,946"
EnterpriseValue,"5,274,791,636","6,645,153,564","5,498,705,932","3,241,959,919","3,372,555,420","2,900,582,007","2,766,044,084","2,140,985,261","2,136,422,519","1,525,365,287","1,827,720,618","1,623,870,111","1,450,935,001","1,287,163,897","1,142,435,872","1,257,769,162","816,091,298","870,293,343","732,171,892","768,498,463","746,655,150","754,773,845","537,737,584","540,297,955","496,394,559","490,176,802","334,911,224","249,658,225","297,191,946"
PeRatio,"4,982",,,,,,"4,542","268.4",,,,"213","78.55","806.25",,,,"44.918","1,382.5","86.912","39.855","30.879","17.29","20.603","51.929","27.494","29.95","26.718","271.924"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,"18.692","9.625","14.881","13.986",,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,"1.439","0.74","1.145",,,,,,
PsRatio,"2.238","1.948","2.809","2.113","2.208","2.033","2.004","1.855","1.675","1.241","1.776","1.465","1.427","1.543","1.305","1.549","1.441","1.375","1.467","1.604","1.489","1.541","1.483","1.453","1.251","1.147","1.03","0.785","1.456"
PbRatio,"7.4","16.548","11.474","5.2","8.261","5.967","5.156","3.65","5.448","3.198","4.16","3.547","4.879","6.612","4.711","5.308","4.551","3.432","2.601","2.68","2.393","2.367","2.161","2.112","1.764","1.664","1.276","0.846","1.588"
EnterprisesValueRevenueRatio,"5.106","28.522","19.766","13.656","11.832","12.033","9.975","9.491","12.739","7.46","9.114","10.317","8.632","8.128","6.773","8.726","6.178","6.918","4.5","5.846","5.882","6.18","4.216","4.922","4.147","4.57","2.867","2.141","2.71"
EnterprisesValueEBITDARatio,"-143.986","-520.698","-47.807","100.607","88.906","90.553","69.129","63.563","63.144","47.68","66.691","50.722","87.18","108.002","37.796","38.58","36.075","-678.856","29.733","33.871","36.385","40.486","-386.028","23.681","22.082","27.597","13.231","16.012","20.162"
