name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
TotalAssets,"3,849,222,000","3,639,738,000","3,354,110,000","3,474,295,000","2,901,108,000","3,087,754,000","3,215,039,000","3,897,628,000","5,374,218,000","5,370,604,000","5,487,401,000","5,868,885,000","5,035,133,000","3,886,089,000","3,448,179,000","3,082,777,000","3,205,672,000","3,305,778,000","3,143,278,000","3,060,220,000","3,339,874,000","3,397,731,000","3,343,556,000","3,469,073,000","3,584,088,000","3,670,048,000","3,928,201,000","4,169,042,000","4,075,511,000","3,688,311,000","3,813,511,000","4,115,918,000","4,144,282,000","4,217,137,000","4,319,644,000","4,749,271,000","4,628,113,000","4,280,229,000","4,405,030,000","3,729,197,000","3,349,056,000","2,582,193,000","2,633,686,000","2,656,703,000","2,359,816,000","1,649,584,000","1,091,835,000","983,438,000","994,458,000","958,062,000","872,546,000","818,532,000","734,556,000","607,191,000","603,093,000","478,191,000","388,451,000","374,758,000","384,388,000","444,578,000","454,990,000","466,557,000","479,675,000","744,492,000","766,964,000","805,976,000","872,325,000","931,268,000","1,340,125,000","1,400,934,000","1,618,205,000","1,744,435,000","1,799,493,000","1,865,235,000","1,952,797,000","2,046,977,000","2,136,578,000","2,238,304,000","2,337,620,000","2,482,516,000","2,349,247,000","2,500,812,000","2,633,650,000","2,793,410,000","2,988,339,000","3,159,596,000","3,363,473,000","3,616,681,000","4,008,657,000","4,190,896,000","4,678,400,000","4,709,500,000","4,906,000,000","5,178,800,000","5,669,900,000","6,070,600,000","6,116,400,000","5,378,200,000","4,880,000,000","5,038,800,000","3,949,900,000","3,987,500,000","4,513,400,000","4,220,500,000","4,082,100,000","3,490,000,000","3,464,500,000","3,336,000,000","3,230,300,000","3,600,600,000","3,746,200,000","3,427,300,000","3,533,900,000","3,726,800,000","3,168,400,000","2,685,400,000","2,512,700,000","2,264,300,000","2,211,900,000","1,971,500,000","1,866,200,000","1,831,000,000","1,636,000,000","1,582,400,000","1,560,200,000","1,412,300,000","1,269,200,000","1,288,000,000","1,434,200,000"
TotalLiabilitiesNetMinorityInterest,"3,063,589,000","2,868,459,000","2,580,599,000","2,718,666,000","2,169,832,000","2,454,301,000","2,611,486,000","3,330,159,000","4,823,611,000","4,787,616,000","4,902,954,000","5,270,247,000","4,430,459,000","3,358,936,000","2,901,426,000","2,540,543,000","2,662,048,000","2,748,720,000","2,619,179,000","2,562,945,000","2,847,352,000","2,930,547,000","2,848,637,000","2,977,547,000","3,100,289,000","3,178,023,000","3,400,441,000","3,593,789,000","3,470,050,000","3,081,009,000","3,199,464,000","3,503,004,000","3,545,267,000","3,631,261,000","3,738,603,000","4,142,034,000","3,994,815,000","3,663,519,000","3,787,099,000","3,204,124,000","2,826,159,000","2,210,844,000","2,264,152,000","2,269,843,000","1,976,323,000","1,357,227,000","866,361,000","792,607,000","810,814,000","789,309,000","708,785,000","663,905,000","590,619,000","466,782,000","463,459,000","335,736,000","248,085,000","232,822,000","243,037,000","305,192,000","316,520,000","330,019,000","344,654,000","608,109,000","631,298,000","656,642,000","722,791,000","778,403,000","1,195,261,000","1,252,168,000","1,484,986,000","1,609,074,000","1,654,694,000","1,715,389,000","1,791,369,000","1,882,268,000","1,962,536,000","2,014,883,000","2,103,478,000","2,242,209,000","2,167,267,000","2,327,749,000","2,452,308,000","2,617,707,000","2,814,468,000","3,002,465,000","3,191,456,000","3,439,484,000","3,701,820,000","3,865,824,000","4,251,900,000","4,271,600,000","4,455,100,000","4,726,000,000","5,166,400,000","5,527,600,000","5,567,000,000","4,817,300,000","4,340,700,000","4,506,500,000","3,445,000,000","3,484,000,000","4,065,600,000","3,802,500,000","3,706,800,000","3,135,200,000","3,167,000,000","3,048,100,000","2,993,000,000","3,403,100,000","3,490,300,000","3,160,000,000","3,245,700,000","3,473,800,000","2,923,400,000","2,502,500,000","2,330,500,000","2,086,900,000","2,069,400,000","1,845,300,000","1,741,600,000","1,709,600,000","1,513,700,000","1,461,300,000","1,439,300,000","1,291,900,000","1,147,900,000","1,166,000,000","1,311,500,000"
TotalEquityGrossMinorityInterest,"785,633,000","771,279,000","773,511,000","755,629,000","731,276,000","633,453,000","603,553,000","567,469,000","550,607,000","582,988,000","584,447,000","598,638,000","604,674,000","527,153,000","546,753,000","542,234,000","543,624,000","557,058,000","524,099,000","497,275,000","492,522,000","467,184,000","494,919,000","491,526,000","483,799,000","492,025,000","527,760,000","575,253,000","605,461,000","607,302,000","614,047,000","612,914,000","599,015,000","585,876,000","581,041,000","607,237,000","633,298,000","616,710,000","617,931,000","525,073,000","522,897,000","371,349,000","369,534,000","386,860,000","383,493,000","292,357,000","225,474,000","190,831,000","183,644,000","168,753,000","163,761,000","154,627,000","143,937,000","140,409,000","139,634,000","142,455,000","140,366,000","141,936,000","141,351,000","139,386,000","138,470,000","136,538,000","135,021,000","136,383,000","135,666,000","149,334,000","149,534,000","152,865,000","144,864,000","148,766,000","133,219,000","135,361,000","144,799,000","149,846,000","161,428,000","164,709,000","174,042,000","223,421,000","234,142,000","240,307,000","181,980,000","173,063,000","181,342,000","175,703,000","173,871,000","157,131,000","172,017,000","177,197,000","306,837,000","325,072,000","426,500,000","437,900,000","450,900,000","452,800,000","503,500,000","543,000,000","549,400,000","560,900,000","539,300,000","532,300,000","504,900,000","503,500,000","447,800,000","418,000,000","375,300,000","354,800,000","297,500,000","287,900,000","237,300,000","197,500,000","255,900,000","267,300,000","288,200,000","253,000,000","245,000,000","182,900,000","182,200,000","177,400,000","142,500,000","126,200,000","124,600,000","121,400,000","122,300,000","121,100,000","120,900,000","120,400,000","121,300,000","122,000,000","122,700,000"
	StockholdersEquity,"785,633,000","771,279,000","773,511,000","755,629,000","731,276,000","633,453,000","603,553,000","567,469,000","550,607,000","582,988,000","584,447,000","598,638,000","604,674,000","527,153,000","546,753,000","542,234,000","543,624,000","557,058,000","524,099,000","497,275,000","492,522,000","467,184,000","494,919,000","491,526,000","483,799,000","492,025,000","527,760,000","575,253,000","605,461,000","607,302,000","614,047,000","612,914,000","599,015,000","585,876,000","581,041,000","607,237,000","633,298,000","616,710,000","617,931,000","525,073,000","522,897,000","371,349,000","369,534,000","386,860,000","383,493,000","292,357,000","225,474,000","190,831,000","183,644,000","168,753,000","163,761,000","154,627,000","143,937,000","140,409,000","139,634,000","142,455,000","140,366,000","141,936,000","141,351,000","139,386,000","138,470,000","136,538,000","135,021,000","136,383,000","135,666,000","149,334,000","149,534,000","152,865,000","144,864,000","148,766,000","133,219,000","135,361,000","144,799,000","149,846,000","161,428,000","164,709,000","174,042,000","223,421,000","234,142,000","240,307,000","181,980,000","173,063,000","181,342,000","175,703,000","173,871,000","157,131,000","172,017,000","177,197,000","306,837,000","325,072,000","426,500,000","437,900,000","450,900,000","452,800,000","503,500,000","543,000,000","549,400,000","560,900,000","539,300,000","532,300,000","504,900,000","503,500,000","447,800,000","418,000,000","375,300,000","354,800,000","297,500,000","287,900,000","237,300,000","197,500,000","255,900,000","267,300,000","288,200,000","253,000,000","245,000,000","182,900,000","182,200,000","177,400,000","142,500,000","126,200,000","124,600,000","121,400,000","122,300,000","121,100,000","120,900,000","120,400,000","121,300,000","122,000,000","122,700,000"
		CapitalStock,"108,213,000","108,210,000","108,202,000","108,186,000","108,152,000","174,801,000","174,940,000","174,940,000","174,939,000","163,036,000","163,036,000","156,317,000","148,620,000","143,511,000","143,164,000","142,357,000","142,348,000","141,852,000","136,341,000","128,657,000","117,965,000","110,497,000","110,149,000","110,149,000","110,149,000","110,148,000","110,164,000","110,199,000","110,207,000","110,205,000","110,205,000","110,205,000","110,205,000","110,201,000","110,202,000","110,210,000","55,955,000","55,950,000","55,951,000","544,000","543,000","404,000","404,000","403,000","403,000","303,000","41,935,000","41,901,000","41,899,000","41,888,000","41,885,000","41,881,000","41,871,000","41,871,000","41,871,000","41,871,000","41,871,000","41,870,000","41,870,000","41,870,000","41,870,000","41,870,000","41,870,000","41,870,000","41,870,000","55,788,000","55,788,000","55,788,000","55,788,000","55,788,000","55,788,000","55,792,000","47,123,000","47,123,000","47,122,000","47,122,000","47,122,000","94,695,000","94,695,000","94,695,000","94,697,000","94,697,000","107,089,000","106,974,000","127,521,000","127,521,000","127,521,000","127,521,000","127,521,000","127,521,000","127,500,000","127,400,000","127,400,000","127,400,000","127,400,000","127,400,000","127,800,000","130,400,000","132,900,000","134,800,000","136,300,000","139,600,000","86,900,000","86,900,000","86,900,000",,"35,500,000",,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"107,843,000","107,843,000","107,843,000","107,843,000","107,843,000","174,564,000","174,709,000","174,709,000","174,709,000","162,807,000","162,807,000","156,071,000","147,898,000","142,883,000","142,574,000","141,788,000","141,788,000","141,294,000","135,828,000","128,165,000","117,473,000","110,005,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","109,658,000","55,407,000","55,407,000","55,407,000",,,,,,"0","0","41,748,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","41,749,000","55,666,000","55,666,000","55,666,000","55,666,000","55,666,000","55,666,000","55,670,000","47,014,000","47,014,000","47,013,000","47,013,000","47,013,000","94,586,000","94,586,000","94,586,000","94,588,000","94,588,000","106,975,000","106,860,000","127,407,000","127,407,000","127,407,000","127,407,000","127,407,000","127,407,000","127,400,000","127,400,000","127,400,000","127,400,000","127,400,000","127,400,000","127,800,000","130,400,000","132,900,000","134,800,000","136,300,000","139,600,000","86,900,000","86,900,000","86,900,000",,"35,500,000",,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"370,000","367,000","359,000","343,000","309,000","237,000","231,000","231,000","230,000","229,000","229,000","246,000","722,000","628,000","590,000","569,000","560,000","558,000","513,000","492,000","492,000","492,000","491,000","491,000","491,000","490,000","506,000","541,000","549,000","547,000","547,000","547,000","547,000","543,000","544,000","552,000","548,000","543,000","544,000","544,000","543,000","404,000","404,000","403,000","403,000","303,000","187,000","152,000","150,000","139,000","136,000","132,000","122,000","122,000","122,000","122,000","122,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","121,000","122,000","122,000","122,000","122,000","122,000","122,000","122,000","109,000","109,000","109,000","109,000","109,000","109,000","109,000","109,000","109,000","109,000","114,000","114,000","114,000","114,000","114,000","114,000","114,000","114,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,112,628,000","1,107,792,000","1,094,296,000","1,065,670,000","997,326,000","869,495,000","859,089,000","858,451,000","858,203,000","858,347,000","858,050,000","882,633,000","872,010,000","818,442,000","795,630,000","782,011,000","776,117,000","775,873,000","742,845,000","728,124,000","727,503,000","727,369,000","726,701,000","726,063,000","725,438,000","725,358,000","734,689,000","758,230,000","763,979,000","763,935,000","763,228,000","762,502,000","761,827,000","761,550,000","761,862,000","767,172,000","764,272,000","759,214,000","759,647,000","759,167,000","758,652,000","634,683,000","634,317,000","633,969,000","633,620,000","538,304,000","423,700,000","390,544,000","389,459,000","379,717,000","376,659,000","373,438,000","366,836,000","366,817,000","366,793,000","366,769,000","366,731,000","366,716,000","366,716,000","366,716,000","366,674,000","366,637,000","366,637,000","366,633,000","366,612,000","366,903,000","366,903,000","366,903,000","366,896,000","366,896,000","366,896,000","366,897,000","360,684,000","360,684,000","360,684,000","360,684,000","360,706,000","364,743,000","364,743,000","364,743,000","364,740,000","364,740,000","361,469,000","361,584,000","351,999,000","351,999,000","351,999,000","351,997,000","351,995,000","351,995,000","352,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"-350,597,000","-451,452,000","-449,223,000","-447,602,000","-389,307,000","-491,104,000","-519,205,000","-547,653,000","-729,313,000","-612,201,000","-653,649,000","-602,127,000","-466,644,000","-399,021,000","-306,208,000","-318,215,000","-320,682,000","-351,970,000","-360,973,000","-359,249,000","-340,314,000","-338,073,000","-394,509,000","-396,594,000","-380,748,000","-330,713,000","-349,202,000","-297,867,000","-313,094,000","-288,154,000","-275,848,000","-290,737,000","-268,761,000","-252,059,000","-256,660,000","-235,045,000","-248,486,000","-250,965,000","-253,557,000","-256,143,000","-259,222,000","-260,483,000","-263,582,000","-254,211,000","-256,913,000","-256,307,000","-257,761,000","-259,050,000","-261,826,000","-262,913,000","-262,782,000","-264,660,000","-264,998,000","-264,330,000","-262,989,000","-262,232,000","-263,320,000","-267,743,000","-268,310,000","-269,993,000","-271,692,000","-272,632,000","-273,926,000","-272,708,000","-273,320,000","-273,497,000","-273,115,000","-269,880,000","-278,137,000","-277,735,000","-291,464,000","-288,766,000","-259,466,000","-254,079,000","-242,413,000","-240,126,000","-229,140,000","-218,545,000","-205,684,000","-201,623,000","-202,020,000","-202,502,000","-192,478,000","-184,995,000","-186,153,000","-197,800,000","-186,172,000","-185,336,000","-116,641,000","-105,937,000","-24,600,000","-25,000,000","-25,300,000","-24,400,000","-4,200,000","4,000,000","5,400,000","8,000,000","9,700,000","9,000,000","8,700,000","7,700,000","6,100,000","3,700,000","-8,900,000","-9,000,000","-9,600,000","-10,000,000","-10,000,000","-9,300,000","-4,100,000","-1,500,000","-1,400,000","-6,800,000","-2,200,000","-2,700,000","-2,800,000","-7,100,000","-1,000,000","-2,600,000","-4,100,000","-7,000,000","-6,000,000","-7,300,000","-7,400,000","-8,000,000","-8,200,000","-8,800,000","-9,800,000"
		GainsLossesNotAffectingRetainedEarnings,"-84,611,000","6,729,000","20,236,000","29,375,000","15,105,000","80,261,000","88,729,000","81,731,000","246,778,000","173,806,000","217,010,000","161,815,000","50,688,000","-35,779,000","-85,833,000","-63,919,000","-54,159,000","-8,697,000","5,886,000","-257,000","-12,632,000","-32,609,000","52,578,000","51,908,000","28,960,000","-12,768,000","32,109,000","4,691,000","44,369,000","21,316,000","16,462,000","30,944,000","-4,256,000","-33,816,000","-34,363,000","-35,100,000","61,557,000","52,511,000","55,890,000","21,505,000","22,924,000","-3,255,000","-1,605,000","6,699,000","6,383,000","10,057,000","17,600,000","17,436,000","14,112,000","10,061,000","7,999,000","3,968,000","228,000","-3,949,000","-6,041,000","-3,953,000","-4,916,000","1,093,000","1,075,000","793,000","1,618,000","663,000","440,000","588,000","504,000","140,000","-42,000","54,000","317,000","3,817,000","1,999,000","1,438,000","-3,542,000","-3,882,000","-3,965,000","-2,971,000","-4,646,000","-17,472,000","-19,612,000","-17,508,000","-75,437,000","-83,872,000","-94,738,000","-107,860,000","-119,496,000","-124,589,000","-121,331,000","-116,985,000","-56,038,000","-48,507,000","-28,400,000","-17,300,000","-4,000,000","-3,100,000","28,000,000","62,100,000","67,900,000","79,400,000","70,200,000","77,000,000","58,500,000","64,400,000","65,600,000","41,200,000","13,600,000",,,,,,"-19,200,000","-10,100,000",,,,,,,,,,,,,,,,,
