name,ttm,03/31/2022,12/31/2021
MarketCap,"505,909,358","709,818,335","1,925,334,859"
EnterpriseValue,"569,080,358","772,989,335","1,988,505,859"
PsRatio,"0.505","0.96","2.585"
PbRatio,"2.095","2.811",
EnterprisesValueRevenueRatio,"0.578","2.255","11.37"
EnterprisesValueEBITDARatio,"-1.97","-13.235","-18.244"
