name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,03/31/2010
OperatingCashFlow,"1,397,240,000","254,694,000","447,448,000","326,723,000","368,375,000","234,290,000","372,597,000","249,247,000","234,319,000","234,023,000","420,916,000","315,308,000","394,999,000","261,249,000","383,997,000","282,113,000","341,324,000","246,667,000","308,077,000","253,673,000","278,299,000","219,664,000","258,599,000","256,709,000","277,024,000","227,746,000","253,237,000","184,505,000","192,552,000","209,501,000","197,845,000","193,707,000","197,226,000","180,240,000","161,427,000","184,906,000","146,739,000","161,141,000","118,533,000","132,276,000","138,698,000","101,522,000","100,969,000","79,165,000","48,483,000","38,549,000","1,810,000"
	CashFlowFromContinuingOperatingActivities,"1,397,240,000","254,694,000","447,448,000","326,723,000","368,375,000","234,290,000","372,597,000","249,247,000","234,319,000","234,023,000","420,916,000","315,308,000","394,999,000","261,249,000","383,997,000","282,113,000","341,324,000","246,667,000","308,077,000","253,673,000","278,299,000","219,664,000","258,599,000","256,709,000","277,024,000","227,746,000","253,237,000","184,505,000","192,552,000","209,501,000","197,845,000","193,707,000","197,226,000","180,240,000","161,427,000","184,906,000","146,739,000","161,141,000","118,533,000","132,276,000","138,698,000","101,522,000","100,969,000","79,165,000","48,483,000","38,549,000","1,810,000"
		NetIncomeFromContinuingOperations,"-116,453,000","-468,993,000","151,781,000","107,337,000","93,422,000","84,092,000","111,093,000","120,395,000","147,625,000","137,151,000","164,935,000","155,787,000","128,305,000","138,094,000","138,399,000","146,574,000","115,211,000","110,651,000","471,102,000","99,188,000","100,925,000","84,937,000","96,988,000","93,276,000","91,803,000","92,858,000","80,899,000","77,042,000","76,118,000","19,332,000","70,131,000","62,433,000","62,037,000","61,397,000","58,847,000","48,578,000","42,990,000","39,996,000","39,809,000","37,011,000","28,172,000","26,927,000",,,"7,023,000","3,176,000","-477,000"
		OperatingGainsLosses,"-112,801,000","-66,791,000","-44,925,000","-3,788,000","779,000","1,825,000","1,438,000","-2,639,000","-19,088,000","-5,554,000","-36,871,000","-30,199,000","2,243,000","-17,167,000","-9,973,000","-22,284,000","-1,420,000","-765,000","-31,288,000","-6,625,000","-17,622,000","462,000","-13,807,000","-9,974,000","-16,734,000","-20,979,000","-4,837,000","-5,074,000","-15,957,000","-8,030,000","-19,382,000","-9,340,000","-13,305,000","-14,430,000",,,,,,,,,"0","0",,,
			GainLossOnSaleOfPPE,"-112,801,000","-66,791,000","-44,925,000","-3,788,000","779,000","1,825,000","1,438,000","-2,639,000","-19,088,000","-5,554,000","-36,871,000","-30,199,000","2,243,000","-17,167,000","-9,973,000","-22,284,000","-1,420,000","-765,000","-31,288,000","-6,625,000","-17,622,000","462,000","-13,807,000","-9,974,000","-16,734,000","-20,979,000","-4,837,000","-5,074,000","-15,957,000","-8,030,000","-19,382,000","-9,340,000","-13,305,000","-14,430,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"908,905,000","235,308,000","230,820,000","224,960,000","217,817,000","208,965,000","202,722,000","195,054,000","194,020,000","188,895,000","187,862,000","183,788,000","171,689,000","159,471,000","153,548,000","149,703,000","142,600,000","136,134,000","130,400,000","127,553,000","126,490,000","123,909,000","118,720,000","113,251,000","112,136,000","108,575,000","106,300,000","102,046,000","98,402,000","91,012,000","90,921,000","86,119,000","81,475,000","78,142,000","75,580,000","71,811,000","68,783,000","63,863,000","61,414,000","57,932,000","52,537,000","44,336,000","38,876,000","30,657,000","24,644,000","18,130,000",
			DepreciationAndAmortization,"908,905,000","235,308,000","230,820,000","224,960,000","217,817,000","208,965,000","202,722,000","195,054,000","194,020,000","188,895,000","187,862,000","183,788,000","171,689,000","159,471,000","153,548,000","149,703,000","142,600,000","136,134,000","130,400,000","127,553,000","126,490,000","123,909,000","118,720,000","113,251,000","112,136,000","108,575,000","106,300,000","102,046,000","98,402,000","91,012,000","90,921,000","86,119,000","81,475,000","78,142,000","75,580,000","71,811,000","68,783,000","63,863,000","61,414,000","57,932,000","52,537,000","44,336,000","38,876,000","30,657,000","24,644,000","18,130,000",
				Depreciation,"908,905,000","235,308,000","230,820,000","224,960,000","217,817,000","208,965,000","202,722,000","195,054,000","194,020,000","188,895,000","187,862,000","183,788,000","171,689,000","159,471,000","153,548,000","149,703,000","142,600,000","136,134,000","130,400,000","127,553,000","126,490,000","123,909,000","118,720,000","113,251,000","112,136,000","108,575,000","106,300,000","102,046,000","98,402,000","91,012,000","90,921,000","86,119,000","81,475,000","78,142,000","75,580,000","71,811,000","68,783,000","63,863,000","61,414,000","57,932,000","52,537,000","44,336,000","38,876,000","30,657,000","24,644,000","18,130,000",
		DeferredTax,"-54,491,000","-133,360,000","32,515,000","25,946,000","20,408,000","18,577,000","65,182,000","32,512,000","35,471,000","33,302,000","-5,517,000","28,485,000","32,256,000","36,825,000","33,629,000","32,808,000","32,198,000","30,668,000","-305,438,000","54,931,000","54,944,000","48,941,000","52,415,000","51,297,000","50,468,000","51,133,000","43,375,000","42,537,000","42,054,000","10,642,000","36,308,000","33,844,000","33,643,000","33,312,000","31,329,000","26,310,000","23,321,000","21,676,000","21,477,000","20,182,000","15,712,000","14,679,000","13,883,000","10,070,000","3,866,000","1,748,000","0"
			DeferredIncomeTax,"-54,491,000","-133,360,000","32,515,000","25,946,000","20,408,000","18,577,000","65,182,000","32,512,000","35,471,000","33,302,000","-5,517,000","28,485,000","32,256,000","36,825,000","33,629,000","32,808,000","32,198,000","30,668,000","-305,438,000","54,931,000","54,944,000","48,941,000","52,415,000","51,297,000","50,468,000","51,133,000","43,375,000","42,537,000","42,054,000","10,642,000","36,308,000","33,844,000","33,643,000","33,312,000","31,329,000","26,310,000","23,321,000","21,676,000","21,477,000","20,182,000","15,712,000","14,679,000","13,883,000","10,070,000","3,866,000","1,748,000","0"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,595,000","4,091,000","2,867,000","2,509,000","2,308,000","2,336,000","2,328,000","0"
		AssetImpairmentCharge,,"802,352,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
