name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"2,720,881","584,630","1,445,496","295,522","395,233","398,021"
	SellingGeneralAndAdministration,"2,720,881","584,630","1,445,496","295,522","395,233","398,021"
		GeneralAndAdministrativeExpense,"2,720,881","584,630","1,445,496","295,522","395,233","398,021"
			OtherGandA,"2,720,881","584,630","1,445,496","295,522","395,233","398,021"
OperatingIncome,"-2,720,881","-584,630","-1,445,496","-295,522","-395,233","-398,021"
NetNonOperatingInterestIncomeExpense,"23,649","6,807","6,859","5,673","4,310",
	InterestIncomeNonOperating,"23,649","6,807","6,859","5,673","4,310",
OtherIncomeExpense,"12,846,031","4,393,550","1,170,800","7,051,822","229,859","-1,565,392"
	GainOnSaleOfSecurity,"12,846,031","4,393,550","1,170,800","7,051,822","229,859","-958,770"
	OtherNonOperatingIncomeExpenses,,,"0",,,"-606,622"
PretaxIncome,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
NetIncomeCommonStockholders,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
	NetIncome,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
		NetIncomeIncludingNoncontrollingInterests,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
			NetIncomeContinuousOperations,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
DilutedNIAvailtoComStockholders,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
BasicEPS,,"0.553",,"0.98","-0.02","-0.28"
DilutedEPS,,"0.111",,"0.196","-0.02","-0.28"
BasicAverageShares,,"6,900,000",,"6,900,000","10,146,421","6,900,000"
DilutedAverageShares,,"34,500,000",,"34,500,000","10,146,421","6,900,000"
TotalOperatingIncomeAsReported,"-2,720,881","-584,630","-1,445,496","-295,522","-395,233","-398,021"
TotalExpenses,"2,720,881","584,630","1,445,496","295,522","395,233","398,021"
NetIncomeFromContinuingAndDiscontinuedOperation,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
NormalizedIncome,"2,441,180.4","1,179,597","-1,438,637","1,614,142.94","-390,923","-1,004,643"
InterestIncome,"23,649","6,807","6,859","5,673","4,310",
NetInterestIncome,"23,649","6,807","6,859","5,673","4,310",
EBIT,"-2,720,881","-584,630","-1,445,496","-295,522","-395,233","-398,021"
EBITDA,"-2,720,881"
NetIncomeFromContinuingOperationNetMinorityInterest,"10,148,799","3,815,727","-267,837","6,761,973","-161,064","-1,963,413"
TotalUnusualItemsExcludingGoodwill,"12,846,031","4,393,550","1,170,800","7,051,822","229,859","-958,770"
TotalUnusualItems,"12,846,031","4,393,550","1,170,800","7,051,822","229,859","-958,770"
NormalizedEBITDA,"-15,566,912","-4,978,180","-2,616,296","-7,347,344","-625,092","560,749"
TaxRateForCalcs,"0.4","0.4","0","0.27","0","0"
TaxEffectOfUnusualItems,"5,138,412.4","1,757,420","0","1,903,991.94","0","0"
