name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
TotalLiabilitiesNetMinorityInterest,"16,809,847","40,412,168","29,007,490","16,965,063","16,081,671","20,038,122","28,461,738","26,283,936","30,432,341","100,782,434","100,144,921","99,637,793","100,369,779","100,529,054","91,253,516","469,658,356","467,751,753","467,808,670","461,553,072","459,441,190","456,959,158","448,400,246","476,002,283","505,743,088","479,477,570","470,161,486","461,832,710","441,852,293","426,437,025","412,887,812","392,691,893","197,902,884","200,850,724","176,848,766","182,245,556","153,606,919","103,226,873","76,889,125","60,312,422","58,395,801","51,077,652","48,694,411","4,804,436","9,019,987","11,265,124","14,963,015","15,943,256","18,329,671","16,276,591","15,426,796","19,659,383","21,425,639","13,767,299","7,242,701","7,513,843","4,974,796","3,703,883","5,360,467","6,376,409","5,367,352","8,148,152","6,745,837","5,651,473","7,319,935","5,608,763","2,873,999","1,726,025","2,679,648","1,639,356","1,551,349","898,008","860,618","841,352","548,232","1,217,803","917,254","532,229","656,906","540,856","864,672","572,738","666,203","1,085,728","991,190","2,408,094","2,285,457","1,956,735","1,698,077","1,416,311","1,200,000","1,200,000","1,200,000","1,300,000","1,500,000","1,600,000","500,000","300,000","500,000","200,000"
	CurrentLiabilities,"7,240,550","30,487,858","18,942,093","7,970,458","7,511,517","10,483,510","16,300,744","15,561,535","21,424,515","91,735,809","11,795,874","11,123,209","12,107,341","11,337,405","5,205,709","381,264,030","4,018,402","6,810,446","13,038,358","13,632,279","12,561,063","13,829,233","108,327,773","216,882,489","13,538,816","7,333,084","6,238,230","8,023,712","6,976,888","7,460,253","4,591,176","8,396,869","11,135,819","12,189,024","17,249,699","30,963,067","15,151,839","15,715,540","15,796,769","14,511,271","7,138,481","6,922,777","3,695,756","3,248,027","3,286,176","4,263,180","2,820,919","9,834,614","8,889,859","9,028,580","9,744,560","10,811,853","8,059,032","4,319,169","3,347,829","1,721,510","1,547,224","2,117,670","1,671,113","1,660,130","2,014,861","2,049,930","4,638,594","6,278,235","4,402,506","2,232,175","1,592,439","2,679,648","1,639,356","1,551,349","898,008","860,618","841,352","548,232","1,217,803","917,254","532,229","656,906","540,856","864,672","572,738","666,203","1,085,728","904,680","1,452,744","1,356,597","1,036,249","839,290","667,017","600,000","700,000","700,000","700,000","800,000","800,000","500,000","300,000","500,000","100,000"
		PayablesAndAccruedExpenses,"4,490,114","22,886,270","12,020,788","1,931,580","2,403,734","3,332,727","6,350,234","1,814,841","5,738,964","5,284,550","6,418,772","4,601,205","5,391,583","6,272,574","2,914,440","4,008,596","1,653,552","4,577,775","4,033,945","5,524,985","3,641,342","5,618,571","6,634,399","12,354,615","12,858,066","5,350,861","4,809,095","6,313,892","4,802,185","4,207,585","1,482,423","5,719,182","8,544,061","8,746,335","11,641,174","20,547,078","12,137,768","13,839,970","15,796,769","14,511,271","7,138,481","5,855,777","3,695,756","3,248,027","3,118,023","4,072,417","2,608,045","5,151,687","4,587,648","4,198,346","3,905,491","3,812,733","2,851,072","3,016,569","2,045,229","1,721,510","1,547,224","2,117,670","1,671,113","1,573,369","2,007,341","1,942,410","1,096,608","1,379,627","1,022,908","1,703,936","1,484,919","2,411,662","1,639,356","1,551,349","898,008","860,618","841,352","548,232","1,217,803","917,254","532,229","645,700","488,240","771,115","441,361","474,007","799,596","532,997","432,990","209,278","341,149","184,138","136,629","200,000","300,000","300,000","300,000","300,000","300,000","200,000","100,000","200,000",
			Payables,"2,587,130","21,235,046","10,011,222","702,810","1,144,638","2,197,772","4,823,702","630,165","4,765,817","3,054,032","2,251,814","1,070,926","2,149,605","1,688,488","894,792","1,412,595","432,207","1,328,867","1,362,331","3,475,102","2,259,096","2,517,072","2,925,464","9,916,911","8,493,678","3,944,476","3,174,820","4,780,691","3,553,191","3,384,310","680,930","1,628,237","4,343,762","5,064,380","6,826,552","16,258,393","8,588,832","10,189,917","10,613,539","10,045,821","3,903,352","2,278,316","2,218,881","1,377,339","2,293,459","2,884,259","1,415,251","4,403,759","3,963,926","3,458,013","2,979,389","2,810,559","2,054,892","1,806,073","1,155,464","999,216","949,204","1,321,146","985,733","912,649","1,384,621","1,357,906","708,785","704,943","581,103","1,251,854","1,157,868","2,110,303","1,440,066","1,148,277","633,243","626,840","644,670","353,051","847,635","546,212","381,168","461,146","397,343","626,604","250,409","210,391","475,766","340,854","115,137","209,278","341,149","184,138","136,629","200,000","300,000","300,000","300,000","300,000","300,000","200,000","100,000","200,000",
				AccountsPayable,"1,778,359","2,028,004","9,962,965","675,403","446,795","1,278,217","1,118,307","630,165","4,765,817","3,054,032","2,251,814","1,070,926","2,149,605","1,688,488","894,792","1,412,595","432,207","1,328,867","1,362,331","3,475,102","2,259,096","2,517,072","2,925,464","9,916,911","8,493,678","3,944,476","3,174,820","4,780,691","3,553,191","3,384,310","680,930","1,628,237","4,343,762","5,064,380","6,826,552","16,258,393","8,588,832","10,189,917","10,613,539","10,045,821","3,903,352","2,278,316","2,218,881","1,377,339","2,293,459","2,884,259","1,415,251","4,403,759","3,963,926","3,458,013","2,979,389","2,810,559","2,054,892","1,806,073","1,155,464","999,216","949,204","1,321,146","985,733","912,649","1,384,621","1,357,906","708,785","704,943","581,103","1,251,854","1,157,868","2,110,303","1,440,066","1,148,277","633,243","626,840","644,670","353,051","847,635","546,212","381,168","461,146","397,343","626,604","250,409","210,391","475,766","340,854","115,137","209,278","341,149","184,138","136,629","200,000","300,000","300,000","300,000","300,000","300,000","200,000","100,000","200,000",
				TotalTaxPayable,"808,771","19,207,042","48,257","27,407","697,843","919,555","3,705,395",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"808,771","19,207,042","48,257","27,407","697,843","919,555","3,705,395",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0",,,,
			CurrentAccruedExpenses,"1,902,984","1,651,224","2,009,566","1,228,770","1,259,096","1,134,955","1,526,532","1,184,676","973,147","2,230,518","4,166,958","3,530,279","3,241,978","4,584,086","2,019,648","2,596,001","1,221,345","3,248,908","2,671,614","2,049,883","1,382,246","3,101,499","3,708,935","2,437,704","4,364,388","1,406,385","1,634,275","1,533,201","1,248,994","823,275","801,493","4,090,945","4,200,299","3,681,955","4,814,622","4,288,685","3,548,936","3,650,053","5,183,230","4,465,450","3,235,129","3,577,461","1,476,875","1,870,688","824,564","1,188,158","1,192,794","747,928","623,722","740,333","926,102","1,002,174","796,180","1,210,496","889,765","722,294","598,020","796,524","685,380","660,720","622,720","584,504","387,823","674,684","441,805","452,082","327,051","301,359","199,290","403,072","264,765","233,778","196,682","195,181","370,168","371,042","151,061","184,554","90,897","144,511","190,952","263,616","323,830","192,143","317,853",,,,,,,,,,,,,,
				InterestPayable,,,,,,"0","0","0","0","977,724","968,018","965,133","1,003,911",,,"936,695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"716,680","2,811,700","2,420,266","1,672,113","853,833","2,933,738","2,497,175","1,747,880","955,494","2,966,139",,,,,,"893,888","454,494","2,538,340","1,676,745","1,191,940","676,580","2,357,194","1,384,184","466,630","780,894","580,801","802,250","572,500","405,000","17,500",,,"401,250",,,"803,590","365,545",,,,,"1,067,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"486,752","466,830","496,683","433,437","393,936","449,940","441,992","434,132","427,064","80,464,575","412,436","405,244",,,,,,,,,,,,,,,"0","0","0","1,989,948","1,984,550","1,979,231","1,973,990","1,968,826","1,963,738","8,958,725","1,454,249","954,738",,,,,,,,,,,,,,,,,,,,,,"86,761","107,520","107,520","3,107,520","3,080,641","1,107,520","107,520","107,520","267,986",,,,,,,,,,"11,206","52,616","92,657","131,377","192,196","286,132","366,683","444,754","391,407","307,637","298,167","288,992","300,000","300,000","300,000","300,000","400,000","300,000",,,,
			CurrentDebt,,,,,,,,,,"80,044,866",,,,,,,,,,,,,,,,,"0","0","0","1,989,948","1,984,550","1,979,231","1,973,990","1,968,826","1,963,738","8,958,725","1,454,249","954,738",,,,,,,,,,,,,,,,,,,,,,"86,761","107,520","107,520","3,107,520","3,080,641","1,107,520","107,520","107,520","267,986",,,,,,,,,,"11,206","52,616","92,657","131,377","192,196","286,132","366,683","444,754","391,407","307,637","298,167","288,992","300,000","300,000","300,000","300,000","400,000","300,000",,,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,761","107,520","107,520","3,107,520","3,080,641","1,107,520","107,520","107,520","267,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,,,,,"0",,,,"80,044,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,"80,044,866",,,,,,,,,,,,,,,,,,,,"1,989,948","1,984,550","1,979,231","1,973,990","1,968,826","1,963,738","8,958,725","1,454,249","954,738",,,,,,,,,,,,,,,,,,,,,,"0",,"0","0","0","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"486,752","466,830","496,683","433,437","393,936","449,940","441,992","434,132","427,064","419,709","412,436","405,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"793,464","3,764,696","3,587,390","3,654,540","3,573,538","3,280,947","6,637,967","10,630,746","13,601,728","2,298,341","4,112,007","5,364,080","5,437,774","4,159,946","684,232","376,562,998","1,255,318","1,255,318",,,,,,,,,,,,,,,,,,,,,,,,,,,"168,153","190,763","212,874","600,927","662,211","1,570,234","1,319,069","1,329,120","1,337,960","1,302,600","1,302,600",,,,,,,,"434,466","1,341,872","1,264,356","347,319",,,,,,,,,,,,,,"900",,,,"5,000","575,000",,,,,,,,,,,,,,
			CurrentDeferredRevenue,"793,464","3,764,696","3,587,390","3,654,540","3,573,538","3,280,947","6,637,967","10,630,746","13,601,728","2,298,341","4,112,007","5,364,080","5,437,774","4,159,946","684,232","376,562,998","1,255,318","1,255,318",,,,,,,,,,,,,,,,,,,,,,,,,,,"168,153","190,763","212,874","600,927","662,211","1,570,234","1,319,069","1,329,120","1,337,960","1,302,600","1,302,600",,,,,,,,"434,466","1,341,872","1,264,356","347,319",,,,,,,,,,,,,,"900",,,,"5,000","575,000",,,,,,,,,,,,,,
		OtherCurrentLiabilities,"753,540","558,362","416,966","278,788","286,476","486,158","373,376","933,936","701,265","722,204","852,659","752,680","1,277,984","904,885","1,607,037","692,436","1,109,532","977,353","9,004,413","8,107,294","8,919,721","8,210,662","101,693,374","204,527,874","680,750","1,982,223","1,429,135","1,709,820","2,174,703","1,262,720","1,124,203","698,456","617,768","1,473,863","3,644,787","1,457,264","1,559,822","920,832","0","0","0",,"0","0","0","0","0","4,082,000","3,640,000","3,260,000","4,520,000","5,670,000","3,870,000","0","0","0","0","0","0","0","-100,000","0","0","476,095","1,007,722","73,400",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0","755,912","387,463","356,985","241,396","100,000","100,000","100,000","100,000","100,000","200,000","300,000","200,000","300,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"9,569,297","9,924,310","10,065,397","8,994,605","8,570,154","9,554,612","12,160,994","10,722,401","9,007,826","9,046,625","88,349,047","88,514,584","88,262,438","89,191,649","86,047,807","88,394,326","463,733,351","460,998,224","448,514,714","445,808,911","444,398,095","434,571,013","367,674,510","288,860,599","465,938,754","462,828,402","455,594,480","433,828,581","419,460,137","405,427,559","388,100,717","189,506,015","189,714,905","164,659,742","164,995,857","122,643,852","88,075,034","61,173,585","44,515,653","43,884,530","43,939,171","41,771,634","1,108,680","5,771,960","7,978,948","10,699,835","13,122,337","8,495,057","7,386,732","6,398,216","9,914,823","10,613,786","5,708,267","2,923,532","4,166,014","3,253,286","2,156,659","3,242,797","4,705,296","3,707,222","6,133,291","4,695,907","1,012,879","1,041,700","1,206,257","641,824","133,586",,,,,,,,,,,,,,,,,"86,510","955,350","928,860","920,486","858,787","749,294","600,000","500,000","500,000","600,000","700,000","800,000",,,,"100,000"
		LongTermDebtAndCapitalLeaseObligation,,,,,,,,,,,"78,911,307","77,777,748","76,656,511","75,547,597","74,414,036","73,280,477","72,159,240","71,050,324","69,916,765","68,783,206","67,661,969","66,553,053",,,,,,,,"0","499,536","997,693","1,494,490","1,989,948","2,484,086","2,976,924","3,468,481","3,955,262",,,,,,,,,,,,,,,,,,,,,,,"1,025","22,809","43,784","91,636","79,825","106,705","133,586",,,,,,,,,,,,,,,,,"78,010","856,372","848,579","864,486","821,287","734,294","500,000","500,000","600,000","600,000","700,000","800,000",,,,
			LongTermDebt,,,,,,,,,,,"78,911,307","77,777,748","76,656,511","75,547,597","74,414,036","73,280,477","72,159,240","71,050,324","69,916,765","68,783,206","67,661,969","66,553,053",,,,,,,,"0","499,536","997,693","1,494,490","1,989,948","2,484,086","2,976,924","3,468,481","3,955,262",,,,,,,,,,,,,,,,,,,,,,,"1,025","22,809","43,784","91,636","79,825","106,705","133,586",,,,,,,,,,,,,,,,,"78,010","856,372","848,579","864,486","821,287","734,294","500,000","500,000","600,000","600,000","700,000","800,000",,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,"0","0",,"376,030,704","377,641,485","377,753,542","376,787,382","376,510,302","367,769,971","367,405,463","288,570,495","255,752,091","255,524,014","262,614,641","240,813,882","20,029,953","5,982,267","240,973","188,081,857","187,783,380","162,222,189","162,057,530","119,069,235","83,505,866","57,052,020","43,603,902","42,992,609","42,727,036","41,001,110","0","0","188,062","175,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,"0","306,449","307,256","307,256","286,066","281,889","277,088","277,895","265,643","7,519,847","7,073,916","6,500,992","5,900,468","240,973",,,,,,,,,,,"0","0","0","188,062","175,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,"0","0",,"376,030,704","377,641,485","377,447,093","376,480,126","376,203,046","367,483,905","367,123,574","288,293,407","255,474,196","255,258,371","255,094,794","233,739,966","13,528,961","81,799","0","188,081,857","187,783,380","162,222,189","162,057,530","119,069,235","83,505,866","57,052,020","43,603,902","42,992,609","42,727,036","41,001,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"6,170,337","6,521,441","6,344,663","5,278,141","5,720,410","6,639,211","9,026,690","7,752,534","6,132,947","6,116,882","6,433,427","7,415,350","8,071,873","12,380,939","10,729,818","14,408,991","14,769,276","11,466,162",,,,,,,,,,,,,,,,"0","0","249,558","933,594","0","749,771","734,739","1,059,751","622,938",,,,"10,524,660","13,122,337",,"7,386,732","6,398,216","9,914,823","10,758,805","5,708,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"3,398,960","3,402,869","3,720,734","3,716,464","2,849,744","2,915,401","3,134,304","2,969,867","2,874,879","2,929,743","3,004,313","3,321,486","3,534,054","1,263,113","903,953","704,858","774,131","840,253","844,407","238,323","225,824","247,989","269,047","290,104","210,186,663","207,304,388","192,979,839","193,014,699","399,430,184","399,445,292","387,360,208","426,465","437,035","447,605","454,241","348,135","167,093","166,303","161,980","157,182","152,384","147,586","1,108,680","5,771,960","7,790,886",,,,,,,"-145,019",,,,,,,,,"6,132,266","4,673,098","969,095","950,064","1,126,432","535,119",,,,,,,,,,,,,,,,,,"8,500","98,978","80,281","56,000","37,500","15,000","100,000",,"-100,000",,,,,,,
TotalEquityGrossMinorityInterest,"167,736,796","174,314,407","106,555,862","116,720,962","122,684,867","129,793,269","112,960,414","94,133,018","88,142,122","97,783,756","102,866,516","103,454,467","106,069,569","102,914,687","52,473,805","-341,317,731","-334,616,500","-323,138,291","-312,826,914","-303,410,716","-296,138,673","-287,418,269","-313,164,944","-304,074,532","-294,681,252","-284,428,550","-264,667,704","-259,389,466","-253,198,163","-246,502,477","-227,976,509","11,568,705","13,937,105","16,975,468","19,324,100","23,407,195","25,499,631","28,947,005","31,739,570","34,245,189","37,949,969","41,686,066","45,979,658","42,948,595","11,362,222","12,068,788","7,728,557","3,830,191","7,438,859","10,488,491","-11,494,069","-13,002,120","-6,361,036","1,554,599","2,283,666","5,020,726","4,543,205","5,228,205","5,293,458","7,117,877","5,416,546","7,281,850","77,343","-757,171","518,795","3,231,030","2,557,000","1,833,239","3,451,986","4,559,411","7,666,174","7,926,127","10,413,263","5,551,348","5,066,561","5,888,528","2,082,789","2,173,086","1,367,636","1,940,877","2,897,011","3,541,485","2,168,535","1,693,845","251,234","924,736","2,493,383","3,850,023","5,157,495","2,200,000","3,000,000","3,900,000","4,700,000","5,600,000","6,700,000","8,000,000","9,700,000","10,600,000","9,500,000"
	StockholdersEquity,"167,736,796","174,314,407","106,555,862","116,720,962","122,684,867","129,793,269","112,960,414","94,133,018","88,142,122","97,783,756","102,866,516","103,454,467","106,069,569","102,914,687","52,473,805","-341,317,731","-334,616,500","-323,138,291","-312,826,914","-303,410,716","-296,138,673","-287,418,269","-313,164,944","-304,074,532","-294,681,252","-284,428,550","-264,667,704","-259,389,466","-253,198,163","-246,502,477","-227,976,509","11,568,705","13,937,105","16,975,468","19,324,100","23,407,195","25,499,631","28,947,005","31,739,570","34,245,189","37,949,969","41,686,066","45,979,658","42,948,595","11,362,222","12,068,788","7,728,557","3,830,191","7,438,859","10,488,491","-11,494,069","-13,002,120","-6,361,036","1,554,599","2,283,666","5,020,726","4,543,205","5,228,205","5,293,458","7,117,877","5,416,546","7,281,850","77,343","-757,171","518,795","3,231,030","2,557,000","1,833,239","3,451,986","4,559,411","7,666,174","7,926,127","10,413,263","5,551,348","5,066,561","5,888,528","2,082,789","2,173,086","1,367,636","1,940,877","2,897,011","3,541,485","2,168,535","1,693,845","251,234","924,736","2,493,383","3,850,023","5,157,495","2,200,000","3,000,000","3,900,000","4,700,000","5,600,000","6,700,000","8,000,000","9,700,000","10,600,000","9,500,000"
		CapitalStock,"7,256","7,354","7,431","7,539","7,625","7,720","7,777","7,862","8,105","8,127","8,107","8,105","8,094","8,076","8,032","7,916","7,904","7,904","7,890","7,891","7,878","7,869","5,411","5,411","5,411","5,411","5,411","5,384","5,351","5,351","5,351","5,350","5,334","5,310","5,259","5,240","5,212","5,164","5,164","5,164","5,164","5,164","5,142","5,131","5,038","4,902","4,635","4,367","4,357","4,306","3,818","3,727","3,616","3,538","3,566","3,564","3,396","3,394","3,378","3,348","3,298","3,245","61,479","61,372","61,322","61,322","61,122","61,122","61,122","61,122","61,122","61,017","75,010","74,534","74,382","74,312","82,646","444,967","444,795","399,458","399,457","399,457","417,818","939,481","756","747","745","728","725","0","0",,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,672","58,672","58,672","58,672","58,672","58,672","58,672","58,672","58,672","58,672","72,666","72,666","72,666","72,666","81,321","443,674","443,674","398,441","398,441","398,441","416,901","938,676",,,,,,,,,,,,,,,
			CommonStock,"7,256","7,354","7,431","7,539","7,625","7,720","7,777","7,862","8,105","8,127","8,107","8,105","8,094","8,076","8,032","7,916","7,904","7,904","7,890","7,891","7,878","7,869","5,411","5,411","5,411","5,411","5,411","5,384","5,351","5,351","5,351","5,350","5,334","5,310","5,259","5,240","5,212","5,164","5,164","5,164","5,164","5,164","5,142","5,131","5,038","4,902","4,635","4,367","4,357","4,306","3,818","3,727","3,616","3,538","3,566","3,564","3,396","3,394","3,378","3,348","3,298","3,245","2,807","2,700","2,650","2,650","2,450","2,450","2,450","2,450","2,450","2,345","2,344","1,868","1,716","1,646","1,325","1,293","1,121","1,017","1,016","1,016","917","805","756","747","745","728","725","0","0",,,,,,,,
			OtherCapitalStock,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0","2,650","0",,"0","2,450","0",,"0","2,344","0","0",,,"0","0","0","1,016","0","0","0",,"0","0",,,,,,,,,,,,
		AdditionalPaidInCapital,"226,426,529","226,070,308","225,761,819","225,678,876","225,211,481","224,978,430","221,587,384","221,380,828","221,057,307","220,808,037","221,388,212","220,770,338","220,222,959","218,697,872","220,647,968","214,906,962","214,556,941","214,229,581","214,238,249","213,838,069","213,608,687","213,714,154","177,530,037","177,376,807","177,204,236","177,008,371","176,675,169","176,322,914","175,940,813","175,483,180","174,952,893","174,421,347","173,841,500","173,498,028","171,508,253","170,689,389","169,720,774","152,340,303","151,944,558","151,509,784","150,868,007","150,551,211","149,087,836","146,267,297","138,522,944","134,524,304","116,607,389","103,737,034","102,776,129","101,417,677","80,483,967","77,402,300","73,835,402","72,156,614","71,314,197","71,022,378","67,404,289","67,230,987","66,765,924","66,097,077","64,822,544","63,646,224","52,132,184","50,640,979","49,760,044","49,638,619","48,691,350","48,691,350","48,679,650","48,679,650","48,679,650","47,102,355","47,085,863","40,284,856","38,186,787","37,438,365","32,413,783","32,051,461","30,324,064","29,387,238","29,404,296","29,348,786","27,293,072","24,378,144","23,193,085","23,793,983","23,714,098","22,018,799","21,590,932","16,900,000","16,800,000",,,,,,,,
		RetainedEarnings,"-58,696,989","-51,763,255","-119,213,388","-108,965,453","-102,534,239","-95,192,881","-108,634,747","-127,255,672","-132,923,290","-123,032,408","-118,529,803","-117,323,976","-114,161,484","-115,791,261","-168,182,195","-556,232,609","-549,181,345","-537,375,776","-527,073,053","-517,256,676","-509,755,238","-501,140,292","-490,700,392","-481,456,750","-471,890,899","-461,442,332","-441,348,284","-435,717,764","-429,144,327","-421,991,008","-402,934,753","-162,857,992","-159,909,729","-156,527,870","-152,189,412","-147,287,434","-144,226,355","-123,398,462","-120,210,152","-117,269,759","-112,923,202","-108,870,309","-103,113,320","-103,323,833","-127,165,760","-122,464,485","-108,887,356","-99,914,571","-95,342,950","-90,933,492","-91,981,854","-90,553,166","-80,200,054","-70,605,553","-69,034,097","-66,005,216","-62,864,480","-62,006,176","-61,475,844","-58,982,548","-59,509,296","-56,367,619","-52,116,320","-51,459,522","-49,302,571","-46,468,911","-46,195,472","-46,919,233","-45,288,786","-44,181,361","-41,074,598","-39,237,245","-36,747,610","-34,808,042","-33,194,608","-31,624,149","-30,413,640","-29,531,402","-28,464,496","-27,834,858","-26,883,470","-26,171,175","-24,919,941","-23,329,419","-22,809,760","-22,441,569","-20,394,856","-17,736,631","-16,289,912","-14,700,000","-13,700,000","-12,900,000","-12,000,000","-11,000,000","-9,900,000","-8,600,000","-6,800,000","-4,500,000","-3,900,000"
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","4,067","3,889","3,361","1,323",,,,,,,,,,,,"100,000",,,,,,,,,,,,,,,,,"-791,940","-936,727","-10,961","-23,272","-35,583","-622,414","-294,361","-132,847","-428,425","-826,604","-432,873","-144,250",,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","16,800,000","16,700,000","16,600,000","16,600,000","16,600,000","16,500,000","15,100,000","13,400,000"
TotalCapitalization,"167,736,796","174,314,407","106,555,862","116,720,962","122,684,867","129,793,269","112,960,414","94,133,018","88,142,122","97,783,756","181,777,823","181,232,215","182,726,080","178,462,284","126,887,841","-268,037,254","-262,457,260","-252,087,967","-242,910,149","-234,627,510","-228,476,704","-220,865,216","-313,164,944","-304,074,532","-294,681,252","-284,428,550","-264,667,704","-259,389,466","-253,198,163","-246,502,477","-227,476,973","12,566,398","15,431,595","18,965,416","21,808,186","26,384,119","28,968,112","32,902,267","31,739,570","34,245,189","37,949,969","41,686,066","45,979,658","42,948,595","11,362,222","12,068,788","7,728,557","3,830,191","7,438,859","10,488,491","-11,494,069","-13,002,120","-6,361,036","1,554,599","2,283,666","5,020,726","4,543,205","5,228,205","5,293,458","7,117,877","5,417,571","7,304,659","121,127","-665,535","598,620","3,337,735","2,690,586","1,833,239","3,451,986","4,559,411","7,666,174","7,926,127","10,413,263","5,551,348","5,066,561","5,888,528","2,082,789","2,173,086","1,367,636","1,940,877","2,897,011","3,541,485","2,168,535","1,771,855","1,107,606","1,773,315","3,357,869","4,671,310","5,891,789","2,700,000","3,500,000","4,500,000","5,300,000","6,300,000","7,500,000","8,000,000","9,700,000","10,600,000","9,500,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,672","58,672","58,672","58,672","58,672","58,672","58,672","58,672","58,672","58,672","72,666","72,666","72,666","72,666","81,321","443,674","443,674","398,441","398,441","398,441","416,901","938,676",,,,,,,,,,,,,,,
