name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989
OperatingCashFlow,"3,316,100,000","1,088,000,000","730,300,000","1,128,000,000","369,800,000","775,300,000","781,100,000","843,200,000","583,600,000","1,516,400,000","703,200,000","884,500,000","572,100,000","779,400,000","631,100,000","789,100,000","607,400,000","705,700,000","568,500,000","976,300,000","590,500,000","754,600,000","571,100,000","699,300,000","288,300,000","767,300,000","706,500,000","725,100,000","430,900,000","981,400,000","698,200,000","533,800,000","329,400,000","816,800,000","715,300,000","627,800,000","381,100,000","780,300,000","828,600,000","828,300,000","488,800,000","744,800,000","504,000,000","712,400,000","440,800,000","278,700,000","648,600,000","421,900,000","177,600,000","623,000,000","571,100,000","712,000,000","275,100,000","698,300,000","766,100,000","137,900,000","225,900,000","816,000,000","470,200,000","423,300,000","20,400,000","612,000,000","588,000,000","461,000,000","104,000,000","575,000,000","433,000,000","625,000,000","138,000,000","723,000,000","465,000,000","484,000,000","39,000,000","710,000,000","501,000,000","319,000,000","-69,000,000","599,000,000","353,000,000","409,000,000","270,000,000","309,000,000","195,000,000","194,100,000","214,900,000","233,400,000","195,100,000","142,600,000","165,800,000","172,900,000","192,400,000","175,500,000","146,900,000","170,500,000","206,400,000","170,700,000","138,600,000","182,400,000","161,200,000","211,200,000","214,700,000","202,200,000","77,100,000","172,700,000","135,300,000","236,100,000","180,100,000","129,200,000","114,400,000","317,700,000","201,700,000","118,500,000","29,600,000","315,500,000","208,600,000","127,800,000","178,800,000","311,200,000","252,600,000","90,000,000","206,100,000","278,400,000","208,800,000","132,200,000","152,200,000","255,800,000","65,100,000","143,100,000","80,400,000","221,000,000","137,200,000","155,800,000","113,800,000"
	CashFlowFromContinuingOperatingActivities,"3,316,100,000","1,088,000,000","730,300,000","1,128,000,000","369,800,000","775,300,000","781,100,000","843,200,000","583,600,000","1,516,400,000","703,200,000","884,500,000","572,100,000","779,400,000","631,100,000","789,100,000","607,400,000","705,700,000","568,500,000","976,300,000","590,500,000","754,600,000","571,100,000","699,300,000","288,300,000","767,300,000","706,500,000","725,100,000","430,900,000","981,400,000","698,200,000","533,800,000","329,400,000","816,800,000","715,300,000","627,800,000","381,100,000","780,300,000","828,600,000","828,300,000","488,800,000","744,800,000","504,000,000","712,400,000","440,800,000","278,700,000","648,600,000","421,900,000","177,600,000","623,000,000","571,100,000","712,000,000","275,100,000","698,300,000","766,100,000","137,900,000","225,900,000","816,000,000","470,200,000","423,300,000","20,400,000","612,000,000","588,000,000","461,000,000","104,000,000","575,000,000","433,000,000","625,000,000","138,000,000","723,000,000","465,000,000","484,000,000","39,000,000","710,000,000","501,000,000","319,000,000","-69,000,000","597,000,000","354,000,000","409,000,000","271,000,000","309,800,000","195,800,000","194,900,000","215,500,000","234,400,000","196,000,000","143,400,000","165,900,000","173,700,000","193,000,000","176,200,000","147,600,000","171,500,000","207,200,000","172,000,000","139,400,000","183,400,000","162,200,000","213,900,000","215,800,000","203,700,000","78,500,000","174,800,000","137,100,000","238,200,000","183,400,000","130,200,000","124,600,000","286,500,000","20,300,000","119,700,000","30,900,000","316,800,000","209,900,000","129,300,000","180,000,000","315,200,000","253,000,000","92,300,000","205,400,000","278,800,000","224,900,000","133,000,000","153,700,000","257,000,000","65,300,000","144,200,000","82,100,000","223,200,000","146,900,000","161,400,000","125,600,000"
		NetIncomeFromContinuingOperations,"2,735,000,000","825,800,000","662,600,000","608,400,000","638,200,000","399,900,000","603,800,000","695,900,000","646,400,000","627,000,000","463,900,000","591,400,000","528,500,000","581,200,000","457,900,000","351,200,000","395,900,000","358,100,000","952,500,000","443,800,000","408,600,000","415,600,000","370,200,000","495,800,000","419,500,000","390,400,000","367,700,000","543,600,000","435,100,000","197,800,000","353,800,000","355,400,000","352,400,000","415,400,000","417,000,000","560,800,000","468,100,000","376,800,000","412,600,000","541,000,000","562,100,000","334,800,000","400,800,000","449,200,000","404,300,000","321,100,000","393,500,000","615,300,000","473,600,000","216,400,000","332,500,000","565,500,000","420,600,000","358,800,000","288,900,000","378,200,000","278,500,000","185,200,000","430,100,000","390,500,000","288,900,000","224,000,000","268,000,000","385,000,000","267,000,000","222,000,000","246,000,000","370,000,000","252,000,000","460,000,000","230,000,000","367,000,000","183,000,000","278,000,000","242,000,000","308,000,000","227,000,000","225,000,000","240,000,000","276,000,000","176,000,000","56,700,000","82,500,000","130,800,000","188,000,000","146,000,000","157,500,000","202,700,000","158,900,000","108,900,000","153,300,000","193,700,000","158,500,000","104,800,000","141,100,000","143,600,000","145,000,000","91,800,000","131,100,000","64,600,000","134,300,000","68,200,000","122,800,000","156,700,000","97,700,000","77,500,000","116,300,000","145,700,000","136,900,000","62,000,000","5,400,000","149,200,000","150,800,000","18,400,000","145,000,000","140,700,000","165,600,000","67,500,000","140,900,000","138,100,000","159,600,000","93,100,000","132,100,000","128,300,000","142,100,000","90,900,000","134,100,000","118,200,000","129,500,000","75,300,000","99,800,000","91,400,000","114,900,000"
		OperatingGainsLosses,"-335,900,000","-63,200,000","-196,200,000","-40,200,000","-36,300,000","17,200,000","-20,400,000","-53,300,000","-41,300,000","-42,700,000","-18,500,000","-32,600,000","-29,600,000","-24,000,000","25,200,000","-20,900,000","-16,200,000","-19,500,000","-15,500,000","-22,500,000","-22,600,000","-11,100,000","-2,100,000","-7,300,000","-15,300,000","59,000,000","11,600,000","-192,900,000","3,800,000","4,900,000","9,200,000","-4,200,000","-2,900,000","-51,000,000","7,900,000","5,400,000","6,700,000","11,900,000","11,300,000","-300,000","9,500,000","3,900,000","-23,900,000","-9,200,000","18,800,000","-182,600,000","400,000","-17,000,000","10,900,000","22,200,000","-50,100,000","-29,500,000","-11,400,000","-261,100,000","-3,700,000","-54,200,000","-37,100,000","23,400,000","6,700,000","-34,700,000","-22,300,000","-22,000,000","-51,000,000","0","-9,000,000","-14,000,000","10,000,000","-22,000,000","32,000,000","-308,000,000","11,000,000","-20,000,000","31,000,000","-145,000,000",,,"15,000,000","51,000,000","-110,000,000","64,000,000","22,000,000",,"53,400,000","16,200,000","12,100,000",,"11,900,000","7,300,000","5,700,000",,,,,"98,400,000","-98,400,000",,,,"-11,300,000","145,600,000","9,300,000","-6,600,000","-5,000,000","-4,900,000","47,900,000","600,000","-400,000","-1,300,000","-2,100,000","-34,900,000",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"-194,100,000","-24,000,000",,,,,,,,"0",,,,"-5,400,000",,,,"0","0",,,"0","0",,,"52,400,000","-1,500,000",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-111,700,000","-19,700,000","-29,900,000","-33,000,000","-29,100,000","-28,200,000","-11,800,000","-36,400,000","-41,300,000","-33,600,000","-10,800,000","-24,900,000","-21,800,000","-20,000,000","-11,800,000","-22,500,000","-17,700,000","-20,600,000","-16,600,000","-23,800,000","-23,700,000","-19,900,000","-11,100,000","-29,800,000","-24,200,000","-23,300,000","-16,200,000","-23,200,000","-25,700,000","-18,100,000","-13,100,000","-27,100,000","-26,000,000","-16,600,000","-22,800,000","-26,100,000","-24,100,000","-21,500,000","-21,300,000","-32,900,000","-23,100,000","-15,500,000","-51,900,000","-24,100,000","3,300,000","11,500,000","1,700,000","-31,900,000","-5,000,000","40,200,000","-22,700,000","-23,800,000","-7,400,000","26,400,000","-5,100,000","-30,500,000","-14,200,000","27,500,000","4,200,000","-27,800,000","-6,000,000","12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-30,100,000","-19,500,000","3,800,000","-7,200,000","-7,200,000","-8,100,000","-8,600,000","-26,900,000","-5,600,000","-9,100,000","-7,700,000","-7,700,000","-7,800,000","1,400,000","1,600,000","1,600,000","1,500,000","1,100,000","1,100,000","1,300,000","1,100,000","8,800,000","9,000,000","9,000,000","8,900,000","29,900,000","29,300,000","29,400,000","29,500,000","23,000,000","22,300,000","22,900,000","23,100,000","31,100,000","30,700,000","31,500,000","30,800,000","33,400,000","32,600,000","32,600,000","32,600,000","19,400,000","28,000,000","14,900,000","15,500,000","-191,000,000","13,000,000","14,900,000","15,900,000","-18,000,000","-27,400,000","-5,700,000","-4,000,000","-202,600,000","1,400,000","-23,700,000","-22,900,000","-4,100,000","2,500,000","-6,900,000","-16,300,000","-34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"570,300,000","139,700,000","143,700,000","141,100,000","145,800,000","146,800,000","159,400,000","149,000,000","146,100,000","138,300,000","148,700,000","153,600,000","154,100,000","155,500,000","154,500,000","154,900,000","155,200,000","184,100,000","143,900,000","145,700,000","145,100,000","155,300,000","147,200,000","148,600,000","152,500,000","166,900,000","148,700,000","148,600,000","143,900,000","144,600,000","153,300,000","140,100,000","150,300,000","143,300,000","144,500,000","146,600,000","151,000,000","155,700,000","146,200,000","146,900,000","139,200,000","142,700,000","135,500,000","137,800,000","125,500,000","118,100,000","124,300,000","118,900,000","111,300,000","116,800,000","112,400,000","116,800,000","111,100,000","120,000,000","110,000,000","112,000,000","111,600,000","110,500,000","113,100,000","127,400,000","108,200,000","105,000,000","104,000,000","105,000,000","104,000,000","107,000,000","106,000,000","106,000,000","105,000,000","113,000,000","109,000,000","113,000,000","108,000,000","108,000,000","102,000,000","96,000,000","93,000,000","95,000,000","90,000,000","90,000,000","90,000,000","92,400,000","89,600,000","61,400,000","52,600,000","63,000,000","56,100,000","52,900,000","51,100,000","59,400,000","51,700,000","49,800,000","47,900,000","51,800,000","48,000,000","47,300,000","47,100,000","50,700,000","46,800,000","48,500,000","48,900,000","51,800,000","45,100,000","43,000,000","42,900,000","48,300,000","45,000,000","46,700,000","46,700,000","49,900,000","-18,300,000","79,000,000","80,800,000","84,100,000","75,800,000","72,500,000","71,400,000","77,200,000","67,600,000","65,500,000","63,900,000","66,800,000","63,100,000","59,800,000","57,700,000","58,900,000","55,300,000","53,300,000","50,900,000","49,900,000","45,100,000","44,700,000","40,400,000"
			DepreciationAndAmortization,"570,300,000","139,700,000","143,700,000","141,100,000","145,800,000","146,800,000","159,400,000","149,000,000","146,100,000","138,300,000","148,700,000","153,600,000","154,100,000","155,500,000","154,500,000","154,900,000","155,200,000","184,100,000","143,900,000","145,700,000","145,100,000","155,300,000","147,200,000","148,600,000","152,500,000","166,900,000","148,700,000","148,600,000","143,900,000","144,600,000","153,300,000","140,100,000","150,300,000","143,300,000","144,500,000","146,600,000","151,000,000","155,700,000","146,200,000","146,900,000","139,200,000","142,700,000","135,500,000","137,800,000","125,500,000","118,100,000","124,300,000","118,900,000","111,300,000","116,800,000","112,400,000","116,800,000","111,100,000","120,000,000","110,000,000","112,000,000","111,600,000","110,500,000","113,100,000","127,400,000","108,200,000","105,000,000","104,000,000","105,000,000","104,000,000","107,000,000","106,000,000","106,000,000","105,000,000","113,000,000","109,000,000","113,000,000","108,000,000","108,000,000","102,000,000","96,000,000","93,000,000","95,000,000","90,000,000","90,000,000","90,000,000","92,400,000","89,600,000","61,400,000","52,600,000","63,000,000","56,100,000","52,900,000","51,100,000","59,400,000","51,700,000","49,800,000","47,900,000","51,800,000","48,000,000","47,300,000","47,100,000","50,700,000","46,800,000","48,500,000","48,900,000","51,800,000","45,100,000","43,000,000","42,900,000","48,300,000","45,000,000","46,700,000","46,700,000","49,900,000","-18,300,000","79,000,000","80,800,000","84,100,000","75,800,000","72,500,000","71,400,000","77,200,000","67,600,000","65,500,000","63,900,000","66,800,000","63,100,000","59,800,000","57,700,000","58,900,000","55,300,000","53,300,000","50,900,000","49,900,000","45,100,000","44,700,000","40,400,000"
		DeferredTax,"62,200,000","-19,100,000","24,900,000","36,800,000","19,600,000","7,900,000","68,600,000","19,300,000","23,000,000","-31,300,000","11,600,000","27,300,000","-37,200,000","41,000,000","8,700,000","14,900,000","28,900,000","-15,200,000","-559,300,000","32,000,000","38,200,000","44,800,000","40,100,000","51,900,000","-17,000,000","46,000,000","57,900,000","-60,700,000","-16,700,000","-23,900,000","-11,800,000","-14,300,000","700,000","53,000,000","21,800,000","37,100,000","-8,700,000","93,600,000","-31,100,000","-14,400,000","-69,300,000","95,100,000","-17,400,000","-13,700,000","22,300,000","99,500,000","27,300,000","91,100,000","-12,600,000","-5,500,000","-64,900,000","-19,100,000","-2,200,000","237,300,000","-25,500,000","-50,300,000","-34,800,000","70,400,000","10,000,000","-21,000,000","-17,000,000","13,000,000","1,000,000","2,000,000","10,000,000",,,"3,000,000","-6,000,000","-17,000,000","14,000,000","16,000,000","-4,000,000","13,000,000","20,000,000","15,000,000","61,000,000","13,000,000","-41,000,000","15,000,000","40,000,000","75,800,000","400,000","11,100,000","5,700,000","39,000,000","3,000,000","4,600,000","1,800,000","25,200,000","6,200,000","7,200,000","4,900,000","9,800,000","20,100,000","16,000,000","-3,900,000","-26,100,000","-800,000","-5,300,000","2,900,000","28,100,000","-3,400,000","8,800,000","-12,600,000","16,400,000","-8,900,000","14,900,000","20,000,000","-26,200,000","-9,000,000","53,500,000","40,700,000","-50,700,000","22,800,000","4,900,000","-4,800,000","31,900,000","5,200,000","1,000,000","2,700,000","11,500,000","800,000","-2,100,000","3,300,000","-4,600,000","3,700,000","3,200,000","-1,400,000","4,200,000","-200,000","800,000","7,700,000"
