name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,02/29/2016
TotalAssets,"3,958,532,000","3,804,594,000","3,882,341,000","3,874,349,000","3,848,321,000","3,827,425,000","3,923,036,000","4,020,886,000","4,106,250,000","4,688,288,000","4,646,131,000","4,535,327,000","4,478,546,000","4,260,021,000","4,017,372,000","3,838,890,000","3,692,563,000","3,616,569,000","3,274,612,000","3,098,569,000","2,653,756,000","501,049,924","501,274,000","501,804,305","501,708,777"
	CurrentAssets,"189,434,000","86,535,000","109,546,000","100,342,000","87,009,000","65,586,000","64,509,000","77,628,000","73,730,000","120,129,000","161,176,000","160,012,000","214,408,000","130,189,000","165,887,000","179,322,000","166,324,000","202,585,000","59,275,000","38,756,000","81,056,000","500,122","977,176","1,741,713","1,708,777"
		CashCashEquivalentsAndShortTermInvestments,"50,624,000","9,380,000","4,985,000","4,702,000","10,936,000","5,800,000","5,177,000","7,214,000","3,841,000","10,223,000","10,933,000","28,444,000","89,482,000","18,157,000","58,922,000","42,720,000","38,224,000","117,315,000","2,581,000","0","54,874,000","137,583","778,524","1,713,777","1,698,777"
			CashAndCashEquivalents,"50,624,000","9,380,000","4,985,000","4,702,000","10,936,000","5,800,000","5,177,000","7,214,000","3,841,000","10,223,000","10,933,000","28,444,000","89,482,000","18,157,000","58,922,000","42,720,000","38,224,000","117,315,000","2,581,000","0","54,874,000","137,583","778,524","1,713,777","1,698,777"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,"137,583","778,524","1,713,777","1,698,777"
		Receivables,"131,837,000","71,295,000","99,851,000","89,586,000","70,571,000","54,557,000","51,352,000","64,095,000","62,892,000","101,912,000","141,312,000","121,546,000","114,119,000","100,623,000","88,817,000","101,553,000","108,431,000","78,786,000","50,081,000","34,517,000","23,194,000","197,145",,,
			AccountsReceivable,"20,882,000","12,449,000","16,078,000","20,503,000","15,218,000","12,770,000","12,428,000","22,451,000","26,530,000","25,136,000","65,444,000","52,686,000","36,931,000","31,658,000","20,093,000","37,700,000","22,157,000","25,256,000","16,989,000","7,713,000","2,692,000",,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,"1,156,000","197,145",,,
			OtherReceivables,"110,955,000","58,846,000","83,773,000","69,083,000","55,353,000","41,787,000","38,924,000","41,644,000","36,362,000","76,776,000","75,868,000","68,860,000","77,188,000","68,965,000","68,724,000","63,853,000","86,274,000","53,530,000","33,092,000","26,804,000","19,346,000",,,,
		PrepaidAssets,"6,973,000","5,860,000","4,710,000","6,054,000","5,502,000","5,229,000","7,980,000","6,319,000","6,997,000","7,994,000","8,931,000","9,848,000","9,871,000","9,777,000","14,277,000","12,322,000","12,521,000","6,051,000","6,104,000","2,431,000","1,991,000","165,394","198,652","27,936","10,000"
		HedgingAssetsCurrent,,,,,,,,,,"0","0","174,000","936,000","1,632,000","3,871,000","22,727,000","7,148,000","433,000","509,000","1,808,000","997,000",,,,
	TotalNonCurrentAssets,"3,769,098,000","3,718,059,000","3,772,795,000","3,774,007,000","3,761,312,000","3,761,839,000","3,858,527,000","3,943,258,000","4,032,520,000","4,568,159,000","4,484,955,000","4,375,315,000","4,264,138,000","4,129,832,000","3,851,485,000","3,659,568,000","3,526,239,000","3,413,984,000","3,215,337,000","3,059,813,000","2,572,700,000","500,549,802","500,296,824","500,062,592","500,000,000"
		NetPPE,"3,741,777,000","3,702,205,000","3,754,988,000","3,756,605,000","3,742,554,000","3,742,672,000","3,815,780,000","3,901,381,000","3,987,973,000","4,527,794,000","4,442,015,000","4,346,687,000","4,222,946,000","4,087,282,000","3,816,449,000","3,634,410,000","3,505,444,000","3,386,241,000","3,204,329,000","3,058,424,000","2,571,591,000",,,,
			GrossPPE,"5,801,456,000","5,691,694,000","5,843,116,000","5,769,629,000","5,683,226,000","5,620,504,000","5,619,794,000","5,616,985,000","5,611,644,000","5,459,531,000","5,251,994,000","5,045,213,000","4,810,295,000","4,584,182,000","4,212,124,000","3,947,566,000","3,744,120,000","3,560,147,000","3,319,672,000","3,132,111,000","2,611,652,000",,,,
				Properties,"5,774,968,000","5,664,112,000","5,813,916,000","5,742,576,000","5,668,684,000","5,604,678,000","5,602,450,000","5,598,419,000","5,589,071,000","5,433,078,000","5,220,013,000","5,010,472,000","4,772,160,000","4,575,345,000","4,204,296,000","3,940,178,000","3,737,869,000","3,554,682,000","3,315,775,000","3,128,464,000","2,608,737,000",,,,
				OtherProperties,"26,488,000","27,582,000","29,200,000","27,053,000","14,542,000","15,826,000","17,344,000","18,566,000","22,573,000","26,453,000","31,981,000","34,741,000","38,135,000","8,837,000","7,828,000","7,388,000","6,251,000","5,465,000","3,897,000","3,647,000","2,915,000",,,,
			AccumulatedDepreciation,"-2,059,679,000","-1,989,489,000","-2,088,128,000","-2,013,024,000","-1,940,672,000","-1,877,832,000","-1,804,014,000","-1,715,604,000","-1,623,671,000","-931,737,000","-809,979,000","-698,526,000","-587,349,000","-496,900,000","-395,675,000","-313,156,000","-238,676,000","-173,906,000","-115,343,000","-73,687,000","-40,061,000",,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,"500,549,802","500,296,824","500,062,592",
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,"500,549,802","500,296,824","500,062,592",
		FinancialAssets,,,,,,,,,,,,,,"0","0",,"1,188,000","662,000","242,000","131,000","109,000",,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,"0","0",
		OtherNonCurrentAssets,"27,321,000","15,854,000","17,807,000","17,402,000","18,758,000","19,167,000","42,747,000","41,877,000","44,547,000","40,365,000","42,940,000","28,628,000","41,192,000","42,550,000","35,036,000","25,158,000","19,607,000","27,081,000","10,766,000","1,258,000","1,000,000",,,,"500,000,000"
TotalLiabilitiesNetMinorityInterest,"1,187,455,000","1,053,874,000","1,297,693,000","1,336,005,000","1,289,418,000","1,223,464,000","1,235,213,000","1,286,343,000","1,379,463,000","1,417,587,000","1,392,317,000","1,268,084,000","1,237,022,000","1,016,152,000","812,166,000","680,689,000","606,845,000","612,597,000","328,575,000","172,617,000","87,504,000","17,802,000","17,502,000","18,030,975","18,008,777"
