name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"1,908,796,000","1,887,010,000","1,766,780,000","1,681,688,000","1,597,808,000","1,712,552,000","1,713,143,000","1,635,634,000","1,474,545,000","1,396,128,000","1,314,213,000","1,229,846,000","1,179,376,000","1,154,818,000","1,095,859,000","1,007,316,000","949,559,000","910,235,000","906,071,000","895,668,000","877,666,000","820,525,000","639,453,000","602,683,000","621,262,000","601,735,000","577,786,000","583,616,000","575,220,000","565,006,000","532,468,000","498,758,000","458,653,000","438,662,000","427,769,000","397,229,000","387,827,000","375,946,000","409,617,000","381,007,000","380,389,000","366,104,000","374,104,000","351,742,000","327,988,000","310,235,000","326,866,000","300,651,000","291,274,000","356,345,000","335,989,000","315,537,000","304,901,000","293,348,000","271,232,000","250,910,000","227,152,000","235,511,000","224,718,000","174,085,000","152,137,000","159,073,000","100,589,000"
	CurrentAssets,"1,224,742,000","1,238,412,000","1,137,786,000","1,051,836,000","983,110,000","1,101,165,000","1,158,966,000","1,092,613,000","980,156,000","996,062,000","934,216,000","864,043,000","850,297,000","785,097,000","735,747,000","653,870,000","596,316,000","564,119,000","546,480,000","565,994,000","556,268,000","507,227,000","324,622,000","295,970,000","317,459,000","299,142,000","297,549,000","309,639,000","315,506,000","315,141,000","299,620,000","272,033,000","286,681,000","271,798,000","261,933,000","236,000,000","228,535,000","219,347,000","260,198,000","264,678,000","266,469,000","262,935,000","276,630,000","254,279,000","231,787,000","217,605,000","247,919,000","225,866,000","221,069,000","289,388,000","275,167,000","253,925,000","243,211,000","232,242,000","215,955,000","195,679,000","174,141,000","183,640,000","177,101,000","124,236,000","106,494,000","117,315,000","69,268,000"
		CashCashEquivalentsAndShortTermInvestments,"720,108,000","745,250,000","652,354,000","575,955,000","551,992,000","641,447,000","719,056,000","681,881,000","655,916,000","687,687,000","633,360,000","588,784,000","592,861,000","552,490,000","493,488,000","429,647,000","369,498,000","315,302,000","289,944,000","331,448,000","343,825,000","305,970,000","125,988,000","116,055,000","139,901,000","132,317,000","103,581,000","119,397,000","135,720,000","134,453,000","118,988,000","97,092,000","117,529,000","95,466,000","91,717,000","78,073,000","81,575,000","71,554,000","112,988,000","121,517,000","128,848,000","129,882,000","143,192,000","125,694,000","105,604,000","88,305,000","125,407,000","110,971,000","112,139,000","189,043,000","174,686,000","156,566,000","152,247,000","146,910,000","122,603,000","102,903,000","86,347,000","96,733,000","88,557,000","35,017,000","22,907,000","55,382,000","14,172,000"
			CashAndCashEquivalents,"720,108,000","745,250,000","652,354,000","575,955,000","551,992,000","641,447,000","669,056,000","631,881,000","605,916,000","567,687,000","513,360,000","408,784,000","412,861,000","552,490,000","493,488,000","429,647,000","369,498,000","315,302,000","289,944,000","331,448,000","343,825,000","305,970,000","125,988,000","116,055,000","139,901,000","132,317,000","103,581,000","119,397,000","135,720,000","134,453,000","118,988,000","97,092,000","117,529,000","95,466,000","91,717,000","78,073,000","81,575,000","71,554,000","112,988,000","121,517,000","128,848,000","129,882,000","143,192,000","125,694,000","105,604,000","88,305,000","125,407,000","110,971,000","36,153,000","132,054,000","174,686,000","156,566,000","152,247,000","146,910,000","122,603,000","102,903,000","86,347,000","96,733,000","88,557,000","35,017,000","22,907,000","55,382,000","14,172,000"
				CashFinancial,,,,,,"641,447,000",,,,"567,687,000","513,360,000",,"412,861,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,"0","50,000,000","50,000,000","50,000,000","120,000,000","120,000,000","180,000,000","180,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","75,986,000","56,989,000",,,,,,,,,,,,,
		Receivables,"243,275,000","244,688,000","230,091,000","218,816,000","170,584,000","181,384,000","182,925,000","217,195,000","187,612,000","166,841,000","160,322,000","149,190,000","146,373,000","120,425,000","119,230,000","115,664,000","112,350,000","129,112,000","127,346,000","112,505,000","112,517,000","109,549,000","102,204,000","92,622,000","100,861,000","88,480,000","82,785,000","81,189,000","75,448,000","78,602,000","80,035,000","82,663,000","81,565,000","84,059,000","76,966,000","73,971,000","75,035,000","75,041,000","70,167,000","71,770,000","68,146,000","64,115,000","60,262,000","59,288,000","63,658,000","61,694,000","60,830,000","60,593,000","58,038,000","50,397,000","50,656,000","49,570,000","46,455,000","42,090,000","40,886,000","40,951,000","41,593,000","40,836,000","40,478,000","41,876,000","41,054,000","23,639,000","15,485,000"
			AccountsReceivable,"199,876,000","200,765,000","191,332,000","179,354,000","134,304,000","141,350,000","146,859,000","178,879,000","152,846,000","132,433,000","130,398,000","120,580,000","117,822,000","109,629,000","101,024,000","98,290,000","101,093,000","121,309,000","110,614,000","104,159,000","104,365,000","101,720,000","94,374,000","84,805,000","93,284,000","80,960,000","75,465,000","73,865,000","68,071,000","71,017,000","73,235,000","75,263,000","74,065,000","76,759,000","70,166,000","66,971,000","67,835,000","67,911,000","62,998,000","64,517,000","60,861,000","57,013,000","53,526,000","52,036,000","51,886,000","49,694,000","49,330,000","49,093,000","46,038,000","38,897,000","39,222,000","38,464,000","35,627,000","30,715,000","29,511,000","29,576,000","30,218,000","26,970,000","27,353,000","27,421,000","41,054,000","23,639,000","15,485,000"
				GrossAccountsReceivable,"202,404,000","202,947,000","193,413,000","181,316,000","135,847,000","142,953,000","148,474,000","180,349,000","154,223,000","134,236,000","132,344,000","122,564,000","119,560,000","111,164,000","102,705,000","99,984,000","102,810,000","123,425,000","112,027,000","105,619,000","106,017,000","103,418,000","96,168,000","86,523,000","95,301,000","82,927,000","77,645,000",,"70,011,000","72,907,000","75,369,000","77,360,000","75,933,000","78,592,000","71,874,000","68,464,000","69,225,000","69,867,000","64,722,000","66,038,000","62,420,000","58,811,000","55,210,000","53,694,000",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,528,000","-2,182,000","-2,081,000","-1,962,000","-1,543,000","-1,603,000","-1,615,000","-1,470,000","-1,377,000","-1,803,000","-1,946,000","-1,984,000","-1,738,000","-1,535,000","-1,681,000","-1,694,000","-1,717,000","-2,116,000","-1,413,000","-1,460,000","-1,652,000","-1,698,000","-1,794,000","-1,718,000","-2,017,000","-1,967,000","-2,180,000",,"-1,940,000","-1,890,000","-2,134,000","-2,097,000","-1,868,000","-1,833,000","-1,708,000","-1,493,000","-1,390,000","-1,956,000","-1,724,000","-1,521,000","-1,559,000","-1,798,000","-1,684,000","-1,658,000",,,,,,,,,,,,,,,,,,,
