name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,213,000",,,,,,,,,,,,"6,592,000",,,,,,,,,
		PrepaidAssets,"46,998,000","20,329,000","33,045,000","38,310,000","52,160,000","19,505,000","27,971,000","34,082,000","41,563,000","18,542,000","31,694,000","33,840,000","38,923,000","20,621,000","26,155,000","30,854,000","34,066,000","17,540,000","28,399,000","30,219,000","34,969,000","17,369,000","22,152,000","29,450,000","37,590,000","14,197,000","42,156,000","44,132,000","55,492,000","13,687,000","39,619,000","43,877,000","43,609,000","13,156,000","37,551,000","33,601,000","32,585,000","11,540,000","31,115,000","27,169,000","29,215,000","11,572,000","29,311,000","30,019,000","30,682,000","8,984,000","28,393,000","37,679,000","40,003,000","13,540,000","41,546,000","43,354,000","43,146,000","8,161,000","36,774,000","52,504,000","42,577,000","7,316,000","33,213,000","30,287,000","30,890,000","9,251,000","27,409,000","24,650,000","36,271,000","12,114,000","34,214,000","30,195,000","32,714,000","13,628,000","30,789,000","34,631,000","35,734,000","10,824,000","31,149,000","34,144,000","34,685,000","9,724,000","35,558,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,460,000",,,,"20,421,000",,,,"18,883,000",,,,"14,052,000",,,,"10,562,000",,,,"11,150,000",,,,"21,717,000",,,,"17,062,000",,,,"11,781,000",,,,"12,507,000",,,,"10,723,000",,,,"15,714,000",,,,"16,681,000",
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,460,000",,,,"20,421,000",,,,"18,883,000",,,,"14,052,000",,,,"10,562,000",,,,"11,150,000",,,,"21,717,000",,,,"17,062,000",,,,"11,781,000",,,,"12,507,000",,,,"10,723,000",,,,"15,714,000",,,,"16,681,000",
		OtherCurrentAssets,,"12,583,000",,,,"9,888,000",,,,"9,182,000",,,,"7,121,000",,,,"7,047,000",,,,"5,499,000",,,,"4,701,000",,,,"5,420,000",,,,"5,083,000",,,,"4,341,000",,,,"5,127,000",,,,"4,887,000",,,,"5,514,000",,,,"5,404,000",,,,"6,246,000",,,,"6,204,000","4,606,000","12,440,000",,"5,935,000",,,,"4,778,000",,,,"3,823,000",,,,"4,304,000",
	TotalNonCurrentAssets,"1,421,683,000","1,428,995,000","1,338,650,000","1,293,514,000","1,262,270,000","1,277,078,000","1,285,563,000","1,268,557,000","1,271,351,000","1,183,314,000","1,172,563,000","1,090,731,000","1,005,770,000","920,370,000","863,435,000","853,271,000","789,548,000","764,066,000","752,120,000","742,700,000","742,548,000","633,891,000","642,210,000","656,766,000","620,270,000","570,204,000","565,250,000","562,342,000","543,505,000","496,808,000","486,034,000","488,176,000","457,477,000","446,548,000","436,522,000","433,115,000","375,435,000","375,525,000","385,521,000","380,172,000","364,906,000","332,070,000","326,001,000","304,753,000","295,153,000","298,661,000","305,048,000","312,535,000","322,265,000","331,873,000","339,348,000","344,765,000","350,336,000","359,718,000","398,333,000","407,230,000","411,291,000","408,974,000","384,510,000","367,423,000","366,122,000","353,716,000","318,753,000","298,586,000","382,831,000","380,496,000","366,645,000","360,477,000","359,175,000","355,474,000","340,582,000","335,284,000","334,261,000","309,552,000","303,085,000","296,773,000","294,228,000","304,854,000","316,134,000"
		NetPPE,"1,375,457,000","1,388,235,000","1,307,213,000","1,262,905,000","1,233,505,000","1,249,742,000","1,258,606,000","1,241,104,000","1,244,538,000","1,156,489,000","1,144,774,000","1,063,102,000","977,990,000","893,058,000","835,725,000","824,681,000","760,858,000","735,780,000","722,791,000","713,224,000","712,387,000","604,119,000","611,918,000","625,913,000","589,223,000","539,179,000","532,544,000","527,647,000","507,195,000","483,639,000","472,115,000","474,152,000","443,278,000","432,226,000","421,879,000","418,270,000","360,901,000","361,704,000","368,800,000","372,194,000","357,145,000","324,455,000","318,823,000","297,492,000","287,739,000","290,938,000","297,360,000","304,780,000","314,021,000","323,360,000","332,730,000","339,194,000","346,698,000","355,802,000","358,623,000","367,412,000","371,173,000","368,772,000","343,212,000","326,089,000","325,089,000","314,832,000","286,040,000","265,821,000","348,282,000","345,533,000","332,188,000","325,788,000","324,675,000","320,612,000","305,363,000","299,955,000","299,560,000","292,393,000","285,741,000","279,553,000","276,870,000","287,158,000","296,685,000"
			GrossPPE,"2,266,384,000","2,252,309,000","2,153,408,000","2,089,888,000","2,030,016,000","2,014,959,000","2,020,870,000","1,984,449,000","1,957,420,000","1,843,112,000","1,838,669,000","1,737,322,000","1,626,398,000","1,521,341,000","1,445,049,000","1,419,359,000","1,334,557,000","1,289,994,000","1,260,856,000","1,233,906,000","1,216,711,000","1,101,946,000","1,104,495,000","1,107,001,000","1,056,435,000","995,514,000","975,874,000","957,345,000","924,466,000","891,144,000","869,573,000","863,193,000","820,386,000","797,527,000","787,677,000","787,616,000","722,265,000","718,527,000","722,128,000","718,956,000","700,132,000","669,345,000","659,406,000","632,669,000","615,281,000","610,572,000","613,590,000","613,202,000","615,234,000","615,803,000","617,323,000","616,625,000","615,048,000","615,212,000","609,541,000","609,641,000","607,905,000","596,357,000","564,849,000","543,116,000","534,658,000","518,052,000","483,137,000","457,510,000","631,729,000","620,899,000","602,037,000","587,634,000","580,206,000","569,526,000","551,969,000","541,635,000","536,296,000","519,715,000","508,884,000","493,756,000","483,144,000","487,803,000","491,200,000"
				LandAndImprovements,,"159,309,000",,,,"116,187,000",,,,"106,024,000",,,,"100,157,000",,,,"81,487,000",,,,"69,115,000",,,,"57,506,000",,,,"53,632,000",,,,"52,745,000",,,,"51,572,000",,,,"51,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"161,791,000",,,,"141,735,000",,,,"127,408,000",,,,"110,954,000",,,,"93,754,000",,,,"80,342,000",,,,"72,707,000",,,,"63,773,000",,,,"58,957,000",,,,"52,565,000",,,,"73,001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"2,266,384,000","839,362,000","2,153,408,000","2,089,888,000","2,030,016,000","747,326,000","2,020,870,000","1,984,449,000","1,957,420,000","673,510,000","1,838,669,000","1,737,322,000","1,626,398,000","478,865,000",,,,"410,561,000",,,,"322,359,000",,,,"294,481,000",,,,"245,760,000",,,,"210,523,000",,,,"201,107,000",,,,"544,772,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-890,927,000","-864,074,000","-846,195,000","-826,983,000","-796,511,000","-765,217,000","-762,264,000","-743,345,000","-712,882,000","-686,623,000","-693,895,000","-674,220,000","-648,408,000","-628,283,000","-609,324,000","-594,678,000","-573,699,000","-554,214,000","-538,065,000","-520,682,000","-504,324,000","-497,827,000","-492,577,000","-481,088,000","-467,212,000","-456,335,000","-443,330,000","-429,698,000","-417,271,000","-407,505,000","-397,458,000","-389,041,000","-377,108,000","-365,301,000","-365,798,000","-369,346,000","-361,364,000","-356,823,000","-353,328,000","-346,762,000","-342,987,000","-344,890,000","-340,583,000","-335,177,000","-327,542,000","-319,634,000","-316,230,000","-308,422,000","-301,213,000","-292,443,000","-284,593,000","-277,431,000","-268,350,000","-259,410,000","-250,918,000","-242,229,000","-236,732,000","-227,585,000","-221,637,000","-217,027,000","-209,569,000","-203,220,000","-197,097,000","-191,689,000","-283,447,000","-275,366,000","-269,849,000","-261,846,000","-255,531,000","-248,914,000","-246,606,000","-241,680,000","-236,736,000","-227,322,000","-223,143,000","-214,203,000","-206,274,000","-200,645,000","-194,515,000"
		GoodwillAndOtherIntangibleAssets,"18,866,000","19,157,000","19,448,000","19,739,000","20,030,000","20,321,000","20,611,000","20,902,000","21,193,000","21,484,000","21,775,000","22,066,000","22,356,000","22,664,000","23,005,000","23,346,000","23,686,000","24,027,000","24,368,000","24,709,000","25,054,000","25,398,000","25,815,000","26,232,000","26,649,000","26,986,000","27,381,000","29,420,000","30,987,000","8,174,000","8,328,000","8,481,000","8,635,000","8,789,000","8,943,000","9,098,000","9,250,000","9,404,000","9,558,000","1,305,000","1,378,000","1,450,000","1,548,000","1,645,000","1,743,000","1,840,000","1,938,000","2,035,000","2,133,000","2,266,000","2,462,000","2,658,000","2,855,000","3,051,000","38,759,000","38,914,000","39,110,000","39,330,000","40,377,000","40,467,000","39,860,000","37,502,000","31,744,000","31,827,000","32,010,000","32,194,000","32,377,000","32,561,000","33,056,000","33,239,000","33,423,000","33,602,000","32,845,000","15,420,000","17,344,000","17,220,000","17,358,000","15,683,000","19,449,000"
			Goodwill,,"12,105,000",,,,"12,105,000",,,,"12,105,000",,,,"12,105,000",,,,"12,105,000",,,,"12,105,000",,,,"12,025,000",,,,"5,231,000",,,,"5,231,000",,,,"5,231,000",,,,,,,,,,,,,,,,"0","35,511,000","35,470,000","35,470,000","35,470,000","36,192,000","36,119,000","38,688,000","36,406,000","30,530,000","30,530,000","30,530,000","30,530,000","30,530,000","30,530,000","30,841,000","30,841,000",,,,,,,,,
			OtherIntangibleAssets,,"7,052,000",,,,"8,216,000",,,,"9,379,000",,,,"10,559,000",,,,"11,922,000",,,,"13,293,000",,,,"14,961,000",,,,"2,943,000",,,,"3,558,000",,,,"4,173,000",,"1,305,000","1,378,000","1,450,000","1,548,000","1,645,000","1,743,000",,,,,"2,266,000",,,,"3,051,000","3,248,000","3,444,000","3,640,000","3,860,000","4,185,000","4,348,000","1,172,000","1,096,000","1,214,000","1,297,000","1,480,000","1,664,000","1,847,000","2,031,000","2,215,000","2,398,000","33,423,000","33,602,000","32,845,000","15,420,000","17,344,000","17,220,000","17,358,000","15,683,000","19,449,000"
		OtherNonCurrentAssets,"27,360,000","21,603,000","11,989,000","10,870,000","8,735,000","7,015,000","6,346,000","6,551,000","5,620,000","5,341,000","6,014,000","5,563,000","5,424,000","4,648,000","4,705,000","5,244,000","5,004,000","4,259,000","4,961,000","4,767,000","5,107,000","4,374,000","4,477,000","4,621,000","4,398,000","4,039,000","5,325,000","5,275,000","5,323,000","4,995,000","5,591,000","5,543,000","5,564,000","5,533,000","5,700,000","5,747,000","5,284,000","4,417,000","7,163,000","6,673,000","6,383,000","6,165,000","5,630,000","5,616,000","5,671,000","5,883,000","5,750,000","5,720,000","6,111,000","6,247,000","4,156,000","2,913,000","783,000","865,000","951,000","904,000","1,008,000","872,000","921,000","867,000","1,173,000","1,382,000","969,000","938,000","2,539,000","2,769,000","2,080,000","2,128,000","1,444,000","1,623,000","1,796,000","1,727,000","1,856,000","1,739,000",,,,"2,013,000",
TotalLiabilitiesNetMinorityInterest,"640,859,000","624,917,000","644,533,000","584,237,000","612,967,000","587,486,000","647,214,000","663,110,000","733,872,000","600,467,000","629,901,000","594,618,000","529,207,000","437,879,000","418,801,000","445,984,000","408,153,000","385,100,000","420,966,000","425,330,000","431,729,000","317,292,000","339,722,000","374,711,000","356,937,000","301,304,000","337,159,000","355,347,000","360,270,000","319,539,000","330,391,000","352,453,000","329,111,000","312,009,000","310,833,000","319,271,000","271,051,000","265,169,000","293,983,000","293,668,000","289,348,000","255,585,000","257,461,000","248,773,000","250,557,000","245,799,000","259,601,000","262,669,000","268,049,000","263,745,000","315,988,000","318,699,000","324,139,000","332,180,000","367,996,000","386,992,000","375,665,000","359,931,000","341,547,000","309,327,000","308,672,000","284,245,000","286,674,000","281,618,000","322,008,000","326,349,000","329,193,000","307,199,000","300,023,000","296,196,000","307,163,000","304,327,000","293,256,000","274,484,000","278,697,000","278,484,000","271,039,000","270,066,000","282,540,000"
	CurrentLiabilities,"339,121,000","321,348,000","338,621,000","284,895,000","307,258,000","275,754,000","275,691,000","248,094,000","249,047,000","241,246,000","244,081,000","237,190,000","211,466,000","209,310,000","209,751,000","205,577,000","178,677,000","167,205,000","183,499,000","167,701,000","174,355,000","144,944,000","153,401,000","144,939,000","150,505,000","141,380,000","154,493,000","149,015,000","147,041,000","130,479,000","153,281,000","153,452,000","155,869,000","140,857,000","143,241,000","147,645,000","147,188,000","141,300,000","149,624,000","141,880,000","143,796,000","124,348,000","120,642,000","115,671,000","109,094,000","105,766,000","109,399,000","111,476,000","106,022,000","102,771,000","137,904,000","138,900,000","138,903,000","146,881,000","159,676,000","162,932,000","126,575,000","126,525,000","137,411,000","140,054,000","124,710,000","126,641,000","127,028,000","124,877,000","127,629,000","136,587,000","132,851,000","111,402,000","104,406,000","99,198,000","115,961,000","110,166,000","97,837,000","85,995,000","97,278,000","92,594,000","84,525,000","84,561,000","86,099,000"
		PayablesAndAccruedExpenses,"237,141,000","241,836,000","260,934,000","214,219,000","217,582,000","194,386,000","195,524,000","176,498,000","175,769,000","170,177,000","173,695,000","171,871,000","150,955,000","168,090,000","155,046,000","159,110,000","143,854,000","133,315,000","145,586,000","132,749,000","104,069,000","109,896,000","86,406,000","83,298,000","90,146,000","109,491,000","91,967,000","88,783,000","90,533,000","100,479,000","97,224,000","97,387,000","95,914,000","113,684,000","84,312,000","91,522,000","80,324,000","103,898,000","52,442,000","49,033,000","54,307,000","67,385,000","38,231,000","41,146,000","59,147,000","88,623,000","68,582,000","70,485,000","70,611,000","102,771,000","76,882,000","82,552,000","87,050,000","117,982,000","98,477,000","99,422,000","40,107,000","73,043,000","41,765,000","81,873,000","39,551,000","106,070,000","37,602,000","82,271,000","84,272,000","116,230,000","52,749,000","42,462,000","38,927,000","54,813,000","39,443,000","36,060,000","35,811,000","47,372,000","28,590,000","29,673,000","28,273,000","38,919,000","23,584,000"
			Payables,"130,163,000","114,010,000","140,774,000","100,499,000","121,613,000","89,381,000","97,060,000","81,516,000","91,395,000","83,621,000","84,857,000","77,521,000","71,983,000","78,994,000","62,025,000","71,045,000","65,866,000","57,717,000","63,742,000","55,746,000","70,971,000","45,149,000","48,129,000","49,679,000","59,723,000","54,754,000","59,504,000","49,939,000","57,346,000","42,388,000","57,460,000","62,885,000","66,098,000","50,799,000","48,974,000","59,597,000","53,476,000","43,706,000","52,442,000","49,033,000","54,307,000","39,783,000","38,231,000","41,146,000","38,162,000","37,745,000","44,272,000","48,106,000","49,798,000","46,997,000","51,164,000","42,798,000","48,539,000","46,572,000","59,612,000","62,632,000","40,107,000","34,905,000","41,765,000","39,740,000","157,000","30,291,000","37,602,000","43,166,000","45,152,000","39,584,000","52,749,000","42,462,000","38,927,000","25,832,000","39,443,000","36,060,000","35,811,000","19,701,000","28,590,000","29,673,000","28,273,000","20,514,000","23,584,000"
				AccountsPayable,"130,163,000","114,010,000","140,774,000","100,499,000","121,613,000","89,381,000","97,060,000","81,516,000","91,395,000","83,621,000","84,857,000","77,521,000","71,983,000","78,994,000","62,025,000","71,045,000","65,866,000","57,717,000","63,742,000","55,746,000","70,971,000","45,149,000","48,129,000","49,679,000","59,723,000","54,754,000","59,504,000","49,939,000","57,346,000","42,388,000","57,460,000","62,885,000","66,098,000","50,799,000","48,974,000","59,597,000","53,476,000","43,706,000","52,442,000","49,033,000","54,307,000","39,783,000","38,231,000","41,146,000","38,162,000","37,745,000","44,272,000","48,106,000","49,798,000","46,997,000","51,164,000","42,798,000","48,539,000","46,572,000","59,612,000","62,632,000","40,107,000","34,905,000","41,765,000","39,740,000","39,551,000","30,291,000","37,602,000","43,166,000","45,152,000","39,584,000","52,749,000","42,462,000","38,927,000","25,832,000","39,443,000","36,060,000","35,811,000","19,701,000","28,590,000","29,673,000","28,273,000","20,514,000","23,584,000"
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-39,394,000",,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"106,978,000","127,826,000","120,160,000","113,720,000","95,969,000","105,005,000","98,464,000","94,982,000","84,374,000","86,556,000","88,838,000","94,350,000","78,972,000","89,096,000","93,021,000","88,065,000","77,988,000","75,598,000","81,844,000","77,003,000","33,098,000","64,747,000","38,277,000","33,619,000","30,423,000","54,737,000","32,463,000","38,844,000","33,187,000","58,091,000","39,764,000","34,502,000","29,816,000","62,885,000","35,338,000","31,925,000","26,848,000","60,192,000",,,,"27,602,000","24,952,000","22,937,000","20,985,000","50,878,000","24,310,000","22,379,000","20,813,000","55,774,000","25,718,000","39,754,000","38,511,000","71,410,000","38,865,000","36,790,000",,"38,138,000",,"42,133,000","39,394,000","75,779,000",,"39,105,000","39,120,000","76,646,000",,,,"28,981,000",,,,"27,671,000",,,,"18,405,000",
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"46,678,000","49,668,000","53,068,000","47,095,000","38,834,000","48,116,000","53,175,000","46,739,000","38,939,000","39,748,000","44,140,000","40,872,000","33,098,000","31,700,000","38,277,000","33,619,000","30,423,000","27,834,000","32,463,000","38,844,000","33,187,000","28,777,000","39,764,000","34,502,000","29,816,000","35,248,000","35,338,000","31,925,000","26,848,000","30,842,000","33,838,000","31,345,000","25,512,000","21,185,000","24,952,000","22,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"40,362,000","40,961,000","40,342,000","41,412,000","41,391,000","40,797,000","40,436,000","38,643,000","38,254,000","38,425,000","37,549,000","35,880,000","35,304,000","18,082,000","17,622,000","16,839,000","14,791,000","14,083,000","17,072,000","16,669,000","19,183,000","16,762,000","16,695,000","16,627,000","13,659,000","12,432,000","12,031,000","11,215,000","9,560,000","9,138,000","8,120,000","7,143,000","7,143,000","7,143,000","14,643,000","14,643,000","22,143,000","22,143,000","22,143,000","22,143,000","22,143,000","22,143,000","19,643,000","19,643,000","17,143,000","17,143,000","8,571,000","8,571,000",,,"17,500,000","17,500,000","8,775,000","28,899,000","10,188,000","15,188,000","12,793,000","20,620,000","12,793,000","17,793,000","11,356,000","20,454,000","8,856,000","8,856,000","5,000,000","20,357,000","2,500,000","2,500,000",,"8,624,000","1,263,000","1,263,000",,"7,844,000",,,,,
