name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
OperatingCashFlow,"21,642,000","-79,099,000","46,193,000","33,764,000","20,784,000","-82,754,000","58,753,000","76,180,000","57,951,000","-56,146,000","80,475,000","57,952,000","32,082,000","-38,289,000","52,791,000","41,954,000","43,176,000","-36,263,000","47,363,000","29,146,000","41,678,000","-18,392,000","49,501,000","38,263,000","50,427,000","-9,880,000","81,030,000","64,906,000","60,485,000","-42,154,000","54,332,000","79,922,000","21,364,000","-9,165,000","69,967,000","43,453,000","26,664,000","-24,826,000","65,221,000","11,846,000","41,073,000","-12,551,000","53,764,000","22,803,000","35,442,000","-3,392,000","39,139,000","24,912,000","8,045,000","-22,045,000","68,086,000","20,315,000","29,603,000","2,052,000","56,791,000","39,649,000","33,210,000","-28,450,000","43,117,000","17,426,000","8,331,000","-15,190,000","32,733,000","12,330,000","7,502,000","-10,023,000","13,937,000","8,503,000","10,066,000","-6,512,000","5,214,127","6,319,277"
	CashFlowFromContinuingOperatingActivities,"21,642,000","-79,099,000","46,193,000","33,764,000","20,784,000","-82,754,000","58,753,000","76,180,000","57,951,000","-56,146,000","80,475,000","57,952,000","32,082,000","-38,289,000","52,791,000","41,954,000","43,176,000","-36,263,000","47,363,000","29,146,000","41,678,000","-18,392,000","49,501,000","38,263,000","50,427,000","-9,880,000","81,030,000","64,906,000","60,485,000","-42,154,000","54,332,000","79,922,000","21,364,000","-9,165,000","69,967,000","43,453,000","26,664,000","-24,826,000","65,221,000","11,846,000","41,073,000","-12,551,000","53,764,000","22,803,000","35,442,000","-3,392,000","39,139,000","24,912,000","8,045,000","-22,045,000","68,086,000","20,315,000","29,603,000","2,052,000","56,791,000","39,649,000","33,210,000","-28,450,000","43,117,000","17,426,000","8,331,000","-15,190,000","32,733,000","12,330,000","7,502,000","-10,023,000","13,937,000","8,503,000","10,066,000","-6,512,000","5,214,127","6,319,277"
		NetIncomeFromContinuingOperations,"84,434,000","26,852,000","31,058,000","13,727,000","12,797,000","5,405,000","-6,137,000","11,058,000","13,547,000","-42,308,000","14,313,000","13,654,000","10,472,000","3,304,000","3,061,000","8,477,000","5,372,000","-3,264,000","-29,612,000","4,370,000","-150,173,000","5,298,000","4,154,000","12,292,000","15,169,000","6,002,000","19,343,000","19,374,000","18,833,000","1,502,000","12,793,000","12,219,000","19,913,000","34,126,000","22,120,000","17,171,000","15,805,000","11,337,000","18,602,000","10,463,000","6,507,000","856,000",,,"9,469,000","4,056,000","-3,814,000","7,450,000","2,375,000","2,514,000","14,399,000","-63,994,000","6,471,000","10,251,000","11,799,000","8,830,000","9,809,000","10,213,000","11,502,000","10,487,000","10,101,000","9,811,000","8,028,000","6,785,000","6,280,000","5,596,000","4,519,000","3,766,000","4,657,000","4,827,000","2,522,184","1,109,257"
		OperatingGainsLosses,,"-1,067,000",,,,,"1,501,000","0","0","102,000",,,,,"-56,000","32,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,"1,860,000","66,000","0","-46,000","10,000",,,,,,,,,,,,"7,000",,,,"60,000","0","-2,668,000","2,802,000","2,509,000","2,894,000","2,550,000","2,070,000","1,821,374","334,009"
			GainLossOnSaleOfBusiness,,,"-32,824,000","0","0","0","1,501,000","0","0","102,000","0","0",,,"-56,000","32,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,"1,860,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,"-1,067,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","66,000","0","-46,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"26,275,000","6,864,000","6,733,000","6,322,000","6,356,000","6,567,000","7,711,000","7,569,000","7,527,000","7,415,000","2,582,000","10,141,000","10,972,000","10,710,000","9,346,000","9,571,000","10,373,000","10,021,000","12,208,000","13,176,000","12,774,000","11,931,000","12,472,000","12,143,000","11,402,000","10,799,000","19,833,000","13,789,000","14,142,000","10,289,000","8,353,000","7,565,000","7,914,000","7,157,000","6,978,000","5,643,000","5,551,000","5,437,000","6,257,000","6,350,000","6,023,000","6,621,000","6,842,000","6,374,000","5,763,000","5,738,000","6,021,000","5,499,000","5,744,000","5,597,000","7,295,000","6,658,000","6,935,000","7,445,000","10,068,000","9,296,000","5,394,000","5,162,000","5,946,000","6,491,000","6,481,000","6,282,000","3,227,000","3,388,000","3,209,000","1,584,000","1,668,000","2,587,000","1,494,000","847,000","683,146","607,012"
			DepreciationAndAmortization,"26,275,000","6,864,000","6,733,000","6,322,000","6,356,000","6,567,000","7,711,000","7,569,000","7,527,000","7,415,000","2,582,000","10,141,000","10,972,000","10,710,000","9,346,000","9,571,000","10,373,000","10,021,000","12,208,000","13,176,000","12,774,000","11,931,000","12,472,000","12,143,000","11,402,000","10,799,000","19,833,000","13,789,000","14,142,000","10,289,000","8,353,000","7,565,000","7,914,000","7,157,000","6,978,000","5,643,000","5,551,000","5,437,000","6,257,000","6,350,000","6,023,000","6,621,000","6,842,000","6,374,000","5,763,000","5,738,000","6,021,000","5,499,000","5,744,000","5,597,000","7,295,000","6,658,000","6,935,000","7,445,000","10,068,000","9,296,000","5,394,000","5,162,000","5,946,000","6,491,000","6,481,000","6,282,000","3,227,000","3,388,000","3,209,000","1,584,000","1,668,000","2,587,000","1,494,000","847,000","683,146","607,012"
		DeferredTax,"19,609,000","7,129,000","10,046,000","2,482,000","-48,000","0","6,266,000","-610,000","-1,499,000","-14,016,000","9,057,000",,,,"10,538,000",,,,"-2,691,000","1,623,000","-60,001,000","7,316,000","-3,788,000","26,000","-2,313,000","6,332,000","-10,642,000","10,216,000","475,000","2,716,000","6,279,000","-3,999,000","-4,013,000","9,829,000","-2,379,000","1,849,000","-870,000","6,083,000","-2,979,000","-726,000","-160,000","3,344,000","25,900,000","-9,221,000","10,442,000","2,581,000","-3,567,000","1,967,000","-9,645,000","10,382,000","18,919,000","-43,174,000","-438,000","2,931,000","145,000","-312,000","2,174,000","-1,487,000","11,549,000","-2,994,000","-3,305,000","-3,866,000","-43,000","-2,429,000","-1,611,000","-2,380,000","-1,822,000","-975,000","-871,000","-1,670,000","-4,236,907","-212,011"
			DeferredIncomeTax,"19,609,000","7,129,000","10,046,000","2,482,000","-48,000","0","6,266,000","-610,000","-1,499,000","-14,016,000","9,057,000",,,,"10,538,000",,,,"-2,691,000","1,623,000","-60,001,000","7,316,000","-3,788,000","26,000","-2,313,000","6,332,000","-10,642,000","10,216,000","475,000","2,716,000","6,279,000","-3,999,000","-4,013,000","9,829,000","-2,379,000","1,849,000","-870,000","6,083,000","-2,979,000","-726,000","-160,000","3,344,000","25,900,000","-9,221,000","10,442,000","2,581,000","-3,567,000","1,967,000","-9,645,000","10,382,000","18,919,000","-43,174,000","-438,000","2,931,000","145,000","-312,000","2,174,000","-1,487,000","11,549,000","-2,994,000","-3,305,000","-3,866,000","-43,000","-2,429,000","-1,611,000","-2,380,000","-1,822,000","-975,000","-871,000","-1,670,000","-4,236,907","-212,011"
