name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,06/30/2005,03/31/2005
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,150,000",,"69,675,000","71,087,000","70,070,000","71,255,000","73,497,000","67,421,000","80,386,000","84,580,000","74,602,000","75,882,000","62,024,000","32,282,000","23,002,000",,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,830,000",,"-6,196,000","61,563,000","-5,793,000","-6,215,000","-7,776,000","-6,106,000","-6,407,000","-5,726,000","-5,344,000","-5,837,000","-3,921,000","-1,566,000","-1,170,000",,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,830,000",,"-6,196,000","61,563,000","-5,793,000","-6,215,000","-7,776,000","-6,106,000","-6,407,000","-5,726,000","-5,344,000","-5,837,000","-3,921,000","-1,566,000","-1,170,000",,
		DeferredTax,"-12,460,000","-2,304,000","-18,349,000","9,216,000","-1,023,000","319,000","-3,113,000","12,526,000","6,514,000","-21,767,000","-1,438,000","-1,686,000","300,000","170,000","-33,187,000","-18,189,000","-16,028,000","15,037,000","-63,978,000","-31,704,000","-2,937,000","83,310,000","-556,000","3,472,000","-602,000","934,000","68,753,000","-31,552,000","-53,225,000","-79,237,000","-66,207,000","-116,757,000","-5,000","598,000","-183,000","0","0","0","41,000","0","-37,000","-4,000","943,000","0","11,841,000","-11,841,000","-6,751,000","-12,601,000","-5,743,000","-8,200,000","-12,244,000","-7,923,000","-3,323,000","-8,194,000","-32,255,000","-23,049,000","-3,532,000","-30,662,000","-34,465,000","-35,389,000","-12,692,000","-20,634,000","-24,810,000",,,,"19,000","166,000"
			DeferredIncomeTax,"-12,460,000","-2,304,000","-18,349,000","9,216,000","-1,023,000","319,000","-3,113,000","12,526,000","6,514,000","-21,767,000","-1,438,000","-1,686,000","300,000","170,000","-33,187,000","-18,189,000","-16,028,000","15,037,000","-63,978,000","-31,704,000","-2,937,000","83,310,000","-556,000","3,472,000","-602,000","934,000","68,753,000","-31,552,000","-53,225,000","-79,237,000","-66,207,000","-116,757,000","-5,000","598,000","-183,000","0","0","0","41,000","0","-37,000","-4,000","943,000","0","11,841,000","-11,841,000","-6,751,000","-12,601,000","-5,743,000","-8,200,000","-12,244,000","-7,923,000","-3,323,000","-8,194,000","-32,255,000","-23,049,000","-3,532,000","-30,662,000","-34,465,000","-35,389,000","-12,692,000","-20,634,000","-24,810,000",,,,"19,000","166,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,740,000","-7,496,000","-7,629,000","-7,593,000","-7,697,000","-6,855,000","-7,322,000","-7,720,000","-6,873,000","-6,825,000",,"-6,830,000",,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"21,401,000","9,075,000","9,609,000","639,000","2,078,000","10,677,000","10,579,000","8,213,000","10,316,000","78,200,000","43,012,000","2,094,000","3,769,000","391,000","37,927,000","5,500,000","16,103,000","430,363,000","18,966,000","368,551,000","1,559,000","20,706,000","221,877,000","19,111,000","4,152,000","3,375,000",,,,,"9,992,000","0",,,"10,233,000","504,000","2,154,000","0","19,348,000","0","7,246,000","1,083,000","2,046,000","0","0","14,846,000",,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"15,372,000","3,885,000","3,392,000","3,568,000","4,527,000","4,783,000","2,535,000","6,136,000","6,119,000","5,957,000","4,711,000","5,929,000","6,030,000","6,356,000","5,357,000","6,035,000","6,269,000","8,406,000","5,285,000","7,527,000","7,246,000","7,774,000","5,067,000","8,455,000","8,994,000","9,769,000","5,780,000","10,147,000","6,851,000","8,873,000","5,129,000","7,869,000","7,729,000","7,572,000","5,202,000","6,894,000","6,988,000","6,894,000","6,335,000","6,021,000","6,729,000","6,435,000","5,540,000","5,221,000","4,555,000","4,540,000","4,960,000","5,823,000","5,105,000","4,871,000","5,386,000","7,869,000","6,871,000","6,809,000",,,,,,,,,,,,,,
		OtherNonCashItems,"-30,434,000","-8,040,000","-9,167,000","-6,426,000","-6,801,000","-5,774,000","-7,015,000","-118,135,000","-9,393,000","-8,201,000","-6,121,000","-6,823,000","-3,896,000","-6,984,000","-663,000","1,620,000","128,450,000","-7,600,000","-4,401,000","1,421,000","3,946,000","-310,000","982,000","2,997,000","5,317,000","7,379,000","3,205,000","7,053,000","5,314,000","7,137,000","5,110,000","6,748,000","6,049,000","517,000","3,113,000","1,935,000","4,683,000","1,759,000","-3,426,000","16,910,000","-15,681,000","8,642,000","2,190,000","7,811,000","-32,874,000","8,095,000","11,277,000","13,656,000","12,359,000","15,326,000","19,129,000","18,906,000","6,135,000","9,120,000","222,386,000","27,699,000","-16,127,000","64,995,000","47,865,000","52,904,000","18,946,000","21,072,000","37,502,000","8,600,000",,,"1,551,000","-2,609,000"
		ChangeInWorkingCapital,"-55,163,000","-15,411,000","-76,232,000","25,466,000","11,014,000","-10,742,000","24,370,000","42,766,000","161,246,000","-67,248,000","45,547,000","48,697,000","17,372,000","-62,247,000","-12,084,000","9,727,000","-6,076,000","-30,400,000","1,941,000","22,101,000","40,401,000","-48,592,000","-13,725,000","-23,967,000","-10,420,000","-28,140,000","-664,000","6,324,000","-547,000","-16,425,000","18,610,000","-29,620,000","2,469,000","-28,558,000","27,473,000","21,464,000","707,000","-16,446,000","14,772,000","10,731,000","14,172,000","-18,977,000","-13,545,000","-16,617,000","-11,139,000","20,387,000","-27,851,000","3,812,000","-3,464,000","-19,171,000","-11,753,000","11,438,000","-16,150,000","11,933,000","-12,562,000","-2,062,000","-6,546,000","-4,695,000","33,117,000","8,796,000","6,797,000","-12,139,000","-5,556,000","-2,452,000","-9,097,000","-831,000","10,166,000","-6,271,000"
			ChangeInReceivables,"7,455,000","1,185,000","1,086,000","683,000","4,501,000","-5,768,000","4,599,000","6,683,000","15,028,000","-2,033,000","7,048,000","-2,759,000","553,000","-4,550,000","-3,837,000","-12,083,000","7,468,000","3,488,000","1,982,000","-1,192,000","8,401,000","3,556,000","-6,602,000","2,744,000","8,177,000","-2,738,000","8,515,000","9,334,000","899,000","-13,140,000","-21,576,000","23,671,000","3,914,000","-2,499,000","4,033,000","-2,154,000","1,736,000","-9,064,000","4,677,000","709,000","-3,484,000","-5,317,000","-2,992,000","-3,998,000","1,728,000","-105,000","-1,476,000","-3,774,000","4,367,000","-7,073,000","550,000","14,273,000","79,000","-3,118,000","-6,985,000","-9,706,000","-2,067,000","-6,392,000","-527,000","-1,244,000","433,000","-4,796,000","1,109,000","-13,416,000","-9,269,000","-1,446,000","-661,000","999,000"
				ChangesInAccountReceivables,"7,455,000","1,185,000","1,086,000","683,000","4,501,000","-5,768,000","4,599,000","6,683,000","15,028,000","-2,033,000","7,048,000","-2,759,000","553,000","-4,550,000","-3,837,000","-12,083,000","7,468,000","3,488,000","1,982,000","-1,192,000","8,401,000","3,556,000","-6,602,000","2,744,000","8,177,000","-2,738,000","8,515,000","9,334,000","899,000","-13,140,000","-21,576,000","23,671,000","3,914,000","-2,499,000","4,033,000","-2,154,000","1,736,000","-9,064,000","4,677,000","709,000","-3,484,000","-5,317,000","-2,992,000","-3,998,000","1,728,000","-105,000","-1,476,000","-3,774,000","4,367,000","-7,073,000","550,000","14,273,000","79,000","-3,118,000",,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-17,092,000","-21,363,000","-3,362,000","-4,941,000","12,574,000","-19,754,000","3,026,000","13,183,000","27,628,000","-19,130,000","11,361,000","25,779,000","25,217,000","-6,484,000","4,888,000","19,996,000","26,685,000","-24,807,000","-1,353,000","4,344,000","27,609,000","-8,630,000","10,292,000","9,507,000","19,709,000","-36,554,000","11,182,000","2,404,000","12,989,000","24,504,000","15,178,000","-53,861,000","-8,369,000","-5,816,000","10,288,000","734,000","-12,679,000","9,140,000","7,034,000","-2,793,000","8,067,000","-3,621,000","-5,869,000","-12,040,000","2,079,000","-7,104,000","-18,043,000","-2,137,000","2,559,000","-4,429,000","-17,692,000","-6,250,000","-2,597,000","-1,887,000","-16,113,000","-985,000","-931,000","3,179,000","15,916,000","-5,802,000","2,966,000","1,703,000","5,179,000","-5,957,000","6,549,000","827,000","-1,758,000","3,202,000"
			ChangeInPayablesAndAccruedExpense,"-56,162,000","-2,630,000","-75,910,000","19,747,000","2,631,000","-500,000","10,292,000","35,694,000","29,227,000","-47,919,000","8,986,000","21,415,000","-2,027,000","-41,358,000","-17,246,000","14,358,000","-36,245,000","-21,370,000","16,932,000","26,523,000","3,645,000","-51,627,000","-9,356,000","-50,759,000","-21,745,000","-1,388,000","-37,372,000","26,344,000","-10,763,000","-38,773,000","23,906,000","6,222,000","14,245,000","-27,561,000","13,242,000","18,540,000","12,926,000","-10,871,000","-4,698,000","17,352,000","15,905,000","-23,705,000","10,895,000","1,509,000","-7,136,000","8,453,000","-17,496,000","15,511,000","2,035,000","-11,825,000","-8,270,000","17,744,000","6,847,000","4,966,000","12,377,000","19,214,000","-11,080,000","-5,083,000","13,144,000","19,131,000","4,993,000","-15,756,000","-22,821,000","22,261,000","1,508,000","-5,104,000","12,496,000","-10,383,000"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,365,000",,"-6,499,000",,"15,057,000",,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-11,876,000","5,907,000","426,000","-1,574,000","-16,635,000","7,717,000","-2,149,000","-15,925,000","82,942,000","-2,254,000","-1,110,000","-6,781,000","-7,371,000","-9,855,000","-705,000","-38,000","-166,000","-137,000","-190,000","-17,000","82,000","-297,000","-146,000","-731,000","264,000","-226,000","214,000","-221,000","-7,000","-510,000","-32,000","-674,000","138,000","-615,000","36,000","-235,000","-258,000","-335,000","9,000","-439,000","-675,000","-442,000","-245,000","-1,964,000","-287,000","310,000",,,"-971,000","-1,298,000","-2,473,000","-2,221,000","-11,706,000","-370,000","-854,000","-1,807,000","184,000","1,184,000","1,006,000","748,000","5,826,000","-1,170,000","-65,000","527,000","1,580,000","602,000",,
			ChangeInOtherWorkingCapital,"22,512,000","1,490,000","1,528,000","11,551,000","7,943,000","7,563,000","8,602,000","3,131,000","6,421,000","4,088,000","19,262,000","11,043,000","-6,371,000","-9,855,000","4,816,000","-12,506,000","-3,818,000","12,426,000","-15,430,000","-7,557,000","664,000","8,406,000","-7,913,000","15,272,000","-16,825,000","12,766,000","16,797,000","-31,537,000","-3,665,000","11,494,000","1,134,000","-4,978,000","-7,459,000","7,933,000","-126,000","4,579,000","-1,018,000","-5,316,000","7,750,000","-4,098,000","-5,641,000","14,108,000","-15,334,000","-124,000","-7,523,000","18,833,000","12,322,000","-8,057,000","-11,454,000","5,454,000",,"-12,108,000","6,284,000","-2,715,000",,"-8,778,000","7,348,000","2,417,000",,"-4,037,000","-7,421,000","7,880,000",,"-5,867,000","-9,465,000","4,290,000",,"-89,000"
		DividendReceivedCFO,"6,752,000","561,000","0","836,000",,,"0","766,000","0","0","1,084,000","858,000","781,000","749,000","737,000","1,012,000","739,000","408,000","6,893,000","473,000","453,000","439,000","17,144,000","6,400,000","0","0","0","6,375,000","950,000","500,000","630,000","595,000","370,000","245,000","602,000","648,000","773,000","668,000","72,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"149,100,000","-36,163,000","-20,272,000","203,974,000","1,561,000","-3,806,000","-81,147,000","-48,554,000","-47,483,000","-247,927,000","-75,184,000","-70,056,000","19,774,000","-100,073,000","301,801,000","-24,539,000","-79,643,000","91,155,000","-71,589,000","-268,503,000","-60,843,000","-200,372,000","231,199,000","102,362,000","-82,288,000","-74,448,000","-70,675,000","-121,805,000","-145,206,000","-231,291,000","-98,098,000","-88,645,000","-74,617,000","-53,522,000","-86,905,000","-72,276,000","-47,463,000","-58,162,000","-181,929,000","-68,945,000","-63,068,000","-141,392,000","-81,689,000","-55,473,000","-40,060,000","-26,677,000","-41,240,000","7,279,000","-50,569,000","-51,975,000","-227,415,000","-25,602,000","-25,899,000","-72,516,000","-64,739,000","-50,186,000","4,588,000","-56,102,000","-12,142,000","-107,215,000","-163,511,000","-75,551,000","-182,089,000","-1,293,865,000","-340,749,000","-185,983,000","-456,742,000","-1,758,000"
	CashFlowFromContinuingInvestingActivities,"149,100,000","-36,163,000","-20,272,000","203,974,000","1,561,000","-3,806,000","-81,147,000","-48,554,000","-47,483,000","-247,927,000","-75,184,000","-70,056,000","19,774,000","-100,073,000","301,801,000","-24,539,000","-79,643,000","91,155,000","-71,589,000","-268,503,000","-60,843,000","-200,372,000","231,199,000","102,362,000","-82,288,000","-74,448,000","-70,675,000","-121,805,000","-145,206,000","-231,291,000","-98,098,000","-88,645,000","-74,617,000","-53,522,000","-86,905,000","-72,276,000","-47,463,000","-58,162,000","-181,929,000","-68,945,000","-63,068,000","-141,392,000","-81,689,000","-55,473,000","-40,060,000","-26,677,000","-41,240,000","7,279,000","-50,569,000","-51,975,000","-227,415,000","-25,602,000","-25,899,000","-72,516,000","-64,739,000","-50,186,000","4,588,000","-56,102,000","-12,142,000","-107,215,000","-163,511,000","-75,551,000","-182,089,000","-1,293,865,000","-340,749,000","-185,983,000","-456,742,000","-1,758,000"
		CapitalExpenditureReported,"-176,252,000","-39,956,000","-50,840,000","-46,279,000","-39,177,000","-40,361,000","-45,181,000","-27,827,000","-43,478,000","-69,385,000","-97,707,000","-84,088,000","-62,242,000","-60,055,000","-56,124,000","-48,891,000","-53,866,000","-66,592,000","-73,843,000","-50,474,000","-40,642,000","-48,928,000","-69,697,000","-73,890,000","-81,550,000","-108,510,000","-109,273,000","-123,430,000","-99,219,000","-79,129,000","-91,712,000","-79,104,000","-73,712,000","-59,717,000","-96,005,000","-61,231,000","-48,677,000","-51,614,000","-57,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,433,000","-41,533,000","-76,360,000","-44,874,000","-10,308,000","-28,589,000","-23,077,000","-25,094,000","-22,408,000","-23,102,000","-234,293,000","-24,573,000","-29,233,000","-33,491,000","-54,849,000","-46,511,000","-40,710,000","-46,958,000","-221,400,000","-44,624,000","-11,735,000","-57,198,000","-1,997,124,000","507,272,000","-342,252,000","-204,600,000","-4,731,000","-4,983,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-50,433,000","-41,533,000","-45,543,000","-46,659,000","-39,340,000","-28,589,000","-23,077,000","-25,094,000","-22,408,000","-23,102,000","-234,083,000","-24,573,000","-29,443,000","-33,491,000","-54,849,000","-46,511,000","-40,710,000","-46,958,000","-228,100,000","-44,624,000","-11,735,000","-57,198,000","-1,997,124,000","507,272,000","-342,252,000","-204,600,000","-4,598,000","-5,660,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,785,000",,,,"0",,,,"0","210,000","0",,,,,,,,,,,,,"-133,000","677,000"
		NetBusinessPurchaseAndSale,"-312,000","-82,000","-77,000","0","-153,000","-5,206,000","-2,273,000","-1,453,000","-88,000","-268,000","-52,000","-90,000","-218,000","-3,986,000","-178,000","-82,000","-430,000","-8,434,000","-11,417,000","-1,434,000","-195,000","-185,971,000","-7,306,000","-2,338,000","-1,368,000","-2,365,000","-28,588,000","-2,100,000","-34,686,000","-3,923,000","-967,000","2,897,000","0","0","0","-9,180,000","-2,149,000","-5,843,000","-4,797,000","109,388,000",,,"-34,085,000","5,427,000",,,"-660,000","22,484,000","-21,809,000","0","10,070,000","-1,037,000","-9,033,000","8,843,000",,,,,,"-17,833,000",,,,,,,,
			PurchaseOfBusiness,"-312,000","-82,000","-77,000","0","-153,000","-5,206,000","-2,273,000","-1,453,000","-88,000","-268,000","-52,000","-90,000","-218,000","-3,986,000","-178,000","-82,000","-430,000","-8,434,000","-11,417,000","-1,434,000","-195,000","-185,971,000","-7,306,000","-2,338,000","-1,368,000","-2,365,000","-28,588,000","-2,100,000","-34,686,000","-3,923,000","-967,000","-25,532,000","0","0","0","-9,180,000","-2,149,000","-5,843,000","-4,797,000","109,388,000",,,"-34,085,000","-89,000",,,,,,,,"-1,037,000",,,,,,,,,,,,,,,,
			SaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,,,,,"0",,,,"0",,,,"0","675,000","0","0",,"0",,"8,843,000",,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-44,322,000","3,010,000","-24,417,000","-57,933,000","35,018,000","38,063,000","-36,646,000","-26,137,000","-1,072,000","-39,414,000","-18,438,000","9,273,000","25,289,000","-68,348,000","-14,823,000","20,000,000","155,000,000","118,273,000","-44,811,000","-216,597,000",,,,,,,,,,,,,,,"0","0","0","0","35,020,000","-666,000","-388,000","-399,000","-419,000","-13,673,000","-5,651,000","-25,540,000","2,696,000","984,000","28,991,000","-30,044,000","-18,215,000","-197,000","-35,605,000","899,000","-1,616,000","-670,000","-137,000","-356,000","-368,000","-441,000","2,588,000","-3,764,000","-1,434,000","-15,491,000",,,,
			PurchaseOfInvestment,"-408,315,000","-125,990,000","-114,410,000","-127,933,000","-39,982,000","-79,932,000","-122,896,000","-106,137,000","-59,822,000","-89,414,000","-48,438,000","-39,727,000","-29,711,000","-68,348,000",,,,,"-44,811,000","-216,597,000",,,,,,,,,,,,,,,"0","0","0","0","-104,000","-482,000","-572,000","-399,000","-279,000","-13,711,000","-6,315,000","-26,409,000",,"-2,173,000","30,351,000","-31,404,000","-9,846,000","-967,000","-53,867,000","-1,106,000","-1,616,000","-670,000","-137,000","-356,000","-368,000","-441,000","3,531,000","-4,707,000","-1,434,000",,,,,
			SaleOfInvestment,"363,993,000","129,000,000","89,993,000","70,000,000","75,000,000","117,995,000","86,250,000","80,000,000","58,750,000","50,000,000","30,000,000","49,000,000","55,000,000","0","0","20,000,000","155,000,000","118,273,000",,,,,,,,,,,,,,,,,,,,,"35,124,000","-184,000","184,000","0","-140,000","38,000","664,000","869,000","-530,000","3,157,000","-1,360,000","1,360,000","-8,369,000","770,000","18,262,000","2,005,000",,,,,,,,"943,000",,,,,,
		DividendsReceivedCFI,,,"34,958,000",,,,"0","0","0","0","2,181,000","2,149,000","2,127,000","3,178,000","2,068,000","1,385,000","7,360,000","2,037,000","17,544,000","3,446,000","6,238,000","1,807,000","214,137,000","1,234,000","1,878,000","1,724,000","2,016,000","7,038,000",,,"218,000","9,414,000",,,"1,500,000","100,000","0","0","94,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
