name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"20,509,000","5,696,000","6,302,000","4,655,000","3,856,000","3,168,000","3,989,984","2,196,000","1,182,000","1,136,000","2,789,130","3,312,997","2,174,635","1,852,746","4,013,537","2,828,704","3,390,009","1,768,485","2,845,123","2,743,056","2,196,110","1,720,754"
	OperatingRevenue,"20,509,000","5,696,000","6,302,000","4,655,000","3,856,000","3,168,000","3,989,984","2,196,000","1,182,000","1,136,000","3,259,251","3,162,273","2,020,398","1,687,586","3,844,766","2,700,162","3,256,023","1,662,222","2,556,208","2,604,215","2,015,433","1,593,848"
CostOfRevenue,"16,817,000","4,835,000","6,063,000","3,501,000","2,417,000","2,125,000","2,811,137","1,460,000","603,000","856,000","1,690,759","2,375,100","1,555,246","1,147,042","2,988,115","3,068,332","1,813,430","841,449","1,496,172","1,690,223","1,638,853","1,205,264"
GrossProfit,"3,692,000","861,000","239,000","1,154,000","1,439,000","1,043,000","1,178,847","736,000","579,000","280,000","1,098,371","937,897","619,389","705,704","1,025,422","-239,628","1,576,579","927,036","1,348,951","1,052,833","557,257","515,490"
OperatingExpense,"99,573,000","30,804,000","29,022,000","21,832,000","17,915,000","12,206,000","12,305,169","10,963,000","8,014,000","10,042,000","8,258,864","6,622,993","7,463,697","6,890,713","7,123,984","5,729,212","5,588,800","5,262,497","5,983,793","6,083,995","7,317,565","6,703,475"
	SellingGeneralAndAdministration,"69,239,000","20,277,000","19,807,000","15,327,000","13,829,000","9,528,000","9,428,060","8,659,000","5,613,000","7,368,000","5,859,681","4,449,088","5,056,005","4,790,602","4,602,517","3,224,075","3,489,974","2,895,404","3,526,310","3,116,922","3,923,367","3,513,059"
	ResearchAndDevelopment,"30,334,000","10,527,000","9,215,000","6,505,000","4,086,000","2,678,000","2,877,109","2,304,000","2,401,000","2,674,000","2,399,183","2,173,905","2,407,692","2,100,111","2,521,467","2,505,137","2,098,826","2,367,093","2,457,483","2,967,073","3,394,198","3,190,416"
OperatingIncome,"-95,881,000","-29,943,000","-28,783,000","-20,678,000","-16,476,000","-11,163,000","-11,126,322","-10,227,000","-7,435,000","-9,762,000","-7,160,493","-5,685,096","-6,844,308","-6,185,009","-6,098,562","-5,968,840","-4,012,221","-4,335,461","-4,634,842","-5,031,162","-6,760,308","-6,187,985"
NetNonOperatingInterestIncomeExpense,"-120,000","33,000","30,000","27,000","-210,000","-538,000","-607,893","-589,000","-561,000","-761,000","-869,759","-578,045","-565,888","-272,504","-266,971","-404,437","-407,635","-301,981","-159,524","-145,308","-143,801","-142,294"
	InterestIncomeNonOperating,"281,000","110,000","236,000",,,,,,,,,,,,,,,,,,,
