name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"1,786,000,000","1,671,000,000","1,719,000,000","1,745,000,000","1,827,000,000","1,781,000,000","1,805,000,000","1,877,000,000","2,301,000,000","2,325,000,000","2,507,000,000","2,629,000,000","2,673,000,000","2,434,000,000","2,581,000,000","2,616,000,000","2,538,000,000","2,340,000,000","2,336,000,000","2,232,000,000","2,229,000,000","2,164,000,000","2,335,000,000","2,387,000,000","2,434,000,000","2,501,546,000","3,198,394,000","3,451,752,000","3,720,410,000","3,873,821,000","3,969,179,000","3,968,491,000","3,720,320,000","3,335,682,000","3,323,557,000","3,288,786,000","3,317,595,000","3,369,727,000","3,503,242,000","3,497,152,000","3,478,458,000","3,227,687,000","3,267,406,000","3,157,299,000","2,969,504,000","2,991,194,000"
	CurrentAssets,"1,012,000,000","899,000,000","945,000,000","961,000,000","1,029,000,000","966,000,000","994,000,000","1,061,000,000","1,219,000,000","1,218,000,000","1,390,000,000","1,496,000,000","1,521,000,000","1,465,000,000","1,596,000,000","1,618,000,000","1,526,000,000","1,318,000,000","1,307,000,000","1,198,000,000","1,184,000,000","1,117,000,000","1,268,000,000","1,315,000,000","1,346,000,000","1,405,305,000","1,628,546,000","1,852,260,000","2,113,711,000","2,222,162,000","2,250,047,000","2,198,889,000","2,025,467,000","1,845,993,000","1,836,467,000","1,808,993,000","1,814,789,000","1,850,574,000","2,020,003,000","2,007,641,000","1,970,509,000","1,747,908,000","1,770,986,000","1,642,977,000","1,460,080,000","1,460,775,000"
		CashCashEquivalentsAndShortTermInvestments,"31,000,000","48,000,000","47,000,000","63,000,000","132,000,000","119,000,000","40,000,000","19,000,000","28,000,000","32,000,000","25,000,000","35,000,000","27,000,000","43,000,000","29,000,000","31,000,000","45,000,000","48,000,000","40,000,000","37,000,000","93,000,000","109,000,000","213,000,000","167,000,000","121,000,000","68,997,000","32,944,000","32,942,000","49,280,000","25,064,000","31,130,000","36,491,000","30,140,000","25,188,000","33,439,000","37,812,000","27,421,000","37,090,000","36,839,000","39,995,000","58,833,000","46,127,000","41,447,000","39,437,000","42,080,000","56,202,000"
			CashAndCashEquivalents,"31,000,000","48,000,000","47,000,000","63,000,000","132,000,000","119,000,000","40,000,000","19,000,000","28,000,000","32,000,000","25,000,000","35,000,000","27,000,000","43,000,000","29,000,000","31,000,000","45,000,000","48,000,000","40,000,000","37,000,000","93,000,000","109,000,000","213,000,000","167,000,000","121,000,000","68,997,000","32,944,000","32,942,000","49,280,000","25,064,000","31,130,000","36,491,000","30,140,000","25,188,000","33,439,000","37,812,000","27,421,000","37,090,000","36,839,000","39,995,000","58,833,000","46,127,000","41,447,000","39,437,000","42,080,000","56,202,000"
				CashFinancial,"31,000,000","48,000,000","47,000,000","63,000,000","132,000,000","119,000,000","40,000,000","19,000,000","28,000,000","32,000,000","25,000,000","35,000,000","27,000,000","43,000,000","29,000,000","31,000,000","45,000,000","48,000,000","40,000,000","37,000,000","93,000,000","109,000,000","213,000,000","167,000,000","121,000,000","68,997,000","32,944,000","32,942,000","49,280,000","25,064,000","31,130,000","36,491,000","30,140,000","25,188,000","33,439,000","37,812,000","27,421,000","37,090,000","36,839,000","39,995,000","58,833,000","46,127,000","41,447,000","39,437,000","42,080,000","56,202,000"
		Receivables,"453,000,000","379,000,000","399,000,000","382,000,000","369,000,000","319,000,000","343,000,000","379,000,000","476,000,000","459,000,000","586,000,000","627,000,000","626,000,000","587,000,000","674,000,000","676,000,000","621,000,000","522,000,000","578,000,000","522,000,000","476,000,000","399,000,000","448,000,000","430,000,000","470,000,000","532,609,000","663,841,000","750,500,000","849,949,000","974,454,000","1,089,507,000","1,008,369,000","904,838,000","812,147,000","841,545,000","801,772,000","806,723,000","823,484,000","929,740,000","879,277,000","871,227,000","791,280,000","856,093,000","738,067,000","624,457,000","628,997,000"
			AccountsReceivable,"453,000,000","379,000,000","399,000,000","382,000,000","369,000,000","319,000,000","343,000,000","379,000,000","476,000,000","459,000,000","586,000,000","627,000,000","626,000,000","587,000,000","674,000,000","676,000,000","621,000,000","522,000,000","578,000,000","522,000,000","476,000,000","399,000,000","448,000,000","430,000,000","470,000,000","532,609,000","663,841,000","750,500,000","849,949,000","974,454,000","1,089,507,000","1,008,369,000","904,838,000","812,147,000","841,545,000","801,772,000","806,723,000","823,236,000","929,740,000","879,277,000","871,227,000","791,280,000","840,467,000","708,563,000","594,892,000","596,404,000"
				GrossAccountsReceivable,,"382,000,000",,,,"320,000,000",,,,"460,000,000",,,,"588,000,000",,,,"523,000,000",,,,"400,000,000",,,,"534,209,000",,,,"976,354,000",,,,"815,247,000",,,,"826,536,000",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-3,000,000",,,,"-1,000,000",,,,"-1,000,000",,,,"-1,000,000",,,,"-1,000,000",,,,"-1,000,000",,,,"-1,600,000",,,,"-1,900,000",,,,"-3,100,000",,,,"-3,300,000",,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248,000",,,,"0","15,626,000","29,504,000","29,565,000","32,593,000"
