name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010,09/30/2010,06/30/2010
TotalRevenue,"280,061,000","64,722,000","72,122,000","74,634,000","68,583,000","77,467,000","80,872,000","90,091,000","85,077,000","72,814,000","69,404,000","81,770,000","72,046,000","67,775,000","65,089,000","67,025,000","67,865,000","63,268,000","46,456,000","46,975,000","49,596,000","42,647,000","44,609,000","49,616,000","45,905,000","45,480,000","48,780,000","46,748,000","46,450,000","47,113,000","51,154,000","51,161,000","51,010,000","51,705,000","51,885,000","52,632,000","51,953,000","53,735,000","56,063,000","57,559,000","61,962,000","62,015,000","46,620,000","113,519,000","43,914,000","56,252,000","698,000","554,000"
	OperatingRevenue,"280,061,000","64,722,000","72,122,000","74,634,000","68,583,000","77,467,000","80,872,000","90,091,000","85,077,000","72,814,000","69,404,000","81,770,000","72,046,000","67,775,000","65,089,000","67,025,000","67,865,000","63,268,000","46,456,000","46,975,000","49,596,000","42,647,000","44,609,000","49,616,000","45,905,000","45,480,000","48,780,000","46,748,000","46,450,000","47,113,000","51,154,000","51,161,000","51,010,000","51,705,000","51,885,000","52,632,000","51,953,000","53,735,000","56,063,000","57,559,000","61,962,000","62,015,000","46,620,000","113,519,000","43,914,000","56,252,000","698,000","554,000"
PretaxIncome,"104,437,000","21,955,000","28,064,000","24,777,000","29,641,000","32,489,000","33,488,000","34,726,000","22,134,000","19,049,000","23,383,000","27,061,000","23,461,000","22,289,000","20,616,000","22,594,000","20,312,000","10,159,000","8,496,000","8,964,000","11,384,000","7,018,000","10,072,000","10,009,000","5,486,000","440,000","7,695,000","56,000","-649,000","823,000","3,053,000","4,013,000","3,069,000","2,206,000","944,000","1,803,000","4,711,000","3,419,000","4,544,000","-7,661,000","4,435,000","2,719,000","-2,667,000","63,098,000","2,828,000","15,868,000","-1,919,000","-3,406,000"
TaxProvision,"19,291,000","3,603,000","5,295,000","4,952,000","5,441,000","5,677,000","6,319,000","6,833,000","4,429,000","3,225,000","3,864,000","5,419,000","3,179,000","3,367,000","3,381,000","4,354,000","2,800,000","1,695,000","18,615,000","1,733,000","2,175,000","-1,240,000","81,000","1,695,000","982,000","189,000","4,355,000","-1,580,000","692,000","-423,000","774,000","676,000","940,000","775,000","-56,000","856,000","1,813,000","1,337,000","1,541,000","230,000","1,733,000","1,076,000","298,000","23,928,000","1,143,000","2,953,000","0","0"
NetIncomeCommonStockholders,"85,013,000","18,352,000","22,737,000","19,791,000","24,167,000","26,812,000","27,135,000","27,857,000","17,668,000","15,800,000","19,425,000","21,642,000","20,282,000","18,904,000","17,214,000","18,222,000","17,494,000","8,451,000","-10,132,000","7,217,000","9,195,000","8,250,000","9,976,000","8,302,000","4,492,000","237,000","3,326,000","1,622,000","-1,341,000","1,236,000","2,269,000","3,325,000","2,118,000","1,426,000","995,000","942,000","2,891,000","2,082,000","3,003,000","-7,891,000","2,702,000","1,643,000","-2,965,000","39,170,000","1,685,000","12,915,000","-1,919,000","-3,406,000"
	NetIncome,"85,146,000","18,352,000","22,769,000","19,825,000","24,200,000","26,812,000","27,169,000","27,893,000","17,705,000","15,824,000","19,519,000","21,642,000","20,282,000","18,922,000","17,235,000","18,240,000","17,512,000","8,464,000","-10,119,000","7,231,000","9,209,000","8,258,000","9,991,000","8,314,000","4,504,000","251,000","3,340,000","1,636,000","-1,341,000","1,246,000","2,279,000","3,337,000","2,129,000","1,431,000","1,000,000","947,000","2,898,000","2,082,000","3,003,000","-7,891,000","2,702,000","1,643,000","-2,965,000","39,170,000","1,685,000","12,915,000","-1,919,000","-3,406,000"
		NetIncomeIncludingNoncontrollingInterests,"85,146,000","18,352,000","22,769,000","19,825,000","24,200,000","26,812,000","27,169,000","27,893,000","17,705,000","15,824,000","19,519,000","21,642,000","20,282,000","18,922,000","17,235,000","18,240,000","17,512,000","8,464,000","-10,119,000","7,231,000","9,209,000","8,258,000","9,991,000","8,314,000","4,504,000","251,000","3,340,000","1,636,000","-1,341,000","1,246,000","2,279,000","3,337,000","2,129,000","1,431,000","1,000,000","947,000","2,898,000","2,082,000","3,003,000","-7,891,000","2,702,000","1,643,000","-2,965,000","39,170,000","1,685,000","12,915,000","-1,919,000","-3,406,000"
			NetIncomeContinuousOperations,"85,146,000","18,352,000","22,769,000","19,825,000","24,200,000","26,812,000","27,169,000","27,893,000","17,705,000","15,824,000","19,519,000","21,642,000","20,282,000","18,922,000","17,235,000","18,240,000","17,512,000","8,464,000","-10,119,000","7,231,000","9,209,000","8,258,000","9,991,000","8,314,000","4,504,000","251,000","3,340,000","1,636,000","-1,341,000","1,246,000","2,279,000","3,337,000","2,129,000","1,431,000","1,000,000","947,000","2,898,000","2,082,000","3,003,000","-7,891,000","2,702,000","1,643,000","-2,965,000","39,170,000","1,685,000","12,915,000","-1,919,000","-3,406,000"
	OtherunderPreferredStockDividend,,,"32,000","34,000","33,000",,"34,000","36,000","37,000","24,000",,,,"18,000","21,000","18,000","18,000","13,000","13,000","14,000","14,000","8,000","15,000","12,000","12,000","14,000","14,000","14,000",,"10,000","10,000","12,000","11,000","5,000","5,000","5,000","7,000",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"85,013,000","18,352,000","22,737,000","19,791,000","24,167,000","26,812,000","27,135,000","27,857,000","17,668,000","15,800,000","19,425,000","21,642,000","20,282,000","18,904,000","17,214,000","18,222,000","17,494,000","8,451,000","-10,132,000","7,217,000","9,195,000","8,250,000","9,976,000","8,302,000","4,492,000","237,000","3,326,000","1,622,000","-1,341,000","1,236,000","2,269,000","3,325,000","2,118,000","1,426,000","995,000","942,000","2,891,000","2,082,000","3,003,000","-7,891,000","2,702,000","1,643,000","-2,965,000","39,170,000","1,685,000","12,915,000","-1,919,000","-3,406,000"
BasicEPS,,"0.61","0.75","0.64","0.78","0.87","0.88","0.91","0.57","0.51","0.62","0.69","0.65","0.61","0.56","0.59","0.57","0.28","-0.37","0.27","0.34","0.31","0.38","0.3","0.15","0.01","0.11","0.05","-0.04","0.03","0.06","0.08","0.05","0.03","0.02","0.02","0.06","0.04","0.06","-0.15","0.052","0.03",,"0.751","0.032",,"-0.037","-0.065"
DilutedEPS,,"0.6","0.74","0.64","0.77","0.86","0.87","0.9","0.57","0.5","0.62","0.69","0.64","0.6","0.55","0.58","0.56","0.27","-0.37","0.26","0.33","0.3","0.36","0.3","0.15","0.01","0.11","0.05","-0.04","0.03","0.06","0.08","0.05","0.03","0.02","0.02","0.06","0.04","0.06","-0.15","0.052","0.03",,"0.749","0.032",,"-0.037","-0.065"
BasicAverageShares,,"30,120,195","30,338,265","30,800,590","30,947,206","30,828,262","30,873,864","30,756,116","30,731,758","31,157,476","31,299,989","31,281,970","31,155,264","30,961,187","30,776,786","30,869,683","30,735,427","30,493,689","27,007,799","26,947,821","26,955,187","26,801,773","26,294,787","27,654,827","29,215,822","30,117,317","30,625,371","32,681,181","36,164,617","38,028,506","39,439,646","41,837,485","43,868,164","44,819,644","47,378,400","51,454,200","52,055,434","52,320,622","52,296,704","52,191,239","52,191,239","52,176,863",,"52,191,239","52,191,239",,"52,191,239","52,191,239"
