name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,12/31/1991
TotalAssets,"3,425,800,000","3,374,200,000","3,384,300,000","3,253,300,000","3,213,200,000","3,209,400,000","3,214,100,000","3,056,900,000","3,069,100,000","3,112,600,000","3,125,900,000","3,149,400,000","3,163,400,000","3,087,100,000","3,112,500,000","3,128,400,000","3,006,300,000","2,970,400,000","2,983,400,000","2,917,000,000","2,896,700,000","2,863,400,000","2,938,700,000","2,944,100,000","2,981,400,000","2,980,000,000","3,148,500,000","3,201,900,000","3,159,500,000","3,226,700,000","3,273,800,000","3,300,100,000","1,237,244,000","1,217,547,000","1,226,862,000","1,213,671,000","1,211,119,000","1,211,189,000","1,209,265,000","1,185,381,000","1,186,751,000","1,164,955,000","1,144,368,000","1,175,263,000","1,143,359,000","1,116,105,000","1,124,211,000","1,071,954,000","1,073,378,000","1,072,138,000","1,067,855,000","1,014,633,000","1,039,030,000","1,067,620,000","1,154,862,000","1,183,241,000","1,164,640,000","1,128,893,000","1,143,680,000","1,229,378,000","1,229,560,000","1,193,124,000","1,231,111,000","1,181,860,000","1,151,965,000","1,156,303,000","1,161,233,000","1,161,584,000","1,160,433,000","1,154,902,000","1,100,416,000","1,065,641,000","1,034,482,000","1,035,500,000","996,576,000","968,156,000","923,606,000","899,877,000","888,899,000","873,111,000","865,235,000","847,810,000","847,767,000","831,521,000","790,590,000","799,832,000","792,734,000","798,939,000","763,241,000","769,100,000","763,500,000","746,200,000","748,700,000","760,900,000","751,700,000","735,100,000","751,600,000","741,400,000","733,800,000","720,800,000","711,600,000","713,900,000","708,800,000","696,900,000","677,300,000","649,100,000","627,600,000","629,800,000","601,200,000","588,100,000","570,600,000","553,000,000","543,100,000","549,200,000","537,500,000","530,600,000","512,000,000","496,500,000","476,000,000"
	CurrentAssets,"1,090,300,000","1,028,500,000","1,029,800,000","1,085,500,000","1,044,600,000","1,033,600,000","1,047,900,000","884,400,000","897,600,000","919,200,000","920,100,000","931,100,000","903,900,000","876,300,000","903,600,000","899,100,000","884,100,000","852,200,000","860,800,000","804,000,000","786,100,000","751,100,000","810,200,000","806,200,000","808,000,000","803,600,000","878,000,000","901,700,000","869,100,000","924,600,000","970,700,000","987,600,000","834,770,000","815,117,000","803,643,000","785,837,000","774,870,000","764,485,000","770,228,000","748,157,000","743,525,000","720,289,000","718,485,000","739,560,000","706,341,000","675,572,000","680,917,000","629,683,000","618,058,000","600,713,000","603,578,000","551,158,000","526,933,000","531,547,000","554,269,000","542,137,000","511,504,000","473,310,000","455,987,000","437,704,000","433,547,000","411,762,000","440,535,000","394,468,000","373,352,000","377,200,000","395,198,000","409,030,000","406,022,000","395,671,000","392,770,000","371,443,000","343,686,000","340,125,000","354,426,000","327,093,000","318,392,000","290,965,000","281,811,000","270,955,000","269,945,000","246,790,000","242,269,000","231,068,000","222,089,000","215,357,000","214,294,000","225,468,000","212,241,000","219,900,000","217,500,000","202,000,000","206,700,000","210,800,000","219,500,000","218,000,000","232,200,000","226,600,000","226,600,000","211,300,000","202,300,000","202,300,000","201,600,000","196,200,000","188,400,000","182,400,000","192,000,000","206,500,000","195,900,000","196,600,000","196,500,000","183,100,000","169,600,000","178,100,000","175,600,000","177,000,000","161,100,000","149,100,000","148,500,000"
		CashCashEquivalentsAndShortTermInvestments,"293,100,000","304,400,000","311,300,000","408,900,000","375,700,000","371,800,000","381,800,000","238,200,000","218,100,000","243,200,000","214,500,000","219,700,000","207,000,000","212,600,000","211,200,000","205,900,000","227,100,000","214,900,000","214,500,000","182,500,000","172,300,000","190,500,000","204,800,000","205,600,000","215,400,000","232,000,000","227,800,000","227,400,000","196,000,000","250,400,000","220,400,000","207,900,000","508,725,000","506,036,000","485,949,000","473,963,000","469,917,000","468,270,000","461,806,000","440,727,000","435,307,000","413,646,000","399,225,000","412,869,000","399,332,000","384,534,000","375,630,000","346,811,000","335,722,000","319,886,000","295,922,000","240,695,000","202,033,000","191,134,000","165,873,000","152,189,000","138,787,000","138,682,000","118,940,000","95,930,000","88,509,000","76,309,000","102,253,000","58,905,000","45,972,000","53,450,000","71,692,000","91,191,000","90,981,000","112,967,000","98,208,000","93,604,000","86,561,000","90,515,000","56,799,000","45,771,000","37,295,000","31,762,000","16,716,000","19,256,000","20,781,000","13,046,000","10,150,000","7,515,000","8,016,000","6,692,000","9,962,000","18,751,000","13,254,000","20,400,000","16,400,000","15,000,000","16,200,000","20,700,000","31,300,000","39,700,000","42,200,000","41,500,000","31,500,000","19,400,000","15,700,000","15,400,000","12,100,000","11,000,000","12,900,000","11,300,000","14,100,000","35,300,000","48,000,000","56,200,000","50,000,000","34,400,000","26,300,000","38,100,000","40,100,000","37,200,000","28,100,000","23,200,000","14,300,000"
			CashAndCashEquivalents,"288,000,000","299,500,000","309,900,000","403,600,000","371,400,000","367,700,000","379,000,000","232,800,000","214,300,000","241,600,000","213,000,000","214,500,000","202,700,000","208,800,000","206,900,000","203,000,000","223,200,000","212,200,000","211,700,000","177,700,000","168,500,000","188,500,000","199,700,000","201,600,000","211,900,000","229,400,000","224,900,000","224,500,000","193,900,000","249,600,000","202,700,000","191,200,000","493,035,000","490,267,000","469,654,000","458,065,000","454,331,000","454,092,000","449,106,000","421,459,000","415,005,000","395,152,000","382,528,000","396,106,000","380,804,000","367,827,000","361,893,000","336,777,000","325,039,000","310,946,000","277,814,000","226,735,000","191,160,000","181,876,000","151,115,000","138,979,000","126,799,000","128,985,000","107,247,000","86,064,000","80,087,000","67,929,000","94,684,000","50,770,000","42,931,000","51,100,000","71,692,000","91,191,000","90,981,000","105,767,000","98,208,000","93,604,000","86,561,000","90,515,000","56,799,000","45,771,000","37,295,000","31,762,000","16,716,000","19,256,000","20,781,000","13,046,000","10,150,000","7,515,000","8,016,000","6,692,000","9,962,000","18,751,000","13,254,000","20,400,000","16,400,000","15,000,000","16,200,000","20,700,000","31,300,000","39,700,000","42,200,000","41,500,000","31,500,000","19,400,000","15,700,000","15,400,000","12,100,000","11,000,000","12,900,000","11,300,000","14,100,000","35,300,000","48,000,000","56,200,000","50,000,000","34,400,000","26,300,000","38,100,000","40,100,000","37,200,000","28,100,000","23,200,000","14,300,000"
			OtherShortTermInvestments,"5,100,000","4,900,000","1,400,000","5,300,000","4,300,000","4,100,000","2,800,000","5,400,000","3,800,000","1,600,000","1,500,000","5,200,000","4,300,000","3,800,000","4,300,000","2,900,000","3,900,000","2,700,000","2,800,000","4,800,000","3,800,000","2,000,000","5,100,000","4,000,000","3,500,000","2,600,000","2,900,000","2,900,000","2,100,000","800,000","17,700,000","16,700,000","15,690,000","15,769,000","16,295,000","15,898,000","15,586,000","14,178,000","12,700,000","19,268,000","20,302,000","18,494,000","16,697,000","16,763,000","18,528,000","16,707,000","13,737,000","10,034,000","10,683,000","8,940,000","18,108,000","13,960,000","10,873,000","9,258,000","14,758,000","13,210,000","11,988,000","9,697,000","11,693,000","9,866,000","8,422,000","8,380,000","7,569,000","8,135,000","3,041,000","2,350,000",,,,"7,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"397,100,000","367,800,000","383,400,000","368,500,000","377,100,000","369,000,000","363,200,000","336,800,000","382,700,000","376,200,000","403,800,000","411,900,000","406,400,000","387,300,000","410,500,000","420,300,000","398,600,000","383,000,000","389,100,000","378,800,000","380,200,000","341,300,000","363,900,000","374,900,000","365,600,000","348,700,000","385,700,000","406,200,000","414,800,000","412,600,000","443,700,000","461,100,000","217,299,000","204,449,000","207,221,000","205,917,000","197,834,000","193,328,000","194,240,000","196,509,000","198,131,000","194,317,000","197,818,000","200,700,000","193,621,000","181,128,000","187,409,000","178,518,000","179,625,000","173,665,000","179,041,000","166,110,000","163,909,000","163,475,000","209,234,000","211,906,000","208,950,000","180,868,000","196,475,000","196,884,000","200,449,000","188,784,000","201,832,000","196,150,000","188,390,000","184,272,000","184,984,000","173,026,000","176,589,000","156,276,000","176,553,000","170,411,000","157,718,000","147,600,000","151,425,000","148,299,000","152,566,000","129,608,000","148,962,000","145,949,000","140,363,000","125,289,000","136,620,000","126,610,000","119,978,000","116,192,000","122,171,000","123,566,000","123,394,000","118,300,000","126,400,000","116,000,000","116,200,000","110,200,000","115,200,000","109,000,000","111,200,000","108,100,000","116,000,000","115,100,000","105,000,000","102,500,000","108,200,000","105,300,000","98,700,000","100,500,000","104,700,000","105,100,000","92,600,000","92,600,000","94,300,000","96,700,000","89,700,000","89,700,000","84,200,000","91,300,000","83,000,000","76,200,000","74,700,000"
			AccountsReceivable,"397,100,000","367,800,000","383,400,000","368,500,000","377,100,000","369,000,000","363,200,000","336,800,000","382,700,000","376,200,000","403,800,000","411,900,000","406,400,000","387,300,000","410,500,000","420,300,000","398,600,000","383,000,000","389,100,000","378,800,000","380,200,000","341,300,000","363,900,000","374,900,000","365,600,000","348,700,000","385,700,000","406,200,000","414,800,000","412,600,000","443,700,000","461,100,000","217,299,000","204,449,000","207,221,000","205,917,000","197,834,000","193,328,000","194,240,000","196,509,000","198,131,000","194,317,000","197,818,000","200,700,000","193,621,000","181,128,000","187,409,000","178,518,000","179,625,000","173,665,000","179,041,000","166,110,000","163,909,000","163,475,000","209,234,000","211,906,000","208,950,000","180,868,000","196,475,000","196,884,000","200,449,000","188,784,000","201,832,000","196,150,000","188,390,000","184,272,000","184,984,000","173,026,000","176,589,000","156,276,000","176,553,000","170,411,000","157,718,000","147,600,000","151,425,000","148,299,000","152,566,000","129,608,000","148,962,000","145,949,000","140,363,000","125,289,000","136,620,000","126,610,000","119,978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"382,800,000",,,,"384,000,000",,,,"389,100,000",,,,"390,500,000",,,,"387,200,000",,,,"349,200,000",,,,"353,100,000",,,,"416,200,000",,,,"206,164,000",,,,"197,165,000",,,,"197,325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-15,000,000",,,,"-15,000,000",,,,"-12,900,000",,,,"-3,200,000",,,,"-4,200,000",,,,"-7,900,000",,,,"-4,400,000",,,,"-3,600,000",,,,"-1,715,000",,,,"-3,837,000",,,,"-3,008,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"333,800,000","297,700,000","282,100,000","261,900,000","247,300,000","248,200,000","255,200,000","269,800,000","252,000,000","253,300,000","256,900,000","258,400,000","254,400,000","239,200,000","243,400,000","235,500,000","221,200,000","219,300,000","221,200,000","211,900,000","196,300,000","186,900,000","209,100,000","197,500,000","197,200,000","194,900,000","203,600,000","209,000,000","207,400,000","211,800,000","233,700,000","243,500,000","91,600,000","89,200,000","90,300,000","89,000,000","88,800,000","84,569,000","93,143,000","90,573,000","89,556,000","90,760,000","97,500,000","97,731,000","89,273,000","86,464,000","90,600,000","81,724,000","79,962,000","82,483,000","88,005,000","99,525,000","115,992,000","133,983,000","136,631,000","128,654,000","119,498,000","103,373,000","120,472,000","125,794,000","128,883,000","129,894,000","118,339,000","121,531,000","119,592,000","118,895,000","116,409,000","117,907,000","112,119,000","106,125,000","97,231,000","88,310,000","83,244,000","86,378,000","86,520,000","82,065,000","85,392,000","82,909,000","85,420,000","76,588,000","78,445,000","77,633,000","70,139,000","73,063,000","70,785,000","71,883,000","66,660,000","65,187,000","59,161,000","67,400,000","60,100,000","58,100,000","59,100,000","63,700,000","61,800,000","58,000,000","62,000,000","61,200,000","63,700,000","64,200,000","66,300,000","70,400,000","70,700,000","69,600,000","65,200,000","64,600,000","66,100,000","60,500,000","50,700,000","44,400,000","48,600,000","46,700,000","46,900,000","46,300,000","49,000,000","44,600,000","45,000,000","45,700,000","54,700,000"
