name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
TotalAssets,"5,054,221,000","4,933,352,000","4,198,831,000","3,904,623,000","3,661,436,000","3,560,918,000","3,307,430,000","3,212,321,000","2,752,422,000","3,426,750,000","3,214,818,000","2,947,633,000","2,754,161,000","2,645,762,000","2,519,947,000","2,397,157,000","2,306,012,000","2,302,582,000","2,374,301,000","1,639,443,000","1,607,347,000","1,638,597,000","1,544,195,000","1,417,975,000","1,103,942,000","1,007,440,000","931,932,000","930,337,000","862,624,000","830,069,000","785,265,000","679,107,000","666,826,000","629,568,000","357,400,000","334,219,000","330,282,000","330,419,000","296,535,000","311,971,000","293,593,000","328,962,000","371,224,000","416,663,000","459,606,000","489,581,000","464,640,000","493,681,000","502,663,000","712,390,000","472,816,000","159,016,000","189,635,000","232,388,000","264,718,000","204,735,000","237,011,000","275,695,000","282,683,000","308,798,000","324,933,000","353,603,000","464,886,000","375,112,000","398,756,000","374,108,000","398,109,000","436,647,000","487,458,000","516,919,000","470,504,000","538,118,000","582,468,000","379,545,000","415,437,000","470,475,000","496,878,000","552,139,000","603,054,000","645,736,000","666,847,000","705,559,000","825,640,000","852,068,000","851,943,000","886,820,000","865,924,000","876,635,000","875,692,000","221,900,000","209,700,000","224,200,000","250,800,000","230,300,000","233,000,000","219,200,000","219,100,000","193,100,000","181,100,000","76,600,000","79,600,000","66,900,000","74,400,000","66,000,000","62,100,000","57,800,000","20,000,000","23,000,000","26,700,000","28,700,000","19,100,000","13,300,000","15,300,000","17,600,000","3,400,000"
	CurrentAssets,"3,288,091,000","3,118,674,000","2,923,797,000","2,620,060,000","2,449,969,000","2,359,894,000","2,159,425,000","2,077,625,000","1,716,169,000","2,481,488,000","2,319,595,000","2,058,625,000","1,904,500,000","1,832,254,000","1,700,359,000","1,598,084,000","1,469,555,000","1,504,854,000","1,541,322,000","844,803,000","819,175,000","994,178,000","886,660,000","792,130,000","935,581,000","842,375,000","757,914,000","732,990,000","692,145,000","699,214,000","662,614,000","577,145,000","581,170,000","555,799,000","333,743,000","313,369,000","309,113,000","309,514,000","278,728,000","294,158,000","276,162,000","310,778,000","346,418,000","391,923,000","425,968,000","455,454,000","422,545,000","451,293,000","450,807,000","656,055,000","402,657,000","146,718,000","165,365,000","205,494,000","257,024,000","194,055,000","227,595,000","264,412,000","270,854,000","288,312,000","300,422,000","327,761,000","432,001,000","296,167,000","329,179,000","353,976,000","370,821,000","407,858,000","457,492,000","481,313,000","420,843,000","483,395,000","514,119,000","310,927,000","337,834,000","378,553,000","401,906,000","458,771,000","489,309,000","527,520,000","547,441,000","591,221,000","592,915,000","592,470,000","609,853,000","647,895,000","684,574,000","711,108,000","728,940,000","109,500,000","98,900,000","117,400,000","149,000,000","131,400,000","137,600,000","147,200,000","152,200,000","138,200,000","133,500,000","43,800,000","49,800,000","43,200,000","53,900,000","47,800,000","50,300,000","49,000,000","12,100,000","17,700,000","22,400,000","25,300,000","16,200,000","10,600,000","13,400,000","15,700,000","1,700,000"
		CashCashEquivalentsAndShortTermInvestments,"2,544,160,000","2,348,192,000","2,284,075,000","2,080,967,000","1,962,393,000","1,801,377,000","1,734,800,000","1,589,486,000","1,302,592,000","2,117,554,000","1,986,218,000","1,695,855,000","1,581,024,000","1,438,323,000","1,375,313,000","1,198,382,000","1,171,059,000","1,169,645,000","1,281,389,000","608,606,000","511,955,000","808,546,000","716,585,000","629,191,000","810,669,000","707,783,000","635,045,000","627,469,000","585,424,000","600,263,000","532,359,000","508,753,000","519,231,000","509,004,000","291,174,000","277,453,000","270,179,000","228,418,000","243,599,000","261,807,000","236,411,000","277,594,000","316,975,000","364,110,000","383,626,000","424,168,000","395,585,000","422,190,000","422,240,000","470,418,000","388,245,000","140,475,000","157,689,000","198,024,000","249,861,000","186,021,000","219,113,000","256,430,000","264,944,000","281,468,000","293,778,000","318,573,000","426,301,000","289,746,000","321,499,000","344,971,000","364,038,000","401,449,000","448,694,000","469,764,000","412,562,000","473,555,000","500,707,000","293,807,000","315,098,000","360,639,000","376,184,000","429,018,000","452,829,000","476,151,000","491,710,000","507,903,000","517,546,000","539,401,000","567,340,000","582,180,000","644,632,000","680,918,000","692,154,000","66,900,000","82,100,000","53,300,000","83,500,000","50,000,000","45,400,000","32,900,000","42,700,000","51,200,000","51,300,000","11,300,000","8,000,000","7,600,000","19,700,000","7,200,000","12,500,000","10,400,000","5,700,000","7,400,000","5,900,000","6,800,000","4,300,000","10,500,000","13,300,000","15,500,000","1,700,000"
			CashAndCashEquivalents,"2,256,759,000","2,057,440,000","1,999,021,000","1,797,582,000","1,669,968,000","1,513,008,000","1,497,775,000","1,326,730,000","1,043,241,000","1,832,684,000","1,702,023,000","1,416,224,000","1,299,704,000","1,163,980,000","1,112,179,000","928,517,000","894,427,000","899,509,000","1,128,046,000","451,754,000","361,823,000","652,343,000","580,099,000","487,654,000","657,615,000","521,439,000","445,801,000","439,681,000","421,822,000","452,297,000","382,004,000","406,264,000","436,585,000","471,429,000","272,122,000","258,202,000","265,814,000","224,057,000","239,083,000","257,563,000","231,855,000","273,164,000","312,328,000","359,074,000","377,843,000","417,912,000","388,804,000","414,088,000","404,746,000","449,824,000","367,478,000","114,289,000","139,098,000","178,767,000","207,597,000","134,712,000","162,741,000","108,854,000","95,629,000","33,935,000","20,298,000","18,861,000","115,921,000","35,938,000","48,804,000","11,494,000","49,197,000","37,177,000","104,836,000","132,180,000","78,724,000","152,933,000","135,847,000","29,698,000","14,307,000","22,015,000","10,637,000","22,928,000","15,736,000","44,193,000","99,156,000","43,368,000","45,488,000","64,395,000","114,689,000","110,155,000","328,377,000","438,113,000","421,334,000","32,200,000","41,400,000","53,300,000","83,500,000","50,000,000","45,400,000","32,900,000","42,700,000","51,200,000","51,300,000","11,300,000","8,000,000","7,600,000","19,700,000","7,200,000","12,500,000","10,400,000","5,700,000","7,400,000","5,900,000","6,800,000","4,300,000","10,500,000","13,300,000","15,500,000","1,700,000"
			OtherShortTermInvestments,"287,401,000","290,752,000","285,054,000","283,385,000","292,425,000","288,369,000","237,025,000","262,756,000","259,351,000","284,870,000","284,195,000","279,631,000","281,320,000","274,343,000","263,134,000","269,865,000","276,632,000","270,136,000","153,343,000","156,852,000","150,132,000","156,203,000","136,486,000","141,537,000","153,054,000","186,344,000","189,244,000","187,788,000","163,602,000","147,966,000","150,355,000","102,489,000","82,646,000","37,575,000","19,052,000","19,251,000","4,365,000","4,361,000","4,516,000","4,244,000","4,556,000","4,430,000","4,647,000","5,036,000","5,783,000","6,256,000","6,781,000","8,102,000","17,494,000","20,594,000","20,767,000","26,186,000","18,591,000","19,257,000","42,264,000","51,309,000","56,372,000","147,576,000","169,315,000","247,533,000","273,480,000","299,712,000","310,380,000","253,808,000","272,695,000","333,477,000","314,841,000","364,272,000","343,858,000","337,584,000","333,838,000","320,622,000","364,860,000","264,109,000","300,791,000","338,624,000","365,547,000","406,090,000","437,093,000","431,958,000","392,554,000","464,535,000","472,058,000","475,006,000","452,651,000","472,025,000","316,255,000","242,805,000","270,820,000","34,700,000","40,700,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"562,344,000","616,300,000","516,689,000","438,170,000","397,357,000","481,994,000","356,182,000","420,250,000","351,522,000","308,809,000","276,116,000","302,680,000","244,081,000","307,598,000","247,736,000","316,310,000","220,190,000","266,299,000","198,345,000","169,516,000","244,975,000","148,758,000","131,523,000","129,486,000","101,280,000","114,450,000","86,966,000","75,122,000","69,604,000","57,933,000","109,599,000","47,205,000","46,394,000","35,374,000","33,197,000","27,522,000","28,041,000","70,951,000","16,540,000","13,841,000","13,010,000","6,415,000","2,462,000","2,376,000","16,579,000","5,701,000","4,735,000","6,360,000","5,253,000","163,661,000","862,000","807,000","739,000","1,050,000","879,000","787,000","840,000","1,551,000","1,276,000","1,267,000","1,440,000","2,073,000","1,390,000","1,346,000","1,584,000","1,423,000","1,045,000","931,000","2,547,000","2,143,000","2,679,000","3,336,000","3,909,000","5,733,000","10,179,000","7,515,000","8,024,000","8,485,000","14,780,000","25,129,000","27,691,000","54,038,000","44,117,000","31,581,000","21,600,000","35,022,000","21,015,000","14,732,000","14,368,000","26,600,000","8,000,000","4,600,000","9,700,000","14,300,000","4,100,000","11,000,000","8,600,000","19,900,000","9,300,000","4,000,000","8,700,000","2,500,000","3,000,000","9,400,000","100,000","7,200,000","100,000","600,000","400,000",,,,,,
			AccountsReceivable,"562,344,000","616,300,000","516,689,000","438,170,000","397,357,000","481,994,000","356,182,000","420,250,000","351,522,000","308,809,000","276,116,000","302,680,000","244,081,000","307,598,000","247,736,000","316,310,000","220,190,000","266,299,000","198,345,000","169,516,000","244,975,000","148,758,000","131,523,000","129,486,000","101,280,000","114,450,000","86,966,000","75,122,000","69,604,000","57,933,000","109,599,000","47,205,000","46,394,000","35,374,000","33,197,000","27,522,000","28,041,000","70,951,000","16,540,000","13,841,000","13,010,000","6,415,000","2,462,000","2,376,000","16,579,000","5,701,000","4,735,000","6,360,000","5,253,000","163,661,000","862,000","807,000","739,000","1,050,000","879,000","787,000","840,000","1,551,000","1,276,000","1,267,000","1,440,000","2,073,000","1,390,000","1,346,000","1,584,000","1,423,000","1,045,000","931,000","2,547,000","2,143,000","2,679,000","3,336,000","3,909,000","5,733,000","10,179,000","7,515,000","8,024,000","8,485,000","14,780,000","25,129,000","27,691,000","54,038,000","44,117,000","31,581,000","21,600,000","35,022,000",,"14,732,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"35,457,000","27,904,000","21,303,000","16,675,000","16,700,000","16,425,000","17,012,000","16,335,000","13,977,000","11,400,000","7,365,000","6,527,000","7,129,000","6,967,000","5,993,000","5,869,000","4,632,000","6,482,000","3,261,000","2,930,000","3,961,000","4,106,000","4,078,000","6,124,000","1,309,000","1,783,000","2,428,000","1,897,000","2,414,000","358,000","402,000","269,000","347,000","406,000","359,000","133,000","189,000","278,000","190,000","188,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"146,130,000","126,278,000","101,730,000","84,248,000","73,519,000","60,098,000","51,431,000","51,554,000","48,078,000","43,725,000","49,896,000","53,563,000","72,266,000","79,366,000","71,317,000","77,523,000","73,674,000","62,428,000","58,327,000","63,751,000","58,284,000","32,752,000","34,457,000","27,313,000","21,806,000","17,843,000","23,246,000","20,260,000","28,178,000","20,519,000","18,979,000","19,268,000","13,681,000","9,620,000","9,013,000","8,261,000","10,704,000","9,867,000","8,899,000","8,823,000","7,446,000","7,475,000","7,984,000","6,447,000","6,769,000","6,600,000","3,232,000","3,763,000","4,269,000","2,944,000","4,006,000","5,436,000","6,937,000","6,420,000","6,284,000","7,247,000","7,642,000","6,431,000","4,634,000","5,577,000","5,204,000","7,115,000","4,310,000","5,075,000","6,096,000","7,582,000","5,738,000","5,478,000","6,251,000","7,142,000","5,602,000","6,504,000","9,503,000","11,387,000","12,557,000","10,399,000","17,698,000","21,268,000","21,700,000","26,240,000","28,040,000","29,280,000","31,252,000","21,488,000","20,913,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,"925,000",,,,"16,000","17,000","16,000","517,000","516,000","517,000","517,000","500,000","500,000","500,000","750,000","625,000","500,000",,,,"0","9,500,000","9,499,000","19,295,000","19,294,000","18,997,000","18,990,000","18,994,000","18,985,000","18,993,000","18,980,000","19,045,000","19,032,000","9,544,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
