name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
OperatingCashFlow,"94,929,000","11,174,000","46,781,000","8,255,000","28,719,000","1,161,000","58,341,000","22,119,000","41,884,000","-4,384,000","40,278,000","13,875,000","24,157,000","-345,000","25,788,000","13,238,000","25,414,000","4,140,000","25,097,000","5,244,000","11,426,000","13,454,000","23,402,000","10,511,000","24,952,000","4,436,000","18,469,000","5,214,000","12,672,000","8,366,000","33,408,000","-2,280,000","6,092,000","-3,187,000","21,096,000","10,396,000","15,877,000","-518,000","18,362,000","11,376,000","7,610,000","1,863,000","12,447,000","5,998,000","2,746,000","-6,871,000","3,948,000","5,068,000","5,085,000","4,630,000","4,789,000","1,928,000","11,060,000","4,786,000","14,008,000","1,848,000","6,256,000","4,656,000","12,893,000","3,522,000","8,370,000","-1,734,000","7,116,000","1,986,266","1,219,707","-706,973","6,953,286","2,936,296","-528,956","-1,673,212","2,341,342","750,806","1,046,419","-100,788","989,953","200,671","728,135","-33,282","356,879","408,085","207,655","-615,283","964,223","953,706","1,474,986","-641,204","-994,107","820,392","-1,628,704","-994,022","34,754","-600,000"
	CashFlowFromContinuingOperatingActivities,"94,929,000","11,174,000","46,781,000","8,255,000","28,719,000","1,161,000","58,341,000","22,119,000","41,884,000","-4,384,000","40,278,000","13,875,000","24,157,000","-345,000","25,788,000","13,238,000","25,414,000","4,140,000","25,097,000","5,244,000","11,426,000","13,454,000","23,402,000","10,511,000","24,952,000","4,436,000","18,469,000","5,214,000","12,672,000","8,366,000","33,408,000","-2,280,000","6,092,000","-3,187,000","21,096,000","10,396,000","15,877,000","-518,000","18,362,000","11,376,000","7,610,000","1,863,000","12,447,000","5,998,000","2,746,000","-6,871,000","3,948,000","5,068,000","5,085,000","4,630,000","4,789,000","1,928,000","11,060,000","4,786,000","14,008,000","1,848,000","6,256,000","4,656,000","12,893,000","3,522,000","8,370,000","-1,734,000","7,116,000","1,986,266","1,219,707","-706,973","6,953,286","2,936,296","-528,956","-1,673,212","2,341,342","750,806","1,046,419","-100,788","989,953","200,671","728,135","-33,282","356,879","408,085","207,655","-615,283","964,223","953,706","1,474,986","-641,204","-994,107","820,392","-1,628,704","-994,022","34,754","-600,000"
		NetIncomeFromContinuingOperations,"65,634,000","27,136,000","4,529,000","17,396,000","16,573,000","13,593,000","8,421,000","6,177,000","6,609,000","8,974,000","11,792,000","9,779,000","8,528,000","7,026,000","7,476,000","6,305,000","5,850,000","4,928,000","6,435,000","7,027,000","2,410,000","2,709,000","3,693,000","5,545,000","5,815,000","5,406,000","7,570,000","7,374,000","3,997,000","4,066,000","6,425,000","7,305,000","6,388,000","3,045,000","5,513,000","7,234,000","4,562,000","4,123,000",,,,,"2,721,000","3,466,000","2,767,000","1,793,000","1,307,000","2,254,000","2,051,000","868,000","629,000","115,000","-196,000","915,000","759,000","2,176,000","3,989,000","3,076,000","4,515,000","4,541,000","4,014,000","3,160,000","2,774,000","2,833,344","2,255,013","1,704,643","1,995,773","2,065,865","1,626,811","1,488,303","1,336,658","1,146,089","810,023","620,518","533,844","424,265","177,303","-85,380","-679,199","-507,195","-708,825","-499,825","-814,178","-32,380,354","-5,543,601","-5,148,023","-4,814,487","-4,485,237","-3,748,777","-578,849","-304,963","-200,000"
		OperatingGainsLosses,,,"28,746,000",,,,"200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,544,182","812,948","65,058","68,027",,"10,387","22,629","26,839","-167,159","42,024","114,220","41,869",,"109,828","68,948","51,045","144,072","17,287,002","5,159,325","4,910,727","37,296","73,098","73,416","502","56,000","0"
		DepreciationAmortizationDepletion,"29,191,000","7,852,000","7,467,000","5,924,000","7,948,000","8,512,000","8,737,000","8,625,000","5,715,000","5,210,000","5,273,000","5,092,000","5,080,000","5,153,000","5,342,000","5,004,000","5,165,000","4,917,000","5,062,000","5,059,000","4,742,000","4,884,000","4,682,000","4,478,000","4,521,000","4,557,000","4,424,000","4,505,000","4,504,000","4,882,000","4,963,000","4,977,000","4,599,000","3,648,000","3,152,000","2,887,000","2,737,000","2,460,000","2,824,000","2,870,000","2,356,000","2,028,000","2,225,000","2,468,000","1,934,000","1,468,000","1,228,000","1,200,000","1,267,000","1,089,000","1,268,000","1,397,000","1,499,000","1,586,000","1,697,000","1,727,000","1,770,000","1,755,000","2,093,000","1,648,000","1,341,000","1,183,000","1,424,000","1,475,342","914,050","592,608","692,633","642,392","436,648","454,212","398,583","372,259","286,531","151,123","166,144","228,445","347,606","538,662","541,176","552,414","503,937","375,567","711,044","14,835,768","140,882","119,172","4,901,364","4,831,312","3,264,248","214,916",,
			DepreciationAndAmortization,"29,191,000","7,852,000","7,467,000","5,924,000","7,948,000","8,512,000","8,737,000","8,625,000","5,715,000","5,210,000","5,273,000","5,092,000","5,080,000","5,153,000","5,342,000","5,004,000","5,165,000","4,917,000","5,062,000","5,059,000","4,742,000","4,884,000","4,682,000","4,478,000","4,521,000","4,557,000","4,424,000","4,505,000","4,504,000","4,882,000","4,963,000","4,977,000","4,599,000","3,648,000","3,152,000","2,887,000","2,737,000","2,460,000","2,824,000","2,870,000","2,356,000","2,028,000","2,225,000","2,468,000","1,934,000","1,468,000","1,228,000","1,200,000","1,267,000","1,089,000","1,268,000","1,397,000","1,499,000","1,586,000","1,697,000","1,727,000","1,770,000","1,755,000","2,093,000","1,648,000","1,341,000","1,183,000","1,424,000","1,475,342","914,050","592,608","692,633","642,392","436,648","454,212","398,583","372,259","286,531","151,123","166,144","228,445","347,606","538,662","541,176","552,414","503,937","375,567","711,044","14,835,768","140,882","119,172","4,901,364","4,831,312","3,264,248","214,916",,
				Depreciation,"6,811,000","1,873,000","1,716,000","1,607,000","1,615,000","1,460,000","1,437,000","1,388,000","1,317,000","1,288,000","1,266,000","1,095,000","1,070,000","1,016,000","1,015,000","995,000","1,028,000","1,034,000","1,135,000","1,123,000","1,205,000","1,259,000","1,248,000","1,212,000","1,215,000","1,192,000","1,174,000","1,148,000","1,093,000","1,081,000","1,021,000","932,000","869,000","912,000","928,000","932,000","719,000","683,000","661,000","612,000","515,000","463,000","547,000","484,000","398,000","325,000","263,000","225,000","195,000","147,000","240,000","375,000","393,000","475,000","510,000","535,000","556,000","538,000","484,000","371,000","361,000","337,000","301,000","263,890","215,393","167,717","155,712","148,870","132,885","177,336","148,483","138,718","123,753","101,122","109,893","165,943","193,438","201,162","203,676","214,914","180,912","88,068","102,582",,,,,,,,,
				AmortizationCashFlow,"22,380,000","5,979,000","5,751,000","4,317,000","6,333,000","7,052,000","7,300,000","7,237,000","4,398,000","3,922,000","4,007,000","3,997,000","4,010,000","4,137,000","4,327,000","4,009,000","4,137,000","3,883,000","3,927,000","3,936,000","3,537,000","3,625,000","3,434,000","3,266,000","3,306,000","3,365,000","3,250,000","3,357,000","3,411,000","3,801,000","3,942,000","4,045,000","3,730,000","2,736,000","2,224,000","1,955,000","2,018,000","1,777,000","2,163,000","2,258,000","1,841,000","1,565,000","1,678,000","1,984,000","1,536,000","1,143,000","965,000","975,000","1,072,000","942,000","1,028,000","1,022,000","1,106,000","1,111,000","1,187,000","1,192,000","1,214,000","1,217,000","1,609,000","1,277,000","980,000","846,000","1,123,000","1,211,452","698,657","424,891","536,921","493,522","303,763","276,876","250,100","233,541","162,778","50,001","56,251","62,502","154,168","337,500","337,500","337,500","323,025","287,499","608,462",,,,,,,,,
					AmortizationOfIntangibles,"22,380,000","5,979,000","5,751,000","4,317,000","6,333,000","7,052,000","7,300,000","7,237,000","4,398,000","3,922,000","4,007,000","3,997,000","4,010,000","4,137,000","4,327,000","4,009,000","4,137,000","3,883,000","3,927,000","3,936,000","3,537,000","3,625,000","3,434,000","3,266,000","3,306,000","3,365,000","3,250,000","3,357,000","3,411,000","3,801,000","3,942,000","4,045,000","3,730,000","2,736,000","2,224,000","1,955,000","2,018,000","1,777,000","2,163,000","2,258,000","1,841,000","1,565,000","1,678,000","1,984,000","1,536,000","1,143,000","965,000","975,000","1,072,000","942,000","1,028,000","1,022,000","1,106,000","1,111,000","1,187,000","1,192,000","1,214,000","1,217,000","1,609,000","1,277,000","980,000","846,000","1,123,000","1,211,452","698,657","424,891","536,921","493,522","303,763","276,876","250,100","233,541","162,778","50,001","56,251","62,502","154,168","337,500","337,500","337,500","323,025","287,499","608,462",,,,,,,,,
		DeferredTax,"-9,030,000","4,087,000","-11,404,000","-295,000","-1,418,000","455,000","-152,000","-1,688,000","-1,356,000","1,608,000","43,000","-75,000","79,000","1,994,000","723,000","-119,000","-176,000","950,000","-5,058,000","-1,116,000","532,000","1,502,000","3,909,000","-129,000","-41,000","651,000","1,848,000","340,000","-241,000","-450,000","-1,295,000","312,000","548,000","1,097,000","686,000","1,033,000","-697,000","582,000","-75,000","-99,000","-896,000","457,000","834,000","1,092,000","-626,000","-769,000","365,000","110,000","-502,000","232,000","-201,000","-78,000","-298,000","559,000","836,000","-2,154,000","-259,000","-192,000","-1,390,000","471,000","-504,000","928,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
