name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,12/31/2006
TotalAssets,"6,169,753,000","6,045,204,000","6,182,358,000","6,209,606,000","6,951,809,000","7,073,352,000","7,025,536,000","6,976,190,000","6,959,621,000","7,154,298,000","7,037,750,000","7,950,091,000","8,778,891,000","8,661,294,000","8,850,446,000","8,791,985,000","8,761,744,000","8,750,014,000","8,807,156,000","8,743,671,000","8,747,026,000","9,008,859,000","8,977,337,000","7,361,393,000","7,336,235,000","7,240,762,000","7,289,143,000","7,233,133,000","7,316,631,000","7,253,998,000","7,312,681,000","7,172,138,000","7,238,592,000","6,701,963,000","6,664,459,000","6,506,327,000","6,549,952,000","6,600,233,000","6,656,665,000","6,638,108,000","6,687,469,000","6,543,737,000","6,463,118,000","6,518,804,000","3,922,021,000","3,842,020,000","3,633,821,000","3,551,812,000","3,586,813,000","3,468,068,000","3,387,489,000","3,108,423,000","3,001,510,000","2,903,986,000","3,925,754,000","4,074,281,000","4,264,626,000","1,260,910,000","31,194,000","49,829,000"
	CurrentAssets,"1,933,003,000","1,926,897,000","1,954,448,000","1,939,083,000","2,697,403,000","2,908,086,000","2,890,028,000","2,827,522,000","2,767,192,000","2,836,214,000","2,934,086,000","2,875,608,000","3,677,641,000","3,580,849,000","3,812,191,000","3,803,105,000","3,682,276,000","3,715,551,000","3,685,952,000","3,708,506,000","3,751,416,000","3,723,287,000","3,717,489,000","2,145,858,000","2,149,344,000","2,133,659,000","2,257,653,000","2,179,477,000","2,370,140,000","2,328,091,000","2,471,965,000","2,383,046,000","2,449,236,000","2,356,126,000","2,375,105,000","2,283,335,000","2,220,033,000","2,214,649,000","2,267,260,000","2,277,567,000","2,411,271,000","2,307,737,000","2,183,415,000","1,713,812,000","1,580,688,000","1,535,467,000","1,484,751,000","1,395,737,000","1,412,764,000","1,363,858,000","1,335,995,000","1,304,936,000","1,353,384,000","1,228,713,000","1,583,626,000","1,501,225,000","1,987,236,000","610,754,000","23,592,000","44,592,000"
		CashCashEquivalentsAndShortTermInvestments,"1,523,792,000","1,546,390,000","1,556,704,000","1,558,043,000","2,319,165,000","2,534,276,000","2,506,354,000","2,458,444,000","2,389,386,000","2,460,054,000","2,547,327,000","2,501,313,000","3,274,832,000","3,210,458,000","3,440,170,000","3,433,829,000","3,300,324,000","3,245,617,000","3,283,394,000","3,265,464,000","3,182,560,000","3,093,659,000","3,019,017,000","1,507,684,000","1,502,162,000","1,536,578,000","1,586,767,000","1,511,488,000","1,715,593,000","1,688,156,000","1,779,638,000","1,688,560,000","1,708,265,000","1,620,652,000","1,708,984,000","1,603,464,000","1,526,974,000","1,547,565,000","1,556,694,000","1,594,324,000","1,682,744,000","1,696,442,000","1,436,475,000","1,009,213,000","1,139,736,000","1,130,900,000","966,691,000","919,553,000","923,936,000","829,162,000","934,757,000","950,195,000","930,405,000","828,661,000","963,101,000","1,062,313,000","1,342,586,000","532,267,000","7,763,000","24,455,000"
			CashAndCashEquivalents,"889,199,000","535,894,000","429,656,000","716,522,000","1,583,747,000","896,005,000","555,550,000","1,948,464,000","1,599,025,000","1,519,431,000","1,547,162,000","1,298,005,000","1,349,724,000","928,306,000","1,597,295,000","1,793,053,000","2,239,591,000","2,431,456,000","2,798,359,000","2,985,062,000","2,799,545,000","2,571,143,000","2,215,708,000","761,840,000","898,816,000","924,240,000","779,105,000","502,010,000","591,506,000","549,053,000","760,391,000","708,257,000","702,007,000","634,119,000","821,356,000","700,134,000","737,410,000","731,614,000","694,464,000","633,385,000","629,094,000","614,035,000","640,806,000","330,163,000","121,596,000","141,814,000","116,704,000","122,318,000","163,615,000","23,330,000","47,456,000","63,457,000","147,517,000","24,467,000","329,794,000","802,149,000","665,059,000","41,082,000","7,763,000","24,382,000"
			OtherShortTermInvestments,"634,593,000","1,010,496,000","1,127,048,000","841,521,000","735,418,000","1,638,271,000","1,950,804,000","509,980,000","790,361,000","940,623,000","1,000,165,000","1,203,308,000","1,925,108,000","2,282,152,000","1,842,875,000","1,640,776,000","1,060,733,000","814,161,000","485,035,000","280,402,000","383,015,000","522,516,000","803,309,000","745,844,000","603,346,000","612,338,000","807,662,000","1,009,478,000","1,124,087,000","1,139,103,000","1,019,247,000","980,303,000","1,006,258,000","986,533,000","887,628,000","903,330,000","789,564,000","815,951,000","862,230,000","960,939,000","1,053,650,000","1,082,407,000","795,669,000","679,050,000","1,018,140,000","989,086,000","849,987,000","797,235,000","760,321,000","805,832,000","887,301,000","886,738,000","782,888,000","804,194,000","633,307,000","260,164,000","677,527,000","491,185,000","0","73,000"
		Receivables,"217,601,000","199,012,000","208,839,000","194,351,000","194,321,000","189,601,000","198,029,000","196,844,000","198,867,000","207,312,000","216,904,000","215,504,000","236,068,000","215,296,000","228,589,000","213,088,000","223,043,000","240,135,000","244,899,000","249,071,000","218,144,000","488,403,000","508,201,000","497,019,000","504,258,000","456,399,000","425,006,000","428,893,000","428,619,000","414,901,000","486,859,000","492,164,000","535,188,000","514,427,000","501,419,000","501,233,000","507,859,000","493,218,000","491,800,000","500,907,000","524,893,000","442,812,000","528,793,000","502,973,000","293,386,000","281,244,000","441,108,000","397,157,000","405,198,000","457,632,000","337,202,000","258,141,000","342,080,000","326,845,000","539,225,000","333,062,000","577,402,000","34,154,000","7,276,000","11,987,000"
			AccountsReceivable,"171,637,000","164,588,000","179,798,000","162,007,000","161,718,000","159,679,000","198,029,000","196,844,000","162,537,000","167,331,000","182,144,000","183,615,000","191,596,000","176,605,000","183,874,000","179,822,000","201,918,000","240,589,000","234,067,000","228,052,000","201,820,000","465,633,000","495,832,000","486,670,000","500,254,000","445,873,000","404,098,000","412,426,000","417,915,000","412,555,000","487,079,000","497,376,000","540,946,000","520,035,000","503,790,000","494,944,000","490,038,000","470,308,000","491,800,000","500,907,000","524,893,000","442,812,000","528,793,000","502,973,000","293,386,000","281,244,000","441,108,000","397,157,000","405,198,000","457,632,000","337,202,000","258,141,000","342,080,000","326,845,000","539,225,000","333,062,000","536,652,000","34,154,000","7,276,000","11,987,000"
				GrossAccountsReceivable,,,,,,,,,,,"182,144,000","183,615,000","191,596,000","176,605,000","183,874,000","179,822,000","201,918,000","240,589,000","234,067,000","228,052,000","201,820,000","465,633,000","495,832,000","486,670,000","500,254,000","445,873,000","404,098,000","412,426,000","417,915,000","412,555,000","487,079,000","497,376,000","540,946,000","520,035,000","503,790,000","494,944,000","490,038,000","470,308,000","507,330,000","519,165,000",,"461,296,000","540,639,000","510,089,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-15,530,000","-18,258,000",,"-18,484,000","-11,846,000","-7,116,000",,,,,,,,,,,,,,,,
			OtherReceivables,"62,488,000","49,012,000","42,839,000","45,689,000","46,267,000","45,308,000",,,"46,938,000","63,758,000","60,012,000","57,475,000","58,500,000","55,295,000","57,172,000","42,553,000","33,298,000","11,573,000","24,043,000","33,560,000","27,695,000","36,170,000","26,186,000","23,379,000","17,776,000","23,011,000","34,451,000","29,706,000","24,500,000","16,534,000","14,429,000","9,554,000","8,610,000","7,629,000","12,435,000","21,692,000","33,872,000","39,804,000",,,,,,,,,,,,,,,,,,,"40,750,000",,,
