name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"268,836,000","69,265,000","70,845,000","66,033,000","62,693,000","66,760,000","73,790,000","12,866,000","52,402,000","52,232,000","61,441,000","41,533,000","19,627,000","41,674,000","52,255,000","38,973,000","38,188,000","38,885,000","37,293,000","34,906,000","17,051,000","29,214,000","27,880,000","29,743,000","15,931,000","24,967,000","24,328,000","26,060,000","13,153,000","10,883,000","22,013,000","3,178,000","20,066,000","18,858,000","19,915,000","19,318,000","13,786,000","21,179,000","18,600,000","-1,639,000","5,761,000","18,462,000","-34,000","6,284,000","7,791,000","10,282,000","9,377,000","7,081,000","6,119,000","6,998,000"
	CashFlowFromContinuingOperatingActivities,"268,836,000","69,265,000","70,845,000","66,033,000","62,693,000","66,760,000","73,790,000","12,866,000","52,402,000","52,232,000","61,441,000","41,533,000","19,627,000","41,674,000","52,255,000","38,973,000","38,188,000","38,885,000","37,293,000","34,906,000","17,051,000","29,214,000","27,880,000","29,743,000","15,931,000","24,967,000","24,328,000","26,060,000","13,153,000","10,883,000","22,013,000","3,178,000","20,066,000","18,858,000","19,915,000","19,318,000","13,786,000","21,179,000","18,600,000","-1,639,000","5,761,000","18,462,000","-34,000","6,284,000","7,791,000","10,282,000","9,377,000","7,081,000","6,119,000","6,998,000"
		NetIncomeFromContinuingOperations,"213,892,000","57,613,000","53,753,000","52,499,000","50,027,000","51,455,000","50,981,000","43,362,000","40,448,000","34,778,000","41,037,000","37,563,000","35,633,000","35,010,000","36,237,000","34,560,000","33,540,000","32,603,000","21,150,000","25,259,000","24,164,000","22,519,000","21,738,000","20,909,000","21,183,000","17,649,000","19,750,000","16,266,000","14,469,000","13,055,000","15,032,000","14,002,000","11,587,000","11,756,000","11,868,000","10,812,000","9,686,000","9,251,000","8,556,000","9,302,000","8,331,000","8,256,000","6,587,000","6,135,000","5,845,000","4,871,000","4,545,000","4,799,000","4,021,000","4,013,000"
		OperatingGainsLosses,"-2,404,000","2,809,000","-471,000","-1,423,000","-3,319,000","-2,747,000","-3,050,000","-2,519,000","-2,107,000","-1,071,000","-1,365,000","-1,367,000","-1,081,000","-575,000","-688,000","-975,000","-789,000","-522,000","-894,000","-978,000","-1,064,000","-899,000","-1,044,000","-1,112,000","-898,000","-668,000","-620,000","-873,000","-735,000","-483,000","-507,000","-585,000","-674,000","-284,000","-314,000","-417,000","-810,000","-1,103,000","7,060,000","-13,532,000","-2,394,000","5,315,000","-8,734,000","-5,077,000","-1,289,000","4,695,000","929,000","-4,241,000","-240,000","1,315,000"
			GainLossOnInvestmentSecurities,"2,715,000","3,335,000","0","0",,,"0","0",,,"1,000","-34,000","6,000","0","0","-186,000","0","-4,000","0","0",,,"0","0","3,000","0","0","0","0","-29,000","0","-3,000","0","0","0","0","-8,000","-123,000","0","0","0","0","0","0","-523,000","-143,000","-55,000","0","-15,000","-38,000"
		DepreciationAmortizationDepletion,"4,387,000","1,081,000","1,111,000","1,112,000","1,083,000","1,082,000","1,112,000","1,013,000","989,000","989,000","975,000","997,000","995,000","985,000","898,000","936,000","915,000","899,000","355,000","848,000","818,000","824,000","590,000","812,000","835,000","821,000","682,000","609,000","792,000","512,000","341,000","500,000","500,000","497,000","485,000","448,000","594,000","314,000","307,000","307,000","303,000","301,000","329,000","278,000","300,000","266,000","266,000","263,000","267,000","270,000"
			DepreciationAndAmortization,"4,387,000","1,081,000","1,111,000","1,112,000","1,083,000","1,082,000","1,112,000","1,013,000","989,000","989,000","975,000","997,000","995,000","985,000","898,000","936,000","915,000","899,000","355,000","848,000","818,000","824,000","590,000","812,000","835,000","821,000","682,000","609,000","792,000","512,000","341,000","500,000","500,000","497,000","485,000","448,000","594,000","314,000","307,000","307,000","303,000","301,000","329,000","278,000","300,000","266,000","266,000","263,000","267,000","270,000"
				Depreciation,"4,161,000","1,058,000","1,044,000","1,044,000","1,015,000","1,015,000","1,044,000","946,000","921,000","921,000","908,000","929,000","928,000","917,000","830,000","869,000","847,000","832,000","287,000","780,000","749,000","752,000","513,000","731,000","750,000","730,000","587,000","508,000","612,000","512,000","341,000","500,000","500,000","497,000","485,000","448,000","594,000","314,000",,,,,,,,,,,,
				AmortizationCashFlow,"226,000","23,000","67,000","68,000","68,000","67,000","68,000","67,000","68,000","68,000","67,000","68,000","67,000","68,000","68,000","67,000","68,000","67,000","68,000","68,000","69,000","72,000","77,000","81,000","85,000","91,000","95,000","101,000",,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"226,000","23,000","67,000","68,000","68,000","67,000","68,000","67,000","68,000","68,000","67,000","68,000","67,000","68,000","68,000","67,000","68,000","67,000","68,000","68,000","69,000","72,000","77,000","81,000","85,000","91,000","95,000","101,000",,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-10,181,000","-5,257,000","-5,073,000","0","149,000","-133,000","-5,052,000","-3,515,000","108,000","-1,264,000","-3,904,000","335,000","1,397,000","1,103,000","-14,974,000","-549,000","-152,000","1,583,000","17,184,000","-3,068,000","402,000","-391,000","-2,054,000","-88,000","833,000","-217,000","-1,468,000","-3,419,000","-3,816,000","3,979,000","218,000","-2,471,000","-1,419,000","-1,142,000","-1,535,000","1,024,000","-493,000","-801,000","-579,000","-899,000","202,000","-905,000","236,000","976,000","-1,399,000","-1,053,000","-1,920,000","633,000","-1,304,000","379,000"
			DeferredIncomeTax,"-10,181,000","-5,257,000","-5,073,000","0","149,000","-133,000","-5,052,000","-3,515,000","108,000","-1,264,000","-3,904,000","335,000","1,397,000","1,103,000","-14,974,000","-549,000","-152,000","1,583,000","17,184,000","-3,068,000","402,000","-391,000","-2,054,000","-88,000","833,000","-217,000","-1,468,000","-3,419,000","-3,816,000","3,979,000","218,000","-2,471,000","-1,419,000","-1,142,000","-1,535,000","1,024,000","-493,000","-801,000","-579,000","-899,000","202,000","-905,000","236,000","976,000","-1,399,000","-1,053,000","-1,920,000","633,000","-1,304,000","379,000"
		AmortizationOfSecurities,"17,267,000","4,303,000","7,209,000","4,578,000","1,177,000","1,701,000","1,771,000","1,552,000","1,316,000","966,000","1,055,000","736,000","678,000","626,000","575,000","1,049,000","596,000","623,000","1,145,000","875,000","998,000","1,001,000","2,163,000","746,000","654,000","634,000","2,922,000","577,000","580,000","634,000","574,000","1,558,000","569,000","546,000","410,000","208,000","246,000","258,000","290,000","260,000","263,000","266,000","310,000","231,000","289,000","128,000","258,000","234,000","181,000","150,000"
		AssetImpairmentCharge,"704,000","6,000","-31,000","115,000","614,000","147,000","25,000","0","1,249,000","587,000","-1,000","66,000","202,000","20,000","176,000","235,000","-1,000","254,000","18,000","1,000","4,000","0","46,000","160,000","24,000","373,000","236,000","219,000","63,000","125,000","388,000","134,000","131,000","158,000","31,000","0","116,000","286,000","765,000","1,004,000","370,000","50,000","145,000","25,000","71,000","85,000","198,000","366,000","438,000","49,000"
